year,annonçant_VERB en_ADP,annonçant_VERB dans_ADP
1800,6.288328968651058e-09,2.2009151834367913e-08
1801,9.524730337773235e-09,2.8574191901498125e-08
1802,1.7902721083373763e-08,3.5805442166747525e-08
1803,1.950339223455444e-09,5.070882025393075e-08
1804,1.4831105232815389e-08,2.4718509905596875e-08
1805,8.528632911009026e-09,8.812921237222326e-08
1806,5.76333825108577e-09,3.7461699520235925e-08
1807,1.4234775136401367e-08,2.562259560079383e-08
1808,1.8128591960930862e-08,4.305540457494317e-08
1809,5.6475762733043666e-08,3.6144488291256494e-08
1810,3.510190182964834e-08,2.574139479349924e-08
1811,1.7549536934780008e-08,5.515568801683912e-08
1812,7.468182872116813e-08,6.934741492159446e-08
1813,2.8757416448144113e-09,1.4378708002027452e-08
1814,6.293354282149721e-09,4.72001566720337e-08
1815,1.3486118000116676e-08,7.821948599939788e-08
1816,9.270415546325239e-09,3.476405652236281e-08
1817,5.916118794857539e-08,6.07180652423267e-08
1818,4.768470773797162e-08,5.722165141719415e-08
1819,1.8631890696951814e-08,3.3123360054787554e-08
1820,1.779972080839798e-08,5.93324074316115e-08
1821,4.2404398215012407e-08,1.2819934447350079e-08
1822,1.7043547018147365e-08,3.107940926838637e-08
1823,4.5460358588655936e-08,6.621400283624013e-08
1824,7.242157096243318e-08,1.6000115010683658e-08
1825,5.899646993157148e-08,5.6354835464844655e-08
1826,5.0205510859768765e-08,3.5231937256519075e-08
1827,4.424290978022327e-08,3.133872894522938e-08
1828,3.5771975603893225e-08,5.595103758082587e-08
1829,1.1402324417986165e-07,3.1720752247110795e-08
1830,5.0096812032052185e-08,5.114049628218709e-08
1831,8.731075240575592e-08,7.327867024287116e-08
1832,6.494385473843067e-08,4.329590197471589e-08
1833,6.950177322551099e-08,2.7800709290204395e-08
1834,3.360431222176885e-08,3.9205030333278046e-08
1835,3.327758690829796e-08,5.672315950278062e-08
1836,4.099657546774438e-08,3.2259599436201825e-08
1837,5.0792603900617905e-08,1.461157062010443e-08
1838,2.9035945203759184e-08,3.5348108440302894e-08
1839,6.9914749545318955e-09,2.23727205650448e-08
1840,4.395085184683012e-08,3.248541347034006e-08
1841,4.943822418113086e-08,3.017657945747487e-08
1842,2.4149754196400863e-08,2.0124794275488966e-08
1843,2.7171790151214736e-08,3.721353891705803e-08
1844,1.866110821424627e-08,1.5916826967554698e-08
1845,1.785672942844485e-08,3.4597412601478084e-08
1846,3.9810608143397985e-08,5.561776106333127e-08
1847,2.9123407685460734e-08,3.235934187273415e-08
1848,2.574470947536156e-08,1.689496542667257e-08
1849,2.0948537127196687e-08,2.0948537127196687e-08
1850,1.6972489191857676e-08,2.7834882843080777e-08
1851,3.224719336003545e-08,2.3217978872835943e-08
1852,4.036538214791108e-08,6.445439737490233e-08
1853,2.508211416341055e-08,4.956703492098313e-08
1854,2.234135720868835e-08,2.7017454939937124e-08
1855,3.661786607267459e-08,3.3964397516683675e-08
1856,2.9509978460851016e-08,4.141751475117417e-08
1857,2.001418764052687e-08,1.8061584228235006e-08
1858,3.2787627668451336e-08,2.2510910469009104e-08
1859,3.717286722881852e-08,3.615443211479885e-08
1860,2.1970483293776155e-08,5.2179895959625355e-08
1861,4.621644578151063e-08,4.385846352761291e-08
1862,3.3884898442693157e-08,5.2408640982548604e-08
1863,3.3963420520422005e-08,3.446288260322561e-08
1864,2.1096802527154068e-08,2.4932585773740357e-08
1865,1.5061901947888146e-08,4.753912818955541e-08
1866,2.238181906477621e-08,2.578774882522339e-08
1867,3.202855580752839e-08,4.2219461704462447e-08
1868,2.1241458370013788e-08,3.359114231216154e-08
1869,2.8812763730456936e-08,2.734770754297955e-08
1870,3.612450782952692e-08,2.1789386295267832e-08
1871,2.442870794538976e-08,7.009977309735405e-08
1872,2.237515595027162e-08,3.4469834986339265e-08
1873,1.6760813348337678e-08,2.573981916498269e-08
1874,2.9275584623178474e-08,1.7326366119618797e-08
1875,1.830888685105947e-08,3.776207790906483e-08
1876,3.143927784776679e-08,3.990369834561136e-08
1877,3.3398006138440905e-08,4.4530676035492434e-08
1878,2.7779808675632012e-08,3.5026715750063886e-08
1879,2.5659165459046562e-08,3.237942536316041e-08
1880,2.759673911612026e-08,4.8133846464182284e-08
1881,3.137628468152798e-08,2.8587281875047665e-08
1882,1.1314154280128719e-08,2.994923420374107e-08
1883,1.3902545781263598e-08,1.7694148368718743e-08
1884,3.1027976632458376e-08,3.762967182296961e-08
1885,3.738468562497488e-08,1.8047780159236027e-08
1886,2.2587123282846733e-08,2.3232470169887165e-08
1887,1.1752064210668323e-08,2.8074376601239237e-08
1888,3.1703073943845084e-08,1.9655905347804037e-08
1889,4.698852507090123e-08,2.0674951528576457e-08
1890,3.080561583601593e-08,3.867087983167039e-08
1891,3.378336543846672e-08,2.1672347472190268e-08
1892,2.820830502514582e-08,2.9462007944403013e-08
1893,9.237624942759481e-09,1.847524977449666e-08
1894,3.4028310835765296e-08,1.764431090123253e-08
1895,2.9491211250842753e-08,3.4306101071024386e-08
1896,1.5332275227208925e-08,2.5946928161602045e-08
1897,1.1653427223201618e-08,1.8645483379486905e-08
1898,2.8291774478717002e-08,2.2633418694795182e-08
1899,1.6029977345510815e-08,2.2110313580014918e-08
1900,2.28406342728249e-08,2.387884379118077e-08
1901,1.5089595351014395e-08,2.235495527580511e-08
1902,2.602450416278046e-08,1.5221880644844532e-08
1903,1.3500550899436803e-08,1.83607493653426e-08
1904,3.3860139581065596e-08,1.9348650681649815e-08
1905,1.7546581076999246e-08,1.2901898049921812e-08
1906,1.8519063615940468e-08,3.240836193851848e-08
1907,1.645709940545359e-08,2.6228500871194882e-08
1908,3.1432890068572306e-08,2.161011281032188e-08
1909,2.6954819487556847e-08,1.980354014108343e-08
1910,2.2979847247306395e-08,1.4963621453034648e-08
1911,2.5005758574891956e-08,2.3409645777405785e-08
1912,2.969370055394549e-08,1.927485904218429e-08
1913,2.3333155463323152e-08,1.590896836489719e-08
1914,4.018046190212843e-08,2.6117300322425763e-08
1915,2.3561524287174507e-08,2.709575319670421e-08
1916,2.4172416956957932e-08,2.7468654906215306e-08
1917,1.4256351654751143e-08,2.5222776423028392e-08
1918,4.3648228142956214e-08,2.6418664589300533e-08
1919,8.287063479883727e-09,2.762354434082681e-08
1920,1.817335615328375e-08,2.1959472462640406e-08
1921,1.5902768879527684e-08,1.5902768879527684e-08
1922,3.541408943874558e-08,1.2542490601674672e-08
1923,4.140219900250486e-08,2.5478275489376756e-08
1924,3.738571052736006e-08,2.8361574311297488e-08
1925,2.3096173862313663e-08,2.5295809891190402e-08
1926,2.0063049888108253e-08,2.7865347029809584e-08
1927,5.1286434654684854e-08,1.2264147031260109e-08
1928,1.9424270192303084e-08,2.9707707405179917e-08
1929,1.2254447234738564e-08,2.2280811862174232e-08
1930,2.5208648724017735e-08,2.6259009189288918e-08
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,1.6439305028370654e-08,1.7535258800549514e-08
1933,1.605892663292252e-08,2.064719240024715e-08
1934,3.714289675826876e-08,9.585264137967897e-09
1935,3.231436807027421e-08,2.0346082152400413e-08
1936,6.0623572828433225e-09,1.576212937948185e-08
1937,7.554670666820584e-09,6.295559185076627e-09
1938,2.2040865133021725e-08,1.2965214679638848e-08
1939,2.141167065872196e-08,2.141166977054354e-08
1940,2.2822046474857416e-08,3.296517903095264e-08
1941,1.7709016475464523e-08,1.7709016475464523e-08
1942,2.730790527039062e-08,4.8547388331598995e-08
1943,2.322588166236983e-08,3.193558839598154e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.9606536838523425e-08,1.089252066321933e-08
1946,2.0881657292193267e-08,1.8097434661967782e-08
1947,4.172304812755101e-08,1.1920870957027319e-08
1948,5.001068470456005e-08,1.6307831973705333e-08
1949,2.5524220959027843e-08,1.570721330779179e-08
1950,2.4461330738745346e-08,1.0635361036293034e-08
1951,1.4925962688039363e-08,7.462981455041984e-09
1952,2.319856839960721e-08,2.3198569065741026e-08
1953,2.1547654327491728e-08,9.69644453618912e-09
1954,2.443134050622575e-08,1.3681550115052232e-08
1955,3.003394510869839e-08,1.3139850985055546e-08
1956,2.7907653077363648e-08,2.441919733087161e-08
1957,3.180613461495341e-08,9.718541194025931e-09
1958,3.722509589465517e-08,1.7371711624747377e-08
1959,2.2477168570844697e-08,2.8677767716089875e-08
1960,2.629916728835724e-08,1.3841666479663672e-08
1961,2.7792637857793068e-08,1.5285950449861474e-08
1962,2.40994342814993e-08,8.87873907728931e-09
1963,2.5217606669514225e-08,1.810494842935384e-08
1964,2.3119079928246578e-08,1.0951143103454797e-08
1965,3.720989605326963e-08,2.462419479432043e-08
1966,2.7141465963609335e-08,2.6033652011925312e-08
1967,3.1061113570096666e-08,1.9228309611207806e-08
1968,3.233819256820425e-08,2.4253646202510026e-08
1969,2.5888018839737015e-08,1.9075382107214267e-08
1970,3.2191074028631306e-08,2.4833115480626944e-08
1971,2.7233506338930624e-08,1.5415192122780752e-08
1972,2.667676390899487e-08,2.0520587895589415e-08
1973,3.252790192753707e-08,1.8193572870472963e-08
1974,3.3753429440341876e-08,1.96895009185738e-08
1975,2.9128548462153958e-08,1.599214449754527e-08
1976,3.428116257531144e-08,1.8283285774245428e-08
1977,2.9971588322297293e-08,2.6445518497286713e-08
1978,4.871284930985098e-08,1.663365545301332e-08
1979,2.165230095219073e-08,3.4526641545795655e-08
1980,2.8425753362260053e-08,2.0466543182440233e-08
1981,3.226030287351023e-08,1.2018543993352893e-08
1982,2.6692260179927985e-08,2.8554510422829082e-08
1983,3.9154960829179686e-08,2.5261264524623073e-08
1984,3.88533569761762e-08,1.8556827463545034e-08
1985,3.9702683474196476e-08,2.045289770880032e-08
1986,3.177077362304104e-08,2.517683933556114e-08
1987,4.338679959747793e-08,2.0165694891716157e-08
1988,4.137622111599626e-08,2.278690475199241e-08
1989,2.8538235663511102e-08,1.9757239066997556e-08
1990,4.2499476382573675e-08,2.3429199913493903e-08
1991,4.4547135313877106e-08,3.165191336806927e-08
1992,3.3059665449641784e-08,2.9202704754371922e-08
1993,3.6004848269488576e-08,2.1602909683338112e-08
1994,4.5364369594125264e-08,2.4264663112116835e-08
1995,3.578817392435596e-08,1.8978578431028126e-08
1996,3.683283633648671e-08,2.5089032629210806e-08
1997,3.883864696518913e-08,3.068732568056731e-08
1998,4.3866787202695434e-08,3.766822231909828e-08
1999,5.164327437912064e-08,2.7421206472144632e-08
2000,5.434178884655694e-08,2.8275401575683645e-08
2001,5.3012662926121834e-08,2.015357392082251e-08
2002,4.205972636839306e-08,2.4972962808789134e-08
2003,5.083645948644744e-08,3.2085306189699736e-08
2004,4.052407809318481e-08,1.8500122545006548e-08
2005,4.278562160120458e-08,2.5671373582447643e-08
2006,3.3354909945160216e-08,2.3883761413046045e-08
2007,4.3140379102357684e-08,2.7961355897332396e-08
2008,3.874270082526721e-08,2.5544637599628217e-08
2009,3.862235820051296e-08,2.1933684646313623e-08
2010,4.393127606139302e-08,2.078468919197718e-08
2011,4.1298898467712064e-08,1.7207874236646603e-08
2012,3.1659549537543796e-08,1.7021264397953928e-08
2013,3.625862432521387e-08,1.6455837581474952e-08
2014,4.200963754641407e-08,1.06106811392781e-08
2015,3.324863229181574e-08,1.8175918548024583e-08
2016,3.065583387140691e-08,1.387797801677415e-08
2017,3.1445140991070986e-08,1.8867084478069174e-08
2018,3.5624241889742336e-08,1.4972507067501084e-08
2019,3.3673039467885246e-08,2.1938495464723928e-08
