year,supposant_VERB en_ADP,supposant_VERB dans_ADP
1936,1.091224310911798e-08,1.4549657478823974e-08
1937,3.777335566557127e-08,1.7627565185307503e-08
1938,1.6854778905894818e-08,1.815129979654273e-08
1939,1.988226472349197e-08,1.5294050470515685e-08
1940,1.7750480196809804e-08,1.0143131667916805e-08
1941,2.3612020783048138e-08,1.4757512989405086e-08
1942,3.3376331032286544e-08,2.730790527039062e-08
1943,2.9032351855917682e-08,1.7419411690866582e-08
1944,5.1410978585408884e-08,3.213186161588055e-08
1945,2.6142048081823077e-08,1.089252066321933e-08
1946,3.062642850437669e-08,9.744772988540262e-09
1947,3.4570526219468434e-08,2.8610090296865565e-08
1948,3.0441285714388755e-08,1.848220954059343e-08
1949,3.2396127447320566e-08,2.5524220959027843e-08
1950,3.7223765181337853e-08,3.19060831088791e-08
1951,1.3859822733941485e-08,2.1322803078760444e-08
1952,3.268889114949047e-08,2.003512733494972e-08
1953,2.477980309834038e-08,1.723812381726475e-08
1954,2.9317607896928166e-08,1.172704333640695e-08
1955,3.848099261460902e-08,2.9095383879962355e-08
1956,1.3953826982771034e-08,1.4825940475304833e-08
1957,3.003912818488885e-08,1.1485549400447326e-08
1958,3.060730108250809e-08,2.3989505493204888e-08
1959,4.107896356408958e-08,2.1702094343822864e-08
1960,4.567749867234738e-08,2.353083372597098e-08
1961,2.7792636747570043e-08,7.64297514166401e-09
1962,2.9172999682636203e-08,1.585489073363533e-08
1963,4.073613624200334e-08,1.7458344103715717e-08
1964,4.8063350355231904e-08,2.007709548612624e-08
1965,3.50210763722103e-08,3.447387203481256e-08
1966,3.489617017571334e-08,2.880318872300336e-08
1967,4.0428752012822144e-08,2.9088980502134376e-08
1968,3.099076947843393e-08,2.3355362088750553e-08
1969,4.178417101208254e-08,2.4525491387761278e-08
1970,2.897196688111947e-08,1.6095538069027526e-08
1971,3.699646100585596e-08,2.363662865434435e-08
1972,2.5137720349732717e-08,1.7955513686995772e-08
1973,3.5835823475327544e-08,2.0950174539624555e-08
1974,2.6440186262632892e-08,1.5751600079827455e-08
1975,3.198428899509054e-08,1.770558810676448e-08
1976,1.9997344113953375e-08,1.1427053969725876e-08
1977,1.7042667388444954e-08,1.23412418062685e-08
1978,1.9009892548993435e-08,1.3069300641710413e-08
1979,3.979342011461995e-08,1.404473604083023e-08
1980,1.6486937204351904e-08,1.591842213599648e-08
1981,2.6567308575309312e-08,8.223214109648325e-09
1982,2.60715092847974e-08,1.8622506758880775e-08
1983,2.6524327068067066e-08,1.1999100824056086e-08
1984,2.3775934943071064e-08,1.797692572580445e-08
1985,2.4663788567025335e-08,1.5038894574104233e-08
1986,1.618511108469889e-08,1.3787316177626963e-08
1987,1.466596055710312e-08,1.2221633483022742e-08
1988,2.5185526442150774e-08,1.2592763276586538e-08
1989,1.7013178865710188e-08,2.250130037850795e-08
1990,1.3076762006569709e-08,1.9070277801347402e-08
1991,1.641210245484359e-08,1.5239809691980355e-08
1992,2.424375467047213e-08,7.713921945651236e-09
1993,1.7725463152817866e-08,1.4401939196773128e-08
1994,1.5824779708850656e-08,1.2132331528302842e-08
1995,2.3316539254913948e-08,9.760411145975922e-09
1996,2.081855932090093e-08,7.473329288743003e-09
1997,2.6851408652106556e-08,6.7128524960935465e-09
1998,1.6211639697338853e-08,5.244941925219848e-09
1999,1.4167623185734612e-08,1.0968482927475875e-08
2000,1.6346716091852898e-08,7.510653543540968e-09
2001,1.5334240544007116e-08,4.8193329327261836e-09
2002,1.2267420301803611e-08,7.009954394732176e-09
2003,1.1250691600572793e-08,1.3334153003974336e-08
2004,1.938108185051135e-08,1.1452456982752324e-08
2005,1.6663873836364473e-08,8.106749160852189e-09
2006,1.6471560115860484e-08,8.23577994690794e-09
2007,1.4779574009082808e-08,1.1583990655594789e-08
2008,1.4049551022576878e-08,1.0217855006544596e-08
2009,1.430457752249481e-08,1.0490023072406984e-08
2010,1.5116137674908714e-08,2.8342759250676863e-09
2011,1.0707121356201554e-08,7.647943611743813e-09
2012,1.0893608293205403e-08,7.82978132329859e-09
2013,8.088462621902437e-09,5.857162754807632e-09
2014,1.3209215568577015e-08,7.14596910811327e-09
2015,1.2856137154848568e-08,7.093041265449074e-09
2016,1.1599504023962481e-08,7.871092500000287e-09
2017,1.2326495962833306e-08,4.024978128569501e-09
2018,8.260693129535923e-09,5.162933192082164e-09
2019,6.632568272380013e-09,5.867272001580659e-09
