year,quittant_VERB en_ADP,quittant_VERB dans_ADP
1800,0.0,9.432493897065797e-09
1801,1.1905912700171939e-08,1.1905912700171939e-08
1802,1.3427040812530322e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877755426798e-08
1806,0.0,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,1.3336041604361526e-08,5.067695596494559e-08
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,1.8880061958270744e-08
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,6.227493631882908e-09,0.0
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,4.746592452420373e-09,5.933240565525466e-09
1821,9.86148829262845e-10,9.86148829262845e-10
1822,2.0051231786055723e-09,2.0051231786055723e-09
1823,1.9765373782121287e-09,0.0
1824,0.0,3.3684450784221553e-09
1825,6.163809906922779e-09,8.805443041381977e-10
1826,1.3211976401805714e-08,1.7615968683770689e-09
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,1.4675682002973645e-08,9.172301251858528e-10
1829,8.573175946935407e-09,0.0
1830,1.2524203230057651e-08,4.174734336004349e-09
1831,4.677361609140007e-09,0.0
1832,8.117981509236927e-09,8.117981842303834e-09
1833,2.0850531967653296e-08,5.791814139399776e-09
1834,1.213489042584115e-08,0.0
1835,4.5378527602224494e-09,3.781543966852041e-09
1836,2.083432448785061e-08,4.032449929525228e-09
1837,2.0873671680021744e-09,0.0
1838,2.5248647617104325e-09,0.0
1839,6.9914749545318955e-09,4.194885327990505e-09
1840,8.280594876453051e-09,7.64362617644565e-09
1841,5.778493683550323e-09,6.420548537278137e-10
1842,9.391571076378114e-09,6.708265054555795e-10
1843,2.3627644840651385e-09,5.906911071384968e-10
1844,1.6465684371524958e-09,2.195424508855126e-09
1845,9.48638767539478e-09,0.0
1846,1.1123552745573306e-08,0.0
1847,2.6966118227278457e-09,1.6179670936367074e-09
1848,1.850401076808339e-08,1.045878850192139e-08
1849,1.8434713311421547e-08,0.0
1850,2.7155984128057753e-09,6.788996032014438e-10
1851,1.6123596680017727e-08,0.0
1852,1.4323199737376058e-08,7.812654523320361e-09
1853,1.0152284346531815e-08,1.4332636411040767e-08
1854,8.313063126763609e-09,1.558699391779328e-09
1855,7.429711956774554e-09,2.1227748447927297e-09
1856,6.212626857404757e-09,1.3978411317339123e-08
1857,7.81041464836818e-09,1.4644527812635033e-09
1858,2.936205678594206e-08,0.0
1859,5.601390462572908e-09,3.055304009791371e-09
1860,1.7851016831382793e-08,8.238931314963338e-09
1861,5.65915647676718e-09,3.772770984511453e-09
1862,1.1746764450037972e-08,1.3553959066214816e-09
1863,1.5982786649715308e-08,1.1987090431375691e-08
1864,3.356309563606885e-09,4.794728170054441e-09
1865,4.7068443587150455e-09,4.706844358715045e-10
1866,2.0435574399346734e-08,0.0
1867,4.85281148598915e-09,1.455843445796745e-09
1868,4.939874287401835e-09,3.457911734727759e-09
1869,6.348574999037737e-09,6.8369265804335555e-09
1870,4.587239033071455e-09,2.8670243956696595e-09
1871,0.0,3.18635318130589e-09
1872,9.071008943983827e-09,7.256807155187062e-09
1873,5.387403856360606e-09,5.387403856360606e-09
1874,1.1949218503559678e-08,2.9873046258899194e-09
1875,1.2587360043170293e-08,5.721527251978387e-09
1876,3.02300739996042e-09,5.441413541973361e-09
1877,1.1751150275074451e-08,1.2369631985365004e-09
1878,1.2078177513696886e-08,3.0195443923020093e-09
1879,1.4662380642960215e-08,5.498392852132383e-09
1880,1.8611754359909582e-08,1.2835692508872398e-09
1881,1.1156012114099667e-08,0.0
1882,8.652000893505374e-09,1.3310770263785798e-09
1883,1.3270612164717477e-08,6.319338941018771e-10
1884,1.0562715146988921e-08,5.281357573494461e-09
1885,2.5782542767416317e-09,0.0
1886,1.0970888975059268e-08,0.0
1887,5.223139698529167e-09,6.528924623161458e-10
1888,6.974675947901687e-09,6.340614699951175e-10
1889,1.1277245803853475e-08,6.265136742733546e-10
1890,5.243509182406569e-09,1.9663159989136147e-09
1891,1.2748440525456317e-08,6.374220040683554e-10
1892,6.268512375839919e-10,6.268512375839919e-10
1893,1.2316833108982905e-09,2.463366621796581e-09
1894,1.071261657159539e-08,6.301539290376468e-10
1895,9.629783193076946e-09,3.0093072478365457e-09
1896,7.076434549446731e-09,3.5382172747233653e-09
1897,5.826713334045053e-09,7.574727511894253e-09
1898,6.224190496340043e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,1.1055156790007459e-09
1900,6.7483690857628176e-09,8.30568502863116e-09
1901,6.706486588292648e-09,3.353243460679778e-09
1902,1.1293653123800595e-08,3.928227076954727e-09
1903,5.400220270956879e-09,3.7801539676252105e-09
1904,1.1824175416563776e-08,7.524475265086039e-09
1905,9.28936660926638e-09,2.0643036169332163e-09
1906,8.230695236477459e-09,1.0288369045596824e-09
1907,1.0285686968813934e-08,7.71426478252124e-09
1908,2.9468334439286537e-09,1.4734167219643268e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,2.137660271017694e-09,1.068830135508847e-09
1911,7.980561322895596e-09,0.0
1912,5.2094213387476884e-09,4.167536982180309e-09
1913,1.6969567306901467e-08,2.121195885607108e-09
1914,1.2723813114234872e-08,2.678697486047099e-09
1915,9.424609426211816e-09,2.3561523843085297e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,1.2063066989753679e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,9.207848705727883e-09,0.0
1920,1.665890891899835e-08,1.514446346106979e-09
1921,6.058197943303867e-09,3.0290989716519334e-09
1922,7.377935484775833e-09,5.164555005876537e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,6.445812328337297e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,6.687682962969177e-09,1.1146138456652466e-09
1927,1.3379069518926201e-08,1.1149224876660924e-09
1928,4.5704163786908225e-09,0.0
1929,8.912324878096456e-09,5.570202965543558e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,1.0959536389520963e-08,5.4797681947604815e-09
1933,1.8353059516584835e-08,0.0
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,1.4361940969820353e-08,9.574627313213568e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.2591118148108649e-08,0.0
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,1.7881306657585583e-08,0.0
1948,1.0871887834440486e-08,3.2615663503321457e-09
1949,1.5707213085747185e-08,9.817008317369869e-10
1950,9.57182533234402e-09,1.0635361480382244e-09
1951,1.0661401761424827e-08,0.0
1952,2.0035126779838208e-08,0.0
1953,1.0773827163745864e-08,2.1547654771580937e-09
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,1.595553378308523e-08,0.0
1956,1.3953826538681824e-08,3.488456634670456e-09
1957,6.18452644651768e-09,0.0
1958,1.2408365002158916e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,1.3149583755200922e-08,3.460416619915918e-09
1961,6.25334317660986e-09,0.0
1962,1.0147129914095387e-08,0.0
1963,9.05247421467692e-09,6.466053248388448e-10
1964,9.734349215584359e-09,1.2167936658258327e-09
1965,6.0192477668863376e-09,2.188817349590977e-09
1966,9.970334224895794e-09,1.6617224263271169e-09
1967,1.5777073425482513e-08,0.0
1968,4.0422742653145605e-09,0.0
1969,1.544197653080559e-08,4.5417578031781147e-10
1970,1.6095537708205043e-08,1.3796175313274261e-09
1971,6.166076871316761e-09,1.0276794970565106e-09
1972,7.69522046084603e-09,5.130146973897354e-09
1973,1.2129048654330177e-08,5.513203782392395e-10
1974,1.1251143128276908e-08,0.0
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,7.427584991503977e-09,2.285410749536254e-09
1977,1.057820764316375e-08,0.0
1978,5.346532216954358e-09,1.1881182704343018e-09
1979,9.94835469558808e-09,2.925986564150662e-09
1980,9.096241204709088e-09,1.7055452605774235e-09
1981,1.391620929602766e-08,1.2651099057237047e-09
1982,1.3035754586887549e-08,6.207502289967692e-10
1983,1.1999100713033783e-08,3.78918940668882e-09
1984,1.159801704675445e-08,3.479405208395292e-09
1985,1.4437339324047116e-08,3.609334831011779e-09
1986,1.0790073834421321e-08,1.1988970927134801e-09
1987,1.4054878594293996e-08,6.110816852533674e-10
1988,8.395175221664886e-09,1.1993107618124554e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,8.172976573295188e-09,5.448650863826288e-09
1991,1.0550637696837839e-08,1.1722930404189924e-09
1992,1.157088269643225e-08,4.4079553340736766e-09
1993,1.0524493720964756e-08,4.4313659408601325e-09
1994,8.967375175750192e-09,2.637463358823311e-09
1995,1.0844901865425527e-08,3.253470381991974e-09
1996,1.1209993822092201e-08,3.736664311304594e-09
1997,1.294621509995153e-08,1.438468344439059e-09
1998,1.2397135762398648e-08,2.3840645013706308e-09
1999,1.0968482788697997e-08,1.3710603763428253e-09
2000,9.719669069596648e-09,3.092622158362701e-09
2001,9.200544853760206e-09,4.381211837767296e-09
2002,9.638687514801347e-09,2.6287327870022636e-09
2003,1.250076897552077e-08,3.7502307925763034e-09
2004,1.1011977996133737e-08,2.2023955992267474e-09
2005,1.6663873392275264e-08,4.5037495954858286e-10
