year,voulut_VERB étendre_VERB,voulut_VERB détendre_VERB
1994,8.967375286772494e-09,5.274926606624319e-10
1995,9.760411145975922e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,0.0
1997,1.1507746755512471e-08,1.438468344439059e-09
1998,6.675381136744818e-09,9.536258449571733e-10
1999,6.8553016596695215e-09,4.570201161957499e-10
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,4.381211837767296e-09,0.0
2002,6.133709984368352e-09,1.3143663935011318e-09
2003,8.333845613606172e-09,3.333538334260311e-09
2004,6.166707589017051e-09,4.404791253964646e-10
2005,7.656374201303606e-09,2.702249757291497e-09
2006,7.412201963319376e-09,0.0
2007,7.190063211481856e-09,7.988958938831558e-10
2008,6.3861596011349775e-09,1.2772318758180745e-09
2009,7.1522885392028e-09,1.907277002999308e-09
2010,7.558068837454357e-09,1.8895172093635892e-09
2011,9.177532511728259e-09,2.2943831279320648e-09
2012,6.808505315092361e-09,3.744677901096338e-09
2013,7.530637446961919e-09,3.3469500504423877e-09
2014,1.1693403578760808e-08,4.330890313042346e-09
2015,8.201329393386914e-09,3.989835573037226e-09
2016,1.0356700386182638e-08,4.349814286541687e-09
2017,4.779661555431858e-09,3.018733707449428e-09
2018,9.551427204712581e-09,2.0651733656507076e-09
2019,5.867272001580659e-09,3.826481798085979e-09
