year,voulut_VERB étendre_VERB,voulut_VERB détendre_VERB
1800,3.772997558826319e-08,0.0
1801,2.1430643926123594e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,0.0
1803,3.900678446910888e-09,0.0
1804,5.9324420931261557e-08,0.0
1805,7.675770063997334e-08,0.0
1806,5.4751712497136396e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,4.758755522971114e-08,0.0
1809,6.09938268780752e-08,0.0
1810,9.828532654410083e-08,0.0
1811,5.264861258069686e-08,0.0
1812,5.867858021701977e-08,0.0
1813,8.052076339026826e-08,0.0
1814,1.2272040805783035e-07,0.0
1815,3.236668177919455e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,1.1676550570882682e-07,0.0
1818,6.795070817133819e-08,0.0
1819,7.556266723440785e-08,0.0
1820,7.95054262425765e-08,0.0
1821,2.1695274909916407e-08,0.0
1822,2.8071724500478012e-08,1.0025615893027862e-09
1823,6.226093063332883e-08,0.0
1824,3.536867154707579e-08,0.0
1825,7.220463515977826e-08,0.0
1826,7.574866600634778e-08,0.0
1827,6.452091128039683e-08,0.0
1828,4.586150481600271e-08,0.0
1829,5.058173968564006e-08,0.0
1830,4.800944353178238e-08,1.0436835840010872e-09
1831,3.1182413096075834e-08,0.0
1832,2.976593194148336e-08,0.0
1833,2.6642345218874652e-08,0.0
1834,8.307732457524253e-08,0.0
1835,1.9664028627630614e-08,7.563087933704082e-10
1836,4.166864897570122e-08,0.0
1837,3.826840000442644e-08,0.0
1838,2.5879863585487328e-08,0.0
1839,2.4470162784950844e-08,0.0
1840,5.5416290223320175e-08,1.2739377552861697e-08
1841,3.980740004294603e-08,3.852329122366882e-09
1842,7.44617452141938e-08,0.0
1843,3.485077471054865e-08,0.0
1844,4.9945906965831455e-08,3.2931368743049916e-09
1845,9.03996948409258e-08,0.0
1846,4.156695965207291e-08,3.5127007969038004e-09
1847,7.820174374728595e-08,1.0786447290911383e-09
1848,4.505324113779352e-08,0.0
1849,2.262441967104678e-08,1.6758829879393033e-09
1850,7.807345525634446e-08,0.0
1851,3.8696633453128015e-08,0.0
1852,3.059956199535918e-08,0.0
1853,3.762317035693741e-08,0.0
1854,4.000661490977109e-08,0.0
1855,4.2455496895854594e-08,0.0
1856,4.40061072026765e-08,0.0
1857,3.270611159678083e-08,0.0
1858,4.697928801533635e-08,0.0
1859,4.073738679721828e-08,0.0
1860,6.911547956178765e-08,0.0
1861,5.659156343540417e-08,0.0
1862,7.093238707511773e-08,0.0
1863,3.646073309937492e-08,0.0
1864,4.267307929239905e-08,0.0
1865,4.047886292823932e-08,4.706844358715045e-10
1866,3.989802621617855e-08,0.0
1867,5.82337378318698e-08,0.0
1868,2.9639243948054173e-08,0.0
1869,3.711474505507795e-08,4.883519144627257e-10
1870,4.300536460277726e-08,5.734048791339319e-10
1871,2.3366590440332402e-08,0.0
1872,3.9912439575573444e-08,0.0
1873,2.334541804316359e-08,0.0
1874,2.3898437007119355e-08,0.0
1875,3.833423178889461e-08,0.0
1876,2.9625471853478302e-08,0.0
1877,2.040989244278535e-08,0.0
1878,5.193616203769125e-08,0.0
1879,4.3987142817059066e-08,6.10932526790009e-10
1880,2.888030792291829e-08,0.0
1881,3.2073533162702006e-08,0.0
1882,3.4608003574021495e-08,0.0
1883,2.401348808689363e-08,0.0
1884,2.5746619058963915e-08,0.0
1885,4.060750313783501e-08,0.0
1886,3.613939725255477e-08,6.453463874400711e-10
1887,2.6115698048556624e-08,0.0
1888,3.804368731152863e-08,0.0
1889,2.4434033463194282e-08,6.265136742733546e-10
1890,2.3595791986963377e-08,0.0
1891,9.561330394092238e-09,0.0
1892,1.4417578242387208e-08,0.0
1893,2.46336657738766e-08,0.0
1894,2.0164925729204697e-08,0.0
1895,2.6481902892783182e-08,0.0
1896,3.597187614445829e-08,0.0
1897,1.981082675683865e-08,0.0
1898,1.7540900287826844e-08,0.0
1899,2.7085134135518274e-08,5.527578395003729e-10
1900,1.661137005726232e-08,0.0
1901,2.51493244007861e-08,0.0
1902,1.7677022512430085e-08,0.0
1903,2.3220946943069976e-08,0.0
1904,1.5586412160928376e-08,5.374625189347171e-10
1905,2.4255568220610257e-08,0.0
1906,1.9033482345776065e-08,1.0288369045596824e-09
1907,1.0799970695529737e-08,0.0
1908,3.094175227147389e-08,0.0
1909,2.0353638774395222e-08,0.0
1910,3.2599320576309765e-08,0.0
1911,1.702519725199636e-08,1.0640748282497725e-09
1912,2.1879568379290504e-08,0.0
1913,2.2802856491921375e-08,0.0
1914,1.6741859454327823e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,2.966614687238689e-08,0.0
1917,1.7546279096336548e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,2.5745588771997063e-08,0.0
1921,1.2873671018098776e-08,0.0
1922,3.32007097370024e-08,0.0
1923,1.1677542488541803e-08,0.0
1924,1.933743654092268e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,2.2280811862174232e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,2.867665571670841e-08,0.0
1934,1.677421224144382e-08,0.0
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,7.274828739411987e-09,0.0
1937,2.5182236740306507e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,0.0
1946,2.3665876369705074e-08,0.0
1947,1.549713246618012e-08,0.0
1948,8.697510267552389e-09,0.0
1949,1.47255123650325e-08,0.0
1950,2.1270722072586068e-08,0.0
1951,2.4521224162299404e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.508335856215126e-08,0.0
1954,5.863521668203475e-09,0.0
1955,5.631364707880948e-09,0.0
1956,8.72114114258693e-09,8.72114158667614e-10
1957,7.951533653738352e-09,0.0
1958,1.4890038535497752e-08,0.0
1959,2.015194411342236e-08,0.0
1960,1.2457499920515147e-08,0.0
1961,1.667558180429296e-08,0.0
1962,1.1415521861124489e-08,0.0
1963,1.4871922360271128e-08,0.0
1964,1.2776333768727e-08,0.0
1965,1.5321720781003023e-08,0.0
1966,1.1078149952936656e-08,5.539074754423723e-10
1967,1.9721342781053863e-08,0.0
1968,2.1558795637588446e-08,4.4914158503495116e-10
1969,1.407944960618579e-08,0.0
1970,1.3796174869185052e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,1.846852804021637e-08,0.0
1973,1.6539610570021068e-08,1.102640756478479e-09
1974,1.0688586016271984e-08,0.0
1975,1.2565256390928425e-08,5.711480177694739e-10
1976,3.9994687561772935e-09,0.0
1977,1.5867311020656416e-08,0.0
1978,1.0099005187669263e-08,1.1881182704343018e-09
1979,1.1118749476679568e-08,5.851973350345929e-10
1980,1.7055452161685025e-08,5.685150683554241e-10
1981,8.223214109648325e-09,1.8976649140967083e-09
1982,9.311253101884631e-09,2.483000915987077e-09
1983,5.052252838311233e-09,6.315316047889041e-10
1984,1.2177918229383522e-08,5.799008495621649e-10
1985,1.3234227935754461e-08,1.2031116103372597e-09
1986,3.5966913891627428e-09,0.0
1987,6.721898593298192e-09,0.0
1988,7.195864348830128e-09,1.1993107618124554e-09
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,1.689081763345257e-08,5.44865097484859e-10
1991,7.6199047072123e-09,5.861465202094962e-10
1992,5.509944056569793e-09,1.1019888335184191e-09
1993,1.4401939196773128e-08,1.1078414852150331e-09
