year,poussant_VERB en_ADP,poussant_VERB dans_ADP
1899,3.8693050541382945e-08,5.582854178953767e-08
1900,3.789468705495125e-08,6.592637302738069e-08
1901,4.750427973210236e-08,6.371162442064815e-08
1902,6.62888290925423e-08,8.052865707597334e-08
1903,5.6702312178913417e-08,1.1070451488848221e-07
1904,3.171028861714831e-08,1.0480518852773457e-07
1905,4.4382527542019545e-08,6.089696019673241e-08
1906,3.9095803927580164e-08,7.56195103757129e-08
1907,3.857132568896304e-08,5.6056993713582415e-08
1908,3.388858349495649e-08,7.661766598943132e-08
1909,4.7308457595818254e-08,8.031435672073428e-08
1910,4.008112863829183e-08,7.161161785784742e-08
1911,4.575521872496324e-08,6.96969012503601e-08
1912,3.177746898952449e-08,5.469892333520576e-08
1913,3.977242279962212e-08,7.583275085654151e-08
1914,3.4153391226254826e-08,5.692232163401201e-08
1915,5.0657277039789506e-08,6.125996021566493e-08
1916,7.361599418942433e-08,9.119593302742146e-08
1917,7.018511372081093e-08,1.1185753212572536e-07
1918,8.844509657990329e-08,1.0222874724519215e-07
1919,8.839534459958998e-08,9.392005306807505e-08
1920,6.890731185649202e-08,9.162400438356144e-08
1921,5.5281056177136634e-08,5.83101567031008e-08
1922,3.9840852394945614e-08,8.041949683956773e-08
1923,4.671016995416721e-08,6.688047005098952e-08
1924,6.059063628605088e-08,8.37955620447417e-08
1925,8.138651841349542e-08,9.348451324164841e-08
1926,3.6782257240020044e-08,6.130375818091949e-08
1927,4.4596899062554485e-08,6.466550239725422e-08
1928,5.1417186841540286e-08,8.226749770301467e-08
1929,3.0079096546842266e-08,9.246537047147285e-08
1930,3.991369190714522e-08,6.932378227020308e-08
1931,3.649714308551211e-08,8.668071327377902e-08
1932,4.931791552920117e-08,6.685317543997371e-08
1933,3.0970788600370724e-08,7.800050383366397e-08
1934,4.7926318913482646e-08,1.0064527344866292e-07
1935,3.949533766700597e-08,6.821922227118193e-08
1936,3.273672799508631e-08,8.972288867425959e-08
1937,4.658713592675667e-08,9.695161107270422e-08
1938,6.482607073365898e-08,7.260519774288099e-08
1939,4.5882153187903896e-08,9.176430371127253e-08
1940,3.296517903095264e-08,9.382397081481031e-08
1941,4.427253941230447e-08,1.5052663870918082e-07
1942,4.5513175450651033e-08,1.4564217099000132e-07
1943,3.483882360377777e-08,1.016132318287788e-07
1944,2.8918675454292497e-08,9.639558129492798e-08
1945,5.010559478435539e-08,8.278315410947812e-08
1946,5.568441707737293e-08,9.744773254993788e-08
1947,4.649139762058496e-08,9.775114540033769e-08
1948,5.3272251943070614e-08,1.1524201126711375e-07
1949,2.7487622844546422e-08,8.933477912975718e-08
1950,5.424034488221707e-08,7.870167739731926e-08
1951,5.010858705745136e-08,1.0021717855579482e-07
1952,6.64322619137181e-08,9.279427248820582e-08
1953,3.878577725657806e-08,8.511323956739147e-08
1954,4.8862680124273083e-08,9.577085080536563e-08
1955,4.3173796537843145e-08,8.822471686542599e-08
1956,2.703553869665143e-08,8.02345032635543e-08
1957,3.445664731316356e-08,6.979679989527199e-08
1958,2.4816729671250926e-08,9.513079968215266e-08
1959,4.262911146302173e-08,7.518225375591214e-08
1960,2.6991250345886897e-08,1.363404229515197e-07
1961,4.794229990778831e-08,5.4195642806842415e-08
1962,3.297817485758969e-08,7.229830245591984e-08
1963,4.202934689168103e-08,8.082566593792251e-08
1964,3.285342842218597e-08,8.639234921892225e-08
1965,2.024656114985035e-08,5.80036581543375e-08
1966,2.3818022332200428e-08,8.308612242657887e-08
1967,3.401931397695179e-08,5.867099450718172e-08
1968,3.817703331243649e-08,6.782037575980837e-08
1969,3.179230456673565e-08,6.858053969160949e-08
1970,3.2191075804988145e-08,6.300252985980137e-08
1971,3.237190437932469e-08,4.727325775277791e-08
1972,3.334595388704287e-08,5.643161382629103e-08
1973,2.370677543162003e-08,6.285052400745172e-08
1974,3.3190872494870405e-08,5.400548741540945e-08
1975,2.5701661243715535e-08,5.6543653759177914e-08
1976,2.4568166057115093e-08,5.313580148103014e-08
1977,2.8796230511218823e-08,8.22749424145286e-08
1978,3.089107558640336e-08,5.5841559931657514e-08
1979,3.160065631391262e-08,6.671249508372057e-08
1980,2.956278433163817e-08,5.8557051707541774e-08
1981,2.9097527554089453e-08,5.6297390083059895e-08
1982,3.786576252551299e-08,7.945603019976488e-08
1983,4.799640040964448e-08,6.315316269933646e-08
1984,3.0734745637417404e-08,7.480720809471819e-08
1985,3.248401336808371e-08,6.677269159816035e-08
1986,3.2969669661042644e-08,5.994485396954019e-08
1987,2.3221103262471843e-08,4.888653615253702e-08
1988,2.5185526109083867e-08,6.536243535304465e-08
1989,1.7013178421620978e-08,5.4332409238355694e-08
1990,1.9070278800548124e-08,7.68259755812295e-08
1991,3.165191264642431e-08,5.744236075688747e-08
1992,3.030469308828998e-08,6.556833453963407e-08
1993,2.0495068142611927e-08,6.480872816183592e-08
1994,2.953958855300698e-08,5.169427896856149e-08
1995,3.090796896199066e-08,5.747797704458435e-08
1996,1.9217132551929694e-08,8.274042739842002e-08
1997,4.603098591182686e-08,6.760801440908182e-08
1998,2.6224710292233055e-08,5.960161519880103e-08
1999,1.9651864940906094e-08,5.6670494297250684e-08
2000,2.0322944216388805e-08,5.8318017415182055e-08
2001,3.329720854594598e-08,6.133696217602846e-08
2002,2.8039817023817193e-08,6.44039550579123e-08
2003,3.041853657848037e-08,6.333722685214482e-08
2004,2.951210209545252e-08,6.871474611536144e-08
2005,2.5220998067787548e-08,6.935774132799111e-08
2006,2.1824816065496577e-08,6.547444963977966e-08
2007,2.196963749812042e-08,7.309897465113124e-08
2008,3.278228399850036e-08,5.4920970660177204e-08
2009,2.0980047477081598e-08,7.199970752935769e-08
2010,2.645324048700104e-08,6.56607239690743e-08
2011,2.906218632414692e-08,6.538991825788543e-08
2012,4.493613728340229e-08,9.225524699729704e-08
2013,3.1238199804661804e-08,8.646287441571587e-08
2014,3.204858967098545e-08,8.401927398260511e-08
2015,4.277990620082939e-08,9.797263333943818e-08
2016,4.411954335203916e-08,9.838865500100269e-08
2017,3.723104669006716e-08,8.88010784905191e-08
2018,5.214562581734583e-08,9.680499890585281e-08
2019,3.443833529459539e-08,8.418259378473181e-08
