year,aurait_VERB ôté_VERB,aurait_VERB oté_VERB,aurait_VERB doté_VERB
1853,2.9262466227919504e-08,2.9859659189668264e-09,2.9262466227919504e-08
1854,4.1565314745639625e-08,1.558699391779328e-09,2.182179059673217e-08
1855,4.7231740296638236e-08,1.5920811335945473e-09,1.5920811335945473e-08
1856,3.882891874695815e-08,1.0354378465748937e-09,2.0708756931497874e-09
1857,6.101886640408338e-08,0.0,1.6597130780837688e-08
1858,3.034079298913639e-08,0.0,1.0766087576996597e-08
1859,6.416138376152958e-08,5.092173349652285e-10,1.3748867822016564e-08
1860,5.813023662426531e-08,0.0,1.0985241161165504e-08
1861,3.1125360067107977e-08,4.715963730639317e-10,3.8670901147952463e-08
1862,5.1956842384015545e-08,1.8071945051545413e-09,9.487771457372673e-09
1863,3.5461809488879226e-08,0.0,8.990317823531768e-09
1864,3.548098703731739e-08,4.794727948009836e-10,1.2945765348604255e-08
1865,3.4830648587558244e-08,4.706844358715045e-10,1.0355057256106193e-08
1866,3.795178216137174e-08,9.731225825149181e-10,1.1677471434268227e-08
1867,3.34843974769683e-08,9.7056229719783e-10,1.94112459439566e-09
1868,2.9639243948054173e-08,0.0,1.679557115608077e-08
1869,3.2231227464762924e-08,4.883519144627257e-10,1.904572499711321e-08
1870,3.383088653663435e-08,1.1468097582678638e-09,2.0069171213776826e-08
1871,2.442870794538976e-08,1.0621177271019633e-09,1.4869648623516696e-08
1872,2.53988243770209e-08,0.0,1.0885210954825197e-08
1873,1.7958013742713774e-08,0.0,1.0176207432266438e-08
1874,3.2860349108432274e-08,0.0,2.9873046258899194e-09
1875,2.2886109007913547e-08,2.2886108563824337e-09,9.154443425529735e-09
1876,3.023007266733657e-08,0.0,1.1487427897804992e-08
1877,4.4530676035492434e-08,6.184815992682502e-10,6.80329748092845e-09
1878,3.2611080058586595e-08,6.039088673581716e-10,1.0266450800600069e-08
1879,2.871382953628654e-08,3.0546627449723474e-09,1.1607718342077078e-08
1880,2.0537108014195837e-08,0.0,1.1552122813895949e-08
1881,1.1156012114099667e-08,0.0,2.2312024228199334e-08
1882,2.861815673327328e-08,6.655385131892899e-10,1.5972924316542958e-08
1883,2.9700892412165558e-08,0.0,4.423537092179686e-09
1884,2.970763546272792e-08,6.601696966868076e-10,1.5183903911974994e-08
1885,2.6427105837001363e-08,6.445635691854079e-10,1.0957580620640783e-08
1886,2.19417763958063e-08,0.0,6.4534639854230136e-09
1887,1.828098916689669e-08,0.0,5.876032105334161e-09
1888,2.2192152115962926e-08,6.340614699951175e-10,3.804368819970705e-09
1889,1.628935564212952e-08,1.2530273485467092e-09,8.14467782106476e-09
1890,1.6385966361553983e-08,0.0,2.6217545912032847e-09
1891,1.4023283867459213e-08,6.374220040683554e-10,4.461953917456185e-09
1892,1.1283322720601063e-08,2.5074049503359674e-09,9.402768341715273e-09
1893,2.771287377356657e-08,6.158416554491453e-10,8.005941687372342e-09
1894,1.827446460822557e-08,3.780923574225881e-09,1.8904617871129403e-09
1895,1.6852119699706236e-08,1.2037228991346183e-09,1.0833506536300774e-08
1896,2.6536630670648265e-08,1.179405795248556e-09,6.486732040400511e-09
1897,1.8645483379486905e-08,0.0,1.0488084178916779e-08
1898,1.640922953072277e-08,1.13167097914868e-09,8.487532454637403e-09
1899,1.492446166651007e-08,0.0,1.6582735185011188e-09
1900,1.5054054003371675e-08,0.0,5.19105292084987e-09
1901,1.1736351446245408e-08,0.0,1.620734302321125e-08
1902,6.874397495693074e-09,4.910283846193408e-10,6.38336894454028e-09
1903,1.5120615870500842e-08,1.0800440541913758e-09,9.720396931811592e-09
1904,9.674325340824907e-09,5.374625189347171e-10,6.449550227216605e-09
1905,7.2250627702885595e-09,0.0,5.160758931310738e-09
1906,1.9033482345776065e-08,5.144184522798412e-10,6.6874399351490865e-09
1907,6.1714118260169926e-09,0.0,1.0285686968813934e-08
1908,1.080505640516094e-08,4.911389073214423e-10,1.1296195090437777e-08
1909,9.901770070541716e-09,5.500983557560346e-10,4.950885035270858e-09
1910,1.0153886620400954e-08,0.0,6.947395991829808e-09
1911,1.4897047151407605e-08,0.0,4.25629931299909e-09
1912,1.614920641657136e-08,0.0,1.0418842677495377e-08
1913,7.954484182448596e-09,0.0,1.2727175757731857e-08
1914,1.2054139020278853e-08,0.0,1.7411533548283842e-08
1915,1.5314990164938536e-08,0.0,3.534228465440492e-09
1916,1.0987461607214755e-08,0.0,9.888715624128963e-09
1917,8.773139548168274e-09,0.0,4.386569774084137e-09
1918,1.9526840588923733e-08,0.0,1.1486376294556067e-09
1919,1.1970202606903513e-08,0.0,9.207848705727883e-09
1920,9.843901693784574e-09,7.572231730534895e-10,1.4387239843927091e-08
1921,1.2873671018098776e-08,0.0,7.572747762196741e-09
1922,1.1804696775641332e-08,0.0,8.853522359686394e-09
1923,1.3800733000834953e-08,0.0,6.369568872344189e-09
1924,1.2891624656674594e-08,0.0,5.156649773851996e-09
1925,1.6497267552040284e-08,0.0,5.499089184013428e-09
1926,7.802296586589819e-09,0.0,1.671920735191179e-08
1927,8.919379901328739e-09,0.0,1.1149224654616319e-08
1928,9.14083297942625e-09,0.0,7.998228745975666e-09
1929,1.4482528065684619e-08,0.0,3.342121912552898e-09
1930,1.6805765667982087e-08,0.0,3.1510811737689437e-09
1931,6.843213995466613e-09,0.0,5.7026783295555106e-09
1932,6.575722188983946e-09,0.0,5.4797681947604815e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09,8.02946331646126e-09
1934,9.585264137967897e-09,0.0,5.990790086229936e-09
1935,2.154291145473053e-08,1.196828414151696e-09,5.98414207075848e-09
1936,1.6974599503782883e-08,0.0,6.0623572828433225e-09
1937,7.554670666820584e-09,0.0,1.2591118370153254e-08
1938,1.9447821131279852e-08,0.0,3.8895642262559704e-09
1939,1.2235240376412548e-08,0.0,9.176430282309411e-09
1940,1.0143131667916805e-08,0.0,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0,1.4757512545315876e-08
1942,1.2136847082899749e-08,0.0,6.068423541449874e-09
1943,0.0,0.0,1.4516175816936538e-08
1944,2.5705489292704442e-08,0.0,3.2131861615880553e-09
1945,1.3071024262956144e-08,0.0,6.535512131478072e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09,1.5313215584455975e-08
1947,1.1920871401116528e-08,0.0,1.1920871401116528e-08
1948,1.6307831529616124e-08,0.0,2.174377566888097e-09
1949,1.9634017078828947e-08,0.0,9.817008539414473e-09
1950,1.2762433776458693e-08,0.0,4.2541445921528975e-09
1951,1.2793682557799002e-08,0.0,8.529121409139861e-09
1952,1.2653764258629963e-08,0.0,1.2653764258629963e-08
1953,1.6160740301529586e-08,0.0,4.3095309543161875e-09
1954,2.443134050622575e-08,0.0,1.172704333640695e-08
1955,1.220129064449793e-08,0.0,1.3139850985055546e-08
1956,1.2209598665435806e-08,0.0,2.616342476002842e-09
1957,1.1485549400447326e-08,0.0,1.3252556385623393e-08
1958,9.926692356998501e-09,0.0,1.2408365002158916e-08
1959,8.525822714489095e-09,0.0,8.525822714489095e-09
1960,2.0070416439921246e-08,0.0,2.076250060767393e-09
1961,1.737039845295385e-08,0.0,6.948159270159238e-10
1962,1.331810839388936e-08,6.341956404476434e-10,2.5367825617905737e-09
1963,1.939815952312074e-08,6.466053248388448e-10,7.1126584622049904e-09
1964,1.3993127545575135e-08,0.0,9.125952438182594e-09
1965,1.0396882466068291e-08,1.0944086747954884e-09,1.3680108601477059e-08
1966,1.495550172592175e-08,5.539074754423723e-10,4.431259803538978e-09
1967,1.5777073869571723e-08,0.0,5.423369309198733e-09
1968,1.7067380397861598e-08,1.7965663401398047e-09,9.88111459321317e-09
1969,1.407944960618579e-08,0.0,7.72098829315837e-09
1970,2.0694262303777577e-08,0.0,4.598724956395017e-09
1971,1.0276794526475896e-08,0.0,8.221435976452085e-09
1972,1.7442499000708267e-08,1.0260293725750103e-09,7.69522046084603e-09
1973,1.7090931336838366e-08,0.0,7.718485406371656e-09
1974,9.563471792262135e-09,0.0,1.1813700240281833e-08
1975,1.6563292959403952e-08,0.0,7.4249242310031605e-09
1976,1.428381679602353e-08,5.713526873840635e-10,6.8562320265641574e-09
1977,1.2928920156696222e-08,0.0,1.1753563455840776e-08
1978,2.4950484345254154e-08,0.0,8.316828115084718e-09
1979,2.5163485517509798e-08,0.0,9.363157360553487e-09
1980,7.390696055153967e-09,0.0,4.548120546843393e-09
1981,1.644642821929665e-08,0.0,1.0753434587229549e-08
1982,1.0552754226011984e-08,0.0,6.828252629986764e-09
1983,1.6419821946556112e-08,6.315316047889041e-10,9.47297440490047e-09
1984,8.118611560803402e-09,0.0,1.8556827185989277e-08
1985,1.6242006850575308e-08,0.0,9.624892882698077e-09
1986,2.2779044428489215e-08,0.0,4.7955883708539204e-09
1987,1.2832715334809564e-08,6.110816852533674e-10,9.166225112267057e-09
1988,1.199310784016916e-08,5.996553809062277e-10,6.596209356501959e-09
1989,1.8110803523541108e-08,0.0,7.683371272548811e-09
1990,1.7980548605578406e-08,0.0,1.0352437129768077e-08
1991,1.992898113201136e-08,5.861465202094962e-10,3.5168792322792797e-09
1992,1.5427843891302473e-08,0.0,8.264915862810085e-09
1993,1.883330469354405e-08,0.0,1.550978012687665e-08
1994,1.635227242502424e-08,0.0,1.1077346151466827e-08
1995,1.572510655023507e-08,1.626735190995987e-09,7.591431483433553e-09
1996,1.7081895009596337e-08,0.0,6.939520069693117e-09
1997,2.061804593722627e-08,0.0,1.006927874414032e-08
1998,2.288702027897216e-08,0.0,8.10582001520288e-09
1999,1.7823785114501334e-08,0.0,1.0511462811280126e-08
2000,1.899753598877396e-08,0.0,1.2812291672048559e-08
2001,2.541102794850758e-08,0.0,9.638665865452367e-09
2002,1.4019908789464353e-08,4.38122149670761e-10,1.0076809608960957e-08
2003,2.083461403401543e-08,0.0,9.58392298855415e-09
2004,2.026203915761471e-08,0.0,7.928623979580607e-09
2005,1.7114247796712334e-08,0.0,9.908249332113428e-09
2006,1.3589036562677848e-08,0.0,9.471146533712727e-09
2007,2.5165221018141892e-08,0.0,1.677681460421354e-08
2008,2.299017509699297e-08,0.0,7.663391698997657e-09
2009,2.4794601927169424e-08,0.0,1.5258216023994464e-08
2010,3.023227534981743e-08,0.0,5.196172381261022e-09
2011,2.6385405860196443e-08,0.0,1.0324724186716594e-08
2012,2.2127641940983267e-08,0.0,5.446804340891731e-09
2013,2.8449075983871808e-08,0.0,6.693900100884775e-09
2014,3.551330252093976e-08,0.0,8.445236510112863e-09
2015,3.901172718201451e-08,0.0,4.654808538617772e-09
2016,3.3762841411544287e-08,0.0,5.59261792432153e-09
2017,3.496699818583693e-08,0.0,5.282783988036499e-09
2018,3.6914972412205316e-08,0.0,4.904786798931582e-09
2019,2.8571061960747102e-08,0.0,5.612172948588068e-09
