year,offrant_VERB en_ADP,offrant_VERB dans_ADP
1925,1.198801413693218e-07,3.079489729884699e-08
1926,1.2595135956416925e-07,2.3406890647947876e-08
1927,9.476841000832792e-08,3.4562596340492746e-08
1928,9.255093402771308e-08,4.913197670930458e-08
1929,1.1029002422446865e-07,4.4561623724348465e-08
1930,1.2709359964446776e-07,3.991369368350206e-08
1931,1.0264820815564235e-07,3.42160717536899e-08
1932,8.548438756861287e-08,2.7398842306070037e-08
1933,1.0782422776856038e-07,3.785318369864399e-08
1934,1.4018448268870998e-07,3.5944740517379614e-08
1935,1.2447014796634903e-07,2.8723881939640705e-08
1936,9.699771652549316e-08,4.849885826274658e-08
1937,1.2213384081860568e-07,3.777335422228134e-08
1938,1.0631475788613898e-07,5.575042294481136e-08
1939,1.2388180437028495e-07,6.72938256229827e-08
1940,1.0396709626547818e-07,2.028626333583361e-08
1941,1.2396310467011062e-07,3.836953510472085e-08
1942,1.0923162108156248e-07,6.371844563091145e-08
1943,1.219358836124229e-07,2.9032351633873077e-08
1944,1.124615138792251e-07,3.213186161588055e-08
1945,1.0674669681520754e-07,2.178504132643866e-08
1946,7.517396483081029e-08,5.568441707737293e-08
1947,9.05986183852292e-08,4.887557025767819e-08
1948,8.045196864259196e-08,5.0010683594337024e-08
1949,9.915178367236877e-08,3.9268034157657894e-08
1950,7.87016745107394e-08,5.104973510583477e-08
1951,1.0768015812345766e-07,3.838104589704017e-08
1952,8.963083075741451e-08,5.061505703451985e-08
1953,9.050015137290757e-08,3.663101466599983e-08
1954,1.1433867541654763e-07,3.9090146231046674e-08
1955,7.977766358635563e-08,3.378819002364253e-08
1956,7.936238688444064e-08,3.1396108823855684e-08
1957,8.216584745923683e-08,2.6505112771246786e-08
1958,9.18219029699685e-08,2.5643954515430778e-08
1959,1.0696032148871382e-07,2.325224279786653e-08
1960,8.37420870425376e-08,3.114374891310945e-08
1961,8.685199048841241e-08,2.640300600376122e-08
1962,9.322675964540394e-08,3.424656469519505e-08
1963,9.56975867438814e-08,4.4615767080813384e-08
1964,9.430151237665996e-08,3.102823953327061e-08
1965,1.0013839357725374e-07,3.447387442179206e-08
1966,1.0745804956968641e-07,2.215629990587331e-08
1967,8.825301023307475e-08,3.1554147739143446e-08
1968,8.66843237190551e-08,3.638046663922978e-08
1969,9.446856097383716e-08,3.905911682977603e-08
1970,7.955794245617653e-08,2.8971967935831344e-08
1971,9.403267142715777e-08,3.956565919338573e-08
1972,7.490014297673042e-08,4.360624927812751e-08
1973,8.821125874192148e-08,2.260413545229767e-08
1974,9.16968190267653e-08,3.712877472139553e-08
1975,7.482039166006871e-08,1.9990180177842376e-08
1976,9.370184272938786e-08,3.25671045686704e-08
1977,6.875834657193991e-08,2.52701610747863e-08
1978,6.59405614555908e-08,2.5544542481270582e-08
1979,8.95351917051812e-08,2.1067103617156135e-08
1980,7.674953650393945e-08,2.5583178242527538e-08
1981,8.602747669783639e-08,3.28928564385933e-08
1982,1.179425410668955e-07,2.110550845202397e-08
1983,9.094055286595903e-08,2.652432762317858e-08
1984,8.118611560803402e-08,2.9574943383181562e-08
1985,9.38427078267523e-08,2.1656008541981464e-08
1986,9.111617771395686e-08,2.0980699844130868e-08
1987,9.044008919545377e-08,2.4443266966045485e-08
1988,1.2832624918246438e-07,1.9788627625416666e-08
1989,8.067539880585173e-08,2.5245361356951435e-08
1990,1.0461410226980661e-07,4.195461400513523e-08
1991,1.1078169137590521e-07,2.9307326343541718e-08
1992,9.917899745914838e-08,3.305966345124034e-08
1993,9.582829108012447e-08,2.8249957040316076e-08
1994,9.494868180581761e-08,2.5319646823618314e-08
1995,1.1820942802387435e-07,2.76544991351102e-08
1996,9.02137600178321e-08,2.7224270837677977e-08
1997,1.1124155463448915e-07,2.8769367332870388e-08
1998,1.0346840184638495e-07,4.86349165385036e-08
1999,1.1334098815041216e-07,3.3362468343511864e-08
2000,1.0161472374647929e-07,3.269343196166119e-08
2001,1.2617890376986907e-07,3.3735329196815655e-08
2002,1.1040678060680875e-07,2.6725450297249154e-08
2003,1.1209022687808101e-07,2.2918076325595393e-08
2004,1.0615546841563628e-07,3.215497557107483e-08
2005,9.773136611102018e-08,3.512924706683407e-08
2006,8.976999765764049e-08,2.7589862838794943e-08
2007,9.466916139899695e-08,2.2768533725070483e-08
2008,1.0728747668053984e-07,2.937633425403874e-08
2009,9.011883861376191e-08,2.098004614481397e-08
2010,7.794258749527216e-08,2.692562084405381e-08
2011,7.800903034649309e-08,3.059177444697525e-08
2012,7.829780912516071e-08,2.655317032917992e-08
2013,7.419072289849282e-08,2.4265387921218462e-08
2014,8.336964185673423e-08,1.8622827724357194e-08
2015,8.622478020470226e-08,2.105746688130239e-08
2016,8.098939474621147e-08,2.8998760726040018e-08
2017,7.119179912251639e-08,2.3646746782901573e-08
2018,6.324593471163098e-08,1.987729447705533e-08
2019,6.096860971638307e-08,2.040790292312522e-08
