year,cachant_VERB en_ADP,cachant_VERB dans_ADP
1840,1.1465439264668476e-08,1.3440043317158867e-07
1841,1.2841097074556274e-08,1.3290535605392506e-07
1842,1.7441490030023488e-08,2.0795621757940808e-07
1843,1.7130041385371442e-08,1.512169261475016e-07
1844,1.975882035765153e-08,1.9374621507139977e-07
1845,1.3950569588416784e-08,2.605966358260048e-07
1846,1.0538101946622191e-08,1.6451148754370593e-07
1847,9.707802561820245e-09,1.5424620070092487e-07
1848,2.574470947536156e-08,1.4159590477902384e-07
1849,2.4300303991253713e-08,1.3742240412284445e-07
1850,1.425689166723032e-08,1.9891758995527198e-07
1851,3.8696632564949596e-09,1.831640616956065e-07
1852,7.812654523320361e-09,1.7513367511767797e-07
1853,5.3747388761848924e-09,1.8035234372604236e-07
1854,1.6106559475037585e-08,2.041896181026459e-07
1855,1.8043586180738203e-08,1.6557643078840556e-07
1856,2.1226476576430287e-08,2.1640651171050962e-07
1857,9.274867096564776e-09,1.7085282455475692e-07
1858,1.4191660291373864e-08,2.0993869565000267e-07
1859,1.9859475841599306e-08,1.644771998599026e-07
1860,2.197048232233101e-08,2.0963502556092806e-07
1861,1.839225838295988e-08,1.5279722226368975e-07
1862,1.8975542914745347e-08,2.25447509549781e-07
1863,2.097740825490746e-08,1.4634239553501516e-07
1864,7.671564605793435e-09,1.635002275790498e-07
1865,8.47231973466478e-09,1.407346409409982e-07
1866,9.244664589402873e-09,1.7370238691860607e-07
1867,4.4160586298858107e-08,1.4170210249631054e-07
1868,1.432563490055827e-08,1.6993167473167148e-07
1869,1.3673853160867111e-08,1.611561368797254e-07
1870,2.0069169881509197e-08,1.4736504772017156e-07
1871,2.3366590440332402e-08,1.3276472232703895e-07
1872,2.9027228620748247e-08,1.4695034833422937e-07
1873,1.97538145840781e-08,1.358822965258355e-07
1874,2.0313670745508716e-08,1.5832714195251896e-07
1875,3.089624556196213e-08,1.5162046906880278e-07
1876,4.474050996350343e-08,1.2757091383264196e-07
1877,2.1646856751544874e-08,1.2060391441082174e-07
1878,2.6571990829893366e-08,1.6124367074876744e-07
1879,1.649517855639715e-08,1.509003292321509e-07
1880,1.6686399817444908e-08,1.2450621778015147e-07
1881,9.064259565150223e-09,1.157436235743603e-07
1882,1.0648616211028639e-08,1.3177663205077295e-07
1883,1.516641390253426e-08,1.4660866654025995e-07
1884,8.582206056928499e-09,1.3995598102667373e-07
1885,9.66845359329227e-09,1.2826814654864904e-07
1886,7.744156427236248e-09,1.206797719532915e-07
1887,8.48760173255414e-09,1.4167767092843064e-07
1888,1.014498351992188e-08,1.179354356395379e-07
1889,1.2530273707511697e-08,1.3219438588230048e-07
1890,1.2453334363726754e-08,9.831579872443541e-08
1891,1.0198752065093686e-08,8.605197032718337e-08
1892,1.56712811616444e-08,1.0719156384730866e-07
1893,1.3548516086814288e-08,1.207049678542127e-07
1894,1.071261657159539e-08,1.0145478257506113e-07
1895,1.0833506536300774e-08,8.907549520209557e-08
1896,1.8280790214930676e-08,8.491722031100934e-08
1897,1.3984112534615178e-08,9.264474487569174e-08
1898,1.640922953072277e-08,8.034864196204694e-08
1899,9.949641111006713e-09,9.839089365470954e-08
1900,1.142031713641245e-08,7.890400566257227e-08
1901,1.0059730159994729e-08,1.089804086973345e-07
1902,1.6203935970793282e-08,6.236060201558757e-08
1903,9.1803746826713e-09,1.188048486255866e-07
1904,1.1286712897629059e-08,7.578221516979511e-08
1905,1.4450125540577119e-08,7.483100494809491e-08
1906,2.1605574662686422e-08,9.876834372590793e-08
1907,1.697138252154673e-08,9.205689366353909e-08
1908,9.822778146428846e-09,9.282525459397561e-08
1909,2.0903737407707013e-08,1.0396859106975853e-07
1910,1.068830179917768e-08,1.0795184079981368e-07
1911,1.649316061502759e-08,8.512598859145015e-08
1912,1.250261111307438e-08,7.293190051882448e-08
1913,2.0151361468379037e-08,8.325693517940991e-08
1914,1.339348720819089e-08,8.370929549528228e-08
1915,2.591767678250534e-08,7.657495215696031e-08
1916,9.888715624128963e-09,1.0767712499415438e-07
1917,1.0966424213165737e-08,6.250861872558744e-08
1918,1.2635013924011673e-08,6.087779347296873e-08
1919,1.9336480860943084e-08,5.616787390749778e-08
1920,1.741613253614105e-08,6.133507701733265e-08
1921,7.572747762196741e-09,6.058198209757393e-08
1922,1.696925089333945e-08,7.451714800765785e-08
1923,1.2739138188777588e-08,9.448193472039179e-08
1924,1.0313299547703991e-08,9.153053071031536e-08
1925,8.798542339150117e-09,7.588742789721437e-08
1926,1.3375366592072169e-08,9.920063348545227e-08
1927,1.5608915049369898e-08,1.1483701456427298e-07
1928,2.2852082892654835e-08,9.940655854023817e-08
1929,1.3368487650211591e-08,8.912325344390126e-08
1930,1.7856125467119455e-08,7.982738914336096e-08
1931,1.3686427990933225e-08,6.615106684648708e-08
1932,1.0959536389520963e-08,9.2060109091463e-08
1933,1.7205993074753678e-08,7.341223806633934e-08
1934,1.7972370258689807e-08,7.06913212411564e-08
1935,2.6330224223158893e-08,7.300653681596714e-08
1936,2.9099314957647948e-08,6.789840201193442e-08
1937,1.2591118259130951e-08,6.043736866523375e-08
1938,7.779128452511941e-09,7.519824407609121e-08
1939,6.117620188206274e-09,3.8235125288110794e-08
1940,1.5214697057785997e-08,5.832300686847702e-08
1941,8.854508237732261e-09,7.083606590185809e-08
1942,3.3376331032286544e-08,7.58552971547033e-08
1943,8.709705845433291e-09,9.290352664947932e-08
1944,1.927911696952833e-08,1.2210107236398926e-07
1945,3.485606470121638e-08,1.2635322832466045e-07
1946,1.1136883415474585e-08,7.795818479650052e-08
1947,2.622591566137089e-08,1.2516914682514368e-07
1948,1.7395020535104777e-08,8.914948068650119e-08
1949,2.3560819073509265e-08,7.36275617141402e-08
1950,1.4889506516624351e-08,8.295581754858006e-08
1951,1.9190522948520083e-08,8.848963517493758e-08
1952,2.636200890915319e-08,3.374337254058446e-08
1953,2.0470272588113403e-08,5.171437322815109e-08
1954,1.2704297169818801e-08,7.915754451914836e-08
1955,2.1586897158698548e-08,5.0682281482750113e-08
1956,2.0930738919844316e-08,6.540856500869552e-08
1957,1.9437083054185678e-08,5.301022554249357e-08
1958,1.1581140491045971e-08,8.272243318119266e-08
1959,2.40273188012452e-08,6.66564332618691e-08
1960,1.5225833038812198e-08,7.682125208186008e-08
1961,1.042223907177231e-08,7.087122566584725e-08
1962,1.3318108227355907e-08,9.57635415410607e-08
1963,1.4225316813387678e-08,9.699079739355909e-08
1964,1.5818317322668918e-08,9.55183043216401e-08
1965,1.5321720781003023e-08,9.028871872374111e-08
1966,1.7725039214155913e-08,8.53017496638131e-08
1967,1.6763140875397653e-08,8.578783905477394e-08
1968,1.6169096284102125e-08,7.725235373623462e-08
1969,1.862120768691966e-08,9.53769110356717e-08
1970,9.657322774803134e-09,7.771845106363529e-08
1971,3.237190426830239e-08,9.71157099183273e-08
1972,1.487742551375959e-08,6.66919062197735e-08
1973,1.543697081274331e-08,8.876257912016072e-08
1974,1.012602890426706e-08,6.694430254583494e-08
1975,1.1422959911300268e-08,7.767613396936213e-08
1976,1.5997875024709174e-08,6.57055565511655e-08
1977,1.3516598507123945e-08,8.051191002778069e-08
1978,2.0792070287711795e-08,7.900986376263575e-08
1979,1.6385525158923997e-08,8.075723489930908e-08
1980,2.0466542238750662e-08,6.879032371509552e-08
1981,1.581387426563552e-08,6.894848780802931e-08
1982,9.932003663948308e-09,7.821452641110227e-08
1983,1.705135410645653e-08,8.083604541297973e-08
1984,1.5077422532705498e-08,8.466552109398506e-08
1985,1.4437339324047116e-08,6.737425128910957e-08
1986,1.6185110141009318e-08,7.612996455463872e-08
1987,1.6499206278997036e-08,7.455196282535326e-08
1988,1.9188972188999287e-08,7.915451050166666e-08
1989,1.92084268491044e-08,1.0153026153147948e-07
1990,2.0704874259536155e-08,8.281949664956656e-08
1991,1.8756688924259635e-08,8.792198108453775e-08
1992,1.4325854780228298e-08,7.438424731720517e-08
1993,2.049506697687775e-08,9.638221182273199e-08
1994,1.9517228722065738e-08,8.334384182795418e-08
1995,1.5182862966867106e-08,8.67592140352258e-08
1996,2.1352368539950817e-08,8.540947504798169e-08
1997,1.678213046307775e-08,9.973380343808458e-08
1998,2.2410206690359757e-08,9.011764101618525e-08
1999,1.7823785114501334e-08,8.180660318601873e-08
2000,1.1486881668076876e-08,7.908276178358875e-08
2001,2.102981663809622e-08,7.579496602572178e-08
2002,1.4019908789464353e-08,8.105259902135842e-08
2003,2.4584845825792456e-08,1.0458976618110682e-07
2004,1.9821561281219147e-08,8.985774205272357e-08
2005,1.7114247796712334e-08,7.926598954988151e-08
2006,1.8942293067425453e-08,1.0335903932734425e-07
2007,2.157018919035636e-08,1.0026143329455728e-07
2008,1.830699147831183e-08,1.1111917883055433e-07
2009,1.1443662017995848e-08,1.0394659488710545e-07
2010,1.9839930587295385e-08,1.2565289947419345e-07
2011,1.7590270573464295e-08,1.1471915584149173e-07
2012,2.0765941854961056e-08,1.4365946299221832e-07
2013,2.3986474639858812e-08,1.690209785465413e-07
2014,2.5119164442921615e-08,1.6803855029667858e-07
2015,2.2165754037795082e-08,1.7621774051068684e-07
2016,2.5063213726639333e-08,1.839349954568803e-07
2017,2.4652990759932436e-08,1.476663845922932e-07
2018,3.0719454202632335e-08,1.781212030649293e-07
2019,1.93875064335991e-08,1.6402851787944428e-07
