year,venant_VERB en_ADP,venant_VERB dans_ADP
1994,5.718020581468863e-07,1.1763086105176512e-07
1995,5.579701944924409e-07,1.1875167338359915e-07
1996,5.535601701467385e-07,9.501803766021055e-08
1997,5.868950871956713e-07,1.0117227278172436e-07
1998,5.45950786801086e-07,1.2301772889244944e-07
1999,5.438539218971528e-07,1.3619199212833166e-07
2000,5.672752259044955e-07,1.2282127492824202e-07
2001,5.818249313449542e-07,1.1434962865486398e-07
2002,5.564151148718111e-07,1.4238970136304374e-07
2003,5.52117276342301e-07,1.208407699460068e-07
2004,5.532417972631265e-07,1.38750918310393e-07
2005,5.931438238349074e-07,1.1799824184421936e-07
2006,5.217366521037547e-07,1.2353670220122126e-07
2007,5.496403758797896e-07,1.2902169244100037e-07
2008,5.415463153468636e-07,1.3538657817058208e-07
2009,5.664612672262592e-07,1.5544307330195295e-07
2010,5.106420264411327e-07,1.549404107237251e-07
2011,4.89468424902384e-07,1.81256274767172e-07
2012,4.919145268900138e-07,2.0834027170124614e-07
2013,5.207296638332082e-07,2.3735454535156464e-07
2014,4.900402421625927e-07,2.4707729640027765e-07
2015,4.878682595688133e-07,2.2387411258151246e-07
2016,5.337843385078145e-07,2.413111144239366e-07
2017,4.975878979962545e-07,2.3495809209350682e-07
2018,5.11388558166459e-07,2.3697864270921798e-07
2019,4.581574062356708e-07,2.2117063513960034e-07
