year,venant_VERB en_ADP,venant_VERB dans_ADP
1800,2.2637983798645678e-07,1.6978488304175698e-07
1801,2.309747177964283e-07,2.3811825866637548e-07
1802,2.5958945570891956e-07,1.7231369042747247e-07
1803,1.5797748065260464e-07,1.560271414291492e-07
1804,2.9909395626859236e-07,2.4718508484511403e-07
1805,1.449867568226182e-07,2.388017321663938e-07
1806,1.7290014397985942e-07,1.5561013011478053e-07
1807,3.4448155838973094e-07,2.932363827312656e-07
1808,2.6286458565394355e-07,1.8128592049748704e-07
1809,3.1174621550889015e-07,1.5361408145508904e-07
1810,2.691145875033385e-07,3.042164919975221e-07
1811,1.9555198615961444e-07,1.5543875520052097e-07
1812,2.427159468965101e-07,1.3069320914382843e-07
1813,3.7384640805271374e-07,1.9267468509553964e-07
1814,3.0522767247020965e-07,1.195737269199526e-07
1815,1.699250797848606e-07,1.0249449644561537e-07
1816,2.595716352971067e-07,1.738202950463119e-07
1817,2.786803339205335e-07,1.1053801074467628e-07
1818,2.7061071428136074e-07,2.0266001121704846e-07
1819,2.44284779959969e-07,1.9252952876414042e-07
1820,2.5394270064538205e-07,1.7562392429226747e-07
1821,2.92886216612942e-07,1.4397772929442e-07
1822,3.378632413841842e-07,1.6241497746705136e-07
1823,5.731958392374281e-07,1.640526079427218e-07
1824,4.3284519257724696e-07,2.1810681971601298e-07
1825,4.605246715083666e-07,1.664228790332345e-07
1826,3.5055778369041946e-07,1.9906044368411813e-07
1827,4.175424681562845e-07,1.778933693685758e-07
1828,3.1277546463925887e-07,1.6601865127086057e-07
1829,2.906306623140509e-07,1.5860375413012662e-07
1830,3.746824122075054e-07,1.5133412034629146e-07
1831,4.1472608902637376e-07,2.525775357753446e-07
1832,2.6924637652747663e-07,2.043025375542129e-07
1833,3.5793411257145635e-07,1.5753734317058843e-07
1834,3.435107345239885e-07,2.1562766061578031e-07
1835,5.037016705955466e-07,2.1857324838947534e-07
1836,5.860493890175178e-07,1.8078818042610578e-07
1837,5.98378624871998e-07,1.8925463507457607e-07
1838,6.223791810811008e-07,1.982018815738229e-07
1839,5.712035093807799e-07,1.7968091770015349e-07
1840,4.987466066808111e-07,2.1593244659001698e-07
1841,5.457466087932517e-07,1.4317822660814272e-07
1842,7.278467570870362e-07,1.9856464117395944e-07
1843,6.527136857670257e-07,1.7425387544012239e-07
1844,6.026440422246537e-07,2.189936002539028e-07
1845,7.432863871059681e-07,2.6506081562960304e-07
1846,7.031256210598968e-07,3.0384861404719743e-07
1847,6.05119677032917e-07,1.9361672443096722e-07
1848,8.712975247959776e-07,1.3515972646649388e-07
1849,6.318079126543807e-07,2.212165481907391e-07
1850,8.201107277727715e-07,2.1724786680721309e-07
1851,8.274630083349166e-07,2.10896642593994e-07
1852,7.871249696478344e-07,2.3893701794897027e-07
1853,7.590325559192479e-07,1.976709484985406e-07
1854,8.318258899464581e-07,2.415983952896994e-07
1855,7.859574040480766e-07,2.197071999887612e-07
1856,9.412130057562251e-07,2.3349123851046372e-07
1857,8.508470212831298e-07,2.1136934735821455e-07
1858,9.90969361680527e-07,1.5855510282491991e-07
1859,8.651602616538412e-07,1.9095649794742542e-07
1860,8.312166235313612e-07,1.6340546271642609e-07
1861,9.012206927394573e-07,1.9288291852603834e-07
1862,7.648950850480674e-07,1.8252664113482808e-07
1863,7.851543912806846e-07,2.1826492568877143e-07
1864,9.402461387253425e-07,2.53161625995979e-07
1865,8.91947009584726e-07,2.3251811032132252e-07
1866,8.40291361825507e-07,2.544715620445004e-07
1867,8.49727282314916e-07,1.8343626706496252e-07
1868,8.842374512596507e-07,1.7931742879451207e-07
1869,8.902655270759396e-07,2.1585154819092622e-07
1870,8.268498348229514e-07,1.9610446155837735e-07
1871,7.487930053784453e-07,2.9420661995516184e-07
1872,9.86925787316295e-07,2.431030452498817e-07
1873,8.230756414207008e-07,1.9813674168034368e-07
1874,8.101570072582831e-07,2.210605360986051e-07
1875,7.272060909002676e-07,2.179901819054919e-07
1876,7.557518548750863e-07,1.9891388713944025e-07
1877,7.737204805735587e-07,1.9605866397043314e-07
1878,6.316886751456252e-07,1.7573747779220383e-07
1879,7.007395952385309e-07,2.5048233465163605e-07
1880,7.136645017169485e-07,2.0537108458285047e-07
1881,7.516363105253276e-07,1.5618417559259967e-07
1882,6.914945185343413e-07,1.7503662586015878e-07
1883,7.039743530334874e-07,1.5482379911446742e-07
1884,7.176044469758835e-07,1.4259665537252886e-07
1885,7.167546618447318e-07,1.3858116343357096e-07
1886,7.21497235289803e-07,1.7424352755091022e-07
1887,6.679090045480507e-07,1.873801318552637e-07
1888,5.960177968944436e-07,2.2762806550780113e-07
1889,6.43429541202778e-07,2.2053281023559634e-07
1890,7.439228486560978e-07,1.7893475501296052e-07
1891,7.094506866422989e-07,2.1417378803789688e-07
1892,7.070882190873817e-07,1.6486187259801e-07
1893,6.854317593507631e-07,2.1123368310060897e-07
1894,7.221564306547634e-07,1.9660802341725514e-07
1895,6.403806089849695e-07,1.6069700592424851e-07
1896,7.654343523455509e-07,1.8575641336227022e-07
1897,7.667954928791687e-07,2.0568298153555986e-07
1898,7.401128356843145e-07,1.6239478828339315e-07
1899,7.36826212488495e-07,1.691439024398278e-07
1900,7.158462427270251e-07,1.7753402170583854e-07
1901,7.835411981460538e-07,1.671032916483739e-07
1902,2.168381248779383e-06,2.3716671160300962e-07
1903,6.901481519605568e-07,1.6308664907427328e-07
1904,6.761278505962309e-07,1.5586413493196005e-07
1905,6.858648680108104e-07,1.8165871429332014e-07
1906,7.356184070772542e-07,1.831329661250436e-07
1907,6.341125633468891e-07,1.5891385407584835e-07
1908,7.003641098179969e-07,1.527441932935858e-07
1909,6.496661333343923e-07,2.06836981764269e-07
1910,6.05492258998197e-07,1.5391154395416606e-07
1911,6.176954361336584e-07,1.8834123949318382e-07
1912,7.334864839947386e-07,1.484685068220415e-07
1913,6.570404300632049e-07,1.5802909825168854e-07
1914,7.031580713245944e-07,1.627308670038019e-07
1915,6.738595761390798e-07,1.1662954246816071e-07
1916,8.361458885275397e-07,1.856881128858845e-07
1917,7.687463807748429e-07,1.8862250605877762e-07
1918,8.017490484846235e-07,1.3324196856956405e-07
1919,7.393901961805227e-07,1.2983066355332085e-07
1920,7.064892404429202e-07,1.3251405350800383e-07
1921,7.141101088237178e-07,1.196494112676305e-07
1922,6.64751975243405e-07,1.6083899190277862e-07
1923,7.409931974677875e-07,1.5393125352147763e-07
1924,6.497378830516709e-07,1.7016944608982953e-07
1925,7.005839615104037e-07,1.6497267552040284e-07
1926,6.453614318502332e-07,2.2180814962524664e-07
1927,6.823325584548456e-07,1.694682119079971e-07
1928,6.147209967721778e-07,2.205225917428777e-07
1929,7.218983331114259e-07,1.7044821909451002e-07
1930,6.753816981230898e-07,2.111224368661624e-07
1931,7.173969240881206e-07,1.539723202270693e-07
1932,6.860669934383168e-07,1.4247397439604015e-07
1933,7.662402383701306e-07,1.4453034991035452e-07
1934,6.074660916510766e-07,1.317973872261291e-07
1935,6.786017330284722e-07,1.316511228921513e-07
1936,6.814089736906226e-07,1.4670904935343287e-07
1937,7.315439880528629e-07,1.5487074822573277e-07
1938,7.079006998367277e-07,1.4909995993406255e-07
1939,6.744676159797791e-07,1.4682288362877216e-07
1940,6.364814861825607e-07,1.090386678725963e-07
1941,6.345730447776532e-07,1.9479917812148528e-07
1942,5.856028622019949e-07,1.0923162108156248e-07
1943,6.706473261175461e-07,1.683876442726273e-07
1944,6.651295549886527e-07,1.0924833127035072e-07
1945,5.598755130620248e-07,1.1328220761441798e-07
1946,6.877025526819125e-07,1.1415305767314976e-07
1947,7.140601834265681e-07,1.5973967038007686e-07
1948,6.001282191192558e-07,1.4024734662498872e-07
1949,7.13696516996265e-07,1.2663941095780729e-07
1950,7.593648074788462e-07,1.4889506605442193e-07
1951,7.121816389954461e-07,1.503257709423167e-07
1952,7.887513131521473e-07,1.2126524384648008e-07
1953,6.356558195363959e-07,1.3682760169331232e-07
1954,6.616006889004211e-07,1.387700079291676e-07
1955,6.166344377334099e-07,1.4078411503248844e-07
1956,6.985634204426105e-07,1.7355072134961347e-07
1957,6.847154470079886e-07,1.3605958670837026e-07
1958,7.519469287231573e-07,1.340103488178812e-07
1959,6.843910496101557e-07,1.5889033733174074e-07
1960,5.751212412974382e-07,1.2595916332180934e-07
1961,7.087122213533803e-07,1.0561202112846502e-07
1962,6.532215195420576e-07,1.522069568160589e-07
1963,6.608306559741095e-07,1.3966674483611996e-07
1964,6.394250560148862e-07,1.691343221033037e-07
1965,6.270961776522199e-07,1.2421538375662067e-07
1966,6.608116329687164e-07,1.3570733026213588e-07
1967,6.887678800637786e-07,1.3410512700318122e-07
1968,5.695115490311764e-07,1.3384419883522014e-07
1969,6.708176432113078e-07,1.4669878112272272e-07
1970,6.479603822384661e-07,1.4348021926124943e-07
1971,6.202045810255186e-07,1.305152936836862e-07
1972,6.741013081068559e-07,1.2876668620265264e-07
1973,5.882588229866315e-07,1.185338791565016e-07
1974,6.109370822571236e-07,1.119488763912102e-07
1975,6.73383528493332e-07,1.210833771025932e-07
1976,6.616263910075304e-07,1.2455488884732802e-07
1977,5.953179922357776e-07,1.4398115766312003e-07
1978,5.952472612591464e-07,1.1524747467461793e-07
1979,5.612042706104603e-07,1.205506494628139e-07
1980,5.51459603315152e-07,1.227992547647716e-07
1981,5.610762539021152e-07,1.1006456013262778e-07
1982,6.0088624564969e-07,1.4898005984420593e-07
1983,5.664838713670406e-07,1.1557028312125794e-07
1984,6.036767832284795e-07,1.0670175720761677e-07
1985,5.504235840447791e-07,1.221158298925218e-07
1986,6.294209473622914e-07,1.342764708311961e-07
1987,5.530288973432107e-07,1.1488335793785609e-07
1988,5.234991373725961e-07,1.4211832377597489e-07
1989,5.285061597248841e-07,1.2348274980311658e-07
1990,5.677494225864166e-07,1.1278707590101078e-07
1991,5.0643057925015e-07,1.0902325292549975e-07
1992,5.366685549290651e-07,1.124028585763881e-07
1993,5.456119556157546e-07,1.3017137989734806e-07
