year,eût_VERB ôté_VERB,eût_VERB oté_VERB,eût_VERB doté_VERB
1858,7.53626139271546e-08,9.787352039936081e-10,5.872411001917044e-09
1859,5.0412516827691434e-08,0.0,8.656694916453489e-09
1860,7.643897248499343e-08,0.0,1.5562426014525954e-08
1861,7.687020797675359e-08,2.8295783494058924e-09,9.903524222920623e-09
1862,4.879425219428413e-08,9.035972525772706e-10,1.7620147119146168e-08
1863,6.243276118311769e-08,0.0,0.0
1864,5.5618844641003307e-08,0.0,5.753673537611803e-09
1865,5.45993934508715e-08,0.0,1.882737743486018e-09
1866,6.47126512376417e-08,4.865612912574591e-10,7.298419202328432e-09
1867,5.629261323747414e-08,0.0,1.4073153309368536e-08
1868,6.125443974269729e-08,1.4819622196071691e-09,9.385760613156435e-09
1869,5.6648822521765396e-08,0.0,2.5882650689368347e-08
1870,3.2110673231500186e-08,1.1468097582678638e-09,5.160643912205387e-09
1871,3.504988654867702e-08,0.0,1.0621177271019633e-09
1872,4.656451224605007e-08,1.8142017887967654e-09,1.4513614310374123e-08
1873,4.968383748860106e-08,0.0,3.591602570907071e-09
1874,2.5690820137924675e-08,0.0,2.9873046258899194e-09
1875,6.579756473001908e-08,0.0,5.149374260327022e-09
1876,2.9625471853478302e-08,1.813804439976252e-09,2.418405919968336e-09
1877,2.783167118991514e-08,0.0,6.184816214727107e-09
1878,2.8987624745013818e-08,0.0,3.0195443923020093e-09
1879,3.9710613464194466e-08,0.0,9.163987790827832e-09
1880,3.7223507831640745e-08,0.0,1.2193908105473383e-08
1881,3.346803723047742e-08,6.972507571312292e-10,4.183504653809678e-09
1882,2.7952617998039386e-08,1.3310770263785798e-09,9.317538740560849e-09
1883,5.8137917591238875e-08,1.2638677882037541e-09,7.58320695126713e-09
1884,2.442627788923346e-08,0.0,1.1883054540362536e-08
1885,2.5782542323327107e-08,1.2891271383708158e-09,5.156508553483263e-09
1886,2.774989482645651e-08,1.2906927748801422e-09,1.936039106809062e-09
1887,3.525619263200497e-08,0.0,2.6115698492645834e-09
1888,1.9655905347804037e-08,6.340614699951175e-10,2.53624587998047e-09
1889,3.195219733242993e-08,0.0,0.0
1890,1.8352281472289178e-08,6.554386478008212e-10,5.243509182406569e-09
1891,2.995883363610119e-08,1.2748440081367107e-09,3.1871101313640793e-09
1892,1.3163876211308434e-08,0.0,1.2537024751679837e-09
1893,1.6011883374744684e-08,0.0,3.079208221734575e-09
1894,1.5753848003896564e-08,0.0,1.8904617871129403e-09
1895,1.745398137131815e-08,0.0,0.0
1896,1.9460195233023114e-08,1.179405795248556e-09,6.486732040400511e-09
1897,1.4566784223291052e-08,0.0,5.826713556089658e-10
1898,2.4896761985360172e-08,0.0,2.8291773368493978e-09
1899,2.7085134135518274e-08,0.0,6.080336234504102e-09
1900,1.7130474816440255e-08,0.0,3.633737311048435e-09
1901,1.5089595351014395e-08,0.0,1.620734302321125e-08
1902,9.820567470342212e-09,0.0,4.910283735171106e-09
1903,1.2420506401156217e-08,0.0,5.940242076007962e-09
1904,2.3110889202371254e-08,0.0,2.1498500757388683e-09
1905,2.0643035725242953e-08,5.160759042333041e-10,5.676835002077496e-09
1906,2.8807432883581896e-08,5.144184522798412e-10,0.0
1907,1.3885677496716653e-08,5.142843373384665e-10,5.65712765521198e-09
1908,1.7189861978295085e-08,4.911389073214423e-10,5.40252820258047e-09
1909,2.0353638774395222e-08,0.0,3.850688656825696e-09
1910,1.1222716089775986e-08,2.67207544979442e-09,1.6032452032632705e-09
1911,1.8089272302290738e-08,0.0,1.0108711201439746e-08
1912,1.0418842677495377e-08,5.209421227725386e-10,2.0837684910901544e-09
1913,1.4318072061314524e-08,5.30298971401777e-10,3.181793939432964e-09
1914,2.5447626228469744e-08,0.0,2.0090231700464756e-09
1915,7.068456930880984e-09,0.0,0.0
1916,1.538244731591476e-08,0.0,1.648119329900055e-08
1917,8.773139548168274e-09,0.0,4.386569774084137e-09
1918,9.189101035644853e-09,0.0,8.040463406189247e-09
1919,7.366278698128781e-09,0.0,3.6831393490643904e-09
1920,5.300562211374427e-09,7.572231730534895e-10,1.514446346106979e-09
1921,2.7261890522822796e-08,7.572747429129834e-10,3.0290989716519334e-09
1922,1.623145884366295e-08,0.0,5.902348387820666e-09
1923,1.8047112249064412e-08,0.0,2.1231896241147297e-09
1924,2.3204924204378585e-08,1.289162443462999e-09,2.578324886925998e-09
1925,2.0896537833436923e-08,0.0,3.299453377181294e-09
1926,1.671920735191179e-08,0.0,1.4489979882625903e-08
1927,2.6758140592164636e-08,0.0,7.804457524684949e-09
1928,7.998228745975666e-09,0.0,7.998228745975666e-09
1929,2.33948540540041e-08,0.0,1.1140406375176326e-09
1930,2.2057568216382606e-08,0.0,3.1510811737689437e-09
1931,2.737285598186645e-08,0.0,6.843213995466613e-09
1932,2.301502632917618e-08,4.383814644626227e-09,7.6716757391182e-09
1933,8.02946331646126e-09,0.0,9.176529758292418e-09
1934,1.5576054224197833e-08,0.0,0.0
1935,2.0346082152400413e-08,0.0,1.196828414151696e-09
1936,7.274828739411987e-09,0.0,8.487299751891442e-09
1937,1.2591118148108649e-09,0.0,0.0
1938,3.8895642262559704e-09,0.0,6.482607339819424e-09
1939,1.6823456405745674e-08,0.0,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09,0.0
1941,1.4757512545315876e-08,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,0.0,3.2131861615880553e-09
1945,1.5249527862692958e-08,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,0.0,2.3841741914054637e-09
1948,9.784699273041042e-09,0.0,6.523132700664291e-09
1949,8.835307596655184e-09,0.0,3.9268033269479474e-09
1950,1.808011518278363e-08,0.0,6.381216888229346e-09
1951,1.5992101864981123e-08,0.0,1.0661401539380222e-08
1952,3.1634410646574906e-09,0.0,7.381362632230548e-09
1953,9.69644453618912e-09,1.0773827385790469e-09,3.232148326759443e-09
1954,2.5408594339637602e-08,0.0,1.9545072227344917e-09
1955,1.1262729415761896e-08,0.0,1.8771215692936494e-09
1956,1.1337483840634377e-08,0.0,2.616342476002842e-09
1957,1.236905244894615e-08,0.0,8.835037701437898e-10
1958,2.6471179026543723e-08,0.0,2.4816730892496253e-09
1959,1.1626121398933265e-08,0.0,5.425523585955716e-09
1960,6.920833239831836e-09,0.0,2.076250060767393e-09
1961,2.292892631317045e-08,0.0,1.3896318540318475e-09
1962,6.976152100435229e-09,0.0,3.805173953708163e-09
1963,1.939815952312074e-08,0.0,6.466053470433053e-09
1964,1.5818317322668918e-08,0.0,4.867174663303331e-09
1965,1.3680108601477059e-08,0.0,6.5664522708175355e-09
1966,1.4401594583546284e-08,1.1078149508847446e-09,2.769537488234164e-09
1967,2.218651040664099e-08,0.0,2.9582012395223956e-09
1968,1.1677681044375277e-08,4.4914158503495116e-10,3.1439910674890825e-09
1969,1.3171097990039016e-08,0.0,9.083515606356229e-10
1970,1.3796174869185052e-08,0.0,4.1388523719376735e-09
1971,1.5415192677892264e-08,5.138397485282553e-10,1.541519245584766e-09
1972,1.0773308467548759e-08,0.0,5.643161493651405e-09
1973,6.615844760915479e-09,0.0,0.0
1974,9.00091468025721e-09,0.0,0.0
1975,9.709516746170266e-09,0.0,5.711480177694739e-10
1976,1.1427053969725876e-08,5.713526873840635e-10,2.856763492431469e-09
1977,9.990529292736028e-09,0.0,2.938390863960194e-09
1978,1.3069301196821925e-08,0.0,5.940591352171509e-10
1979,1.521513048885481e-08,0.0,1.1703946700691858e-09
1980,1.1370301145063877e-08,0.0,3.411090521154847e-09
1981,1.3916208629893845e-08,0.0,1.8976649140967083e-09
1982,1.4277254933858785e-08,0.0,6.207502289967692e-10
1983,7.57837881337764e-09,0.0,3.78918940668882e-09
1984,4.059305780401701e-09,0.0,0.0
1985,6.617113967877231e-09,0.0,2.4062232206745193e-09
1986,1.0790073723399018e-08,5.994485463567401e-10,1.1988970927134801e-09
1987,1.5277041853778428e-08,0.0,1.2221633705067347e-09
1988,2.1587593934668803e-08,0.0,1.1993107618124554e-09
1989,1.2073869015694072e-08,0.0,0.0
1990,7.083246433836621e-09,0.0,1.089730194969718e-09
1991,6.4476117778156095e-09,0.0,1.1722930404189924e-09
1992,5.509944056569793e-09,5.509944167592096e-10,6.61193322315512e-09
1993,6.647049133334804e-09,5.539207426075166e-10,1.1078414852150331e-09
1994,8.439882570598911e-09,0.0,1.0549853213248639e-09
1995,6.506940763983948e-09,0.0,2.1689803286761844e-09
1996,7.473328622609188e-09,0.0,5.338092190498855e-10
1997,3.3564262480467733e-09,0.0,0.0
1998,6.675381136744818e-09,0.0,4.768129224785866e-10
1999,6.398281460207045e-09,0.0,4.570201161957499e-10
2000,8.83606254831193e-09,8.836062992401139e-10,3.97622823555821e-09
2001,7.448059946568719e-09,4.3812117822561447e-10,1.7524847129024579e-09
2002,8.762443215459825e-09,0.0,4.38122149670761e-10
2003,8.750538071922165e-09,4.1669229178253886e-10,4.1669229178253886e-10
2004,6.166707589017051e-09,0.0,8.809582507929292e-10
2005,4.503749373441224e-09,0.0,9.007499190971657e-10
2006,5.7650457740976435e-09,4.1178899179428186e-10,1.6471559671771274e-09
2007,9.586750948642475e-09,0.0,0.0
2008,7.663391698997657e-09,0.0,8.514879357157668e-10
2009,9.059565542202108e-09,0.0,0.0
2010,5.196172381261022e-09,0.0,2.8342759250676863e-09
2011,1.0324724186716594e-08,0.0,0.0
2012,1.327658516458996e-08,0.0,1.7021263287730903e-09
2013,2.0360612751346707e-08,0.0,5.578250084070646e-10
2014,1.537466154388767e-08,0.0,6.496335691608124e-10
2015,3.0588740429493555e-08,0.0,3.103205470367243e-09
2016,2.83773591291947e-08,2.0713400439298368e-10,2.6927420293532123e-09
2017,1.0062445099379147e-08,0.0,2.515611330355938e-10
2018,3.071945542387766e-08,0.0,5.162933414126769e-10
2019,2.219359274135968e-08,0.0,1.02039510174734e-09
