year,tombant_VERB en_ADP,tombant_VERB dans_ADP
1910,4.4303008994717175e-07,4.7135409220189217e-07
1911,4.506356905409348e-07,4.751094149213486e-07
1912,3.844552818321745e-07,4.474892794092966e-07
1913,4.0833020720221214e-07,4.6454189206457386e-07
1914,4.058226812375665e-07,4.79486851556743e-07
1915,3.2750516942847696e-07,5.136412218886832e-07
1916,3.779687003380161e-07,4.999294977992008e-07
1917,3.8711478611563876e-07,4.4523683406794134e-07
1918,3.2736173505298893e-07,5.50197414739273e-07
1919,3.388488316602434e-07,4.373728106354946e-07
1920,3.3772152185918003e-07,4.0435716508469e-07
1921,3.1654084708954144e-07,4.4679209310061196e-07
1922,3.6963456340188827e-07,4.684988894609887e-07
1923,3.736813782850845e-07,4.3100749103075486e-07
1924,3.5709799539596077e-07,5.053516636266409e-07
1925,3.7943713060428763e-07,4.8721928358475e-07
1926,3.6336410769166605e-07,4.937739355170834e-07
1927,4.426242369293121e-07,5.552314039647399e-07
1928,3.9077061753101106e-07,4.6161205835559826e-07
1929,4.1553717156084247e-07,4.879497890186713e-07
1930,3.8548224701173694e-07,4.873672279082086e-07
1931,4.33403561928003e-07,4.3340354061172093e-07
1932,3.2330632060428854e-07,4.109826265974448e-07
1933,3.395316130472281e-07,4.083555786849047e-07
1934,3.1990817994653753e-07,4.037792571409682e-07
1935,4.0333118001001367e-07,4.296614113385999e-07
1936,3.5889155736157363e-07,4.413396150759752e-07
1937,4.0543400814385677e-07,4.092113270459663e-07
1938,3.70805135929686e-07,3.876599219410082e-07
1939,4.06821739851182e-07,4.0070411788661886e-07
1940,3.321875601258739e-07,3.195086355489707e-07
1941,3.7484083215133523e-07,3.8074383645891885e-07
1942,2.700448600290173e-07,4.399607060889821e-07
1943,5.283888246943036e-07,4.964532269724486e-07
1944,5.558812272710156e-07,4.0486144214924025e-07
1945,3.44203650026742e-07,4.596643519150234e-07
1946,3.619487092265672e-07,4.0231991071948414e-07
1947,3.30208129284415e-07,4.851794370708262e-07
1948,3.6420823645855194e-07,4.577064718347401e-07
1949,3.239612618166632e-07,4.15259464148221e-07
1950,3.839365534386019e-07,4.434945655162892e-07
1951,2.995853782827851e-07,3.8381046341129377e-07
1952,3.216165307406982e-07,4.186287188012727e-07
1953,3.0920884963592243e-07,3.889351822827791e-07
1954,3.420387661989821e-07,3.830834245377446e-07
1955,3.6134590342129513e-07,4.232909249779482e-07
1956,3.418687413159205e-07,4.665810617865418e-07
1957,3.180613561415413e-07,3.4810047910838193e-07
1958,2.7794738199915514e-07,3.780415358534128e-07
1959,2.8832781362453375e-07,4.301665184058834e-07
1960,3.211266532687773e-07,3.965637551672785e-07
1961,2.6958857257675106e-07,3.8145394576361014e-07
1962,2.97437764640307e-07,4.6486539950763017e-07
1963,3.019646728219527e-07,3.931360321729471e-07
1964,3.1879993001027174e-07,4.1127627259385235e-07
1965,2.8399905360743105e-07,4.2134734545840047e-07
1966,3.2902103264120797e-07,4.1986187415687937e-07
1967,3.0025743469330735e-07,4.540838975941597e-07
1968,2.928403057822493e-07,4.1365940273152546e-07
1969,2.8249733796670284e-07,3.656114984096348e-07
1970,2.7178466127653067e-07,3.922712474846435e-07
1971,2.7952882053483563e-07,3.9051821865143665e-07
1972,2.8421012232549003e-07,3.5757123839630367e-07
1973,2.596719079761556e-07,3.6111484025269647e-07
1974,2.2277264410952569e-07,3.4428499962047e-07
1975,2.1189591770109928e-07,3.1298912084309904e-07
1976,2.1482861667365682e-07,3.2567104346625797e-07
1977,2.403603729383974e-07,2.967774763718012e-07
1978,2.388117730234285e-07,3.386136979699472e-07
1979,2.48123660728794e-07,3.241993287161904e-07
1980,2.4218741367931784e-07,3.405405397671757e-07
1981,2.1696634266987758e-07,3.352541320111868e-07
1982,2.43954839884708e-07,3.283768692519118e-07
1983,2.2040452574145775e-07,3.271333639531804e-07
1984,2.226819244555145e-07,3.44461111634331e-07
1985,2.1836476227221624e-07,3.54917933265142e-07
1986,2.2239541674906604e-07,3.02122075801492e-07
1987,2.0654560872745975e-07,2.6520944329533336e-07
1988,1.8349454888877403e-07,2.758414860970504e-07
1989,1.9757240510287488e-07,3.0020027175226005e-07
1990,1.901579174123924e-07,2.7897093257678307e-07
1991,2.0397898747859244e-07,2.7548886638584236e-07
1992,2.0496992392260438e-07,3.0800589101431797e-07
1993,1.9996538824784693e-07,3.190583584000706e-07
1994,2.1416201390067613e-07,2.81153588410632e-07
1995,1.691804660808316e-07,3.1124867128085043e-07
1996,2.1352368140270528e-07,3.3683362588021737e-07
1997,2.0234454645162714e-07,2.9632448939054257e-07
1998,1.9310922860782398e-07,2.794123732385856e-07
1999,1.7823784692616584e-07,2.6461465996163724e-07
2000,2.0897289498833516e-07,2.9865892159364194e-07
2001,1.6999101359882474e-07,2.7601632890394967e-07
2002,1.9627872838157145e-07,3.031805313469249e-07
2003,1.8959499303861094e-07,3.083522939206773e-07
2004,1.7619165593174557e-07,2.7573993932605845e-07
2005,1.5898236371825192e-07,2.9544596813479984e-07
2006,2.091888040567369e-07,2.861933419140428e-07
2007,1.8853943406504925e-07,3.031809947540154e-07
2008,2.043571076804085e-07,3.11218842252714e-07
2009,2.1218456502936078e-07,3.3949529498755737e-07
2010,2.116259318896141e-07,3.5192256664373645e-07
2011,2.56588506442057e-07,3.8928033951890484e-07
2012,3.0059552269534606e-07,4.701273095264469e-07
2013,3.22701760424593e-07,4.964642759119897e-07
2014,3.5686537458445855e-07,4.794295627164047e-07
2015,3.7881273762252476e-07,5.583553246424344e-07
2016,4.1758214930354143e-07,5.766610726709587e-07
2017,2.885406129582435e-07,4.774630273374214e-07
2018,3.6501940581246117e-07,5.614689806421325e-07
2019,3.4132215365190177e-07,5.244830543205126e-07
