year,marchant_VERB en_ADP,marchant_VERB dans_ADP
1963,1.2932106829843804e-08,1.7264362472957373e-07
1964,4.867174663303331e-09,1.879946252003606e-07
1965,4.377634699181954e-09,1.4063152065091344e-07
1966,3.8773522170743036e-09,1.4567765971307267e-07
1967,5.423369198176431e-09,1.5382647600148402e-07
1968,2.245707841908029e-09,1.9088517078102996e-07
1969,6.358460868938209e-09,1.5669064978851566e-07
1970,5.058597374318907e-09,1.453197135958817e-07
1971,3.083038491169532e-09,1.7984391487146922e-07
1972,7.182205719047374e-09,1.4313109186758766e-07
1973,2.7566018911961976e-09,1.4224065925105833e-07
1974,2.250228725575454e-09,1.428895242128192e-07
1975,2.2845920710778955e-09,1.2279682382043688e-07
1976,9.141642887122714e-09,1.1598459703776598e-07
1977,1.7630346071939584e-09,1.287015236606237e-07
1978,1.1881182704343018e-09,1.1346529849021181e-07
1979,4.096381456264453e-09,1.3459539349724992e-07
1980,5.116635559687666e-09,1.4383431645725864e-07
1981,9.488323904349727e-09,1.3410165067284652e-07
1982,6.828252296919857e-09,1.3284054301010428e-07
1983,3.78918940668882e-09,1.3641082929893855e-07
1984,5.219107812592938e-09,1.339570898650777e-07
1985,5.4140022465176685e-09,1.443733994577201e-07
1986,7.193382389747427e-09,1.3607481674782207e-07
1987,5.49973533381376e-09,1.4299311335008724e-07
1988,3.597932174415064e-09,1.415186683395575e-07
1989,3.2928733073589456e-09,1.465328676175659e-07
1990,3.814055737905164e-09,1.4602384190709472e-07
1991,4.68917216167597e-09,1.4301974538000195e-07
1992,6.611933001110515e-09,1.7301224453092345e-07
1993,4.985286850001103e-09,1.4180371632477318e-07
1994,2.637463358823311e-09,1.6616019049564557e-07
1995,7.0491861237087505e-09,1.6213128350983652e-07
1996,1.014237493990322e-08,1.227761172728492e-07
1997,5.753873488778538e-09,1.577520221118789e-07
1998,3.814503490850996e-09,1.7260627327431166e-07
1999,8.226361813967742e-09,1.7458168333206459e-07
2000,6.627047466345459e-09,1.6611798869803351e-07
2001,6.571817756650944e-09,1.8663962197962292e-07
2002,7.00995456126563e-09,1.9627872038796568e-07
2003,7.083768960303161e-09,2.0334583794578975e-07
2004,5.285749615779878e-09,1.687035089403821e-07
2005,5.404499514582994e-09,1.810507335164857e-07
2006,6.588624035241963e-09,2.0877702233690343e-07
2007,9.586750948642475e-09,2.25688092214682e-07
2008,3.8316958494988285e-09,2.405453418674597e-07
2009,1.0013204487790972e-08,2.746478777737593e-07
2010,8.502827775203059e-09,3.0137800166585293e-07
2011,1.1471915833949353e-08,3.2197844035408707e-07
2012,1.0212757750593937e-08,4.0544649948515143e-07
2013,1.6734750085678485e-08,4.348245976615317e-07
2014,1.2126493101338731e-08,4.768310439828838e-07
2015,1.4407740070443431e-08,4.4641829433089697e-07
2016,1.3049442554313728e-08,4.844864314179631e-07
2017,1.4590545660553289e-08,5.011097758966798e-07
2018,1.2907333535316923e-08,4.933182893296362e-07
2019,1.4285531590996214e-08,4.987181121407502e-07
