year,tenant_VERB en_ADP,tenant_VERB dans_ADP
1864,1.4839683437628537e-06,9.220261745213065e-07
1865,1.4087584609967507e-06,9.705513548396993e-07
1866,1.319554213452534e-06,1.0173996543016983e-06
1867,1.3180236102527942e-06,9.45812985264638e-07
1868,1.4256477092189357e-06,9.104188052333484e-07
1869,1.2252749037600097e-06,1.0001447208196623e-06
1870,1.5717027714856613e-06,9.39810604450031e-07
1871,1.2426777340479589e-06,9.675892442828626e-07
1872,1.2276098377839162e-06,8.968204383563716e-07
1873,1.5378045272740337e-06,8.54202824029926e-07
1874,1.6143394127032806e-06,9.726663847686723e-07
1875,1.4172222986275074e-06,1.0567661092864e-06
1876,1.4546711852858607e-06,9.842912049862207e-07
1877,1.4596166053593151e-06,1.0316273346688831e-06
1878,1.2446561976631187e-06,9.119023616221966e-07
1879,1.3147267896584935e-06,9.298393024437246e-07
1880,1.2174654635543902e-06,8.991402751235e-07
1881,1.085619466323351e-06,8.757469345255231e-07
1882,1.2778339986141418e-06,1.0295881338606705e-06
1883,1.3896225867782164e-06,9.902404372041929e-07
1884,1.3170385626537495e-06,9.763909929461079e-07
1885,1.311042243656857e-06,9.829594773691497e-07
1886,1.2009896224185468e-06,9.65438175626332e-07
1887,1.2535535454105684e-06,7.606197414133931e-07
1888,1.25290547714485e-06,8.578851407037291e-07
1889,1.3075340845603023e-06,7.931662935334316e-07
1890,1.175856890078819e-06,7.760393714306701e-07
1891,1.2767562189708315e-06,8.43946736495127e-07
1892,1.2229867785151782e-06,8.45622309952887e-07
1893,1.1651724225458793e-06,7.223822535706859e-07
1894,1.2577872894325992e-06,8.261317816504743e-07
1895,1.0460352419805474e-06,7.451045007655921e-07
1896,1.138126537902906e-06,8.297119507005846e-07
1897,1.1927282841384113e-06,8.664322876938968e-07
1898,1.1905178904925151e-06,7.32191097085888e-07
1899,1.0430540804406974e-06,7.915492119536793e-07
1900,1.0812963573414436e-06,7.558173251709377e-07
1901,1.1920780496055272e-06,8.785497698227118e-07
1902,1.0277224067323232e-06,7.331053666348453e-07
1903,1.055203078692557e-06,6.388460747075442e-07
1904,1.1700559348071238e-06,7.502976586692967e-07
1905,1.0429894548025231e-06,6.487073846983549e-07
1906,1.0375819812225018e-06,6.641142249463883e-07
1907,9.390832200750765e-07,8.753119686844002e-07
1908,9.601765587063937e-07,6.767893978576467e-07
1909,9.346171010449211e-07,6.7937145331598e-07
1910,8.769751502768486e-07,8.358251761819702e-07
1911,9.486227181554341e-07,7.294232773347176e-07
1912,9.501984066240254e-07,6.595127501896059e-07
1913,1.0027953472047102e-06,6.453738592426816e-07
1914,9.415621722297374e-07,6.589596068806713e-07
1915,7.952014362544446e-07,5.089289061288582e-07
1916,7.757148052789375e-07,6.317790735010931e-07
1917,8.444146555319776e-07,6.590821044483164e-07
1918,8.051949560439198e-07,5.019546165385691e-07
1919,8.590922533358025e-07,5.681242214450322e-07
1920,9.268411389484754e-07,6.428824690374313e-07
1921,8.663222894611522e-07,5.202477382226789e-07
1922,8.123106924884382e-07,6.846723863418447e-07
1923,7.877033390002453e-07,6.23156154233584e-07
1924,7.850999095282418e-07,6.123521529843856e-07
1925,7.852699237531624e-07,5.983008577459259e-07
1926,9.864332319864388e-07,8.404188633903686e-07
1927,7.614920516374468e-07,7.05745947016112e-07
1928,7.495483078656662e-07,6.341452944980119e-07
1929,7.642318591294384e-07,5.90441516123974e-07
1930,7.310508074453992e-07,5.766478352597915e-07
1931,8.782124680806191e-07,6.318567784546758e-07
1932,6.981224913715778e-07,6.345571819110774e-07
1933,7.662402268238111e-07,5.700919132323179e-07
1934,6.661758646941962e-07,5.954845505584672e-07
1935,7.851194139263384e-07,5.660998567691422e-07
1936,7.056583690712159e-07,5.395497737481492e-07
1937,6.748839425085862e-07,6.484426080533012e-07
1938,8.349597990786606e-07,6.50853792194539e-07
1939,7.6470254839478e-07,6.729381993864081e-07
1940,5.375859899459101e-07,5.299786494106229e-07
1941,7.585361760931164e-07,5.548824901779881e-07
1942,8.192371581117186e-07,6.098765652495786e-07
1943,8.100026041013564e-07,6.764537943126925e-07
1944,7.872305811673641e-07,6.072921792110719e-07
1945,6.317661700450117e-07,6.208736635926471e-07
1946,6.278418061000934e-07,4.997676228413184e-07
1947,6.186932228757769e-07,5.924673018853355e-07
1948,6.207847818018308e-07,4.490089793307561e-07
1949,5.28155025492083e-07,4.7317979579020175e-07
1950,4.913537274831015e-07,5.370857820707897e-07
1951,5.661204394158403e-07,7.004541089372651e-07
1952,4.840065015443429e-07,4.5975343709869776e-07
1953,6.291915433109807e-07,5.774771238975518e-07
1954,5.042628394846815e-07,5.863521437277086e-07
1955,5.434267045245633e-07,6.391599072230747e-07
1956,5.363501909272372e-07,5.066983135293412e-07
1957,5.088981493983624e-07,5.053641416452592e-07
1958,5.029523837407623e-07,5.310780011313909e-07
1959,5.014733615027467e-07,4.526436612195539e-07
1960,4.726929132559121e-07,4.844583259000501e-07
1961,5.211119624703997e-07,4.981829988537356e-07
1962,5.327243428610018e-07,5.327243570718565e-07
1963,4.875404062687494e-07,5.360358272810117e-07
1964,5.116617547429314e-07,6.059632369215251e-07
1965,4.979559351525609e-07,5.269577627586841e-07
1966,4.86330771209964e-07,5.472605835166178e-07
1967,4.984569397237237e-07,5.142339887242997e-07
1968,5.228007999846795e-07,5.493001822287624e-07
1969,4.5145073013230785e-07,4.4282137423579115e-07
1970,4.345795066029723e-07,4.975820502295392e-07
1971,4.074749275773115e-07,5.102428985992447e-07
1972,4.632522632164182e-07,4.935201332045835e-07
1973,4.5098006662414036e-07,5.248570005278452e-07
1974,4.196676499645946e-07,5.349918410502141e-07
1975,4.1636690895074935e-07,4.5806069692844176e-07
1976,4.3365670343575857e-07,4.616529736267694e-07
1977,4.431093385548479e-07,4.801330533155124e-07
1978,4.021780393159702e-07,4.91286925807799e-07
1979,3.9325260026146225e-07,4.87469378640526e-07
1980,3.6782923551470503e-07,4.485583815494465e-07
1981,3.713097633806228e-07,4.0040728777057666e-07
1982,3.7803687469306624e-07,4.785984515365271e-07
1983,3.782874244961931e-07,5.980604100841447e-07
1984,3.479405075168529e-07,4.720392894341785e-07
1985,3.6634748390440564e-07,4.794399615093425e-07
1986,4.220117899578213e-07,4.615753823600244e-07
1987,3.464833033817172e-07,4.790880439031753e-07
1988,3.17817351991323e-07,4.353498184173077e-07
1989,3.7593637358668275e-07,4.911869382340228e-07
1990,3.508931367690593e-07,4.5605207787957625e-07
1991,3.575493776608596e-07,4.37851440437953e-07
1992,3.812881308462579e-07,4.86528051624191e-07
1993,3.7943570774245927e-07,4.835728191210364e-07
1994,3.465626710053016e-07,4.895131837656663e-07
1995,3.8228277787766274e-07,4.988654609405785e-07
1996,3.683283473776555e-07,4.649478171359078e-07
1997,3.8167361005037037e-07,5.221639867158956e-07
1998,3.7382132767049825e-07,4.86349165385036e-07
1999,4.035487517484171e-07,4.647894513709616e-07
2000,3.764162919139835e-07,4.6875314296812576e-07
2001,3.7108863093493483e-07,4.771139856529771e-07
2002,3.829187669168732e-07,5.038404538026953e-07
2003,3.946075990413078e-07,5.283658310872852e-07
2004,3.611928738322945e-07,4.90253285079234e-07
2005,3.9182620437117066e-07,5.080229357190547e-07
2006,3.512560153851041e-07,5.237956202108762e-07
2007,4.030429856527462e-07,5.544337682295009e-07
2008,3.457040884669027e-07,5.35160154413461e-07
2009,3.552303358134168e-07,5.316534839039377e-07
2010,3.495606959447173e-07,5.796093773824396e-07
2011,3.097417256014978e-07,5.521815751308168e-07
2012,3.5574441525909606e-07,6.600845949833456e-07
2013,5.092942494400177e-07,6.983968887652736e-07
2014,4.025562567733232e-07,6.834144983258739e-07
2015,5.040492601082747e-07,7.576254574814811e-07
2016,5.201134900545412e-07,8.082369049589033e-07
2017,3.723104837760616e-07,7.005977522567264e-07
2018,3.84380383522398e-07,7.323620820898213e-07
2019,3.6402595426920925e-07,7.515209858866001e-07
