year,payant_VERB en_ADP,payant_VERB dans_ADP
1800,2.5153315874604232e-08,0.0
1801,2.8574191901498125e-08,3.333655484993869e-08
1802,8.951360541686881e-08,2.0140561218795483e-08
1803,2.9255089017965474e-08,1.950339223455444e-09
1804,2.4718509905596875e-08,7.4155526164076946e-09
1805,1.9900143755080535e-08,0.0
1806,4.610670600868616e-08,8.645007376628655e-09
1807,3.4163463169534225e-08,3.9857372513552036e-08
1808,2.4926814390369145e-08,3.172503681980743e-08
1809,4.0662548883574345e-08,1.8072244145628247e-08
1810,1.4040760554223652e-08,7.020380277111826e-09
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,1.0668832928217853e-08,8.00162425207418e-09
1813,5.751483289628823e-09,5.751483289628823e-09
1814,5.349351184236184e-08,1.5733386149463513e-08
1815,5.1247248222807684e-08,1.8880564667256294e-08
1816,1.3905623319487859e-08,2.3176038865813098e-09
1817,1.71256075987003e-08,1.5568733857662664e-08
1818,0.0,7.152706427149269e-09
1819,2.173720581311045e-08,1.1386155129855524e-08
1820,1.6613073583471305e-08,5.933240565525466e-09
1821,2.7612166775270452e-08,1.4792232327920374e-08
1822,3.208197085768916e-08,2.5064039732569654e-08
1823,7.115534828017189e-08,3.9530747564242574e-09
1824,5.894778887238772e-09,1.6842225392110777e-09
1825,2.6416328680056722e-08,7.924898959288385e-09
1826,3.3470339388941284e-08,2.3781558056157337e-08
1827,1.3825909306319772e-08,4.608636672287503e-08
1828,3.5771975603893225e-08,1.1006761724274838e-08
1829,1.4574399298528107e-08,6.515613648616636e-08
1830,2.817945699007396e-08,1.878630406793036e-08
1831,1.5591206548037917e-08,7.795603274018958e-09
1832,3.2471927369215337e-08,9.470978667991403e-09
1833,1.50587169400751e-08,2.6642345218874652e-08
1834,1.8669062740173104e-08,3.453776287187793e-08
1835,1.9664028627630614e-08,1.8151411040889798e-08
1836,1.4113575197427508e-08,1.008112526790228e-08
1837,1.3219993100221927e-08,6.262101948095733e-09
1838,2.651107955387033e-08,3.5348108440302894e-08
1839,1.4682098203877558e-08,1.11863602825224e-08
1840,2.4841785517537573e-08,1.8472096741106725e-08
1841,2.5040138851295524e-08,2.5682194149112547e-09
1842,2.4149754196400863e-08,1.609983613093391e-08
1843,4.0757687003178944e-08,3.307870244384503e-08
1844,1.975882035765153e-08,1.5367971784030487e-08
1845,4.464182268293371e-08,2.0088821273134272e-08
1846,3.219975752699611e-08,1.1123552745573306e-08
1847,6.310071576365317e-08,1.0786447290911383e-08
1848,7.24069959545659e-09,2.172209789819135e-08
1849,4.608678239037545e-08,1.75967720394965e-08
1850,2.2403686905647646e-08,6.1100964288129944e-09
1851,1.870337307252612e-08,1.870337307252612e-08
1852,3.059956199535918e-08,1.6927417689771573e-08
1853,1.3138249599364826e-08,8.360704129017904e-09
1854,1.1950028522278444e-08,7.79349651480743e-09
1855,9.552486801567284e-09,7.960405667972736e-09
1856,9.3189408967298e-09,1.9155599773057475e-08
1857,3.221796163188628e-08,6.345961978126979e-09
1858,1.8106600663259087e-08,9.787352261980686e-09
1859,3.513599722282379e-08,8.147477359443656e-09
1860,1.9224172476128842e-08,2.288591982591015e-09
1861,2.3108222890755314e-08,1.4147891747029462e-09
1862,1.5361154154236445e-08,7.228778020618165e-09
1863,2.1476870060155306e-08,1.2486552236623538e-08
1864,1.4863656971897399e-08,7.671564716815737e-09
1865,2.5416959203994338e-08,1.4591217123438582e-08
1866,2.2868380966656332e-08,3.4059290943133647e-09
1867,1.552899675516528e-08,3.88224918879132e-09
1868,2.865126980111654e-08,1.4819622196071691e-09
1869,8.692664010823137e-08,3.906815315701806e-09
1870,5.9060702994884196e-08,3.4404292748035914e-09
1871,5.523012092112367e-08,0.0
1872,1.4513614310374123e-08,4.23313739617015e-09
1873,4.908523720814628e-08,3.591602570907071e-09
1874,2.0313670745508716e-08,8.364453130127458e-09
1875,1.602027666081085e-08,5.149374260327022e-09
1876,2.5997863417615008e-08,1.0278225381910033e-08
1877,1.6699003069220453e-08,9.895705588292003e-09
1878,3.925407554561389e-08,1.2078177347163432e-09
1879,4.276527654223372e-08,7.331190321480108e-09
1880,3.7223507831640745e-08,6.417846254436199e-09
1881,1.4642265677711208e-08,6.9725074602899895e-09
1882,2.728707926280549e-08,1.9966155395678697e-09
1883,2.4013488642005143e-08,9.479008689083912e-09
1884,2.3766109080725073e-08,0.0
1885,8.379326565943757e-09,3.2228177904158883e-09
1886,2.0651083898481915e-08,2.5813855497602844e-09
1887,3.003305337756501e-08,1.1099172247952538e-08
1888,1.9021843655764314e-08,7.60873763994141e-09
1889,2.380751951136517e-08,4.385595886446936e-09
1890,2.8839300725280737e-08,7.865263995654459e-09
1891,1.2748440525456317e-08,2.5496880162734215e-09
1892,4.262588482184526e-08,1.2537024751679837e-08
1893,3.87980243488073e-08,5.542574843531156e-09
1894,3.906954493260173e-08,1.2603078580752936e-08
1895,2.046328972937772e-08,8.426059849853118e-09
1896,3.833068834557807e-08,1.8280790214930676e-08
1897,2.4472196713531957e-08,8.157399200570126e-09
1898,3.791097780148078e-08,6.224190496340043e-09
1899,3.924580482816964e-08,4.4220627160029835e-09
1900,2.6474371139784125e-08,7.786579381274805e-09
1901,2.179608138419553e-08,5.029864968975062e-09
1902,3.338993082024899e-08,3.437198747846537e-09
1903,3.564145245604777e-08,4.860198465905796e-09
1904,2.5260739278110123e-08,2.1498500757388683e-09
1905,4.3866453580676534e-08,2.0643036169332163e-09
1906,2.6749759740596346e-08,5.144184633820714e-09
1907,2.674278576364486e-08,3.0857059130084963e-09
1908,1.3751889405000384e-08,3.929111258571538e-09
1909,2.9155213354670195e-08,1.6502950117569526e-09
1910,1.60324518105881e-08,8.01622590529405e-09
1911,2.606983251496331e-08,8.51259862599818e-09
1912,1.719108944087111e-08,2.6047106693738442e-09
1913,2.2272556354785422e-08,3.181793939432964e-09
1914,2.8795997586428257e-08,4.018046340092951e-09
1915,4.7123048574349014e-08,0.0
1916,3.076489463182952e-08,1.0987462051303964e-09
1917,2.0836205649743533e-08,0.0
1918,1.4932289182922887e-08,1.1486376294556067e-09
1919,4.327688785110695e-08,7.366278698128781e-09
1920,3.710393414735336e-08,4.543339038320937e-09
1921,2.9533715528717863e-08,2.2718242842501013e-09
1922,3.6889676535700744e-08,2.951174193910333e-09
1923,2.44166811214086e-08,6.369568872344189e-09
1924,5.285566118118368e-08,1.0313299547703991e-08
1925,4.179307566687385e-08,1.0998177923937646e-09
1926,3.566764306128789e-08,1.1146138456652466e-09
1927,1.6723836537835268e-08,8.919379901328739e-09
1928,4.227635130860108e-08,5.713020723163709e-09
1929,1.6710609784809094e-08,5.570202965543558e-09
1930,1.05036033204442e-08,5.2518016602221e-09
1931,1.710803587684495e-08,3.4216069977333063e-09
1932,2.9590749517360848e-08,3.287861094491973e-09
1933,2.982372038218273e-08,2.2941324395731044e-09
1934,3.4746584276490466e-08,5.990790086229936e-09
1935,2.393656828303392e-08,2.393656828303392e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,2.463390735840676e-08,7.779128452511941e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,2.282204625281281e-08,2.028626333583361e-08
1941,2.066051862925633e-08,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.6705326011390298e-08,6.960552134671616e-09
1947,1.4305045148432782e-08,3.5762612871081956e-09
1948,6.523132700664291e-09,6.523132700664291e-09
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,5.317680518146517e-09,5.317680518146517e-09
1951,1.2793681891665187e-08,1.0661401761424827e-09
1952,2.5307528517259925e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,7.54167928107563e-09
1954,1.5636057781875934e-08,2.9317608341017376e-09
1955,2.1586897602787758e-08,9.385607846468247e-10
1956,9.593255967388359e-09,3.488456634670456e-09
1957,1.767007518083119e-08,4.417518795207798e-09
1958,1.4890038535497752e-08,0.0
1959,1.2401196514133517e-08,5.425523585955716e-09
1960,8.997083078554624e-09,6.920833350854139e-10
1961,2.1539294070560544e-08,2.08444772553662e-09
1962,1.0147130247162295e-08,1.9025869768540815e-09
1963,1.551852757408767e-08,1.939815863494232e-09
1964,7.300761772910391e-09,1.2167936658258327e-09
1965,1.5321720781003023e-08,4.377634699181954e-09
1966,1.2185964348709888e-08,3.8773522170743036e-09
1967,1.7256175155466735e-08,4.930335584241163e-10
1968,2.0660513300185812e-08,8.982831700699023e-10
1969,1.4533624859147665e-08,7.72098829315837e-09
1970,1.7015283404475667e-08,4.1388523719376735e-09
1971,1.5929032315398217e-08,5.138397263237948e-09
1972,1.3338381399385923e-08,6.669190977248718e-09
1973,1.1577728109557484e-08,1.6539611902288698e-09
1974,1.518904291231138e-08,1.6876715580593782e-09
1975,1.2565256390928425e-08,2.2845920710778955e-09
1976,1.5997875024709174e-08,4.570821499072508e-09
1977,1.7630345183761165e-08,4.11374712072643e-09
1978,2.0198010819427736e-08,7.128709622605811e-09
1979,1.2289143924704149e-08,1.7555920051037788e-09
1980,1.30758464056413e-08,1.1370301367108482e-09
1981,4.427884781055269e-09,3.1627747087981106e-09
1982,6.828252296919857e-09,3.1037510339615437e-09
1983,9.47297440490047e-09,1.89459470334441e-09
1984,7.538710988796993e-09,1.1598016991243298e-09
1985,1.9851341903631692e-08,4.210890747202711e-09
1986,1.2588419251446936e-08,2.3977941854269602e-09
1987,1.7721369260925712e-08,1.2221633705067347e-09
1988,5.99655392008458e-09,1.798966087207532e-09
1989,1.0427432250992297e-08,1.6464366536794728e-09
1990,1.5801088049105516e-08,1.6345953479657283e-09
1991,1.52398094144246e-08,3.5168792322792797e-09
1992,9.366905473484621e-09,2.2039776670368383e-09
1993,2.714211727594673e-08,2.2156829704300662e-09
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,1.301388213859056e-08,4.880205572987961e-09
1996,1.8683323110835204e-08,7.473328622609188e-09
1997,1.006927874414032e-08,9.58978896292706e-10
1998,9.536258005482523e-09,1.43043876743576e-09
1999,1.1882523409667556e-08,1.8280804647829996e-09
2000,6.627047466345459e-09,3.092622158362701e-09
2001,1.533424159871899e-08,2.190605918883648e-09
2002,9.200564754507923e-09,2.1906108038649563e-09
2003,8.333845447072719e-09,2.5001538617175356e-09
2004,1.2773894303430566e-08,8.809582507929292e-10
2005,1.5763123362155795e-08,1.8014998381943315e-09
2006,9.059357708451898e-09,2.0589450144825605e-09
2007,1.4380126089896805e-08,1.1983438685803094e-09
2008,1.532678259308362e-08,2.1287198670449925e-09
2009,1.4781396551200032e-08,9.53638501499654e-10
2010,1.4171378959204617e-08,2.8342759250676863e-09
2011,2.14142423793362e-08,9.55992973672437e-09
2012,2.6212745307674368e-08,5.1063788752969685e-09
2013,2.23130010024164e-08,3.6258624991347688e-09
2014,2.1654451343167125e-08,1.2992671383216248e-09
2015,1.5294370436791382e-08,3.32486305154589e-09
2016,1.470651400659051e-08,3.935546111222266e-09
2017,1.8867084478069174e-08,3.018733707449428e-09
2018,1.2907333535316923e-08,1.290733298020541e-09
2019,1.887730927130349e-08,4.591778068885333e-09
