year,doit_VERB écrire_VERB,doit_VERB ecrire_VERB,doit_VERB décrire_VERB
1800,1.7921738049153646e-07,0.0,1.540640539587912e-07
1801,2.809795489611133e-07,0.0,8.334139067756041e-08
1802,3.0434625841735397e-07,0.0,1.7455153056289419e-07
1803,2.5354410126965377e-07,0.0,8.776526527753958e-08
1804,3.1392505661642645e-07,2.4718509461507665e-09,1.7055771195373381e-07
1805,3.155594185955124e-07,5.685755422035754e-09,1.449867568226182e-07
1806,3.112202762167726e-07,0.0,1.0085842205853623e-07
1807,3.074711401040986e-07,2.8469551160981155e-09,9.394951661079176e-08
1808,3.874986589380569e-07,0.0,2.945896149242344e-08
1809,2.439753075123008e-07,6.7770917766551975e-09,4.969867006821005e-08
1810,2.854954743725102e-07,2.3401267590372754e-09,1.4040760731859336e-07
1811,3.1839874736760976e-07,0.0,9.777599530025327e-08
1812,3.3873544680318446e-07,0.0,1.8670458246106136e-07
1813,2.1568062891219597e-07,0.0,1.0927818294703684e-07
1814,1.950939889638903e-07,0.0,1.541871768040437e-07
1815,2.4814457333377504e-07,0.0,1.0519171667056071e-07
1816,1.3905622608945123e-07,0.0,7.416332437060191e-08
1817,2.1796228111270466e-07,0.0,4.826307531402563e-08
1818,2.133890717459508e-07,0.0,1.585516571367407e-07
1819,2.71197507117904e-07,1.035105001712111e-09,1.0144029261027754e-07
1820,2.2190319270976033e-07,2.3732962262101864e-09,5.93324074316115e-08
1821,3.0767844805268396e-07,0.0,8.480879643002481e-08
1822,3.8598619767071796e-07,0.0,6.215881853677274e-08
1823,2.490437225333153e-07,0.0,7.016707570528524e-08
1824,2.3579116259497823e-07,0.0,9.347434826167955e-08
1825,2.535967666972283e-07,8.805443041381977e-10,7.57268097117958e-08
1826,2.774515053260984e-07,8.807984341885344e-10,7.48678701256722e-08
1827,3.023265549018106e-07,1.8434546111834038e-09,4.885154680778214e-08
1828,2.2747306616111018e-07,0.0,5.228211819030548e-08
1829,2.7434163030193304e-07,1.714635211591542e-09,3.429270378774163e-08
1830,2.2961039292113128e-07,0.0,1.1897992635567789e-07
1831,2.775234690943762e-07,0.0,3.274153215215847e-08
1832,2.3136247762067796e-07,0.0,7.576782934393123e-08
1833,3.370835770510894e-07,0.0,8.108539617524002e-08
1834,2.2402873867122253e-07,9.334530925997342e-10,6.627517024071494e-08
1835,2.0874122697023267e-07,1.5126175867408165e-09,6.277362984974388e-08
1836,1.98262128492388e-07,0.0,5.712637474175608e-08
1837,1.8577568994260218e-07,0.0,8.419048214136637e-08
1838,1.956770177002909e-07,1.2624323808552163e-09,6.059675428105038e-08
1839,2.3771015378315496e-07,0.0,6.012668762878093e-08
1840,1.713446238227334e-07,6.369688665408546e-10,7.070354257621148e-08
1841,1.8298563020380243e-07,0.0,5.393260948949319e-08
1842,1.978938257707341e-07,6.708265054555795e-10,7.177843741601464e-08
1843,1.5712383572008548e-07,0.0,4.252975926988256e-08
1844,2.0362561770070897e-07,1.097712254427563e-09,4.610391357573462e-08
1845,1.467600014848358e-07,0.0,6.249855033502172e-08
1846,1.7680594055491383e-07,0.0,4.507965911670908e-08
1847,1.7312247280187876e-07,0.0,3.7752563741833e-08
1848,2.156119478513574e-07,0.0,5.953464210506354e-08
1849,1.0977033326753372e-07,0.0,2.262441967104678e-08
1850,1.4324781716368307e-07,1.3577992064028876e-09,1.765138968323754e-08
1851,2.4378877583330905e-07,6.449438760824933e-10,2.0638204034639784e-08
1852,1.562530940191209e-07,0.0,7.291811243703705e-08
1853,1.4989548446919798e-07,0.0,6.867721680237082e-08
1854,1.7457432477385737e-07,0.0,4.72805474771576e-08
1855,1.7300615695603483e-07,5.306937111981824e-10,5.73149208094037e-08
1856,2.0398125855081162e-07,0.0,2.8992259260007813e-08
1857,1.708528145627497e-07,4.881509085841174e-10,7.127002987772357e-08
1858,1.6442751871181827e-07,4.893676019968041e-10,4.061751113226819e-08
1859,2.118344184509624e-07,0.0,3.106225676674512e-08
1860,1.4830075656391273e-07,0.0,3.707518914097818e-08
1861,1.4949604576486308e-07,4.715963730639317e-10,4.291527133659656e-08
1862,2.3583888264511188e-07,0.0,4.066187742068905e-08
1863,2.966804686366231e-07,2.4973103585068657e-09,3.5461809488879226e-08
1864,2.3254430914221302e-07,0.0,6.089304349643498e-08
1865,1.6803434732537426e-07,4.706844358715045e-10,3.671338433264282e-08
1866,1.8343361318784446e-07,4.865612912574591e-10,5.984703932426783e-08
1867,1.955683046617196e-07,4.85281148598915e-10,7.473329333151923e-08
1868,1.9957090557909396e-07,0.0,4.742279102742941e-08
1869,1.924106527440017e-07,0.0,5.323035878745941e-08
1870,1.381905718744747e-07,0.0,1.0894692792362548e-07
1871,1.0939812256083314e-07,0.0,7.434824311758348e-08
1872,1.348556679658941e-07,2.4189357183956872e-09,5.1402384571019866e-08
1873,1.5503751171763724e-07,0.0,7.18320549708551e-08
1874,1.4936523484720965e-07,0.0,5.197910013521323e-08
1875,1.3445588820104604e-07,2.2886108563824337e-09,6.064819046969205e-08
1876,1.608239870165562e-07,0.0,6.227395488167531e-08
1877,1.6204218411530746e-07,0.0,6.370360239316142e-08
1878,2.415635549368744e-07,1.2078177347163432e-09,5.435179772916854e-08
1879,1.808360252653074e-07,0.0,3.9099681714560575e-08
1880,2.5607207021494105e-07,1.9253538763308597e-09,3.5939940801199555e-08
1881,2.9493708098016214e-07,0.0,4.5321300490286376e-08
1882,2.0831355129757867e-07,0.0,5.0580926114207614e-08
1883,1.88316306548586e-07,0.0,5.1186646032874705e-08
1884,2.1851616338608437e-07,6.601696966868076e-10,6.733731083841121e-08
1885,1.9594732236782875e-07,3.86738152613475e-09,7.928132106371777e-08
1886,2.394235139036027e-07,6.453463874400711e-10,6.647067607445933e-08
1887,1.886859166688737e-07,1.3057849246322917e-09,2.8727267675776602e-08
1888,1.826097104640212e-07,6.340614699951175e-10,9.13048552320106e-08
1889,1.5474887504751678e-07,0.0,5.5133202891965993e-08
1890,1.6058247354067134e-07,0.0,5.046877760150892e-08
1891,1.7337877977752214e-07,0.0,6.437961985739094e-08
1892,1.849211201943035e-07,0.0,6.205826963423533e-08
1893,1.7181982059355505e-07,6.158416554491453e-10,5.1114856347567184e-08
1894,1.3611324334306119e-07,0.0,6.994708456886656e-08
1895,1.859751819210942e-07,0.0,6.801034402315054e-08
1896,1.3445226443309366e-07,0.0,6.427761434224522e-08
1897,1.7188804690704274e-07,0.0,5.710179351581246e-08
1898,1.5390725138786365e-07,5.6583548957434e-10,2.4330926606808134e-08
1899,1.4095324729623826e-07,5.527578395003729e-10,4.753717419703207e-08
1900,1.5676980069656565e-07,1.038210628578895e-09,5.1391424449320766e-08
1901,1.5145482734624238e-07,0.0,6.091725168744233e-08
1902,1.3208664029207284e-07,0.0,6.334266089425e-08
1903,1.6524674606444023e-07,0.0,4.860198288270112e-08
1904,1.5962636723543255e-07,0.0,4.460938995975994e-08
1905,1.501780815260645e-07,0.0,3.560923644840841e-08
1906,1.6512832701209845e-07,1.5432553013283723e-09,5.96725371337925e-08
1907,1.2548537142720306e-07,0.0,4.4742737514980035e-08
1908,1.4193913955296011e-07,4.911389073214423e-10,4.0273391732625896e-08
1909,1.512770495537552e-07,3.300590023513905e-09,6.546170538967999e-08
1910,1.7101282878684287e-07,1.068830135508847e-09,5.6647998292191915e-08
1911,1.6386752577091102e-07,0.0,6.331245572255284e-08
1912,1.37007774014819e-07,1.0418842455450772e-09,5.3136098188133474e-08
1913,1.431807277185726e-07,5.30298971401777e-10,6.522677153952827e-08
1914,1.232200901313263e-07,0.0,7.433385462718434e-08
1915,1.284103063881048e-07,4.712304768617059e-09,7.775302890422608e-08
1916,1.4613324594847654e-07,0.0,4.8344833913915863e-08
1917,9.869781791849164e-08,0.0,4.934890895924582e-08
1918,1.5391744057069445e-07,1.1486376294556067e-09,6.202643021424592e-08
1919,1.3351380800941115e-07,0.0,6.353415216153735e-08
1920,1.332712713519868e-07,0.0,4.770506123463747e-08
1921,1.4766857248105225e-07,0.0,8.405749696294151e-08
1922,1.6305237693359231e-07,1.4755870969551665e-09,4.943216680430851e-08
1923,1.592392209204263e-07,0.0,4.564857647437748e-08
1924,1.5083200821663922e-07,0.0,6.574728672603669e-08
1925,1.462757666104153e-07,0.0,2.969508017258704e-08
1926,1.4712902896008018e-07,0.0,4.2355324580967135e-08
1927,1.661234563243852e-07,0.0,3.9022285847067906e-08
1928,1.485385325850075e-07,0.0,4.34189573184085e-08
1929,1.515095249260412e-07,0.0,4.4561623724348465e-08
1930,1.5020152943634457e-07,0.0,3.046045193855207e-08
1931,1.0721035437200044e-07,0.0,4.904303452235581e-08
1932,1.3809015797505708e-07,0.0,2.520693342944469e-08
1933,1.4108914569987974e-07,1.1470662197865522e-09,4.244144946596862e-08
1934,1.7133659468981932e-07,2.3963160344919743e-09,2.516131836216573e-08
1935,1.2686381012372294e-07,0.0,3.351119559624749e-08
1936,1.564088165650901e-07,0.0,3.273672888326473e-08
1937,1.3598408088455471e-07,1.0072894518486919e-08,3.5255130370615007e-08
1938,1.7243735328520415e-07,0.0,4.408173026604345e-08
1939,1.2847002039961808e-07,0.0,4.7411557346777045e-08
1940,1.9018371233414655e-07,0.0,1.7750480196809804e-08
1941,1.328176182369134e-07,2.9515025978810172e-09,5.017554371988808e-08
1942,1.274368912618229e-07,3.034211770724937e-09,1.517105907566929e-08
1943,1.5096823346993915e-07,0.0,9.580676163523094e-08
1944,1.317406344014671e-07,0.0,4.819779064746399e-08
1945,1.6556630555442098e-07,0.0,5.010559434026618e-08
1946,1.545242582778883e-07,0.0,4.872386583087973e-08
1947,1.3828210398969532e-07,0.0,5.245183132274178e-08
1948,1.2720109054953355e-07,0.0,5.3272248834446145e-08
1949,1.894682668535097e-07,0.0,5.3993545634511975e-08
1950,1.3613262694889272e-07,0.0,5.104973510583477e-08
1951,1.236722653175093e-07,0.0,3.731490494374157e-08
1952,1.4446381157995347e-07,1.0544803918932644e-09,6.959570697517847e-08
1953,1.842324479639501e-07,0.0,6.24881977273617e-08
