year,tout_ADV ôté_VERB,tout_ADV doté_VERB
2006,6.58862386870851e-09,2.0589450144825605e-09
2007,8.38840730210677e-09,0.0
2008,5.5346713878634546e-09,0.0
2009,5.721831008997924e-09,1.430457752249481e-09
2010,7.558068837454357e-09,4.723793023408973e-10
2011,5.7359579308524644e-09,1.529588788962144e-09
2012,5.446804340891731e-09,2.0425516833455504e-09
2013,1.4782362889320666e-08,5.578250084070646e-10
2014,1.277612682315521e-08,4.330890368553497e-10
2015,1.440773989003219e-08,6.649726325136385e-10
2016,1.5949318310504168e-08,6.214020409345267e-10
2017,8.804639684001359e-09,1.2578056374223934e-09
2018,9.035133530232997e-09,1.290733298020541e-09
2019,1.3520234709574197e-08,7.65296326310505e-10
