year,arrêtant_VERB en_ADP,arrêtant_VERB dans_ADP
1855,1.8574279891936385e-08,3.290301009428731e-08
1856,5.694908100650764e-09,6.109083017236117e-08
1857,1.3180074809326925e-08,3.612316845647001e-08
1858,1.565976326389773e-08,1.9574704523961373e-08
1859,1.476730293603623e-08,2.5970084749360467e-08
1860,6.865775947773045e-09,2.654766717569146e-08
1861,2.2165028923382124e-08,4.904602235455968e-08
1862,1.355395884417021e-08,4.066187742068905e-08
1863,1.7980635647063536e-08,2.6471489888990618e-08
1864,1.5343129433631475e-08,3.548098703731739e-08
1865,1.5061901947888146e-08,2.8241066374334878e-08
1866,1.8489329178805747e-08,2.8220554781910323e-08
1867,2.1837651686951176e-08,2.814630661873707e-08
1868,2.1241458370013788e-08,4.3964877960434023e-08
1869,6.348574999037737e-09,3.90681549333749e-08
1870,4.587239033071455e-09,3.956493799250893e-08
1871,8.496941816815706e-09,5.523012092112367e-08
1872,1.0280476914203973e-08,3.205089882385437e-08
1873,1.2570609442263958e-08,3.292302608315367e-08
1874,4.182226565063729e-09,3.883495836021211e-08
1875,6.865832347102696e-09,3.318485752856759e-08
1876,7.255217759905008e-09,1.9951848173604958e-08
1877,2.288381928394756e-08,3.154256233983688e-08
1878,2.3552445327368332e-08,2.717589886458427e-08
1879,2.3826368433788048e-08,2.993569481191116e-08
1880,8.984985200299889e-09,3.016387850607316e-08
1881,1.1853263259808955e-08,4.322954794133693e-08
1882,1.4641846846075168e-08,2.1962771157291172e-08
1883,2.5277355319985872e-08,2.401348808689363e-08
1884,1.3203393933736152e-08,2.772712726084592e-08
1885,7.090199094506033e-09,2.9649923405372647e-08
1886,1.4842966855610484e-08,1.8069698626277386e-08
1887,1.2404957061562527e-08,3.0685946228459215e-08
1888,7.355112785489837e-08,4.311618084784641e-08
1889,1.8795409673089125e-08,4.009687515349469e-08
1890,1.0487018364813139e-08,3.2771932723107966e-08
1891,1.0836173736095134e-08,2.2309770031370135e-08
1892,1.002961980134387e-08,2.6327752422616868e-08
1893,2.9560400349737392e-08,2.0322774574310642e-08
1894,2.2055386850183822e-08,3.0247388593807045e-08
1895,1.444467478961542e-08,2.768562623600701e-08
1896,8.845543852942228e-09,3.125425251937486e-08
1897,1.5149455023788505e-08,2.7968225069230357e-08
1898,2.319925584970406e-08,3.451596342074481e-08
1899,2.1004797901014172e-08,3.703477347016815e-08
1900,3.322274011452464e-08,1.1939421895590385e-08
1901,2.6825947685438223e-08,3.4650181390816215e-08
1902,3.437198614619774e-08,3.4863013809172116e-08
1903,1.83607493653426e-08,3.4021386596805314e-08
1904,2.2573425795258117e-08,2.0961039126632386e-08
1905,2.6835946798087207e-08,1.5482276793932215e-08
1906,1.594697174311932e-08,2.8807432883581896e-08
1907,2.3657079850636364e-08,2.0571373937627868e-08
1908,4.0273391732625896e-08,3.58531409005991e-08
1909,2.9155213354670195e-08,2.1453836041018803e-08
1910,9.619471441624228e-09,2.51175080734356e-08
1911,7.448523575703803e-09,2.074945903984826e-08
1912,1.3023552902780011e-08,2.3963337980603683e-08
1913,1.3257474229533273e-08,2.3863453435524207e-08
1914,2.6117300322425763e-08,1.1384464038144415e-08
1915,8.246533234057551e-09,1.0602685840410686e-08
1916,1.7579939282086343e-08,7.69122365795738e-09
1917,1.973956464951243e-08,2.9609346086090227e-08
1918,1.1486376294556067e-08,3.9053681177847466e-08
1919,2.301962176431971e-08,2.025726608678724e-08
1920,1.590168707821249e-08,7.572231730534895e-09
1921,1.2116395886607734e-08,1.9689142760626055e-08
1922,1.549366501762961e-08,1.8444838545406128e-08
1923,7.431163684401554e-09,3.503262746562541e-08
1924,2.5783249313349188e-08,2.3204924204378585e-08
1925,2.0896537833436923e-08,1.6497267552040284e-08
1926,2.5636119005412183e-08,2.3406890647947876e-08
1927,1.5608915049369898e-08,2.8987985345452216e-08
1928,1.4853853258500749e-08,2.2852082892654835e-08
1929,1.5596569369336066e-08,1.5596569369336066e-08
1930,2.2057568216382606e-08,1.6805765667982087e-08
1931,1.596749932275543e-08,2.0529641986399838e-08
1932,1.9727165678773417e-08,1.0959536389520963e-08
1933,2.408838994938378e-08,5.735331320977366e-09
1934,3.354842448288764e-08,1.1981580172459871e-08
1935,2.393656828303392e-08,1.196828414151696e-08
1936,9.699771652549316e-09,1.6974599503782883e-08
1937,1.2591118370153254e-08,2.5182236740306507e-08
1938,1.5558256905023882e-08,9.075650453382877e-09
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,2.5705489292704442e-08,0.0
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,6.960552134671616e-09,1.5313215584455975e-08
1947,2.0265479960812627e-08,2.1457568166738383e-08
1948,1.848220954059343e-08,1.0871888278529696e-08
1949,1.0798709482173763e-08,1.570721330779179e-08
1950,6.381216888229346e-09,1.914365022059883e-08
1951,1.8124383771578323e-08,1.0661401539380222e-08
1952,1.2653764258629963e-08,2.003512733494972e-08
1953,9.69644453618912e-09,1.6160740301529586e-08
1954,1.172704333640695e-08,1.07497895029951e-08
1955,1.595553378308523e-08,2.2525458831523792e-08
1956,8.72114114258693e-09,1.4825940475304833e-08
1957,6.184526224473075e-09,1.501956425897788e-08
1958,1.6544486669545222e-08,1.8198935691771112e-08
1959,1.0851047171911432e-08,1.4726420971555854e-08
1960,1.038124963770315e-08,1.6610000486139143e-08
1961,1.111705483225478e-08,1.528595028332802e-08
1962,7.610347907416326e-09,1.6489087428794846e-08
1963,9.69907976156037e-09,1.8104948651398445e-08
1964,2.1902286206909594e-08,1.3993127545575135e-08
1965,1.0396882466068291e-08,1.1491291473930687e-08
1966,1.163205709531212e-08,1.273987226824147e-08
1967,1.035370456037299e-08,1.3311906243984595e-08
1968,1.0779397818794223e-08,1.4821671889819754e-08
1969,8.629339909305145e-09,1.407944960618579e-08
1970,2.6672605457633836e-08,8.7375777724219e-09
1971,7.707596338946132e-09,2.363662865434435e-08
1972,7.69522046084603e-09,1.3338381954497436e-08
1973,9.37244681864513e-09,8.821126051827832e-09
1974,1.1251143128276908e-08,1.2938814464291681e-08
1975,7.4249242310031605e-09,7.4249242310031605e-09
1976,7.427584769459372e-09,1.199840671262109e-08
1977,8.22749424145286e-09,1.057820764316375e-08
1978,8.316828115084718e-09,1.544553818177974e-08
1979,7.607565244427406e-09,1.1118749476679568e-08
1980,9.096241093686785e-09,9.664756106531058e-09
1981,5.69299452024552e-09,1.707898356073656e-08
1982,6.828252629986764e-09,6.828252629986764e-09
1983,7.57837881337764e-09,1.326216381158929e-08
1984,6.378909400694965e-09,1.6237223121606803e-08
1985,6.015557829641693e-09,1.2632671797518924e-08
1986,9.591176741707841e-09,1.3187867686781374e-08
1987,1.1610551631235921e-08,1.8332450224534114e-08
1988,5.99655392008458e-09,1.6190695006912392e-08
1989,7.683371272548811e-09,1.9757239400064464e-08
1990,1.0897301727652575e-08,1.0897301727652575e-08
1991,7.033758464558559e-09,1.0550637696837839e-08
1992,7.162927584403178e-09,9.366905473484621e-09
1993,6.647049133334804e-09,1.4401939196773128e-08
1994,9.494868002946077e-09,1.2132331583813993e-08
1995,6.506940763983948e-09,1.3556126887692699e-08
1996,5.871901187504136e-09,7.473328622609188e-09
1997,8.630809844589749e-09,1.102825741838842e-08
1998,1.0013071261028017e-08,1.1920323395031573e-08
1999,9.597422412355172e-09,1.6452723627935484e-08
2000,6.185244316725402e-09,1.4137700787841823e-08
2001,9.20054432640427e-09,1.4019877703219663e-08
2002,1.0953053575235572e-08,5.6955880012310445e-09
2003,9.58392298855415e-09,1.583430631058036e-08
2004,7.928623979580607e-09,1.6297727611913615e-08
2005,4.954124666056714e-09,1.3961623857028371e-08
2006,1.1118302722934459e-08,1.2765458912156191e-08
2007,8.38840730210677e-09,1.6377365241737607e-08
2008,7.663391698997657e-09,1.702975893635994e-08
2009,5.721831008997924e-09,1.7642312499788204e-08
2010,8.97520635589899e-09,1.7005655550406118e-08
2011,9.55992973672437e-09,1.7590270573464295e-08
2012,6.127654827992046e-09,2.2127641940983267e-08
2013,1.0040849929282558e-08,1.7013663367038134e-08
2014,7.145969149746634e-09,3.291476602385046e-08
2015,8.86630147078904e-09,2.4825643762937943e-08
2016,7.663958356829426e-09,3.5212782023563705e-08
2017,9.30776167251679e-09,1.861552334503358e-08
2018,8.002547069452248e-09,2.684725330936999e-08
2019,1.0459049626376782e-08,3.061185438468783e-08
