year,tournant_VERB en_ADP,tournant_VERB dans_ADP
1800,1.0375742798274246e-07,5.973912209356058e-08
1801,2.1192524446433936e-07,1.5953922627431893e-07
1802,3.177732992298843e-07,9.175144555229053e-08
1803,1.794312112224361e-07,3.315576790896557e-08
1804,1.359518080334965e-07,9.39303390623536e-08
1805,2.3311596919484145e-07,1.02343598484822e-07
1806,1.5849180456939393e-07,1.2103010327280117e-07
1807,1.4519470425966574e-07,1.0818429529990681e-07
1808,1.3369836437959748e-07,1.3596443837471384e-07
1809,1.6942729530455836e-07,1.1069249694628525e-07
1810,1.7082924674838296e-07,1.1466621430145096e-07
1811,2.2312983105621242e-07,1.7298829391165782e-07
1812,1.9470620316042186e-07,3.200649700829672e-08
1813,3.0770434489291176e-07,1.0640243885973177e-07
1814,1.8880061958270744e-07,9.754699448194515e-08
1815,1.9689731800554e-07,7.821948599939788e-08
1816,1.1819779643928996e-07,1.668674798338543e-07
1817,1.6658545654024692e-07,7.940054302935096e-08
1818,1.3828565670337412e-07,1.585516571367407e-07
1819,2.090912039065529e-07,2.48425196858193e-07
1820,1.3646453567162098e-07,1.2459804565878585e-07
1821,1.203101569480225e-07,1.518669137112738e-07
1822,2.1254305693219067e-07,1.0927921323400369e-07
1823,1.6108779599122158e-07,2.1643084058275974e-07
1824,2.4926493846777475e-07,1.0779024250950897e-07
1825,2.8881851776851875e-07,2.447913232117571e-07
1826,2.0170284376064274e-07,1.1274219957613241e-07
1827,1.9724964417378033e-07,1.44711179927981e-07
1828,1.6693588611449428e-07,2.4398320874752244e-07
1829,1.2259642351297728e-07,1.4917326041086199e-07
1830,1.5446516954398248e-07,1.7846988953351683e-07
1831,2.0580392590119345e-07,2.354272083948672e-07
1832,2.1242051240211168e-07,1.8130158707663213e-07
1833,1.9228822623063024e-07,2.76848711511235e-07
1834,2.7443522188086433e-07,2.0349277463083126e-07
1835,1.331103547386192e-07,1.9815290386304696e-07
1836,1.7809987795658344e-07,1.7003498198331357e-07
1837,1.9412516127914614e-07,1.8438410620547074e-07
1838,1.4454851182676975e-07,1.9946431173423207e-07
1839,1.670962537225762e-07,2.754641172941774e-07
1840,1.6370099720219855e-07,2.1338457090180896e-07
1841,1.6179782846847957e-07,1.2712686414673158e-07
1842,1.9923547212030712e-07,2.1063952715394407e-07
1843,2.0910464604284584e-07,2.2032778007607945e-07
1844,1.5752170989813408e-07,2.2612872380145532e-07
1845,1.8024135650662743e-07,2.9519407007683185e-07
1846,1.5338793701857867e-07,1.7680594055491383e-07
1847,1.8768418552639332e-07,2.49166943078194e-07
1848,1.4642303369782894e-07,1.8423558345581625e-07
1849,1.508294644736452e-07,1.8518506639253474e-07
1850,1.8533959611488626e-07,2.4779835694488384e-07
1851,1.9025844100184486e-07,2.766809217291666e-07
1852,2.1419694307134307e-07,2.565154870737274e-07
1853,2.7709764371941503e-07,3.194983397847295e-07
1854,1.834069603967592e-07,2.748506591210287e-07
1855,1.9211112345374204e-07,3.147013813986632e-07
1856,1.791307543963505e-07,2.821568220734427e-07
1857,2.4212286153790785e-07,2.543266238719255e-07
1858,2.3293897821741183e-07,3.083015966409697e-07
1859,1.9146571528239065e-07,2.3474919408350559e-07
1860,1.840027892274776e-07,2.1970482499966693e-07
1861,2.2825264017756197e-07,2.900317812581932e-07
1862,2.17315140133012e-07,1.7303887123176764e-07
1863,1.9329182876504092e-07,2.6371598371710547e-07
1864,2.1576275055501526e-07,2.373390344256876e-07
1865,1.6568092281454838e-07,2.5793508173777013e-07
1866,2.2138538763316618e-07,2.316031786353534e-07
1867,2.4458170244656685e-07,2.955362070622414e-07
1868,2.1093261570737099e-07,3.714785324904213e-07
1869,2.3099045343144553e-07,3.208471942572899e-07
1870,2.018385112378951e-07,2.5516516855006444e-07
1871,1.805600204907165e-07,3.3987768066623403e-07
1872,1.8323438366607547e-07,3.1869477512547206e-07
1873,2.2627096996075124e-07,2.777506018514231e-07
1874,2.46153900818058e-07,3.7401054076013907e-07
1875,2.1455726084695925e-07,2.917978703109725e-07
1876,2.1161051844131862e-07,3.270894117779477e-07
1877,2.2883818662222666e-07,3.2470285304952995e-07
1878,2.3552445904684305e-07,3.2188343701555766e-07
1879,2.0588426252743375e-07,3.3540194976922066e-07
1880,1.989532389945481e-07,3.3244443753410735e-07
1881,2.063862183376841e-07,3.4025837664097835e-07
1882,1.6372247557683295e-07,3.4208679267067055e-07
1883,2.274961952153376e-07,3.8168806693050783e-07
1884,2.30399222367339e-07,3.0565856334874297e-07
1885,2.4042220503339706e-07,4.112315450388593e-07
1886,2.626559836294007e-07,3.6849277762485144e-07
1887,1.9260328087966627e-07,4.041404398358317e-07
1888,2.231896445437087e-07,4.0896964348391407e-07
1889,2.662682994092336e-07,3.08871235255026e-07
1890,3.454161797700195e-07,4.2537968125699877e-07
1891,3.2189809839877626e-07,6.017263656232785e-07
1892,3.1781358611482347e-07,3.8112554823221956e-07
1893,2.931406299921946e-07,4.920574956379653e-07
1894,2.8041850841376004e-07,4.637932988771354e-07
1895,2.202812936502596e-07,3.617187189774995e-07
1896,2.677251118576862e-07,3.9038331045571084e-07
1897,2.557927132329496e-07,4.690504340487678e-07
1898,2.387825815963751e-07,3.7231974370222076e-07
1899,2.0562592162320925e-07,3.3607677529801094e-07
1900,2.5332340003458853e-07,4.448732451312054e-07
1901,2.5819973048513134e-07,3.962415784375395e-07
1902,1.026249280056124e-06,2.4531778062275578e-06
1903,2.5111025570012657e-07,4.0663658751327603e-07
1904,2.49382622108385e-07,4.08471525048526e-07
1905,2.1726795618182138e-07,3.421583310014853e-07
1906,2.3097388002213393e-07,3.878715233440744e-07
1907,3.013706191268284e-07,3.666847305794363e-07
1908,3.0450612076293737e-07,3.3397444787475195e-07
1909,3.9882130309365493e-07,4.0212189356125805e-07
1910,3.660743139732858e-07,4.286008912224304e-07
1911,2.7346723086019153e-07,4.580842021262299e-07
1912,2.6568048561159685e-07,3.6465948793917846e-07
1913,3.181793704065683e-07,4.6454189672751056e-07
1914,2.6452136536736504e-07,3.683209136018384e-07
1915,2.1323178556187372e-07,3.039436649032723e-07
1916,2.1315676690392138e-07,2.9666147671747467e-07
1917,2.8841696109171977e-07,3.783416389069316e-07
1918,1.7918746930689622e-07,3.411453626256389e-07
1919,3.7568020161415916e-07,3.7291786725290876e-07
1920,2.635136531203841e-07,3.72553807803655e-07
1921,2.8322076150999465e-07,3.7939464825331726e-07
1922,2.9290403080750593e-07,3.9545735164292495e-07
1923,3.0467769951414425e-07,3.2060163146496734e-07
1924,2.668566131402983e-07,2.9392904088432203e-07
1925,2.1116502169071794e-07,2.760542656687903e-07
1926,2.741950027029816e-07,3.600202651554696e-07
1927,2.2632926954813115e-07,2.2632926843790813e-07
1928,3.0850312693342374e-07,3.1992915472400796e-07
1929,2.484310641648335e-07,2.6959783783198077e-07
1930,2.142735073817903e-07,2.195253134829045e-07
1931,2.5091785094133456e-07,3.4444176222336864e-07
1932,2.180947782370879e-07,2.8056414302923827e-07
1933,2.397368357165419e-07,2.982372226956187e-07
1934,2.2046108050233215e-07,1.869126560194445e-07
1935,2.7766420362951294e-07,3.016007683598332e-07
1936,2.8371832438978117e-07,3.1887998375168536e-07
1937,2.2286279488525906e-07,3.36182866322865e-07
1938,2.6449036982789664e-07,2.6060082214396374e-07
1939,3.074104073519379e-07,2.599988597751235e-07
1940,2.0793420274500818e-07,2.2822045564474536e-07
1941,2.921987563020423e-07,2.449747285027115e-07
1942,3.3376330588197334e-07,2.0936061662091277e-07
1943,3.890335169565162e-07,3.367752867688978e-07
1944,2.409889656718178e-07,3.2774499914012267e-07
1945,2.919195281059217e-07,2.7667001045728057e-07
1946,3.243617241466268e-07,3.313222727285847e-07
1947,3.2067144228875577e-07,3.3140021660216235e-07
1948,3.109360022790497e-07,3.4246447455643647e-07
1949,2.8371152893669205e-07,2.7094943710892494e-07
1950,2.7651939005224335e-07,2.87154769296194e-07
1951,2.8572556587391773e-07,2.729318921979029e-07
1952,3.05799300548415e-07,3.637957337598863e-07
1953,3.13518379257971e-07,3.145957521155651e-07
1954,2.941533452371914e-07,4.045829911092369e-07
1955,3.031551427667978e-07,2.871995938846794e-07
1956,2.4855252522826277e-07,2.720996061800207e-07
1957,2.7742019037546584e-07,3.445664611412269e-07
1958,3.1186358562251826e-07,3.3088972539729866e-07
1959,2.6972601752106584e-07,2.9142812740801105e-07
1960,2.4153708721996736e-07,3.162820751967388e-07
1961,2.577766977651663e-07,2.9529677458839387e-07
1962,2.505072913550066e-07,2.9553517411073926e-07
1963,2.7351405318398747e-07,2.812733219670349e-07
1964,2.5491828470336486e-07,3.948495423955478e-07
1965,2.571860400202297e-07,2.7852701700581406e-07
1966,2.5978260254078123e-07,2.7695372395442064e-07
1967,2.8349430092333705e-07,2.3813521332627374e-07
1968,2.2591822101958314e-07,2.6184953982877346e-07
1969,2.4162151746054406e-07,2.175501934154056e-07
1970,2.2303815971902452e-07,2.0050441218444348e-07
1971,2.2660332277268935e-07,2.435600361394563e-07
1972,1.9904969961181962e-07,2.3136962257197524e-07
1973,2.0839909753433972e-07,3.589095678435683e-07
1974,2.402119161359906e-07,2.7902835730841957e-07
1975,2.118959185892777e-07,2.4102446172236114e-07
1976,2.0682966717089357e-07,2.26255661206487e-07
1977,1.9217076108191122e-07,2.685689395320878e-07
1978,1.9782168791948607e-07,2.3287117523196343e-07
1979,2.0247828214081665e-07,2.370049148048281e-07
1980,2.1319314535972467e-07,2.5242069812136947e-07
1981,2.1570123998060353e-07,2.3404533622262136e-07
1982,2.3836809059929465e-07,2.3898883760864464e-07
1983,2.4882346139065703e-07,2.5829641625563227e-07
1984,1.99485886476225e-07,2.3370003621181468e-07
1985,2.1415386752821064e-07,2.4242699492305064e-07
1986,2.211965117737691e-07,2.259920957037309e-07
1987,2.3587753172904513e-07,2.566543129134402e-07
1988,2.128776648291364e-07,2.578518225604398e-07
1989,2.2830587820266146e-07,2.1348795442577284e-07
1990,2.288433460506667e-07,2.5118281365976713e-07
1991,2.0046210646995632e-07,2.4149237187742756e-07
1992,2.0166395930942826e-07,2.3527461312511377e-07
1993,1.8390168321502642e-07,2.52587861737652e-07
1994,1.8251246514111585e-07,2.2523936094032138e-07
1995,2.1147558548761936e-07,2.2448947101239014e-07
1996,1.8896846754046237e-07,2.2259844234540083e-07
1997,2.186471856902017e-07,2.2248310393990778e-07
1998,2.0455274407638058e-07,2.3268470972226396e-07
1999,1.9514758786698394e-07,2.0748713502882765e-07
2000,2.2222698881080305e-07,2.3194664988679392e-07
2001,2.120506550351564e-07,2.4271913146023394e-07
2002,2.1774670422303188e-07,2.4228155481864633e-07
2003,2.108463057481913e-07,2.245971415515413e-07
2004,2.0658470711865107e-07,2.233229192682984e-07
2005,2.026687324629961e-07,2.368972342736697e-07
2006,2.0712986437132486e-07,2.882522984748448e-07
2007,2.204952664897064e-07,2.4885605842683844e-07
2008,2.4991170288757303e-07,3.129218200115247e-07
2009,2.937206566855366e-07,2.97058383225135e-07
2010,2.980713453837325e-07,3.1932842148307827e-07
2011,2.7532597357549093e-07,3.789556131117422e-07
2012,3.0604230794040177e-07,3.976167048946877e-07
2013,3.031779058915163e-07,3.6342299658542743e-07
2014,3.354274458189366e-07,4.0017426705674097e-07
2015,3.010109423939866e-07,3.5199217851555886e-07
2016,3.1877924211443087e-07,3.8029802862382667e-07
2017,3.2753258949469455e-07,3.838822806301323e-07
2018,3.3429993351319354e-07,3.934155250462368e-07
2019,3.6479126119814964e-07,3.918317252882275e-07
