year,tuant_VERB en_ADP,tuant_VERB dans_ADP
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,1.4287095950749062e-08
1802,2.2378401354217203e-09,0.0
1803,0.0,6.046051481689574e-08
1804,1.4831105232815389e-08,2.4718509461507665e-09
1805,1.421438877713399e-08,2.55858996212055e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,4.680253518074551e-09,3.042164919975221e-08
1811,5.0141535368197765e-09,0.0
1812,0.0,5.3344164641089264e-09
1813,2.8757416448144113e-09,5.176335093892703e-08
1814,0.0,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,1.1588019432906549e-08
1817,0.0,1.556873407970727e-09
1818,1.1921177378582115e-09,1.4305412854298538e-08
1819,2.2772310259711048e-08,7.24573512300708e-09
1820,1.1866481131050932e-09,1.3053129244156025e-08
1821,0.0,8.875339574387908e-09
1822,1.0025615893027862e-09,1.1028177482330648e-08
1823,2.8659792761231984e-08,7.906149512848515e-09
1824,8.421112696055388e-10,1.2631669044083083e-08
1825,4.4027217427355936e-09,2.641632912414593e-09
1826,5.284790383086602e-09,1.2331177856594877e-08
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,9.172301251858528e-10,9.172301251858528e-10
1829,3.429270423183084e-09,4.286587973467704e-09
1830,1.0436835395921662e-08,2.0873671680021744e-09
1831,0.0,2.3386808933878456e-08
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,2.3167257001688313e-09,3.4750886612755494e-09
1834,1.213489042584115e-08,6.534171426153534e-09
1835,6.806779140333674e-09,3.025235173481633e-09
1836,1.1425274948351216e-08,3.36037508930076e-09
1837,5.5663127440652715e-09,9.045257765016856e-09
1838,1.0730675015224733e-08,1.9567702125300457e-08
1839,9.088918062616358e-09,9.088918062616358e-09
1840,6.369688665408546e-10,1.0191501864653674e-08
1841,1.926164561183441e-09,1.5409316489467528e-08
1842,3.3541325272778977e-09,1.475818312002275e-08
1843,3.5441467538532834e-09,2.953455480181333e-09
1844,1.2074834465636286e-08,1.2623690537338916e-08
1845,4.464182357111213e-09,3.348136878855712e-09
1846,7.610851504580296e-09,7.025401593807601e-09
1847,3.235934187273415e-09,8.089835468183537e-09
1848,2.413566457803995e-09,1.6090443422100975e-09
1849,1.0893239199560867e-08,1.4245005175439474e-08
1850,4.073397619208663e-09,4.073397619208663e-09
1851,5.8044946626978344e-09,7.739326512989919e-09
1852,6.510545436100301e-09,1.5625309046640723e-08
1853,8.360704129017904e-09,1.1943863675867306e-09
1854,7.79349651480743e-09,1.0910895298366086e-08
1855,1.1144567935161831e-08,3.1841622671890946e-09
1856,4.659470143053568e-09,1.5531567143511893e-08
1857,6.345961978126979e-09,3.4170564155999728e-09
1858,6.851146205910652e-09,2.104280660830682e-08
1859,4.073738679721828e-09,1.6804172275897145e-08
1860,7.781212646440494e-09,4.119465657481669e-09
1861,8.960331143725853e-09,1.4147890858851042e-08
1862,1.2650361647104091e-08,1.581295272501393e-08
1863,9.989241434027463e-09,5.9935452156878455e-09
1864,1.6781548595190543e-08,1.4863656971897399e-08
1865,5.6482134525026595e-09,5.6482134525026595e-09
1866,1.0704348740731007e-08,1.0704348518686402e-08
1867,1.0190904120577216e-08,6.308654931785895e-09
1868,6.915823469455518e-09,9.385760613156435e-09
1869,1.70923168951731e-08,1.0743741896135361e-08
1870,1.834895613228582e-08,9.17447806614291e-09
1871,1.6993883633631413e-08,7.434824311758348e-09
1872,7.256807044164759e-09,9.675742873582749e-09
1873,1.2570609442263958e-08,3.591602570907071e-09
1874,2.330097642611051e-08,6.572069999322139e-09
1875,1.7736734747586524e-08,1.3159512590732447e-08
1876,1.6928840551599933e-08,7.859819461941697e-09
1877,1.1132669008873108e-08,1.0514186854493346e-08
1878,1.268208649207736e-08,3.6234530931267273e-09
1879,2.321543601802034e-08,3.0546627449723474e-09
1880,7.059630657835214e-09,7.701415505323439e-09
1881,1.2550513295295218e-08,8.367009307619355e-09
1882,7.986462158271479e-09,7.986462158271479e-09
1883,2.0221884611260066e-08,6.951272890631799e-09
1884,6.601696966868076e-09,7.2618666635548834e-09
1885,8.379326565943757e-09,5.80107206715752e-09
1886,1.936039240035825e-08,1.2906927970846027e-08
1887,2.285123557044244e-08,9.140494583448344e-09
1888,1.648559799782845e-08,3.804368819970705e-09
1889,2.255449160770695e-08,9.397704836544563e-09
1890,6.554386366985909e-09,6.554386366985909e-09
1891,1.5935549213530464e-08,7.0116419337296065e-09
1892,1.3163876211308434e-08,1.1910173958185055e-08
1893,2.46336657738766e-08,1.0469308087124318e-08
1894,2.7096618282484997e-08,1.071261657159539e-08
1895,1.5046536461227333e-08,1.2037228991346183e-08
1896,1.592197840238896e-08,7.076434549446731e-09
1897,2.855089675790623e-08,8.740070556179091e-09
1898,1.6975064909274806e-08,9.05336783318944e-09
1899,2.266307141951529e-08,7.738609753005221e-09
1900,2.9589003247565415e-08,9.863001082521805e-09
1901,2.1237207548097103e-08,1.2854099118442264e-08
1902,2.9461702411026636e-08,1.3257766440233354e-08
1903,3.0781254878320397e-08,1.4040573148577096e-08
1904,3.117282432185675e-08,6.987012746151322e-09
1905,2.167518786677647e-08,1.0321517862621477e-08
1906,3.806696469155213e-08,8.745113966313056e-09
1907,3.4971336049238744e-08,4.6285588695127444e-09
1908,1.7680999775393502e-08,7.858222517143076e-09
1909,3.4656196135074424e-08,1.2102163715610459e-08
1910,3.366815093386322e-08,4.809735720812114e-09
1911,2.7665945978583295e-08,1.5961122201701983e-08
1912,2.3442395302719632e-08,9.376957876838787e-09
1913,2.0151361468379037e-08,7.42418571064718e-09
1914,2.1429579888376793e-08,1.2723813114234872e-08
1915,2.0027295266622502e-08,9.424609537234119e-09
1916,6.262853702310167e-08,2.636990914517412e-08
1917,2.8512703309502285e-08,1.7546279096336548e-08
1918,3.2161853624756986e-08,8.040463406189247e-09
1919,1.9336482248721865e-08,2.3940405213807026e-08
1920,3.558949046578164e-08,1.1358347151713133e-08
1921,2.9533714140939082e-08,1.3630945261411398e-08
1922,1.6231458566107193e-08,1.623145884366295e-08
1923,1.2739137744688378e-08,1.1677542488541803e-08
1924,2.4494086758863887e-08,1.1602462102189293e-08
1925,1.3197813508725176e-08,9.898360353588487e-09
1926,1.5604593173179637e-08,4.458455382660986e-09
1927,2.8987983569095377e-08,3.0102906833917586e-08
1928,2.2852082892654835e-08,1.0283437212876834e-08
1929,4.233354289340241e-08,7.798284684668033e-09
1930,1.3654685049324655e-08,9.453243521306831e-09
1931,1.9389105432310316e-08,6.843213995466613e-09
1932,1.6439305028370654e-08,1.4247397484012936e-08
1933,1.605892663292252e-08,9.176529536247813e-09
1934,2.995395220750652e-08,7.188948103475923e-09
1935,8.377798899061872e-09,1.3165112555668657e-08
1936,2.7886843056990074e-08,1.091224355320719e-08
1937,3.5255130370615007e-08,1.3850230295986421e-08
1938,1.1668692678767911e-08,7.779128452511941e-09
1939,2.7529290846928234e-08,7.647025235257843e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,5.312704587367989e-08,1.4757512545315876e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,3.534504600111177e-08,1.2852744646352221e-08
1945,2.3963544037997053e-08,1.742803235060819e-08
1946,1.6705325123211878e-08,6.960552134671616e-09
1947,2.7418003867296648e-08,1.907339353124371e-08
1948,1.4133454406817236e-08,6.523132922708896e-09
1949,2.5524220959027843e-08,8.835307596655184e-09
1950,1.914365022059883e-08,9.571825110299415e-09
1951,1.9190522948520083e-08,1.8124383771578323e-08
1952,2.1089608281954497e-08,1.2653764258629963e-08
1953,1.723812381726475e-08,1.6160740301529586e-08
1954,1.8567819282111486e-08,5.863521668203475e-09
1955,1.595553378308523e-08,5.631364707880948e-09
1956,1.831439710997529e-08,8.72114114258693e-09
1957,1.8553580005686854e-08,1.1485549400447326e-08
1958,1.1581140491045971e-08,6.617794867658233e-09
1959,6.200598257066758e-09,4.650448914844674e-09
1960,1.3841666479663672e-08,7.612916519406099e-09
1961,1.737039845295385e-08,2.779263708063695e-09
1962,1.331810839388936e-08,8.244543714397423e-09
1963,1.5518526907953856e-08,1.6165133231993423e-08
1964,1.2776333768727e-08,1.3384730657151067e-08
1965,1.3132904541635071e-08,9.302473458205895e-09
1966,1.2185964570754493e-08,1.606331601067268e-08
1967,1.2818872185960117e-08,7.888536934785861e-09
1968,1.4821671889819754e-08,1.0330256650092906e-08
1969,1.3625273298512042e-08,8.175164073476182e-09
1970,1.655541059797372e-08,1.0117195081704722e-08
1971,2.1581270104320538e-08,1.1304474689666222e-08
1972,1.0773308634082213e-08,5.130146973897354e-09
1973,9.923766697284009e-09,9.37244681864513e-09
1974,1.2938814464291681e-08,7.875800456247362e-09
1975,1.2565256390928425e-08,1.1994108817248161e-08
1976,1.5997875024709174e-08,9.712995741040231e-09
1977,1.5867311742301382e-08,7.052138428775834e-09
1978,1.2475242172627077e-08,1.0693064211864112e-08
1979,1.1703946256602649e-08,6.437170796402825e-09
1980,1.3644362084619388e-08,9.664756106531058e-09
1981,1.9609203150139365e-08,8.223214109648325e-09
1982,1.6760255405756652e-08,5.586751949948621e-09
1983,1.136756910824488e-08,1.6419821946556112e-08
1984,1.275781880138993e-08,1.9716628330002095e-08
1985,1.8648230737383642e-08,4.210890747202711e-09
1986,1.3187867686781374e-08,8.991728250862252e-09
1987,1.3443797186596385e-08,7.332980445085013e-09
1988,1.139345240375178e-08,1.3192418713003917e-08
1989,2.030605161795762e-08,8.232182935330457e-09
1990,8.717841559757744e-09,9.80757164370516e-09
1991,1.4653662838703951e-08,1.0550637086215175e-08
1992,1.2672871252394913e-08,1.3223866057732181e-08
1993,1.218625611532076e-08,1.2186256448387667e-08
1994,8.439882570598911e-09,9.494867891923775e-09
1995,8.675921314704738e-09,8.133675954979935e-09
1996,1.1209993822092201e-08,1.3345230476247139e-08
1997,1.3425704992187093e-08,9.110299181713799e-09
1998,1.5258013741359377e-08,1.2873948684877234e-08
1999,1.2796562837147363e-08,1.6452723627935484e-08
2000,1.502130686503733e-08,1.0161472663305915e-08
2001,1.4457998520622795e-08,9.20054432640427e-09
2002,1.1391176002462089e-08,2.059174164514843e-08
2003,1.0000615280336689e-08,7.500461585152607e-09
2004,1.541676902805378e-08,1.497629043001325e-08
