year,tuant_VERB en_ADP,tuant_VERB dans_ADP
2005,1.3511249008502091e-08,1.170974872621855e-08
2006,2.3471972088184856e-08,2.0177660431386357e-08
2007,1.837460494868992e-08,9.986198368228116e-09
2008,1.8732734474724566e-08,1.5326783397995314e-08
2009,1.3350939020995156e-08,1.3827758493789588e-08
2010,9.919965293647692e-09,1.6533276081531767e-08
2011,1.1471915806193778e-08,9.177532511728259e-09
2012,1.1234034147378225e-08,1.9063815026587605e-08
2013,1.3108887919610623e-08,1.7571487376244477e-08
2014,1.580775058074302e-08,2.2520630693634303e-08
2015,1.0417904761084174e-08,1.8397575018980206e-08
2016,1.5120782848043746e-08,1.9470595580273198e-08
2017,1.2829617951348737e-08,2.188581876838569e-08
2018,1.3939919996097672e-08,2.813798705147974e-08
2019,1.249983971884916e-08,1.8367111165318306e-08
