year,fuyant_VERB en_ADP,fuyant_VERB dans_ADP
1847,6.202207458727571e-08,1.1865092108820363e-07
1848,8.447483018647617e-08,8.930195910528127e-08
1849,1.2150151462719805e-07,6.871120206142223e-08
1850,1.2763312717822828e-07,1.167707344151836e-07
1851,6.578427536041431e-08,8.19078747049673e-08
1852,7.617337871579366e-08,1.0156450658271865e-07
1853,1.0331442013011838e-07,6.987160361404676e-08
1854,7.585670003251721e-08,7.066103419051117e-08
1855,7.535851054285558e-08,1.0454665755332826e-07
1856,6.471486813097727e-08,7.76578374939163e-08
1857,6.736482305313984e-08,8.737901613375954e-08
1858,9.444794946134039e-08,9.787351989976045e-08
1859,1.0744485479108334e-07,1.2424902662289128e-07
1860,8.422018379916629e-08,1.2129537685368064e-07
1861,8.535894124861443e-08,1.0092162183727993e-07
1862,9.71367062341244e-08,1.1294965718278149e-07
1863,8.640694204586907e-08,1.023897271967833e-07
1864,8.774351822893323e-08,9.541508771970797e-08
1865,6.91906112404439e-08,8.943004520256537e-08
1866,8.563478398615487e-08,8.806759288493282e-08
1867,5.483676801532056e-08,6.939520780235853e-08
1868,8.150792041305976e-08,8.49658309265422e-08
1869,6.885761649755295e-08,8.106641946614701e-08
1870,7.11022067889644e-08,7.052880279800888e-08
1871,5.735435681941681e-08,6.478918224139818e-08
1872,5.261185076488317e-08,9.131482237023647e-08
1873,6.943765046285577e-08,5.8662845248136364e-08
1874,5.37714810455725e-08,5.974609001979658e-08
1875,5.549881265665135e-08,8.181783783811625e-08
1876,6.408775865551775e-08,1.0036384878731042e-07
1877,4.886004489890183e-08,1.0328642652268627e-07
1878,1.4493813166316372e-07,5.5559617351264023e-08
1879,6.536978247595471e-08,6.170418720419235e-08
1880,4.0432430070680425e-08,6.86709578090472e-08
1881,5.787181223126936e-08,6.763332521808607e-08
1882,5.723631146814512e-08,8.2526777855918e-08
1883,7.772786708715174e-08,9.099848341520556e-08
1884,5.149323811792783e-08,9.70449489656744e-08
1885,5.5432465728699754e-08,5.027595945117369e-08
1886,6.77613698485402e-08,6.388929052469905e-08
1887,6.463635315867577e-08,6.333056667973125e-08
1888,6.086990267384351e-08,7.41851899910273e-08
1889,6.39043964412167e-08,7.016953418315097e-08
1890,3.932631753578164e-08,6.292211046643459e-08
1891,5.86428245963333e-08,6.629188709084133e-08
1892,5.140180148188733e-08,8.023695796666175e-08
1893,4.310891560388441e-08,6.158416715473791e-08
1894,5.2932931593474564e-08,6.742646974089439e-08
1895,6.379731587458082e-08,5.777869893641707e-08
1896,4.599682629224944e-08,5.248355922082837e-08
1897,6.409384667449558e-08,5.5936448806193084e-08
1898,4.9793523970720344e-08,4.866185154828173e-08
1899,5.638130140539488e-08,5.30647525920358e-08
1900,3.8413792369240696e-08,8.513327287573702e-08
1901,5.532851693468288e-08,6.818261510943557e-08
1902,5.057592389334786e-08,6.579780631454923e-08
1903,3.294134276465854e-08,5.8862400065251563e-08
1904,5.96583396017536e-08,5.5896102857388996e-08
1905,3.560923644840841e-08,4.696290711869722e-08
1906,6.121579304574354e-08,6.275904923525033e-08
1907,3.548562038657721e-08,6.891409876086385e-08
1908,5.451641738041246e-08,3.830883454902789e-08
1909,3.6856590113210075e-08,8.141455509758089e-08
1910,4.7028526739545384e-08,4.80973554317643e-08
1911,6.065226187956796e-08,6.490856641061526e-08
1912,5.4177979436076384e-08,5.4698923945828426e-08
1913,4.1363318104004065e-08,4.98481039223897e-08
1914,5.357394883276356e-08,7.299450494047122e-08
1915,3.887651445211304e-08,5.183535378705528e-08
1916,5.273981784625903e-08,4.724608615447323e-08
1917,5.3735480065597585e-08,5.044555140276685e-08
1918,6.547234221443432e-08,3.675640414257941e-08
1919,3.9593746947730324e-08,8.747456092805805e-08
1920,3.63467123065675e-08,5.5277290300637105e-08
1921,4.695103289487079e-08,6.815472591847893e-08
1922,4.5005406290599126e-08,6.49258353746518e-08
1923,3.1847844805810155e-08,7.855801698042342e-08
1924,4.2542360634278964e-08,5.9301473509520974e-08
1925,3.629398648286042e-08,6.708888378170741e-08
1926,2.89799594321849e-08,6.241837269271855e-08
1927,4.7941667635775786e-08,6.466550672712401e-08
1928,3.884854038460617e-08,4.570416578530967e-08
1929,4.3447585085232276e-08,5.3473950600846365e-08
1930,2.941009036305786e-08,5.04172987803031e-08
1931,4.219981963871078e-08,3.9918749195066994e-08
1932,5.698959171240858e-08,7.342889318806556e-08
1933,3.326492148403304e-08,4.473558234963093e-08
1934,2.995395043114968e-08,3.1152108448395666e-08
1935,3.351119559624749e-08,5.744776387928141e-08
1936,3.15242587589637e-08,6.911087524485993e-08
1937,2.7700460369928237e-08,3.651424218542587e-08
1938,3.241303758727554e-08,4.1488687485546905e-08
1939,5.199977337611017e-08,3.8235125288110794e-08
1940,4.057252667166722e-08,2.028626333583361e-08
1941,7.67390702094417e-08,4.7224041566096275e-08
1942,7.282108072104165e-08,6.371844563091145e-08
1943,9.580676163523094e-08,5.2258233740332116e-08
1944,3.213186161588055e-08,5.1410978585408884e-08
1945,6.317661815913311e-08,5.8819608739213436e-08
1946,4.1763311919851276e-08,9.744773166175946e-08
1947,2.980217805870211e-08,8.702235732016561e-08
1948,4.022598609765282e-08,7.175445659868274e-08
1949,2.1597418520258316e-08,5.104844191805569e-08
1950,4.4668517329427004e-08,5.636741495784747e-08
1951,5.330700858507953e-08,4.584402901741669e-08
1952,3.374337342876288e-08,3.5852332214147964e-08
1953,1.8315506888910704e-08,4.632745842503283e-08
1954,5.472620312474419e-08,4.6908174899940036e-08
1955,3.941955162289901e-08,5.819076953628155e-08
1956,4.1861480726268496e-08,7.936238799466366e-08
1957,3.180613605824334e-08,5.212672116172712e-08
1958,2.8125627715702706e-08,6.121460272012769e-08
1959,2.4027318135111386e-08,4.185403779111141e-08
1960,3.875666770847275e-08,5.81350018125093e-08
1961,3.057190089972295e-08,5.141637826611145e-08
1962,4.18569115478995e-08,4.8198867119708666e-08
1963,2.2631185814248056e-08,7.177318828155421e-08
1964,3.346182525509889e-08,5.962289151284494e-08
1965,3.9398712403659886e-08,5.4173228791754013e-08
1966,4.542041409649755e-08,6.2591546168278e-08
1967,4.240088480322868e-08,5.42336915376751e-08
1968,3.593132669177379e-08,8.264205275665404e-08
1969,3.3154830408888e-08,5.4955270445411486e-08
1970,4.1848399245925094e-08,6.990061934830649e-08
1971,2.3122789349905304e-08,4.316254054170798e-08
1972,3.129389569700436e-08,6.207477837305575e-08
1973,4.1900348302092993e-08,4.3554311379701005e-08
1974,2.5877629039605665e-08,4.8942474129010094e-08
1975,3.7695768728696066e-08,4.0551507929365016e-08
1976,4.3994157594706707e-08,5.1421741309454205e-08
1977,3.290997696581144e-08,5.112800072204493e-08
1978,3.623760613802318e-08,5.643561751256243e-08
1979,4.3889801348839796e-08,5.7934536834558514e-08
1980,3.4679419391725474e-08,5.344041487109763e-08
1981,3.858585340132947e-08,5.376717227001393e-08
1982,3.2279012573965815e-08,5.710902062361356e-08
1983,2.6524327068067066e-08,4.357568172963511e-08
1984,4.6392067076794774e-08,6.030968846548745e-08
1985,2.8874677981960417e-08,5.474157982465755e-08
1986,2.2779044539511517e-08,5.814650916313724e-08
1987,3.666490044906823e-08,6.416358006022804e-08
1988,3.8377943933909364e-08,5.876622555245348e-08
1989,2.96358593221413e-08,6.640627892018358e-08
1990,2.3974064622400704e-08,5.394164365180032e-08
1991,3.106576684785978e-08,7.150987890724991e-08
1992,4.022259197933309e-08,6.005839270351032e-08
1993,2.1602909683338112e-08,5.1514628396365225e-08
1994,3.956195004928276e-08,5.960666976667639e-08
1995,4.012613474824178e-08,4.988654617177346e-08
1996,3.896807454495388e-08,5.978663231154258e-08
1997,4.6510475470995516e-08,5.6579755103314255e-08
1998,3.719140950764199e-08,5.721755025334119e-08
1999,4.34169125651529e-08,4.570200995424045e-08
2000,2.8275402019772855e-08,4.418031640529563e-08
2001,4.0307150145357795e-08,4.337399772680328e-08
2002,2.6725451796050237e-08,5.958461252175695e-08
2003,4.333599834538404e-08,5.2919922333138913e-08
2004,4.1845515164062874e-08,6.254803858185554e-08
2005,3.017512173464354e-08,5.6747244681076836e-08
2006,3.9119955941302464e-08,5.970940220034748e-08
2007,3.2355283563489934e-08,5.352602561181641e-08
2008,3.7039724176679556e-08,5.6198203202129093e-08
2009,2.1933685756536647e-08,6.055604506727263e-08
2010,3.164941331235127e-08,5.763027655092401e-08
2011,4.7034854899763445e-08,5.0858828204436435e-08
2012,3.880848042925322e-08,5.7191444691184756e-08
2013,3.876883764020178e-08,7.000704105308841e-08
2014,2.988314340424125e-08,8.835016696018272e-08
2015,3.9676700147595056e-08,6.782720984865875e-08
2016,5.986172757488362e-08,8.658201045008695e-08
2017,2.8677968444412727e-08,7.04371144744087e-08
2018,4.027088151836722e-08,8.105805360258955e-08
2019,4.43871873700985e-08,8.4437693059769e-08
