year,aimant_VERB en_ADP,aimant_VERB dans_ADP
1913,4.931780495098792e-08,2.1742257771961704e-08
1914,2.0090231978020512e-08,2.8126323492472238e-08
1915,2.591767689352764e-08,2.591767644943843e-08
1916,4.394984842726046e-08,3.735737053034427e-08
1917,2.6319418644504822e-08,4.6058981073571204e-08
1918,2.412139021856774e-08,1.6080926812378493e-08
1919,2.854433056587169e-08,2.394040543585163e-08
1920,2.95317041931753e-08,3.710393414735336e-08
1921,2.650461605746557e-08,2.423279138463741e-08
1922,1.8444838545406128e-08,3.39385017866789e-08
1923,2.0170301873179142e-08,1.8047112249064412e-08
1924,3.093989942026809e-08,3.0939897754933554e-08
1925,2.0896537833436923e-08,1.9796720707176974e-08
1926,2.7865347029809584e-08,1.2260752413340015e-08
1927,1.5608915049369898e-08,2.1183527820767267e-08
1928,1.9424270192303084e-08,2.742249805010033e-08
1929,2.33948540540041e-08,1.4482528065684619e-08
1930,1.9956846175617216e-08,3.466189113510154e-08
1931,1.8248570654577634e-08,2.6232321204133768e-08
1932,2.9590749406338546e-08,1.0959536389520963e-08
1933,2.7529588608743438e-08,1.7205993074753678e-08
1934,1.0783422155213884e-08,2.516131836216573e-08
1935,1.795242710045386e-08,9.574627313213568e-09
1936,2.3036957230715416e-08,1.2124714565686645e-08
1937,2.0145789036973838e-08,8.813782592653752e-09
1938,3.8895642262559704e-08,1.8151300018587335e-08
1939,1.6823455517567254e-08,1.2235240376412548e-08
1940,1.7750480196809804e-08,1.0143131667916805e-08
1941,9.73995870623412e-08,2.6563522936839945e-08
1942,5.158160010232393e-08,1.517105907566929e-08
1943,5.516146828199453e-08,4.064529335323641e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,2.832055301382752e-08,6.099811145077183e-08
1946,3.6194869323935563e-08,2.9234318077442367e-08
1947,3.33784391237657e-08,2.8610090296865565e-08
1948,3.587722829934137e-08,2.174377655705939e-08
1949,2.846932467548413e-08,1.276211036849162e-08
1950,2.552486688678357e-08,1.808011518278363e-08
1951,2.5587365115598004e-08,1.8124383771578323e-08
1952,2.5307528517259925e-08,1.370824520563474e-08
1953,2.5857186614075545e-08,1.2928593307037772e-08
1954,2.4431340062136542e-08,1.2704297169818801e-08
1955,1.595553333899602e-08,1.8771215692936494e-08
1956,2.267496879149178e-08,2.093073914188892e-08
1957,3.3573144264664734e-08,1.5019564092444426e-08
1958,2.3162280982091943e-08,2.1507833736222892e-08
1959,2.1702094343822864e-08,3.4878365084978213e-08
1960,3.7372499539500836e-08,2.353083417006019e-08
1961,1.3201502280235644e-08,1.8760029252273824e-08
1962,2.1562652552375994e-08,1.7123282347597524e-08
1963,1.7458344103715717e-08,1.1638896069143811e-08
1964,1.886030154274465e-08,1.520992043424485e-08
1965,2.2435377999840966e-08,1.3680108601477059e-08
1966,1.550940920136412e-08,1.1632056873267516e-08
1967,1.7256173767687955e-08,1.627010703941778e-08
1968,1.8414804736632817e-08,1.1677681044375277e-08
1969,1.2262745902047456e-08,1.1354394757745467e-08
1970,1.2416557337857625e-08,1.287642992231497e-08
1971,1.0790634275004152e-08,1.1818314327172175e-08
1972,1.0260293947794707e-08,9.747279428040656e-09
1973,1.9847533394568018e-08,9.37244681864513e-09
1974,1.5189044022534404e-08,3.3753431161187564e-09
1975,1.028066431985053e-08,1.028066431985053e-08
1976,7.998937512354587e-09,1.085570122683066e-08
1977,1.4104276691018214e-08,9.402850942308305e-09
1978,1.2475241728537867e-08,5.346532216954358e-09
1979,7.022368020415115e-09,1.2289143924704149e-08
1980,1.1370301367108482e-08,7.390696055153967e-09
1981,9.488323904349727e-09,1.644642821929665e-08
1982,1.1794254461960918e-08,4.966001831974154e-09
1983,1.2630632317822688e-08,1.326216381158929e-08
1984,4.639206907519622e-09,8.69851302098823e-09
1985,1.3835783851945394e-08,1.0828004270990732e-08
1986,1.9182352650748413e-08,5.994485408056249e-09
1987,1.4054878594293996e-08,7.944062296871834e-09
1988,1.1393452292729478e-08,1.0194141530917022e-08
1989,1.481792966107065e-08,8.232183490441969e-09
1990,7.083246489347772e-09,5.448650919337439e-09
1991,4.10302547493302e-09,1.5825955934634095e-08
1992,1.1570882918476855e-08,8.815910668147353e-09
1993,1.1078414630105726e-08,5.539207315052863e-09
1994,1.0549853435293244e-08,9.494868002946077e-09
1995,7.049186012686448e-09,1.0302656228144969e-08
1996,1.3879040139386234e-08,5.871901187504136e-09
1997,8.630809844589749e-09,6.233362714880286e-09
1998,1.0013071261028017e-08,6.6753808036779105e-09
1999,1.2339542720951613e-08,9.140402212892695e-09
2000,1.0603275146792157e-08,1.4579503826439577e-08
2001,8.762423842068046e-09,1.1391150772643854e-08
2002,1.3581786695304743e-08,1.62105191492401e-08
2003,6.667076668520622e-09,1.1667384391955693e-08
2004,1.3654853081579432e-08,7.488145215006625e-09
2005,9.457874483587148e-09,9.457874483587148e-09
2006,1.0706514064207084e-08,1.2765458912156191e-08
2007,1.0385647009059085e-08,1.118454240334188e-08
2008,1.5752526560941504e-08,7.663391698997657e-09
2009,8.582746957586096e-09,9.536384792951935e-09
2010,8.502827775203059e-09,7.085689368580006e-09
2011,1.0324724186716594e-08,4.9711634531046656e-09
2012,1.5999987779125036e-08,1.191488419038933e-08
2013,1.227215012944427e-08,1.3945625210176615e-08
2014,1.5158116373203967e-08,1.1476859379522253e-08
2015,1.2634479795714526e-08,1.0417904053316995e-08
2016,2.3199007714858055e-08,2.0091997676718876e-08
2017,1.6854595275006545e-08,9.810884216143734e-09
2018,1.0067720546125258e-08,1.161660012627408e-08
2019,1.6326321738979743e-08,1.632632107284593e-08
