year,permettant_VERB en_ADP,permettant_VERB dans_ADP
1928,7.541186874959749e-08,4.4561559775502246e-08
1929,8.355304714768863e-08,2.785101571589621e-08
1930,6.407198327451624e-08,2.10072066408884e-08
1931,7.755642172924126e-08,5.018356930008849e-08
1932,9.096415709564099e-08,2.6302888755935783e-08
1933,6.997103696448903e-08,4.01473165823063e-08
1934,7.308764082836205e-08,4.672816089623666e-08
1935,7.4203363453762e-08,3.231436807027421e-08
1936,6.30485175179274e-08,2.66743711563322e-08
1937,7.932404599841902e-08,1.7627565185307503e-08
1938,6.223302762009553e-08,4.2785206488815675e-08
1939,9.635251529971356e-08,2.5999884911698246e-08
1940,7.60734906180005e-08,4.81798743123818e-08
1941,1.151085982087352e-07,2.3612020783048138e-08
1942,6.675266206457309e-08,3.6410540360520827e-08
1943,1.0451646659248581e-07,1.7419411690866582e-08
1944,8.996921252446555e-08,1.927911696952833e-08
1945,8.714016530575464e-08,2.178504132643866e-08
1946,9.048717686255259e-08,4.872386583087973e-08
1947,7.629357412497484e-08,3.9338875268413176e-08
1948,1.0219574875236503e-07,5.544662684542345e-08
1949,1.325296068444004e-07,5.3011845579931105e-08
1950,9.359118280372059e-08,2.9779013033248702e-08
1951,1.2900295587314758e-07,5.330700858507953e-08
1952,1.0333907596304925e-07,5.377849987553418e-08
1953,1.0773827341381548e-07,4.8482224457302436e-08
1954,1.4365627976076212e-07,4.0067398288101685e-08
1955,1.0605737088553724e-07,5.631364530245264e-08
1956,1.2384020919853356e-07,5.232685040823526e-08
1957,1.475451227861413e-07,5.9194753987412696e-08
1958,1.546909516036976e-07,5.046068451974861e-08
1959,1.3873838611289102e-07,6.975673016995643e-08
1960,1.5295042032903439e-07,6.159541499073384e-08
1961,1.4313208396288246e-07,6.183861955832981e-08
1962,1.306442953818987e-07,5.327243357555744e-08
1963,1.493658317031077e-07,4.590897972889252e-08
1964,1.3323891323580028e-07,4.319617374903828e-08
1965,1.3898990403049538e-07,4.870118530675427e-08
1966,1.3958468514374545e-07,5.926809976131153e-08
1967,1.3755636985024466e-07,5.768492528090974e-08
1968,1.2890363620954304e-07,4.6710724177501106e-08
1969,1.4760712474526372e-07,5.904285060864822e-08
1970,1.278445580510379e-07,5.334521091526767e-08
1971,1.6288720416923752e-07,6.628533100183631e-08
1972,1.6159962967776664e-07,5.0275438923108595e-08
1973,1.4389462421604549e-07,4.2451670623222526e-08
1974,1.5301554867619416e-07,5.738083075357281e-08
1975,1.667752229650432e-07,4.740528680713396e-08
1976,1.6512092315679183e-07,6.342014557958464e-08
1977,1.5279633203135745e-07,4.760193306196925e-08
1978,1.615840830027082e-07,5.346532105932056e-08
1979,1.6385524759243708e-07,5.0326971035019596e-08
1980,1.3189549008529866e-07,6.367368854398592e-08
1981,1.4295741834757791e-07,3.985096341807548e-08
1982,1.6884406761619175e-07,5.835052263591933e-08
1983,1.5030451550046564e-07,5.494324994970157e-08
1984,1.594727336851065e-07,5.4510678637598176e-08
1985,1.5038895639918337e-07,5.7749357296188464e-08
1986,1.5825442289951752e-07,6.23426501533686e-08
1987,1.5888123527929565e-07,5.499735067360234e-08
1988,1.4091901334722934e-07,4.737277592425926e-08
1989,1.4378879598098138e-07,4.445378820605583e-08
1990,1.6236980115991173e-07,5.285191306825254e-08
1991,1.4008901416673325e-07,3.634108480810028e-08
1992,1.3885059502172226e-07,5.7854414592384273e-08
1993,1.312792221597192e-07,4.4313658520422905e-08
1994,1.123559343341185e-07,4.5364370038214474e-08
1995,1.0085758361810804e-07,4.9344301089604414e-08
1996,1.3238468454801477e-07,5.818520421030371e-08
1997,1.352160268197622e-07,4.363354122460805e-08
1998,1.4209025778200157e-07,3.909865853302108e-08
1999,1.1151291090527593e-07,5.210029385693815e-08
2000,1.519802879101917e-07,4.329670844072098e-08
2001,1.3888441685594444e-07,4.950769394440613e-08
2002,1.4151345339996624e-07,4.0745359086713506e-08
2003,1.2417430639288796e-07,5.0003073681637034e-08
2004,1.4667955383629305e-07,4.845270495934528e-08
2005,1.2745611854825256e-07,4.728937241793574e-08
2006,1.288899511564523e-07,4.735573355674205e-08
2007,1.234294160212812e-07,3.515141955290346e-08
2008,1.3581232849446678e-07,5.066353381266708e-08
2009,1.3493985306922696e-07,4.243691265060079e-08
2010,1.3651761321398226e-07,3.7317963830219014e-08
2011,1.189255272038281e-07,4.741725234680416e-08
2012,1.109786396114032e-07,3.982975727012672e-08
2013,9.957176416719449e-08,3.960557393156705e-08
2014,8.813361773718498e-08,2.5119163638009923e-08
2015,9.021461977454237e-08,3.457857644661999e-08
2016,1.0025285490655733e-07,3.086296729293281e-08
2017,1.0968065566885343e-07,2.9181091321106578e-08
2018,9.835387970724696e-08,2.5040227669137494e-08
2019,8.341729795802166e-08,3.673422455108266e-08
