year,doit_VERB étendre_VERB,doit_VERB etendre_VERB,doit_VERB détendre_VERB
1845,7.979726035500789e-08,0.0,1.674068439427856e-09
1846,9.191567329480677e-08,0.0,2.3418005312692003e-09
1847,1.0139260098185332e-07,5.393223645455691e-10,1.6179670936367074e-09
1848,7.160247150750365e-08,0.0,4.02261068899179e-09
1849,6.116972883773997e-08,0.0,8.379414939696517e-10
1850,8.282574981421931e-08,0.0,2.0366988096043315e-09
1851,1.012561909874421e-07,0.0,3.2247193804124663e-09
1852,8.268392548416159e-08,0.0,1.9531636308300904e-09
1853,5.4344578614973216e-08,0.0,0.0
1854,1.0027632413311949e-07,1.558699391779328e-09,2.0782657816909023e-09
1855,6.845948519185185e-08,0.0,2.1227748447927297e-09
1856,8.594134470740755e-08,0.0,1.0354378465748937e-09
1857,8.49382573164803e-08,0.0,1.4644527812635033e-09
1858,9.053300686900911e-08,0.0,0.0
1859,6.772590666059841e-08,0.0,5.092173349652285e-10
1860,5.355305177090486e-08,0.0,1.373155145145688e-09
1861,4.715963797252698e-08,0.0,3.772770984511453e-09
1862,1.0436548336656415e-07,0.0,4.517986262886353e-10
1863,5.2942979777981236e-08,0.0,4.994620828036034e-10
1864,9.109982812560702e-08,0.0,1.9178911792039344e-09
1865,5.036323358353911e-08,0.0,0.0
1866,4.7683005988119476e-08,0.0,2.919367858567057e-09
1867,7.473329333151923e-08,4.85281148598915e-10,4.367530337390235e-09
1868,5.977247496957716e-08,0.0,2.4699371437009177e-09
1869,6.739256264154392e-08,0.0,6.8369265804335555e-09
1870,6.651496420317926e-08,0.0,0.0
1871,4.6733180880664804e-08,1.0621177271019633e-09,1.0621177271019633e-09
1872,5.503078881474721e-08,0.0,2.4189357183956872e-09
1873,7.721946104766175e-08,5.986004469882289e-10,6.584604861359367e-09
1874,5.855116924635695e-08,0.0,1.1949218281515073e-09
1875,5.263805036292979e-08,0.0,5.721527140956084e-10
1876,5.1995726835230016e-08,0.0,3.627608879952504e-09
1877,4.762308236649915e-08,0.0,6.184815992682502e-10
1878,6.944951991272319e-08,0.0,0.0
1879,5.5594860270957724e-08,0.0,2.443730107160036e-09
1880,5.840239936105718e-08,0.0,0.0
1881,5.159655458442103e-08,0.0,6.972507571312292e-10
1882,5.923292789589141e-08,0.0,0.0
1883,4.107570461542309e-08,0.0,6.319338941018771e-10
1884,6.139578090369469e-08,0.0,1.3203393933736152e-09
1885,6.252266615547342e-08,0.0,0.0
1886,4.1947515683204983e-08,0.0,6.453463874400711e-10
1887,4.504957828999068e-08,0.0,6.528924623161458e-10
1888,4.1848057463766963e-08,6.340614699951175e-10,2.53624587998047e-09
1889,4.698852507090123e-08,0.0,1.2530273485467092e-09
1890,5.964491833765351e-08,0.0,1.3108772956016423e-09
1891,5.418086956865409e-08,0.0,1.9122659011827636e-09
1892,6.39388275658348e-08,0.0,4.387958441043338e-09
1893,4.126139074855928e-08,0.0,3.695050043717174e-09
1894,5.734400687629204e-08,0.0,0.0
1895,5.1760085995056215e-08,0.0,1.2037228991346183e-09
1896,3.892039046604623e-08,0.0,1.179405795248556e-09
1897,5.185775009408644e-08,0.0,2.9133566670225264e-09
1898,2.8857609635224435e-08,0.0,5.6583548957434e-10
1899,5.417026827103655e-08,0.0,5.527578395003729e-10
1900,3.73755817406618e-08,0.0,1.038210628578895e-09
1901,5.7005138387467014e-08,0.0,2.235495566438317e-09
1902,3.83002145554201e-08,0.0,2.455141867585553e-09
1903,4.968202560462487e-08,0.0,5.400220270956879e-10
1904,4.5146851590516235e-08,0.0,1.0749250378694342e-09
1905,6.605771574186292e-08,0.0,3.096455536422127e-09
1906,6.224463078297049e-08,2.0576738091193647e-09,1.0288369045596824e-09
1907,6.53141114526079e-08,1.5428529565042481e-09,1.5428529565042481e-09
1908,6.335692148695671e-08,4.911389073214423e-10,3.929111258571538e-09
1909,6.216111358980925e-08,0.0,2.2003934230241384e-09
1910,5.237267686197811e-08,0.0,2.137660271017694e-09
1911,5.3735778493546604e-08,1.5961122423746588e-09,3.1922244847493175e-09
1912,6.407588415413557e-08,0.0,5.209421227725386e-10
1913,4.083302229673791e-08,0.0,1.590896969716482e-09
1914,4.620753202289052e-08,0.0,2.0090231700464756e-09
1915,3.7698438148936475e-08,0.0,7.068456930880984e-09
1916,5.273981784625903e-08,0.0,5.493730803607377e-09
1917,4.7155623406069935e-08,0.0,2.1932848870420685e-09
1918,4.020231614276781e-08,0.0,2.2972752589112133e-09
1919,5.248473655683483e-08,0.0,2.762354567309444e-09
1920,2.953170330499688e-08,0.0,2.2716695191604686e-09
1921,5.679560644011872e-08,0.0,0.0
1922,5.6072309462251724e-08,0.0,7.377935484775833e-10
1923,4.883336046646036e-08,0.0,2.1231896241147297e-09
1924,2.5783249313349188e-08,0.0,0.0
1925,2.5295809891190402e-08,0.0,0.0
1926,4.2355324580967135e-08,0.0,1.1146138456652466e-09
1927,4.5711821883287485e-08,1.1149224876660924e-09,1.1149224876660924e-09
1928,3.313552099371009e-08,0.0,2.2852082448565625e-09
1929,5.3473950600846365e-08,0.0,1.1140406375176326e-09
1930,4.3064773080914165e-08,0.0,0.0
1931,2.5091784650044247e-08,0.0,0.0
1932,4.7126007984843454e-08,0.0,1.0959536611565568e-09
1933,3.4411986149507356e-08,0.0,0.0
1934,3.4746584276490466e-08,0.0,1.1981580172459871e-09
1935,4.188899538348778e-08,0.0,1.196828414151696e-09
1936,5.577368611398015e-08,0.0,0.0
1937,4.0291578073947676e-08,0.0,0.0
1938,5.4453899167583586e-08,0.0,0.0
1939,2.7529290846928234e-08,0.0,0.0
1940,3.803674530900025e-08,0.0,0.0
1941,8.854508237732261e-09,0.0,0.0
1942,3.3376331032286544e-08,0.0,0.0
1943,5.516146828199453e-08,0.0,0.0
1944,5.462416652335378e-08,0.0,0.0
1945,2.3963544037997053e-08,0.0,0.0
1946,3.7586982415405146e-08,0.0,1.3921104269343232e-09
1947,3.457052599742383e-08,0.0,1.1920870957027319e-09
1948,4.4574740343250596e-08,0.0,3.2615663503321457e-09
1949,6.871906066407973e-08,0.0,9.817008317369869e-10
1950,4.679559140186029e-08,0.0,0.0
1951,5.010858927789741e-08,0.0,0.0
1952,6.115985939914026e-08,0.0,0.0
1953,5.925604895651304e-08,0.0,3.232148326759443e-09
1954,4.29991580119804e-08,0.0,9.772536113672459e-10
1955,5.162084448784299e-08,0.0,9.385607846468247e-10
1956,4.883839466174322e-08,0.0,1.744228317335228e-09
1957,4.329168490357915e-08,0.0,1.7670075402875796e-09
1958,4.7979010986409776e-08,0.0,3.3088973783179654e-09
1959,5.503030919840057e-08,0.0,7.750747821333448e-10
1960,5.329041741219953e-08,0.0,0.0
1961,3.821487482014163e-08,6.948159270159238e-10,6.948159270159238e-10
1962,5.327243357555744e-08,6.341956404476434e-10,0.0
1963,3.879631904624148e-08,0.0,0.0
1964,5.536411151751963e-08,0.0,0.0
1965,4.377634610364112e-08,0.0,5.472043373977442e-10
1966,4.818994980837488e-08,0.0,1.1078149508847446e-09
1967,5.867099517331553e-08,0.0,9.860671168482327e-10
1968,4.356673244387821e-08,1.7965663401398047e-09,0.0
1969,4.496340366699769e-08,4.5417578031781147e-10,4.5417578031781147e-10
1970,3.816941784862138e-08,0.0,1.3796175313274261e-09
1971,4.573173839617084e-08,0.0,1.0276794970565106e-09
1972,3.745007148836521e-08,0.0,5.130146862875051e-10
1973,4.741355397186453e-08,0.0,2.205281512956958e-09
1974,4.331690206527128e-08,0.0,5.625571675160757e-10
1975,4.226495420311949e-08,0.0,2.2845920710778955e-09
1976,3.7709277478370495e-08,0.0,1.7140580066410394e-09
1977,3.2322301279918975e-08,0.0,1.7630346071939584e-09
1978,2.4950484345254154e-08,0.0,5.940591352171509e-10
1979,3.6282234106010947e-08,0.0,2.3407893401383717e-09
1980,2.8994268319593175e-08,0.0,0.0
1981,2.277197808098208e-08,0.0,6.325549528618524e-10
1982,3.227901146374279e-08,0.0,0.0
1983,2.273513821648976e-08,0.0,0.0
1984,3.015484395518797e-08,0.0,5.799008495621649e-10
1985,3.128090142467954e-08,0.0,6.015558051686298e-10
1986,2.3977941410180392e-08,0.0,5.994485463567401e-10
1987,2.627651163322753e-08,0.0,6.110816852533674e-10
1988,2.338656024392094e-08,0.0,1.798966087207532e-09
1989,3.84168536982088e-08,0.0,5.488122178931576e-10
1990,2.8332985735346483e-08,0.0,2.179460389939436e-09
1991,1.75843961613964e-08,5.861465202094962e-10,5.861465202094962e-10
1992,2.4243753671271406e-08,0.0,5.509944167592096e-10
1993,2.1048988330107932e-08,0.0,1.1078414852150331e-09
1994,1.9517228722065738e-08,0.0,0.0
1995,3.0907969517102174e-08,0.0,5.422450821690461e-10
1996,3.5765218342476146e-08,0.0,2.135236876199542e-09
1997,2.6851409984374186e-08,0.0,2.876936688878118e-09
1998,2.9562400527538557e-08,0.0,2.86087753487152e-09
1999,3.290544725587097e-08,0.0,1.3710603763428253e-09
2000,4.064589020913445e-08,0.0,0.0
2001,2.9792239786274877e-08,0.0,3.066848330846028e-09
2002,3.855474872693776e-08,4.38122149670761e-10,8.76244299341522e-10
2003,2.541822929913451e-08,0.0,1.2500769308587678e-09
2004,3.347641452933203e-08,0.0,1.3214374039449694e-09
2005,3.0625496805214425e-08,9.007499190971657e-10,1.8014998381943315e-09
2006,2.84134404893166e-08,0.0,1.6471559671771274e-09
2007,2.5165221018141892e-08,0.0,7.988958938831558e-10
2008,2.3841662866175284e-08,4.257439678578834e-10,2.1287198670449925e-09
2009,2.9085974517784052e-08,0.0,4.76819250749827e-10
2010,1.9367551118421034e-08,4.723793023408973e-10,1.4171379625338432e-09
2011,2.7150200310188666e-08,0.0,1.529588788962144e-09
2012,2.008509092377153e-08,0.0,0.0
2013,1.8966050063795592e-08,0.0,1.1156500168141292e-09
2014,2.1221362445089653e-08,0.0,8.661780737106994e-10
2015,2.3717356967267733e-08,0.0,1.10828768384863e-09
2016,2.2163337831671015e-08,0.0,8.285360175719347e-10
2017,2.264050280587071e-08,0.0,1.2578056374223934e-09
2018,1.5488799576246493e-08,0.0,1.8070267504555204e-09
2019,1.9387506711154856e-08,0.0,5.1019755087367e-10
