year,est_VERB en_ADP,est_VERB dans_ADP
1921,8.535470988135785e-05,2.5105171516770497e-05
1922,8.582014561397955e-05,2.520450289011933e-05
1923,8.741384226595983e-05,2.6301011530449614e-05
1924,8.554237138014287e-05,2.613647848193068e-05
1925,8.4549596067518e-05,2.5602657842682675e-05
1926,8.397389319725335e-05,2.5757612093002535e-05
1927,8.411533053731546e-05,2.6476063794689253e-05
1928,8.441787940682843e-05,2.3432525267708115e-05
1929,8.29659475130029e-05,2.3788110411260277e-05
1930,8.542685827706009e-05,2.4493352611898445e-05
1931,8.646172500448301e-05,2.335817043785937e-05
1932,8.531998901162297e-05,2.3074208002071828e-05
1933,8.574434468755499e-05,2.3091590264812112e-05
1934,8.689641254022717e-05,2.253855018352624e-05
1935,8.718894969206303e-05,2.3092803530744277e-05
1936,8.598241402069107e-05,2.216518987552263e-05
1937,8.578832785133272e-05,2.177633905375842e-05
1938,8.758909825701267e-05,2.3403508748742752e-05
1939,8.711643749848008e-05,2.1688492779503576e-05
1940,8.486504520988092e-05,2.236053296655882e-05
1941,8.533679647371173e-05,2.3151585992309265e-05
1942,8.58257117215544e-05,2.4191769625758752e-05
1943,8.794770110398531e-05,2.3774593501002528e-05
1944,8.783244265941903e-05,2.46740564762149e-05
1945,8.592455560574308e-05,2.5390465452801436e-05
1946,8.765284292167053e-05,2.4988381483126432e-05
1947,9.020880679599941e-05,2.6796926249517128e-05
1948,9.05900087673217e-05,2.3463708203053102e-05
1949,9.494617552263662e-05,2.263998430862557e-05
1950,9.22394247027114e-05,2.428797415632289e-05
1951,9.208785922965035e-05,2.4591588953626342e-05
1952,9.389831393491477e-05,2.2787320631323382e-05
1953,9.40091849770397e-05,2.3234835680341348e-05
1954,9.494311962043867e-05,2.365344698773697e-05
1955,9.356418740935624e-05,2.3266922653419897e-05
1956,9.661542571848258e-05,2.4212506104959175e-05
1957,9.316370415035635e-05,2.1710338842240162e-05
1958,9.50240864767693e-05,2.2234135030885227e-05
1959,9.491488162893802e-05,2.292206227139104e-05
1960,9.438563574803993e-05,2.2934256776352413e-05
1961,9.725269046612084e-05,2.3081091057974845e-05
1962,9.574705472914502e-05,2.3540073016192764e-05
1963,9.687893907539546e-05,2.345496068301145e-05
1964,9.499508450971916e-05,2.52715872193221e-05
1965,9.5841744041536e-05,2.4580966055509634e-05
1966,9.663137461757287e-05,2.4520930310245603e-05
1967,9.561300976201892e-05,2.557463631092105e-05
1968,9.440596477361396e-05,2.5290713892900385e-05
1969,9.43100531003438e-05,2.434064299450256e-05
1970,9.587284148437902e-05,2.3883478206698783e-05
1971,9.54334027483128e-05,2.3960346879903227e-05
1972,9.565312939230353e-05,2.3419121134793386e-05
1973,9.501344902673736e-05,2.2841202735435218e-05
1974,9.471381054027006e-05,2.1168463717913255e-05
1975,9.556391160003841e-05,2.0925721400999464e-05
1976,9.5698720542714e-05,2.1309740986907855e-05
1977,9.738004155224189e-05,2.179110742872581e-05
1978,9.61514379014261e-05,2.280890112160705e-05
1979,9.701694216346368e-05,2.2894675566931255e-05
1980,0.00010041738278232515,2.198959373345133e-05
1981,9.868996130535379e-05,2.183326614613179e-05
1982,0.00010168820153921843,2.3322827473748475e-05
1983,0.00010054741142084822,2.2366322809830308e-05
1984,9.930918167810887e-05,2.2638749214820564e-05
1985,9.959177259588614e-05,2.258721724501811e-05
1986,9.993466665036976e-05,2.3006834453553893e-05
1987,0.00010122140520252287,2.25171370402677e-05
1988,0.00010246011515846476,2.2743728550267406e-05
1989,9.948483784683049e-05,2.2446420189226046e-05
1990,0.00010273267980664968,2.2803149477113038e-05
1991,0.0001026987301884219,2.292653516633436e-05
1992,0.00010220120020676404,2.2663502022624016e-05
1993,0.00010153699258808047,2.309904812136665e-05
1994,0.00010313272650819272,2.304879126313608e-05
1995,0.00010329280485166237,2.2907684979145415e-05
1996,0.00010698711412260309,2.3222302843350917e-05
1997,0.00010801554890349507,2.3642665837542154e-05
1998,0.0001077892811736092,2.450532338116318e-05
1999,0.00010877490421989933,2.4066222977126017e-05
2000,0.00011075784277636558,2.4691935323062353e-05
2001,0.00010862688941415399,2.423292062303517e-05
2002,0.00011084096331615001,2.50947596214246e-05
2003,0.00010988301073666662,2.469110222591553e-05
2004,0.00010992332681780681,2.4452758225379512e-05
2005,0.00010958613711409271,2.4875109374988824e-05
2006,0.00011077577073592693,2.5909763280651532e-05
2007,0.00010926699178526178,2.570487413322553e-05
2008,0.00010825094068422914,2.499968650226947e-05
2009,0.00010738398850662634,2.4795554054435343e-05
2010,0.00010542797099333256,2.5362989617860876e-05
2011,0.00010403995111119002,2.5354082026751712e-05
2012,9.920673619490117e-05,2.655861862876918e-05
2013,9.566977678332478e-05,2.58153049799148e-05
2014,9.239673090633005e-05,2.6491623430047184e-05
2015,9.152439452009276e-05,2.637879879330285e-05
2016,9.094322012970224e-05,2.7626912924461067e-05
2017,9.84562502708286e-05,2.8569545975187793e-05
2018,9.336906805401668e-05,2.72293109446764e-05
2019,9.18758669286035e-05,2.702669553400483e-05
