year,rendant_VERB en_ADP,rendant_VERB dans_ADP
1894,2.8230897441972047e-07,1.6131940583363757e-07
1895,2.900972049246775e-07,1.2759463174916164e-07
1896,2.995690806528728e-07,2.1170333752706938e-07
1897,3.000757544668886e-07,2.0801367384137848e-07
1898,2.648110069003451e-07,1.7314566491677397e-07
1899,2.857757976926223e-07,1.5643047390767606e-07
1900,2.5799533887038706e-07,1.8012954683399585e-07
1901,3.77239871340862e-07,1.8275176216775435e-07
1902,3.2898901736189146e-07,1.8217153296973265e-07
1903,3.16452911874876e-07,1.4040573148577096e-07
1904,3.047412349133083e-07,1.3544055832426238e-07
1905,2.575218900346954e-07,1.7907834148900292e-07
1906,2.9836269277438987e-07,2.0473854078773002e-07
1907,3.0394204486583476e-07,1.583995725695786e-07
1908,2.622681734010257e-07,1.4046572971437854e-07
1909,2.9540282753259817e-07,1.5842832112866745e-07
1910,2.778958219096239e-07,1.5444595646840753e-07
1911,2.468653690357314e-07,1.5482288517887355e-07
1912,3.089186861870985e-07,1.500313260294206e-07
1913,2.868917476916977e-07,1.5855938784170576e-07
1914,2.913083392286353e-07,1.8817850389041268e-07
1915,3.404640267490322e-07,1.1427339074998599e-07
1916,3.8895615261935745e-07,2.7358780130271043e-07
1917,4.1672413431115274e-07,1.4256352187658194e-07
1918,3.170239892824611e-07,1.64255183676687e-07
1919,2.9557193670370907e-07,1.2338516341969807e-07
1920,3.263631924710353e-07,1.559879763135541e-07
1921,2.8473530733208463e-07,1.7568774524079345e-07
1922,3.0544651963282377e-07,1.0402889216720723e-07
1923,2.887537959850306e-07,1.4119210334229138e-07
1924,2.9650735200448253e-07,1.405187077807568e-07
1925,3.233464269669639e-07,1.286786783794014e-07
1926,3.031749713500176e-07,9.808601930672012e-08
1927,2.3078895594608184e-07,1.2487132039495918e-07
1928,3.0736052281099546e-07,1.5767936645261216e-07
1929,3.5760703553933126e-07,1.459393246250329e-07
1930,3.697268482483196e-07,1.1553964185395671e-07
1931,3.159283892273379e-07,1.437074956811557e-07
1932,3.8796758872194914e-07,1.6658495383126137e-07
1933,3.108549435637542e-07,9.979476089938544e-08
1934,3.079265979977208e-07,1.2341027399997984e-07
1935,3.8896922660569544e-07,1.627686572192033e-07
1936,3.698037858157477e-07,1.3822175048971985e-07
1937,3.5758776562033745e-07,1.3850230118350737e-07
1938,3.046825440833345e-07,1.1668692678767911e-07
1939,3.043516016987269e-07,1.4070526788145798e-07
1940,3.2458021337333776e-07,1.3946805665909778e-07
1941,2.538292278586596e-07,1.0330258959356797e-07
1942,2.8521591843855276e-07,1.274368912618229e-07
1943,3.135494068828848e-07,1.3645205854118103e-07
1944,3.116790594503982e-07,5.7837350908584995e-08
1945,2.461709698309278e-07,6.099811145077183e-08
1946,2.53364106583831e-07,1.0301616981678308e-07
1947,2.753721162207512e-07,9.65590558621443e-08
1948,2.6527405339038523e-07,1.0328293598149685e-07
1949,3.995522490640724e-07,1.1780409892026e-07
1950,3.413950935282628e-07,1.0954422435816014e-07
1951,3.1557749480271013e-07,1.0768015812345766e-07
1952,2.7311043027111737e-07,9.068531170441929e-08
1953,3.3722079706421937e-07,1.292859224122367e-07
1954,2.6581298584460455e-07,1.1629317953065765e-07
1955,2.346401970498846e-07,9.104039833118804e-08
1956,2.3372659541109897e-07,8.285084618364635e-08
1957,3.454499619692797e-07,8.481636371016066e-08
1958,2.531306506625697e-07,1.0671193706457416e-07
1959,2.790269206798257e-07,8.913360005635695e-08
1960,2.401529286544246e-07,9.135499823287319e-08
1961,2.723678562688292e-07,9.102088682766407e-08
1962,2.403601513378817e-07,1.0971584885055563e-07
1963,2.651081842941494e-07,9.699079583924686e-08
1964,3.0480680379696423e-07,8.882593505177283e-08
1965,2.446003293243848e-07,8.043903676480113e-08
1966,2.714146489779523e-07,1.418003137132473e-07
1967,2.603217126306845e-07,7.39550358730412e-08
1968,2.4882444904505974e-07,1.0015857299094932e-07
1969,2.6160523702856153e-07,1.7894525683459506e-07
1970,2.667260616817657e-07,1.1910697850225915e-07
1971,2.2352028850036731e-07,1.2434921359272266e-07
1972,2.6009846010310866e-07,1.0055087784621719e-07
1973,2.0839910064296419e-07,9.813502543920549e-08
1974,2.34023787015758e-07,9.619727592280469e-08
1975,2.3359953615909035e-07,1.0452009036043819e-07
1976,2.1539996453157073e-07,9.084507723855495e-08
1977,2.197916444401926e-07,1.2341241983904183e-07
1978,2.3584148323152476e-07,9.683164137186395e-08
1979,2.3232334456224635e-07,1.0709111109008518e-07
1980,2.421874114588718e-07,9.72160734136196e-08
1981,2.2265933807830152e-07,8.286470176699368e-08
1982,2.1291732821282494e-07,1.1421803947087028e-07
1983,2.1787840864817554e-07,8.841442422635737e-08
1984,2.1340350997434143e-07,1.194595711240254e-07
1985,2.0513053300419415e-07,1.2331894083672523e-07
1986,2.457738901284756e-07,9.051672833493285e-08
1987,2.328221171410405e-07,9.044008919545377e-08
1988,2.2966801793700142e-07,1.0194141708552706e-07
1989,2.480631167145475e-07,1.1799462384942672e-07
1990,2.026898187068582e-07,1.1551139778021025e-07
1991,2.127711837829338e-07,8.381895355569213e-08
1992,2.2590771209252125e-07,9.642402432064046e-08
1993,2.3153887696025777e-07,1.0690670393387336e-07
1994,2.2101941965502192e-07,9.916862353520628e-08
1995,1.952082300249458e-07,1.0628003366264238e-07
1996,2.3274081684121484e-07,1.0088994173429455e-07
1997,2.5317044105577224e-07,1.1268001998132604e-07
1998,2.159962519954206e-07,1.1824960211015423e-07
1999,2.193696531094247e-07,1.0877078437943055e-07
2000,2.2134338450996438e-07,9.808029943769725e-08
2001,2.225655606480359e-07,1.2880762767508713e-07
2002,2.2037544056274783e-07,1.4370407086516934e-07
2003,1.912617619836965e-07,1.291746087872525e-07
2004,1.9116794192086672e-07,1.3170325985356612e-07
2005,2.116762374271275e-07,1.5402824260490888e-07
2006,2.067180702169935e-07,1.544208743098352e-07
2007,2.244897530090384e-07,1.5937973785185022e-07
2008,1.9711946208644804e-07,1.7285205444750318e-07
2009,2.3364142975879076e-07,1.983568154173554e-07
2010,1.9650978799745644e-07,1.7525272255625168e-07
2011,1.8087386877141398e-07,2.4205743898164656e-07
2012,1.9506367721078277e-07,2.3217003786157875e-07
2013,1.656740238331622e-07,1.9272853535312606e-07
2014,1.905591773265769e-07,1.8168084636727144e-07
2015,1.877439359532218e-07,1.799859177253893e-07
2016,1.9429170095008885e-07,1.8869907592033996e-07
2017,1.433898404457068e-07,1.9043177701405511e-07
2018,1.6005093073090393e-07,1.9077039326020895e-07
2019,1.737222703468433e-07,1.9081387847563747e-07
