year,voyant_VERB en_ADP,voyant_VERB dans_ADP
1959,2.813521557953891e-07,4.402424877980593e-07
1960,2.7337291452766976e-07,5.688924797908612e-07
1961,2.918226940096247e-07,5.398719764571069e-07
1962,3.2470815902740924e-07,4.959410020433097e-07
1963,2.74160665725276e-07,5.134046450194774e-07
1964,3.254923104378804e-07,5.207877062929356e-07
1965,2.9494313569244923e-07,5.537708140934683e-07
1966,3.3289839329597726e-07,5.47814481777209e-07
1967,3.436444018234397e-07,5.517045309488822e-07
1968,3.220345039522954e-07,5.394190623064787e-07
1969,3.3972349022803883e-07,5.595445422557077e-07
1970,3.476636045718351e-07,5.357514396564511e-07
1971,3.20122156338698e-07,4.696495174982829e-07
1972,2.934444118807278e-07,4.924940881778639e-07
1973,2.9219980568484516e-07,4.796487438341046e-07
1974,2.6327675684001406e-07,4.809863760613098e-07
1975,2.564454533171556e-07,4.946141913819702e-07
1976,2.5368060008190696e-07,5.142174348549133e-07
1977,2.2743145144943355e-07,4.977634304736966e-07
1978,2.477226628272433e-07,5.506928069110018e-07
1979,2.7562795246183214e-07,5.881233242632788e-07
1980,2.4559850597682953e-07,5.184857272411136e-07
1981,2.473289848481386e-07,5.186950780000643e-07
1982,2.9920160926621975e-07,5.400526852383791e-07
1983,2.387189441677151e-07,4.951207799308577e-07
1984,2.68494089183946e-07,5.027740517249413e-07
1985,2.322005450139386e-07,5.239551121860586e-07
1986,2.7754467080143286e-07,5.251169348241547e-07
1987,2.4993241609649886e-07,4.845877743520077e-07
1988,2.692452749641916e-07,5.348925746773148e-07
1989,2.420261839830573e-07,5.515562708779953e-07
1990,2.767914786261372e-07,5.601213111106063e-07
1991,2.520430015806596e-07,5.398409221868405e-07
1992,2.7439521854688564e-07,5.735851864585584e-07
1993,2.9856326655419707e-07,5.705383792076191e-07
1994,2.626913575554113e-07,5.596697256748939e-07
1995,3.0528398387019706e-07,5.563434584132665e-07
1996,3.0533888217831873e-07,5.183287647980706e-07
1997,2.7282948344975466e-07,5.773052791369082e-07
1998,2.8131963425437334e-07,5.550102173401683e-07
1999,2.86551614436803e-07,5.89555957830612e-07
2000,2.7921959322441126e-07,5.796457216433737e-07
2001,2.856549983221157e-07,5.984735302888566e-07
2002,3.207054106724172e-07,5.647394694108243e-07
2003,3.0376869197823453e-07,5.967033409604028e-07
2004,3.162640016540763e-07,6.021349570062284e-07
2005,2.949955906217383e-07,6.116091952890201e-07
2006,3.0801817629821926e-07,6.078005370113715e-07
2007,3.2475118061370267e-07,5.975741430574999e-07
2008,3.3548625300028334e-07,6.113683284070248e-07
2009,2.9372067178456973e-07,5.726599177080516e-07
2010,2.82010438112934e-07,6.018112301831025e-07
2011,3.296263795249388e-07,5.648006435876596e-07
2012,2.968508248102353e-07,5.763400068303781e-07
2013,3.3246370723105656e-07,6.381518247167151e-07
2014,3.391087073367771e-07,6.346920109479015e-07
2015,3.6063681374542966e-07,6.609827742920515e-07
2016,3.9314033806192583e-07,7.204120553438997e-07
2017,3.2375916791949066e-07,5.94942065390569e-07
2018,3.3868844440121393e-07,6.546599458090441e-07
2019,3.2907742308907473e-07,6.400428542718828e-07
