year,préparant_VERB en_ADP,préparant_VERB dans_ADP
1950,1.914365022059883e-08,9.57182533234402e-09
1951,1.4925962688039363e-08,8.529121409139861e-09
1952,1.2653764258629963e-08,1.3708244650523227e-08
1953,1.939288907237824e-08,1.8315507332999914e-08
1954,2.14995790059902e-08,4.886268278880834e-09
1955,1.220129064449793e-08,1.6894095011821264e-08
1956,2.7907653077363648e-08,1.1337483840634377e-08
1957,2.2971097746182778e-08,1.0602045463770082e-08
1958,3.060730113801924e-08,1.2408365002158916e-08
1959,3.022791672524505e-08,8.525822714489095e-09
1960,1.7994166379153853e-08,7.612916519406099e-09
1961,1.945484617849047e-08,1.9454845900934714e-08
1962,2.980719460143888e-08,1.8391673961559718e-08
1963,1.875155397623729e-08,2.0044765847160306e-08
1964,2.190228609588729e-08,1.7035111044005902e-08
1965,2.2435377999840966e-08,1.8057743744748223e-08
1966,2.603365056863538e-08,1.9386762417639147e-08
1967,2.6623812876547248e-08,1.9228309611207806e-08
1968,3.413476201696852e-08,1.3474247495537384e-08
1969,2.270878815546773e-08,9.991866889436096e-09
1970,1.7475155905666284e-08,1.4715920038099739e-08
1971,2.8775026805760717e-08,6.679916619845017e-09
1972,2.052058717394445e-08,1.744250005542014e-08
1973,3.583582458555057e-08,9.37244681864513e-09
1974,2.700274448486084e-08,1.012602890426706e-08
1975,2.1703623787061588e-08,1.1994108373158952e-08
1976,1.942599137105816e-08,1.5997875024709174e-08
1977,3.0559265784546596e-08,1.1165885105413054e-08
1978,3.029701511891858e-08,1.3663360221016774e-08
1979,1.8726314388040066e-08,1.8141117053005473e-08
1980,2.1603573374662233e-08,1.1370301145063877e-08
1981,2.150686878588104e-08,1.3916209129494206e-08
1982,2.6071509173775098e-08,1.0552753892945077e-08
1983,3.599730113990063e-08,1.1999100379966876e-08
1984,2.667543874679268e-08,1.1018116197192285e-08
1985,2.3460676956688076e-08,1.2632671797518924e-08
1986,3.0571876807883314e-08,1.019062523255343e-08
1987,2.1998940669121225e-08,1.588812459374367e-08
1988,3.17817344663851e-08,1.3792074149421296e-08
1989,2.3598924814294264e-08,1.4817929994137558e-08
1990,2.3429199136337786e-08,9.80757164370516e-09
1991,2.6962739596569918e-08,9.96449056600568e-09
1992,2.0937787115204998e-08,7.713921945651236e-09
1993,2.7696036852820072e-08,9.416652346772025e-09
1994,3.2704544739026176e-08,1.2132331583813993e-08
1995,2.7654498857554444e-08,1.2471637056421514e-08
1996,2.4021414635200244e-08,1.3345230698291743e-08
1997,2.3494982959171296e-08,1.2466725429760572e-08
1998,2.145658195562561e-08,5.72175506974304e-09
1999,2.330802639782803e-08,1.0968483010742602e-08
2000,2.164835433138279e-08,8.394259509714175e-09
2001,2.5411028836686e-08,8.762423675534592e-09
2002,2.2782350894701153e-08,1.5334274905409728e-08
2003,2.8335076063257247e-08,1.3334153003974336e-08
2004,2.0702519532012076e-08,1.3214373595360485e-08
2005,3.467887310648621e-08,9.457874483587148e-09
2006,3.170775142447013e-08,1.4000825387938676e-08
2007,2.4765772377310924e-08,2.0771293351984355e-08
2008,2.9802077583518383e-08,1.3198063086861112e-08
2009,2.1933685090402832e-08,1.0490023072406984e-08
2010,2.6925620510986903e-08,1.0864724231396394e-08
2011,2.0649448262410885e-08,6.883149605840799e-09
2012,2.2468067212289e-08,1.5659562535574878e-08
2013,2.0918437371175713e-08,1.4503450107561378e-08
2014,1.9272461293518006e-08,1.6673927530352906e-08
2015,1.8397575199391447e-08,1.6402658786773827e-08
2016,1.988486381110377e-08,1.822779260862717e-08
2017,1.5345229364971402e-08,1.0314006815281829e-08
2018,1.8844707683207673e-08,1.3165480261534412e-08
2019,2.168339613417558e-08,1.1224346507798799e-08
