year,préparant_VERB en_ADP,préparant_VERB dans_ADP
1800,1.8864987794131594e-08,3.144164484325529e-09
1801,9.524730337773235e-09,1.1905912700171939e-08
1802,0.0,3.1329761895904085e-08
1803,1.1702034896643454e-08,1.1702034896643454e-08
1804,2.2246657849223084e-08,2.4718509461507665e-09
1805,5.685755422035754e-09,2.2743021688143017e-08
1806,0.0,8.645007376628655e-09
1807,4.555128185756985e-08,3.4163463169534225e-08
1808,4.305540457494317e-08,9.064295980465431e-09
1809,2.9367397402779716e-08,4.292158095609011e-08
1810,7.020380277111826e-09,9.360507036149102e-09
1811,2.757784400841956e-08,8.022645658911642e-08
1812,7.468183227388181e-08,3.7340914360584065e-08
1813,0.0,0.0
1814,1.2586708120210233e-08,9.440030979135372e-09
1815,1.8880564667256294e-08,7.282503844407984e-08
1816,1.3905623319487859e-08,2.7811246638975717e-08
1817,2.1796227045456362e-08,1.0898113522728181e-08
1818,5.960588467246453e-09,1.5497530370112145e-08
1819,3.001804671498576e-08,3.1053151161586356e-09
1820,1.0679833017945839e-08,4.746592452420373e-09
1821,4.7335142028259725e-08,7.88919063410276e-09
1822,3.0076847679083585e-09,4.010246357211145e-09
1823,1.2847492847356534e-08,9.882686669016039e-09
1824,5.894778887238772e-09,2.6947561515555662e-08
1825,1.2327619813845558e-08,4.6668848341369085e-08
1826,1.0569580766173203e-08,9.688782998118484e-09
1827,1.6591091167583727e-08,6.452091305675367e-09
1828,1.375845182227664e-08,8.255071293206129e-09
1829,7.715858174606183e-09,3.429270423183084e-09
1830,2.400472176589119e-08,1.5655253093882493e-08
1831,1.5591206548037917e-08,1.7150327380477393e-08
1832,5.411987746839486e-09,2.705993873419743e-09
1833,2.3167256557599103e-08,1.2741991461950875e-08
1834,2.8003592777992026e-09,1.3068342852307069e-08
1835,5.294161553592858e-09,6.050470346963266e-09
1836,8.064899859050456e-09,1.68018754465038e-08
1837,4.174734336004349e-09,1.2524203896191466e-08
1838,1.2624323808552163e-09,1.199310784016916e-08
1839,9.788065469251706e-09,8.389769989847196e-09
1840,7.64362617644565e-09,1.0828470564661075e-08
1841,4.494383976094696e-09,1.2841097074556274e-08
1842,1.9453969102301016e-08,8.720745015011744e-09
1843,2.126487963494128e-08,7.088293507706567e-09
1844,1.6465684371524958e-09,7.683985892015244e-09
1845,9.48638767539478e-09,1.3392547515422848e-08
1846,2.2247105491146613e-08,7.610851504580296e-09
1847,1.4022381478184798e-08,1.240441438454809e-08
1848,1.6090443422100975e-09,1.930853166243196e-08
1849,2.0110596077316245e-08,1.5920887719289567e-08
1850,2.987158254086353e-08,2.1045888587423178e-08
1851,1.2898877521649865e-08,4.450112811582585e-08
1852,2.6042181744401205e-09,2.278690836021724e-08
1853,1.2541057081705276e-08,1.6124216628554677e-08
1854,1.558699302961486e-08,1.3508727469968562e-08
1855,1.326734277995456e-08,1.326734277995456e-08
1856,3.727576086687279e-08,2.1226476576430287e-08
1857,4.393358210563747e-08,3.8075771868761876e-08
1858,1.2234189661342043e-08,2.495774786837046e-08
1859,9.675129142294736e-09,3.106225676674512e-08
1860,1.0069804545764782e-08,3.707518914097818e-08
1861,3.772770984511453e-09,1.9335450573976232e-08
1862,5.873382225018986e-09,2.123453593516622e-08
1863,2.1476870060155306e-08,4.395266373080631e-08
1864,1.342523781033833e-08,1.726102105692462e-08
1865,9.88437331983505e-09,2.871175119878444e-08
1866,1.1190909532388105e-08,3.454585240092456e-08
1867,2.232293283555009e-08,1.94112459439566e-08
1868,2.0747471296544973e-08,2.5687345583946808e-08
1869,1.0255390314739543e-08,2.8324411260882698e-08
1870,2.981705193860762e-08,1.9495765002375265e-08
1871,2.1242353653860846e-08,3.080141297573391e-08
1872,9.071008832961525e-09,2.3584624031514068e-08
1873,7.781805422268917e-09,1.7958013742713774e-08
1874,5.974609251779839e-09,1.3144139998644278e-08
1875,9.7265964171811e-09,2.9751941355016243e-08
1876,1.6324239737741664e-08,2.8416270225761764e-08
1877,2.040989244278535e-08,8.040260901509555e-09
1878,1.8117265909722846e-08,1.2078177569208037e-08
1879,1.2218650868867087e-08,3.1157558311178946e-08
1880,2.3746031807547752e-08,1.6044616302224313e-08
1881,2.998178416646624e-08,1.3945014920579979e-08
1882,1.6638462607687643e-08,2.7952617998039386e-08
1883,1.8958017378167824e-08,9.479008689083912e-09
1884,1.650424241717019e-08,9.902545450302114e-09
1885,2.0626034213933053e-08,2.3848851782304337e-08
1886,2.0005737511041843e-08,1.6779006128953e-08
1887,1.9586773092328258e-08,2.1545451256432813e-08
1888,3.043495055976564e-08,1.5851536971922542e-08
1889,5.6386229019267375e-09,2.1301465480405568e-08
1890,3.2771931834929546e-08,1.2453334363726754e-08
1891,1.7210394887001712e-08,2.1672347472190268e-08
1892,1.8805536683430546e-08,2.382034658410248e-08
1893,2.5249507373814595e-08,6.774258043407144e-09
1894,1.071261657159539e-08,8.822155006527055e-09
1895,2.347259631108045e-08,5.416753046105782e-09
1896,1.1204355165883584e-08,2.712633340173909e-08
1897,1.514945524583311e-08,1.4566784223291052e-08
1898,1.1316709347397591e-08,1.8106735777401184e-08
1899,2.984892333302014e-08,2.65323762960179e-08
1900,2.5955265159360863e-08,2.906989848838748e-08
1901,1.3971846901661422e-08,2.8502569193733507e-08
1902,1.9641134940684424e-08,1.4239823542538943e-08
1903,2.430099055317214e-08,1.5660639007819555e-08
1904,2.364835083312755e-08,1.5586412160928376e-08
1905,1.651442893546573e-08,1.0837593933388234e-08
1906,1.4403716219746343e-08,1.800464666246171e-08
1907,1.7999951196223662e-08,2.3657079850636364e-08
1908,1.4243028312321826e-08,1.7681000885616527e-08
1909,3.355599886845084e-08,1.265226234892225e-08
1910,1.1222716089775986e-08,1.3894791983659616e-08
1911,2.3409646554561903e-08,2.2345570727111408e-08
1912,2.969370055394549e-08,2.6568049094066737e-08
1913,2.121195802340381e-08,1.96210621083992e-08
1914,2.7456649620560825e-08,2.74566485103378e-08
1915,2.0027295377644805e-08,1.295883844676382e-08
1916,1.977743147030253e-08,2.0876177231343718e-08
1917,1.7546279096336548e-08,4.386569685266295e-08
1918,5.398596947259193e-08,2.1824114071478107e-08
1919,2.025726569820918e-08,2.8544329566670967e-08
1920,2.1959472462640406e-08,1.665890891899835e-08
1921,1.5145495524393482e-08,1.741731914250977e-08
1922,2.5822775029382683e-08,1.4018077365562931e-08
1923,4.564857647437748e-08,1.5923921736771263e-08
1924,3.480738541838946e-08,7.734974438733389e-09
1925,3.409435223034052e-08,1.9796720707176974e-08
1926,3.232380019202452e-08,2.7865345586519652e-08
1927,1.6723836537835268e-08,2.452829506172094e-08
1928,2.6279895593006586e-08,1.9424270192303084e-08
1929,1.7824650200282122e-08,1.4482528065684619e-08
1930,2.520864939015155e-08,1.1553964007759987e-08
1931,3.079446209142134e-08,2.0529641986399838e-08
1932,1.9727165678773417e-08,1.4247397928102146e-08
1933,2.982372260262878e-08,1.7205993074753678e-08
1934,2.2765002327673756e-08,4.7926320689839486e-09
1935,8.377798899061872e-09,2.2739740757060645e-08
1936,2.7886843945168494e-08,2.424942913137329e-08
1937,1.3850230073941816e-08,6.295559185076627e-09
1938,2.852347158466273e-08,1.2965214679638848e-08
1939,1.2235240376412548e-08,2.141167065872196e-08
1940,1.5214697057785997e-08,3.0429394115571995e-08
1941,1.1806010391524069e-08,2.066051862925633e-08
1942,2.730790527039062e-08,9.102635090130207e-09
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,1.9606536838523425e-08,2.6142048525912287e-08
1946,2.3665878146061914e-08,1.2528993842408909e-08
1947,1.907339353124371e-08,2.622591566137089e-08
1948,1.6307831529616124e-08,1.0871888278529696e-08
1949,3.7304632716228525e-08,1.3743811422273211e-08
