year,dut_VERB écrire_VERB,dut_VERB décrire_VERB
1923,6.263409346729532e-08,1.0615948120573648e-09
1924,8.766304659957314e-08,0.0
1925,3.959344141435395e-08,0.0
1926,4.904300965336006e-08,0.0
1927,7.804457169413581e-08,2.2298449753321847e-09
1928,7.769708076921233e-08,0.0
1929,6.907051641746875e-08,2.2280812750352652e-09
1930,6.407198327451624e-08,1.0503603542488804e-09
1931,5.5886246741465584e-08,2.2810713318222042e-09
1932,7.452484851455665e-08,0.0
1933,6.652984296806608e-08,1.1470662197865522e-09
1934,4.672816089623666e-08,4.7926320689839486e-09
1935,5.2660450222674626e-08,0.0
1936,5.33487423126644e-08,1.2124714565686645e-09
1937,3.273690651894867e-08,0.0
1938,4.926781471681352e-08,0.0
1939,2.7529290846928234e-08,3.058810094103137e-09
1940,3.803674530900025e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,3.944475324146879e-08,3.034211770724937e-09
1943,5.2258233296242906e-08,0.0
1944,1.927911696952833e-08,0.0
1945,5.664110602765504e-08,2.178504043826024e-09
1946,4.733175273941015e-08,0.0
1947,4.172304812755101e-08,1.1920870957027319e-09
1948,3.8051606310318675e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,3.509669355139522e-08,0.0
1951,4.584402901741669e-08,0.0
1952,1.7926167217297007e-08,1.0544803918932644e-09
1953,3.232148060305917e-08,0.0
1954,3.420387528763058e-08,0.0
1955,3.754243138587299e-08,0.0
1956,2.9651880950609666e-08,0.0
1957,3.8874166108371355e-08,0.0
1958,3.060729980575161e-08,2.4816730892496253e-09
1959,3.2553142403912716e-08,0.0
1960,3.668041514970355e-08,1.3841666701708277e-09
1961,2.36237411854745e-08,1.3896318540318475e-09
1962,4.5662087444497956e-08,1.9025869768540815e-09
1963,2.392439668597035e-08,0.0
1964,3.1636634645337836e-08,3.041984220075733e-09
1965,4.596516589572275e-08,5.472043373977442e-10
1966,1.7725039214155913e-08,5.539074754423723e-10
1967,2.6130779318123132e-08,0.0
1968,4.221930893777426e-08,1.3474247273492779e-09
1969,2.634219598007803e-08,2.2708788183223305e-09
1970,2.4373242979436327e-08,4.5987250119061684e-10
1971,3.083038535578453e-08,1.0276794970565106e-09
1972,3.5911028817281476e-08,0.0
1973,2.591205827684462e-08,5.513203782392395e-10
1974,3.037808582462276e-08,1.6876715580593782e-09
1975,2.6843956391076063e-08,0.0
1976,2.6853577139718254e-08,1.142705374768127e-09
1977,2.2331770210826107e-08,5.876781838942691e-10
1978,2.198018833610149e-08,0.0
1979,2.691907674545746e-08,1.7555920051037788e-09
1980,2.38776323158163e-08,0.0
1981,2.277197808098208e-08,0.0
1982,1.3656505259973528e-08,0.0
1983,1.1999100379966876e-08,0.0
1984,1.6237223121606803e-08,1.1598016991243298e-09
1985,1.6843562988810845e-08,2.4062232206745193e-09
1986,2.038125046510686e-08,0.0
1987,2.0165694891716157e-08,1.2221633705067347e-09
1988,1.679035044332977e-08,2.99827696004229e-09
1989,1.3171493229435782e-08,1.6464366536794728e-09
1990,1.198703181159999e-08,1.6345953479657283e-09
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.2672871640972971e-08,1.65298330578878e-09
1993,3.489700617365088e-08,1.661762283333701e-09
1994,1.5824779708850656e-08,1.5824779264761446e-09
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,5.871901187504136e-09,1.067618438099771e-09
1997,1.4384683666435194e-08,4.79489448146353e-10
1998,1.621164003040576e-08,4.768129224785866e-10
1999,1.4624643718263997e-08,0.0
2000,1.7230322058026104e-08,1.3254094488601709e-09
2001,7.886181485616817e-09,8.762423564512289e-10
2002,1.4019908789464353e-08,0.0
2003,1.9584538435424292e-08,0.0
2004,1.2773894830786503e-08,1.7619165015858584e-09
2005,9.457874483587148e-09,1.3511248786457486e-09
2006,1.2765458912156191e-08,4.1178899179428186e-10
2007,8.38840730210677e-09,3.994479469415779e-10
2008,1.2346575317678798e-08,0.0
2009,1.3827758493789588e-08,9.53638501499654e-10
2010,1.0864724231396394e-08,1.4171379625338432e-09
2011,1.1089518636708817e-08,1.529588788962144e-09
2012,7.829781267787439e-09,2.0425516833455504e-09
2013,1.059867482666732e-08,1.9523875849358774e-09
2014,1.645738301192523e-08,1.9489005964601347e-09
2015,1.1526192444932803e-08,2.881548111233201e-09
2016,1.8434926474242275e-08,2.278474076078396e-09
2017,9.30776167251679e-09,1.7609279590047322e-09
2018,7.486253394972664e-09,1.290733298020541e-09
2019,8.673358031785483e-09,1.2754939326953263e-09
