year,rentrant_VERB en_ADP,rentrant_VERB dans_ADP
1912,3.0058360245277527e-07,2.5666818928016255e-06
1913,2.672706829187632e-07,3.020052752766844e-06
1914,2.846116204935356e-07,2.3599324889822526e-06
1915,2.9687521052590427e-07,2.779081670567507e-06
1916,3.329200941593058e-07,2.990787089984792e-06
1917,3.048666030736058e-07,3.081565262519348e-06
1918,3.411453626256389e-07,3.1357806591358894e-06
1919,3.508190202783368e-07,2.9308581108722365e-06
1920,3.0970427911114484e-07,2.904708122031252e-06
1921,3.0745355950045905e-07,2.847353017365606e-06
1922,3.1282447920943923e-07,2.6612214023558067e-06
1923,2.420436184813468e-07,2.6136464725823316e-06
1924,2.8748321945215594e-07,2.2921307287759873e-06
1925,3.1124844213081815e-07,2.4877878210816107e-06
1926,2.3295429940617396e-07,2.3752421256517664e-06
1927,2.2967403001672437e-07,2.37589991414211e-06
1928,2.490876944705178e-07,2.749105622257275e-06
1929,3.019050254238209e-07,2.564521455639124e-06
1930,2.5628792688081603e-07,2.4483899032645695e-06
1931,2.0415587709265992e-07,2.257120101489818e-06
1932,2.4330171033426495e-07,2.3760275471573777e-06
1933,2.6038403699857327e-07,2.0566897465101874e-06
1934,2.8755793479717795e-07,2.0752097977805306e-06
1935,2.477434781766874e-07,1.992719411703092e-06
1936,2.0490767838055035e-07,2.0333145762663207e-06
1937,2.0145788814929233e-07,2.3318751032341822e-06
1938,2.2429820401015377e-07,1.9681196476994955e-06
1939,1.5446991508127894e-07,1.84905072231345e-06
1940,1.7243323835458568e-07,1.8359067910367344e-06
1941,2.007021824290689e-07,1.8712526159703202e-06
1942,2.1542903061444463e-07,1.7264665075344965e-06
1943,3.106461727853116e-07,1.3093590798263222e-06
1944,1.895779853100521e-07,1.6065930452668908e-06
1945,3.0281205809501444e-07,1.8756919555329432e-06
1946,2.2969822222052017e-07,1.5995348938702136e-06
1947,2.622591646073147e-07,1.5532895325520713e-06
1948,2.5440217399363974e-07,1.3241959937460024e-06
1949,2.5229710498564373e-07,1.308607259886685e-06
1950,1.9462710865170152e-07,1.3677075303419883e-06
1951,1.9936821615829103e-07,1.4350246857475213e-06
1952,2.056236780845211e-07,1.2495592134342814e-06
1953,2.2194084969839878e-07,1.2034365575175343e-06
1954,2.1597304744602752e-07,1.2587026052557349e-06
1955,1.8114223365728321e-07,1.2220061798018378e-06
1956,1.7616706493583933e-07,1.094503264909008e-06
1957,1.3782658481176213e-07,1.0372333747454832e-06
1958,1.4641871537435236e-07,1.12419784770168e-06
1959,1.7051645073706823e-07,1.0432507036028937e-06
1960,1.5502666439459745e-07,1.1121778777933855e-06
1961,1.6536619096285676e-07,9.657940891472094e-07
1962,1.8137995105860227e-07,9.424147435765917e-07
1963,1.5001243802714725e-07,8.50286017595181e-07
1964,1.5514119677817462e-07,8.322868714216725e-07
1965,1.5485882531862671e-07,8.602052075090683e-07
1966,1.6728006002608709e-07,8.214447939636216e-07
1967,1.5579860335179774e-07,8.751345941249156e-07
1968,1.7426693155186967e-07,7.693795076590959e-07
1969,1.548739456680437e-07,9.010847730195337e-07
1970,1.8072988794415323e-07,9.666520046636151e-07
1971,1.3976441470830991e-07,6.577148514708142e-07
1972,1.1440227432046868e-07,7.854254615580203e-07
1973,1.130206754851315e-07,6.196841013661469e-07
1974,1.2207490307503122e-07,6.733809474468444e-07
1975,1.4221585864504505e-07,5.117486496786228e-07
1976,1.3941005416739927e-07,5.570688923484113e-07
1977,1.3869205339744894e-07,5.383132002378943e-07
1978,1.306930146327545e-07,5.815838886036317e-07
1979,1.4337335052516664e-07,6.004124717406967e-07
1980,1.1484004147632731e-07,5.491855814554469e-07
1981,1.2461332898894284e-07,4.699883371372948e-07
1982,1.1359729157334186e-07,4.885304187851602e-07
1983,1.1557028445352557e-07,4.237577089227784e-07
1984,1.0554195561951474e-07,5.445268813630832e-07
1985,1.040691515186154e-07,3.9462061707240537e-07
1986,1.0130680472286713e-07,4.795588428585518e-07
1987,1.1305011060613879e-07,4.3814557226795614e-07
1988,1.0194141619734864e-07,4.287535939617726e-07
1989,1.2458037712548276e-07,4.6319751323409264e-07
1990,1.0188977572767044e-07,4.348023354694419e-07
1991,1.0726481214362593e-07,4.4078218319754114e-07
1992,1.1185186465922925e-07,3.9671598761614746e-07
1993,1.2075472266559473e-07,4.33719932857457e-07
1994,1.1341091887828725e-07,4.283240424562962e-07
1995,1.1278697387151482e-07,4.6036606882182696e-07
1996,1.0729565058653634e-07,3.955526368670803e-07
1997,1.1699542801224538e-07,3.4667085913042683e-07
1998,1.206336679437925e-07,4.071982360187576e-07
1999,1.1379801190258831e-07,4.5382098257107373e-07
2000,1.1089258755703213e-07,4.0204087525808063e-07
2001,1.226739319015735e-07,4.0964330683124217e-07
2002,1.1434988023140136e-07,4.1271105466478275e-07
2003,1.4375884482831225e-07,4.271095992436358e-07
2004,1.3214373062453433e-07,4.3739577026968846e-07
2005,1.1304411451362739e-07,4.0398633593952127e-07
2006,1.0994766341809736e-07,4.25789803415455e-07
2007,1.2942113780667341e-07,3.9545347974012657e-07
2008,1.2900041657104566e-07,4.29149916492122e-07
2009,1.230193635848309e-07,4.782497162736377e-07
2010,1.1431579416409932e-07,5.361505150958124e-07
2011,1.173959405242897e-07,5.31532127645562e-07
2012,1.4195734499011792e-07,6.001697627766589e-07
2013,1.163065133091834e-07,6.875193125921442e-07
2014,1.3100943174748636e-07,6.645751255973664e-07
2015,1.551602761828974e-07,8.048385264913804e-07
2016,1.690213435878718e-07,8.347500646266326e-07
2017,1.1873685235030962e-07,6.057592258912337e-07
2018,1.2958962658515816e-07,7.932847090330597e-07
2019,1.265289990559637e-07,7.711635952034612e-07
