year,entrant_VERB en_ADP,entrant_VERB dans_ADP
1800,7.734644471568686e-07,5.794695177030462e-06
1801,8.048396935578239e-07,5.050488418589794e-06
1802,9.466064057050971e-07,5.20521624025605e-06
1803,8.835036720000744e-07,4.723721414023885e-06
1804,6.599842148347079e-07,5.7371660204807995e-06
1805,7.192480779849575e-07,5.705655716781166e-06
1806,7.521156577539045e-07,5.861315070632145e-06
1807,7.60137016442286e-07,4.9138443571905555e-06
1808,7.047490342415585e-07,4.978564689395171e-06
1809,6.867452952974418e-07,5.216101540028717e-06
1810,5.45249545069737e-07,5.22082282827796e-06
1811,6.042055225030651e-07,4.901334961004977e-06
1812,7.734904059475411e-07,4.768968345558733e-06
1813,4.3711273178814736e-07,4.943399765977574e-06
1814,1.1862973070542182e-06,6.4097811360852575e-06
1815,8.064698169274465e-07,5.057293986254763e-06
1816,7.671268686948451e-07,4.915637788371896e-06
1817,7.550836063074939e-07,5.192172856993693e-06
1818,9.644232858985191e-07,5.250086296371137e-06
1819,7.74258528402072e-07,5.19105144292098e-06
1820,8.318403388329898e-07,5.328049823560832e-06
1821,1.2139491527562996e-06,4.786766194087022e-06
1822,8.03051818820677e-07,4.97370791663343e-06
1823,1.4033415425274143e-06,5.648943925962158e-06
1824,9.465330776947667e-07,5.264037746144368e-06
1825,9.140049925804306e-07,5.409183543747531e-06
1826,1.0032294248674134e-06,5.100703742044743e-06
1827,8.56284656958195e-07,4.668548939434913e-06
1828,8.172520153948426e-07,4.8053687677906964e-06
1829,8.830371491796996e-07,5.517696152423923e-06
1830,7.598016225074389e-07,5.115093145491301e-06
1831,7.686464726930353e-07,4.830155809543157e-06
1832,7.820322124318935e-07,4.761196180425031e-06
1833,6.278326667441547e-07,5.1222804131612065e-06
1834,8.755790124048701e-07,5.013576370060946e-06
1835,9.068142574619742e-07,5.153488295661646e-06
1836,1.1297581217206698e-06,5.009647217946167e-06
1837,1.0575994195960448e-06,4.851737230637809e-06
1838,9.632359123656897e-07,5.006806716778556e-06
1839,9.878954871922474e-07,4.5975941134202e-06
1840,9.943084249286471e-07,4.754972508180799e-06
1841,1.072873654806017e-06,4.294063039367302e-06
1842,8.479247259884914e-07,4.753476819274738e-06
1843,8.990318507429151e-07,4.945856474591892e-06
1844,9.989181126712765e-07,4.879330916196523e-06
1845,1.011695331953888e-06,4.873771068503174e-06
1846,9.092040471614382e-07,4.701750093261126e-06
1847,9.842633534873357e-07,4.4348476819777716e-06
1848,7.819955234467102e-07,4.470729493277759e-06
1849,1.0415612532455043e-06,4.336347018352171e-06
1850,9.368814559707062e-07,4.6945908778184275e-06
1851,9.480675036144248e-07,4.919631962252424e-06
1852,9.375185303639455e-07,4.838637266857404e-06
1853,1.0325469741445659e-06,4.944759425029588e-06
1854,8.396194024484771e-07,4.812224283057276e-06
1855,9.97173525973949e-07,4.827720886169118e-06
1856,1.171597979521266e-06,5.103155309882368e-06
1857,1.0714912992426662e-06,4.961077856080465e-06
1858,9.165854990555999e-07,4.944080785662663e-06
1859,9.46635048570954e-07,4.947555666490189e-06
1860,9.245911343214175e-07,4.89072115072986e-06
1861,9.823351918569756e-07,4.883852000148181e-06
1862,7.594734801052994e-07,4.817076892038585e-06
1863,8.695634612365666e-07,4.8148144315973695e-06
1864,9.60384001658099e-07,4.830688368429037e-06
1865,9.093623374312187e-07,4.537868512954901e-06
1866,9.507407590092498e-07,4.814524146468102e-06
1867,8.317718638295446e-07,4.709168237582162e-06
1868,8.382966356634824e-07,4.6968322209295366e-06
1869,9.224967634224868e-07,4.6852481005998925e-06
1870,9.696276501713896e-07,4.250076941048064e-06
1871,9.898936710328599e-07,4.2803343163200225e-06
1872,8.859351856571607e-07,4.607467744222049e-06
1873,8.506112134654131e-07,4.166857557663661e-06
1874,1.0724423518126969e-06,4.5174018836746654e-06
1875,9.223101784527898e-07,4.249950521284518e-06
1876,8.881596000875902e-07,4.492793465260547e-06
1877,1.0087434478833757e-06,4.273089409423392e-06
1878,1.0030925770010413e-06,4.178445252023266e-06
1879,9.652733892195897e-07,4.39932510687413e-06
1880,9.921990740124897e-07,4.386597716177221e-06
1881,8.876002350888257e-07,4.233009455845149e-06
1882,8.625379130933197e-07,4.40719590955041e-06
1883,1.0174136253482402e-06,4.262394305953876e-06
1884,1.0371265677378005e-06,4.101634260678111e-06
1885,9.72001859000926e-07,3.843532560665608e-06
1886,1.0499785334516787e-06,4.351570524363524e-06
1887,1.0126362628426477e-06,4.296685489180163e-06
1888,1.0664913627778105e-06,4.075113274382147e-06
1889,9.742287474523437e-07,4.0898812798673134e-06
1890,9.89056932354515e-07,4.143683028701162e-06
1891,1.026249385027711e-06,4.300048892957875e-06
1892,1.1070192396100964e-06,4.302080192530866e-06
1893,1.0518575681572884e-06,4.4075787926090015e-06
1894,1.0057256396578396e-06,4.143892098795732e-06
1895,9.527466922065742e-07,3.884413580124146e-06
1896,9.240644542884979e-07,3.7676118722629326e-06
1897,9.29943492211649e-07,3.848544380957719e-06
1898,1.038873987724287e-06,3.8725781124071545e-06
1899,1.12707322941219e-06,3.9594045802004985e-06
1900,1.0615703294192258e-06,4.148689811245276e-06
1901,1.0333578348564743e-06,3.758985727131403e-06
1902,1.699449183156787e-06,4.656422049720277e-06
1903,1.0244217607535688e-06,3.6235478262369725e-06
1904,9.765693809171694e-07,3.5988489202054552e-06
1905,1.0811789721287823e-06,3.5490539929128317e-06
1906,1.129662951626642e-06,3.6148185316164927e-06
1907,9.010261319275514e-07,3.6575901987134785e-06
1908,9.375841454328793e-07,3.6521089654684147e-06
1909,1.0567389132631888e-06,3.9656588484149324e-06
1910,1.0533320775607535e-06,3.8039664573830123e-06
1911,1.0502418508195888e-06,3.6359435853228206e-06
1912,9.569706547196688e-07,3.763806894596655e-06
1913,1.048931421276933e-06,3.6686082083292604e-06
1914,1.18666302562076e-06,3.5747217808079768e-06
1915,1.093254719641834e-06,3.4635440826491504e-06
1916,9.559091771471628e-07,3.625862561307258e-06
1917,1.1558610957251858e-06,3.912820048412868e-06
1918,1.0705302448954512e-06,3.6687485334141456e-06
1919,1.1261198117340498e-06,4.012780117079728e-06
1920,1.053297395969821e-06,3.593023876646839e-06
1921,1.1222812057454234e-06,3.5667640929659683e-06
1922,1.1037391356438775e-06,3.778978623358853e-06
1923,1.2218956655374313e-06,3.749552838883119e-06
1924,1.0313299259046005e-06,3.667667193951729e-06
1925,1.128413019912955e-06,3.821866755515657e-06
1926,1.167000644564098e-06,3.6224949511165505e-06
1927,1.1204971013256682e-06,4.028214931395269e-06
1928,1.1357484854812583e-06,3.817440436648667e-06
1929,1.2789186207839975e-06,3.44795583373525e-06
1930,1.1238855615047783e-06,3.6226928301630323e-06
1931,1.2237947375481895e-06,3.6770870863733762e-06
1932,1.367750125158551e-06,3.455542007202439e-06
1933,1.3856559704095162e-06,3.3402568142548716e-06
1934,1.3347480329883865e-06,3.5106029230291824e-06
1935,1.4158480539094853e-06,3.7424824270715362e-06
1936,1.1906469303823997e-06,3.4385690703686578e-06
1937,1.2578527091022806e-06,3.8062950906692095e-06
1938,1.2005789038482817e-06,3.779359907696289e-06
1939,1.2388181147571231e-06,3.858688845781444e-06
1940,1.5062550851041578e-06,3.641384239472245e-06
1941,1.339982137693596e-06,3.86646832595261e-06
1942,1.0498372660094901e-06,4.141698937587535e-06
1943,1.074197031769586e-06,4.180658827124262e-06
1944,1.0153668714707464e-06,4.9226009792846526e-06
1945,1.0783595136842905e-06,3.845059715956722e-06
1946,1.0176327345234881e-06,3.7238953893847793e-06
1947,9.48901345942943e-07,3.756266536925068e-06
1948,1.1524200829171605e-06,3.7192728150614585e-06
1949,1.1584069685710574e-06,4.060314530818232e-06
1950,1.2124311759009743e-06,3.882970482038672e-06
1951,1.0991905456947393e-06,3.944718606874176e-06
1952,1.3086101157133712e-06,4.18523280387717e-06
1953,1.190507948223285e-06,4.143614134477502e-06
1954,1.179545066065657e-06,3.799562030337711e-06
1955,1.0643279537703165e-06,3.8133725226430215e-06
1956,1.0936311998221981e-06,4.046609753061148e-06
1957,1.0142623434461484e-06,3.8697464006531845e-06
1958,1.0447843727945383e-06,4.169210782833943e-06
1959,1.1199831071451172e-06,4.300889997921331e-06
1960,1.1661603753765348e-06,4.286072183390388e-06
1961,1.1964730184388372e-06,4.015341296792485e-06
1962,1.1732619320525828e-06,4.143200303730055e-06
1963,1.1244466593396396e-06,3.893210447358797e-06
1964,1.0987646845705967e-06,3.993516777711648e-06
1965,1.0342162237719776e-06,3.7456135970614923e-06
1966,1.0939672954179969e-06,4.050725152637824e-06
1967,9.79657713173765e-07,3.978287672623537e-06
1968,9.746372313657048e-07,3.834321695705967e-06
1969,1.0872968552178008e-06,3.9513294112225594e-06
1970,1.033333476563314e-06,3.986174988312996e-06
1971,1.079063427056326e-06,3.767473089055784e-06
1972,9.680587336191593e-07,4.003566431265426e-06
1973,9.18499752700086e-07,3.826163400333371e-06
1974,9.833499499123377e-07,3.816950442825373e-06
1975,1.0417739586543462e-06,3.910650306693242e-06
1976,7.987510328710812e-07,3.974329338518601e-06
1977,8.450812103433236e-07,3.4761165395025273e-06
1978,8.649500937707444e-07,3.7188100741047947e-06
1979,8.596548592976205e-07,3.6908394918100385e-06
1980,8.425393485111954e-07,3.2791949635679885e-06
1981,7.679216986744564e-07,3.6928558131421596e-06
1982,8.13803544552627e-07,3.4855126287425264e-06
1983,8.033082048441997e-07,3.3685896489998868e-06
1984,7.834460529210219e-07,3.4538894482238902e-06
1985,8.000692339749094e-07,3.680920009685451e-06
1986,8.278384253657123e-07,3.515166248746482e-06
1987,7.064104190490639e-07,3.513108712382973e-06
1988,8.311223620438568e-07,3.3178933236399644e-06
1989,7.754716797592209e-07,3.6002081884589643e-06
1990,7.715289527254754e-07,3.072494202172038e-06
1991,7.104095729459914e-07,3.0925091003553007e-06
1992,7.151907261970791e-07,3.294395650499382e-06
1993,7.511165254214802e-07,3.2182795237645223e-06
1994,7.722492636474954e-07,3.237222365726211e-06
1995,7.764949394584164e-07,3.4578969163590045e-06
1996,7.035605520400168e-07,3.316556600907461e-06
1997,7.4033170172072e-07,3.2768309026209863e-06
1998,7.333382789909138e-07,3.4874096712655955e-06
1999,8.253783310152585e-07,3.317509111866457e-06
2000,7.510653396991529e-07,3.5790474086638824e-06
2001,7.548828051540113e-07,3.3647706416672918e-06
2002,7.956298073708012e-07,3.5465989043359514e-06
2003,8.371348130253864e-07,3.334371683649806e-06
2004,8.179697310595202e-07,3.5286783770516195e-06
2005,9.21467169234802e-07,3.4971615541223855e-06
2006,8.112243028435273e-07,3.4046713537350115e-06
2007,7.681384079916143e-07,3.6301829524632012e-06
2008,7.454777080084796e-07,3.956012811556775e-06
2009,7.929504253212372e-07,4.004328012285896e-06
2010,7.406907389650996e-07,4.214095611132507e-06
2011,6.913741188441236e-07,4.42739486317123e-06
2012,6.553186455704463e-07,4.823826195377023e-06
2013,6.992336718525394e-07,4.97301006419093e-06
2014,6.156360665698912e-07,5.066492164473857e-06
2015,6.603177933328652e-07,5.553851309514357e-06
2016,6.961773726388287e-07,5.665529229759159e-06
2017,6.135575834065321e-07,5.2344841563467526e-06
2018,6.350407923960688e-07,5.600750306200553e-06
2019,6.283083102687215e-07,5.576459280121071e-06
