year,voudrait_VERB étendre_VERB,voudrait_VERB détendre_VERB
1919,2.2098836538475553e-08,0.0
1920,2.1959472462640406e-08,0.0
1921,1.5902768879527684e-08,0.0
1922,1.2542490601674672e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,6.445812328337297e-09,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,3.78968714187522e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,5.2518016602221e-09,0.0
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,1.7205993074753678e-08,0.0
1934,2.3963160344919743e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,9.699771652549316e-09,0.0
1937,1.6368453259474336e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.089252066321933e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,1.848220954059343e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,1.701657836861159e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,1.687168627029223e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,7.818028890937967e-09,0.0
1955,1.0324168187025862e-08,0.0
1956,1.9186511934776718e-08,0.0
1957,6.184526224473075e-09,0.0
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,1.3951345856355601e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,1.459113452284555e-08,0.0
1962,1.331810839388936e-08,2.5367825617905737e-09
1963,1.0992290633282664e-08,0.0
1964,1.8860301764789256e-08,0.0
1965,1.5321720781003023e-08,0.0
1966,1.495550172592175e-08,0.0
1967,1.0846738618397467e-08,0.0
1968,1.6169096284102125e-08,8.982831700699023e-10
1969,1.7712855182594467e-08,4.5417578031781147e-10
1970,1.4715920038099739e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,7.182205497002769e-09,0.0
1973,1.2129047988196362e-08,5.513203782392395e-10
1974,7.313243344242437e-09,0.0
1975,5.140332159925265e-09,0.0
1976,9.712995741040231e-09,1.7140580066410394e-09
1977,1.704266772151186e-08,0.0
1978,1.900989232694883e-08,0.0
1979,1.521513048885481e-08,0.0
1980,1.0233271119375331e-08,0.0
1981,1.3916208629893845e-08,0.0
1982,9.932003663948308e-09,0.0
1983,1.9577479193344516e-08,0.0
1984,8.69851302098823e-09,0.0
1985,8.421781494405423e-09,0.0
1986,1.1389522214244607e-08,0.0
1987,7.332980445085013e-09,0.0
1988,1.4391728697660255e-08,0.0
1989,5.488121956886971e-09,0.0
1990,2.179460389939436e-09,0.0
1991,7.6199047072123e-09,0.0
1992,7.713921945651236e-09,0.0
1993,7.200969598386564e-09,0.0
1994,8.439882570598911e-09,0.0
1995,8.133675954979935e-09,0.0
1996,2.135236876199542e-09,0.0
1997,9.110299181713799e-09,0.0
1998,1.0966696883940585e-08,0.0
1999,7.312321859131998e-09,0.0
2000,4.859834756842929e-09,0.0
2001,6.133696661692056e-09,1.7524847129024579e-09
2002,1.270554239596322e-08,4.38122149670761e-10
2003,1.1667384391955693e-08,0.0
2004,7.488145215006625e-09,0.0
2005,6.305249655724765e-09,4.5037495954858286e-10
2006,9.471146533712727e-09,0.0
2007,4.7933754743212376e-09,0.0
2008,5.108927503272298e-09,0.0
2009,5.245011536203492e-09,0.0
2010,7.085689368580006e-09,0.0
2011,4.971163480860241e-09,7.64794394481072e-10
2012,4.765953853791416e-09,3.404252713057332e-10
2013,4.741512515948898e-09,5.578250084070646e-10
2014,3.2481677347817595e-09,4.330890368553497e-10
2015,7.093041265449074e-09,0.0
2016,3.935546111222266e-09,2.0713400439298368e-10
2017,2.7671724911471074e-09,0.0
2018,3.872199894061623e-09,0.0
2019,3.826481798085979e-09,5.1019755087367e-10
