year,est_VERB en_PRON,est_VERB dans_ADP
1902,3.0100039793978794e-07,2.849634074664209e-05
1903,2.2734927540568606e-07,2.7162568585481495e-05
1904,2.5206992404491757e-07,2.6768320822156966e-05
1905,2.8745427016474423e-07,2.653094634297304e-05
1906,2.397189859948412e-07,2.6610867280396633e-05
1907,2.7771355348704674e-07,2.6929985324386507e-05
1908,2.966478973576159e-07,2.7639824111247435e-05
1909,2.150884625962135e-07,2.7850379410665482e-05
1910,2.597257093839289e-07,2.728723302425351e-05
1911,2.979409430281521e-07,2.6917901777778752e-05
1912,3.021464181074407e-07,2.6963964046444744e-05
1913,2.402254324351816e-07,2.639669219206553e-05
1914,2.122867783782567e-07,2.5935818484867923e-05
1915,2.7449175377114443e-07,2.4132890757755376e-05
1916,2.955627280698536e-07,2.5403012841707096e-05
1917,3.662785843516758e-07,2.4909137209760956e-05
1918,2.8371349003464275e-07,2.4315510017913766e-05
1919,3.185915602443856e-07,2.4889734049793333e-05
1920,2.604847679776867e-07,2.5956096578738652e-05
1921,2.612597995721444e-07,2.5105171516770497e-05
1922,3.644700257154909e-07,2.520450289011933e-05
1923,3.471415084277396e-07,2.6301011530449614e-05
1924,3.2744725331212976e-07,2.613647848193068e-05
1925,2.958509810468968e-07,2.5602657842682675e-05
1926,3.2881109746085713e-07,2.5757612093002535e-05
1927,3.322469126487704e-07,2.6476063794689253e-05
1928,3.153587329052243e-07,2.3432525267708115e-05
1929,3.364402800798416e-07,2.3788110411260277e-05
1930,3.4977000495928223e-07,2.4493352611898445e-05
1931,3.558471348696912e-07,2.335817043785937e-05
1932,4.219421612106089e-07,2.3074208002071828e-05
1933,3.7279653497535037e-07,2.3091590264812112e-05
1934,3.7741978076155647e-07,2.253855018352624e-05
1935,3.985438752351911e-07,2.3092803530744277e-05
1936,4.1830264763120795e-07,2.216518987552263e-05
1937,4.0039756754595146e-07,2.177633905375842e-05
1938,4.0840424730959057e-07,2.3403508748742752e-05
1939,4.2058638882735977e-07,2.1688492779503576e-05
1940,5.122281550029584e-07,2.236053296655882e-05
1941,5.814459882458323e-07,2.3151585992309265e-05
1942,5.006449441680161e-07,2.4191769625758752e-05
1943,4.964531967743824e-07,2.3774593501002528e-05
1944,6.233581189007964e-07,2.46740564762149e-05
1945,5.707680656996672e-07,2.5390465452801436e-05
1946,6.946631287974014e-07,2.4988381483126432e-05
1947,7.045234724500915e-07,2.6796926249517128e-05
1948,6.914520440659544e-07,2.3463708203053102e-05
1949,8.275737855001353e-07,2.263998430862557e-05
1950,6.285498557190294e-07,2.428797415632289e-05
1951,7.633563541276089e-07,2.4591588953626342e-05
1952,8.530746526957955e-07,2.2787320631323382e-05
1953,7.864894087106222e-07,2.3234835680341348e-05
1954,9.537994856145815e-07,2.365344698773697e-05
1955,9.385607881995384e-07,2.3266922653419897e-05
1956,1.0151409242098453e-06,2.4212506104959175e-05
1957,1.1423703654145356e-06,2.1710338842240162e-05
1958,1.101862835639622e-06,2.2234135030885227e-05
1959,1.1223082765354775e-06,2.292206227139104e-05
1960,1.2381370879666065e-06,2.2934256776352413e-05
1961,1.2562271649585455e-06,2.3081091057974845e-05
1962,1.3406895504886052e-06,2.3540073016192764e-05
1963,1.38826158035954e-06,2.345496068301145e-05
1964,1.4029631074663484e-06,2.52715872193221e-05
1965,1.476904458286299e-06,2.4580966055509634e-05
1966,1.6445512756035896e-06,2.4520930310245603e-05
1967,1.5860889561736258e-06,2.557463631092105e-05
1968,1.7404236132279038e-06,2.5290713892900385e-05
1969,1.7226886939170072e-06,2.434064299450256e-05
1970,1.726821210468188e-06,2.3883478206698783e-05
1971,1.984448999792221e-06,2.3960346879903227e-05
1972,2.1172115793888224e-06,2.3419121134793386e-05
1973,2.111005642291275e-06,2.2841202735435218e-05
1974,2.1298415049386676e-06,2.1168463717913255e-05
1975,2.3417069314746186e-06,2.0925721400999464e-05
1976,2.5545177777530625e-06,2.1309740986907855e-05
1977,2.546997166064102e-06,2.179110742872581e-05
1978,2.5871274829114554e-06,2.280890112160705e-05
1979,2.6052985049318522e-06,2.2894675566931255e-05
1980,2.720913016673876e-06,2.198959373345133e-05
1981,2.8971016945433803e-06,2.183326614613179e-05
1982,2.9833256576239364e-06,2.3322827473748475e-05
1983,3.085031949012773e-06,2.2366322809830308e-05
1984,2.7945422971242806e-06,2.2638749214820564e-05
1985,2.934389158326667e-06,2.258721724501811e-05
1986,2.9828559036104707e-06,2.3006834453553893e-05
1987,3.0016333312232746e-06,2.25171370402677e-05
1988,2.992879899466061e-06,2.2743728550267406e-05
1989,3.0031003461772343e-06,2.2446420189226046e-05
1990,2.9940338208689354e-06,2.2803149477113038e-05
1991,3.0796138617006363e-06,2.292653516633436e-05
1992,3.2012776500778273e-06,2.2663502022624016e-05
1993,3.055980641875067e-06,2.309904812136665e-05
1994,3.105349378529354e-06,2.304879126313608e-05
1995,3.238287717977073e-06,2.2907684979145415e-05
1996,3.389688572497107e-06,2.3222302843350917e-05
1997,3.3636185889918124e-06,2.3642665837542154e-05
1998,3.3419817100366345e-06,2.450532338116318e-05
1999,3.3225362585653784e-06,2.4066222977126017e-05
2000,3.3917228847712977e-06,2.4691935323062353e-05
2001,3.4173451695096446e-06,2.423292062303517e-05
2002,3.335424025863176e-06,2.50947596214246e-05
2003,3.4039592264889507e-06,2.469110222591553e-05
2004,3.390367737665656e-06,2.4452758225379512e-05
2005,3.407987378523103e-06,2.4875109374988824e-05
2006,3.244073695896077e-06,2.5909763280651532e-05
2007,3.141258730465779e-06,2.570487413322553e-05
2008,3.0359801712620538e-06,2.499968650226947e-05
2009,3.0554576824215474e-06,2.4795554054435343e-05
2010,2.9433954296109732e-06,2.5362989617860876e-05
2011,2.910807552325423e-06,2.5354082026751712e-05
2012,2.5824660951911937e-06,2.655861862876918e-05
2013,2.267837544422946e-06,2.58153049799148e-05
2014,2.155267566195107e-06,2.6491623430047184e-05
2015,2.033264536294155e-06,2.637879879330285e-05
2016,1.9456097106740344e-06,2.7626912924461067e-05
2017,2.2504659682454076e-06,2.8569545975187793e-05
2018,2.120158569596242e-06,2.72293109446764e-05
2019,2.0785448668902973e-06,2.702669553400483e-05
