year,tout_ADV étendu_VERB,tout_ADV détendu_VERB
1800,7.860410988769218e-08,0.0
1801,5.714838380299625e-08,0.0
1802,4.923248297927785e-08,0.0
1803,7.021220937986072e-08,0.0
1804,5.438072037122765e-08,0.0
1805,7.960057502032214e-08,0.0
1806,5.76333825108577e-08,0.0
1807,3.131650672116848e-08,0.0
1808,6.345007363961486e-08,0.0
1809,3.840352036377226e-08,0.0
1810,5.616304221689461e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,4.026038169513413e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,6.721051093450114e-08,4.6352077731626196e-09
1817,5.29336952048709e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,3.726378139390363e-08,0.0
1820,1.4239777357261119e-08,0.0
1821,5.029358973729359e-08,0.0
1822,3.5089655625597516e-08,0.0
1823,2.569498569471307e-08,0.0
1824,2.6105450245950124e-08,0.0
1825,7.748789698780456e-08,0.0
1826,7.398706713956926e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,2.2930752408001354e-08,0.0
1829,2.4862210068476998e-08,0.0
1830,2.1917355041978226e-08,0.0
1831,4.677361609140007e-09,0.0
1832,3.111892965534935e-08,1.3529969367098715e-09
1833,2.548398292390175e-08,0.0
1834,2.240287422239362e-08,0.0
1835,2.4201881387853064e-08,7.563087933704082e-10
1836,3.6292051308617346e-08,2.688300027031687e-09
1837,2.2265250976261086e-08,0.0
1838,5.5547023425361886e-08,0.0
1839,4.1249704541002075e-08,6.9914751765765e-10
1840,1.4013314952876499e-08,0.0
1841,8.988768396278601e-09,0.0
1842,2.0795621225033756e-08,0.0
1843,1.6539350389255247e-08,0.0
1844,1.3172547497219966e-08,4.390849017710252e-09
1845,2.4553003186156275e-08,0.0
1846,1.9905304071698993e-08,0.0
1847,9.168480197274675e-09,0.0
1848,9.65426583121598e-09,8.04522137798358e-09
1849,1.4245005619528683e-08,0.0
1850,8.82569484161877e-09,0.0
1851,9.674158363282004e-09,6.449438760824933e-10
1852,2.213585470478563e-08,6.510545436100301e-10
1853,1.1943863675867306e-08,5.971931837933653e-10
1854,1.7665259477439577e-08,1.0391328908454511e-09
1855,1.751289246954002e-08,3.714855978387277e-09
1856,1.1907535402144731e-08,0.0
1857,1.5620829074691756e-08,9.763018171682347e-10
1858,1.1255455234504552e-08,4.893676019968041e-10
1859,1.018434669930457e-08,0.0
1860,1.6477862629926676e-08,0.0
1861,1.792066256500746e-08,0.0
1862,2.5300723294208183e-08,0.0
1863,2.347471755870245e-08,4.994620828036034e-10
1864,1.2466292442780968e-08,0.0
1865,1.0825742080555756e-08,4.706844358715045e-10
1866,1.9462451206209153e-08,0.0
1867,1.649955905236311e-08,9.7056229719783e-10
1868,3.4085130384831075e-08,0.0
1869,1.3185501579471293e-08,2.9301114867763545e-09
1870,1.8922361011419753e-08,5.734048791339319e-10
1871,5.3105884134652115e-09,0.0
1872,7.861541195808286e-09,0.0
1873,1.0774808156810423e-08,1.1972008939764578e-09
1874,1.4339062159862692e-08,1.7923826867161097e-09
1875,9.154443425529735e-09,2.8607636259891933e-09
1876,1.4510435297765412e-08,6.04601479992084e-10
1877,5.566334504436554e-09,1.2369631985365004e-09
1878,1.3889904282304855e-08,1.2078177347163432e-09
1879,2.2604503158163425e-08,1.221865053580018e-09
1880,5.776061406947974e-09,6.417846254436199e-10
1881,1.5339516323820135e-08,0.0
1882,2.3959387362992857e-08,5.989846840748214e-09
1883,8.21514056781325e-09,0.0
1884,1.5183903911974994e-08,1.3203393933736152e-09
1885,1.2891271161663553e-08,3.86738152613475e-09
1886,1.7424351739236954e-08,6.453463874400711e-10
1887,1.566941953967671e-08,6.528924623161458e-10
1888,8.87686080197625e-09,0.0
1889,1.1277245803853475e-08,0.0
1890,9.176140736144589e-09,0.0
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,1.3163876211308434e-08,6.268512375839919e-10
1893,1.2316832997960603e-08,0.0
1894,8.822155006527055e-09,0.0
1895,9.027921521465032e-09,0.0
1896,1.1204354777305525e-08,5.89702897624278e-10
1897,5.826713334045053e-09,5.826713556089658e-10
1898,1.2448380992680086e-08,5.6583548957434e-10
1899,6.633094074004475e-09,0.0
1900,6.22926377147337e-09,1.5573159428683425e-09
1901,6.706486921359556e-09,0.0
1902,7.365425602756659e-09,0.0
1903,5.400220270956879e-09,0.0
1904,6.987012746151322e-09,3.2247751136083025e-09
1905,2.0643035725242953e-08,3.096455536422127e-09
1906,4.115347618238729e-09,5.144184522798412e-10
1907,6.685696440911215e-09,0.0
1908,1.7189861534205875e-08,1.4734167219643268e-09
1909,6.601180380094718e-09,1.1001967115120692e-09
1910,2.672075316567657e-08,0.0
1911,1.649315961582687e-08,5.320374141248863e-10
1912,5.730363294986773e-09,5.209421227725386e-10
1913,5.833288518886093e-09,1.060597942803554e-09
1914,6.027069510139427e-09,3.3483718020477227e-09
1915,7.068456930880984e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,3.44591288836682e-09,9.189101035644853e-09
1919,2.762354567309444e-09,1.8415696745321952e-09
1920,6.057785384427916e-09,7.572231730534895e-10
1921,9.087297137000405e-09,0.0
1922,1.2542490324118916e-08,3.6889677978990676e-09
1923,1.0615948120573648e-08,5.307974060286824e-09
1924,1.2891624656674594e-08,2.578324886925998e-09
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,5.57306911730393e-09
1927,6.689535148041159e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,7.998228745975666e-09
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,0.0
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,4.7926320689839486e-09,2.3963160344919743e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,1.091224355320719e-08,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,1.4516175816936538e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,4.908504269707237e-09,8.835307596655184e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,1.7058242818279723e-08,9.595261474260042e-09
1952,9.490323193972472e-09,3.1634410646574906e-09
1953,9.69644453618912e-09,3.232148326759443e-09
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.0465369904011368e-08,2.616342476002842e-09
1957,7.0680299946168645e-09,8.835037701437898e-10
1958,7.445019267748876e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,6.975672928177801e-09
1960,7.612916519406099e-09,4.152500121534786e-09
1961,1.8065214379969774e-08,4.16889545107324e-09
1962,1.1415521528057582e-08,1.9025869768540815e-09
1963,5.1728425987107585e-09,3.2330267352165265e-09
1964,1.2167936658258327e-08,3.6503808864551957e-09
1965,9.302473458205895e-09,3.2832261354087677e-09
1966,6.092982118843793e-09,4.431259803538978e-09
1967,7.395503320850594e-09,4.437302081328198e-09
1968,8.084548142051062e-09,2.245707841908029e-09
1969,4.087581828571274e-09,2.2708788183223305e-09
1970,1.0117195442527205e-08,4.5987250119061684e-10
1971,1.9012070140433934e-08,3.5968783507200897e-09
1972,9.234264020108185e-09,2.0520587451500205e-09
1973,8.269805840122046e-09,4.410563025913916e-09
1974,1.0688586071783135e-08,9.00091468025721e-09
1975,3.998036124386317e-09,0.0
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,2.938390863960194e-09
1978,6.534650598410963e-09,5.940591352171509e-10
1979,2.925986564150662e-09,2.3407893401383717e-09
1980,2.8425752862659692e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,3.1627747087981106e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,3.157658134966823e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,6.593933954412989e-09,2.3977941854269602e-09
1987,4.888653593049241e-09,1.2221633705067347e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,1.7584396161396398e-09
1992,4.407955389584828e-09,5.509944167592096e-10
1993,3.323524566667402e-09,5.539207426075166e-10
1994,9.494868002946077e-09,1.5824779264761446e-09
1995,3.253470381991974e-09,0.0
1996,8.007138063703678e-09,5.338092190498855e-10
1997,3.835915585170824e-09,1.917957792585412e-09
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,5.3016377954406835e-09,2.6508188977203417e-09
2001,5.6955752891774125e-09,3.5049694258049158e-09
2002,4.381221607729913e-09,1.3143663935011318e-09
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,5.285749615779878e-09,2.2023955992267474e-09
2005,3.602999676388663e-09,4.5037495954858286e-10
2006,7.000412693969338e-09,0.0
2007,7.589511019645556e-09,3.1955835755326234e-09
2008,2.9802078582719105e-09,3.405951742863067e-09
2009,4.76819250749827e-09,4.76819250749827e-10
2010,3.3066551718974324e-09,6.140930874920514e-09
2011,6.500752380844688e-09,5.7359579308524644e-09
2012,9.872332784599536e-09,6.808505315092361e-09
2013,8.646287241731443e-09,7.80955033974351e-09
2014,6.063246307808079e-09,8.87832563023494e-09
2015,5.984753581600444e-09,1.0861219479352258e-08
2016,7.042556149361445e-09,7.45682449121432e-09
2017,1.7609279590047322e-09,9.559323110863716e-09
2018,8.518839855753413e-09,1.0842160058643913e-08
2019,7.3978642656236104e-09,8.16316081397872e-09
