year,suivant_VERB en_ADP,suivant_VERB dans_ADP
1800,1.7921737693882278e-07,3.835880661995361e-07
1801,1.3572740620304558e-07,3.3812793276410957e-07
1802,1.6336232988578558e-07,2.7973001692771504e-07
1803,1.579774737692219e-07,2.574447730552265e-07
1804,1.1370514263475684e-07,2.3729768439118004e-07
1805,2.842877715458769e-07,2.3027309814516173e-07
1806,7.780506905419315e-08,2.6511356043812384e-07
1807,1.195721210933698e-07,2.761546511464985e-07
1808,2.334056148356467e-07,3.739022074178422e-07
1809,1.287647413139581e-07,3.2530039106859476e-07
1810,1.6380887757350138e-07,2.8081521463718673e-07
1811,2.4820059252306237e-07,3.0335628409261517e-07
1812,3.173977916048898e-07,2.4805035536701325e-07
1813,2.8757416181690587e-07,3.2208305356107303e-07
1814,2.3914746005715415e-07,3.209610781595984e-07
1815,2.211723373335417e-07,5.556280484597664e-07
1816,1.7382029682266875e-07,2.9201808615653135e-07
1817,1.6814232139950036e-07,2.428722565284147e-07
1818,2.6226590854605547e-07,3.2306391273273505e-07
1819,2.1944225903069992e-07,3.7263780416907366e-07
1820,2.800489582455157e-07,3.5836773903952235e-07
1821,1.9821592012192468e-07,3.1260918986752984e-07
1822,2.747018612581087e-07,2.636737121974875e-07
1823,2.589263836672018e-07,2.1840737574052582e-07
1824,2.5852815266347307e-07,3.621078494830954e-07
1825,2.597605766041511e-07,3.372484620456362e-07
1826,3.1092186070225125e-07,2.536699357236216e-07
1827,2.3964910828011554e-07,2.6914436251912477e-07
1828,2.559071958785353e-07,2.3205922633495746e-07
1829,2.6491115168170154e-07,2.3147575234361284e-07
1830,2.2752301731543412e-07,2.3795985581998025e-07
1831,1.7462150481151184e-07,3.2585620690639416e-07
1832,1.921255625703111e-07,3.1118929033624454e-07
1833,2.1198039945602432e-07,2.7916545031203555e-07
1834,3.285754903714633e-07,2.875035511884505e-07
1835,2.3143049077134492e-07,2.631954529874747e-07
1836,2.93024708497569e-07,2.258172022706617e-07
1837,2.9362298725743585e-07,3.06147194706341e-07
1838,2.7773513711082387e-07,2.537488974496682e-07
1839,2.852521920893025e-07,2.523922639774412e-07
1840,3.407783530917641e-07,2.898208348867115e-07
1841,3.3194235316003073e-07,2.523275637322797e-07
1842,2.770513543026709e-07,2.703430839190446e-07
1843,3.431915187590562e-07,2.510437122626996e-07
1844,4.1383751536727686e-07,3.6553818394402526e-07
1845,3.392778555877385e-07,3.136088015942562e-07
1846,4.045460393342637e-07,2.5057265351513536e-07
1847,3.726717547891667e-07,2.772117078109204e-07
1848,3.5318523039507e-07,2.204390716631366e-07
1849,3.6534248337716235e-07,2.807104049207254e-07
1850,3.340186154332514e-07,2.3625706191410245e-07
1851,3.321460901872797e-07,3.2569665453507923e-07
1852,3.2162095564558513e-07,2.877661211542204e-07
1853,2.9561061509753017e-07,2.585846496927502e-07
1854,3.6057912211617804e-07,3.4031602003103956e-07
1855,3.86875715463475e-07,3.258459422283977e-07
1856,3.9191323608633866e-07,3.7638166894282676e-07
1857,4.2713204528865845e-07,2.733644999808327e-07
1858,3.6311075390926817e-07,3.0438665876708626e-07
1859,3.839498639024441e-07,3.676549182873856e-07
1860,4.316284556438177e-07,3.057558977115349e-07
1861,4.810282980827196e-07,2.5277564974501843e-07
1862,3.9216122083018945e-07,2.629467918957573e-07
1863,3.87083115782616e-07,3.0666972694604056e-07
1864,3.7878349523623456e-07,2.9967050618751045e-07
1865,5.012789188185707e-07,2.970018746495384e-07
1866,3.98493693154478e-07,2.671221404071389e-07
1867,4.838253122585456e-07,2.8534532425794623e-07
1868,3.8926206613609793e-07,2.791028790305461e-07
1869,5.235132363168304e-07,3.037548772510945e-07
1870,4.696185911257089e-07,3.125056609043497e-07
1871,4.3121978521298843e-07,2.708400188566884e-07
1872,4.7108773770787593e-07,3.1748531248432244e-07
1873,4.782817626391989e-07,2.6338419106819444e-07
1874,4.5944744186954267e-07,3.0769238312799985e-07
1875,4.7660321911280334e-07,2.8321560341382224e-07
1876,4.873087995349579e-07,2.9806852097635783e-07
1877,4.787047647170084e-07,2.7336887797879683e-07
1878,5.507648772606899e-07,3.677804927271211e-07
1879,4.948553495864871e-07,2.993569472309332e-07
1880,5.038009263103049e-07,2.875195204143921e-07
1881,4.4554323963552633e-07,3.2910235248095887e-07
1882,4.84512026943662e-07,3.4142126348335466e-07
1883,5.542060392826897e-07,3.0964761688068165e-07
1884,4.918264302489206e-07,3.030178783447468e-07
1885,5.220964816032847e-07,3.100350661755513e-07
1886,5.311200688140616e-07,2.7233617216904094e-07
1887,5.523469965851291e-07,3.0098343650752923e-07
1888,5.167600782840509e-07,2.789870465758071e-07
1889,5.795251460938289e-07,3.3393179288410124e-07
1890,5.164856684558572e-07,3.4541617921490797e-07
1891,4.697800086717052e-07,3.2827232043786125e-07
1892,4.883171271785613e-07,2.9273953527919616e-07
1893,5.868971051370409e-07,2.4264161885279023e-07
1894,5.028628518033429e-07,3.528862055901527e-07
1895,4.6644263562711785e-07,3.1116237586559237e-07
1896,5.649353713721439e-07,2.4826491018536956e-07
1897,4.830345616824161e-07,2.7735156749031376e-07
1898,5.618746179436584e-07,2.568892994991856e-07
1899,5.284364963387134e-07,2.55374136060027e-07
1900,5.49213403644444e-07,2.995237532443795e-07
1901,5.963184506185826e-07,2.7552482984027904e-07
1902,5.607543975827411e-07,2.8381440353442144e-07
1903,5.416420805204325e-07,2.7487122178371237e-07
1904,5.648731260521345e-07,3.1172824854763803e-07
1905,4.938846380753148e-07,2.5907009026937544e-07
1906,5.34995216128209e-07,2.911608578681779e-07
1907,5.415413966147753e-07,3.0754203517169287e-07
1908,5.348502938318234e-07,3.2169598718212455e-07
1909,5.555993638495238e-07,2.954028198720593e-07
1910,5.28002111366277e-07,2.9125620049086365e-07
1911,5.213966396411251e-07,2.6708278877407565e-07
1912,5.521986530254708e-07,3.141281030849541e-07
1913,5.23405077501593e-07,2.5878589382521966e-07
1914,5.26364033248683e-07,2.477795151278883e-07
1915,4.3824435458361677e-07,2.674233030575124e-07
1916,4.4828844281141755e-07,2.5381038071259354e-07
1917,4.814260208263477e-07,2.2152176915035682e-07
1918,4.927655368192063e-07,2.722271199573356e-07
1919,4.6039240686468474e-07,2.826809495370952e-07
1920,4.60391696321949e-07,2.5745587395320513e-07
1921,4.748112552022121e-07,2.650461464193121e-07
1922,5.009618213591693e-07,2.8773948246296754e-07
1923,5.074423370388104e-07,3.0680090201684607e-07
1924,5.208216506957797e-07,3.2615810452440996e-07
1925,5.411103636276948e-07,2.6395625796205024e-07
1926,5.5953613298243e-07,2.4075658977551484e-07
1927,5.373926192930867e-07,2.3413372352010242e-07
1928,5.610186377680293e-07,2.2966343116159749e-07
1929,5.614765079542394e-07,2.506591378903522e-07
1930,5.188780320963815e-07,3.004030610931352e-07
1931,5.622840753005676e-07,2.874149949150251e-07
1932,5.918149952321983e-07,2.6083696313961013e-07
1933,5.91886173850753e-07,2.833253693879101e-07
1934,5.631342432366182e-07,3.7023081844722583e-07
1935,5.289981501732655e-07,2.6449906709302695e-07
1936,4.983257611002045e-07,2.5704396122705475e-07
1937,5.212722946623671e-07,2.6693169608016376e-07
1938,5.769520399212524e-07,2.5411821624743425e-07
1939,5.199977266556743e-07,3.227044702569515e-07
1940,5.654796098042425e-07,2.2568468494021943e-07
1941,4.427253941230447e-07,2.066051867366525e-07
1942,6.280818141135569e-07,2.0025798153078256e-07
1943,6.38711743050635e-07,2.177426383642711e-07
1944,6.715558953374057e-07,2.217098398205053e-07
1945,5.533400440072e-07,2.2656442411062017e-07
1946,5.777258209604952e-07,2.227376683094917e-07
1947,5.876989401798483e-07,2.837167207836444e-07
1948,5.827331683860848e-07,2.5983812523833194e-07
1949,5.850937121465449e-07,2.5229711519969555e-07
1950,5.317680589200791e-07,2.2866027094003982e-07
1951,5.607897364257042e-07,1.919052279308886e-07
1952,5.472753485946669e-07,2.0351470852997267e-07
1953,6.216498675826188e-07,2.0362533748041756e-07
1954,5.843976609298807e-07,2.4235889029000646e-07
1955,6.250814870156773e-07,2.0179056559044284e-07
1956,6.479808334347581e-07,2.1105163217072231e-07
1957,6.255206876915054e-07,2.579831055449233e-07
1958,6.088371335977172e-07,2.0763331287643183e-07
1959,6.022330971688916e-07,2.1314557097085185e-07
1960,6.823941589573224e-07,2.498420914598398e-07
1961,5.614112517093872e-07,2.1122403781603794e-07
1962,6.272194639223017e-07,1.9913743476429602e-07
1963,6.265605456690082e-07,2.1919921167068424e-07
1964,6.175228079996486e-07,2.0502972608582581e-07
1965,6.878358718154232e-07,2.45694748546299e-07
1966,6.58042075940557e-07,2.4316538316249137e-07
1967,6.281247664219336e-07,2.24823308858646e-07
1968,6.615855383529379e-07,2.420873141950608e-07
1969,6.526505664794513e-07,2.139167871728631e-07
1970,6.677348594053001e-07,2.3821395922496436e-07
1971,6.952251681013877e-07,1.9885597568602975e-07
1972,7.223246640819525e-07,2.0982300830141298e-07
1973,7.255376317516493e-07,2.0564249414434244e-07
1974,7.048841084156265e-07,1.92957104072633e-07
1975,7.60769140129014e-07,1.9476146739805245e-07
1976,7.604704066466184e-07,1.7940474694722042e-07
1977,7.751475479267356e-07,1.71014354344301e-07
1978,7.70494686719303e-07,2.328711785626325e-07
1979,7.788976361666755e-07,2.1125623295148444e-07
1980,7.942155235696191e-07,2.0580245607693115e-07
1981,8.337074532960287e-07,2.391057676298658e-07
1982,8.262185318130832e-07,2.1912483194608257e-07
1983,8.993009927849016e-07,2.4882345672772033e-07
1984,8.147607104547205e-07,2.7139359204397806e-07
1985,8.915057136960058e-07,2.7070010388818844e-07
1986,8.949766581167751e-07,2.7394799539948167e-07
1987,9.288441376043011e-07,3.2570654173724733e-07
1988,9.642458635994444e-07,2.866352699637531e-07
1989,9.082842069574326e-07,2.859311654113128e-07
1990,8.48899837535555e-07,2.2829847123873037e-07
