year,suivant_VERB en_ADP,suivant_VERB dans_ADP
1991,1.0310317151152049e-06,2.496984050637252e-07
1992,1.0099727631995847e-06,2.220507491212942e-07
1993,1.0352778687661157e-06,2.1492124524513656e-07
1994,9.589816301058818e-07,2.2945930289175465e-07
1995,8.930776544957553e-07,2.147290549814329e-07
1996,9.667284999181902e-07,1.8896846332161488e-07
1997,8.884939433073669e-07,2.071394422653583e-07
1998,8.797198489673974e-07,1.8738748241986514e-07
1999,9.167823478151149e-07,1.8829228631833672e-07
2000,9.794776048011045e-07,1.8202290430480161e-07
2001,9.388936561549599e-07,1.9803077844215977e-07
2002,9.594875223228883e-07,2.0679365686504525e-07
2003,9.517252195223591e-07,2.1209637157681982e-07
2004,9.166370702473614e-07,2.0922758681152231e-07
2005,8.858875233386243e-07,2.3149273076228383e-07
2006,8.824638300097831e-07,2.2401320887155407e-07
2007,8.34047291675688e-07,2.093107180911602e-07
2008,8.395671144967309e-07,2.477829945668475e-07
2009,8.010563377069957e-07,2.0646272957947076e-07
2010,6.745576399680431e-07,2.1823923823660607e-07
2011,5.560055100772843e-07,2.435870096739734e-07
2012,5.048506821481169e-07,2.0017005608607974e-07
2013,5.109677196912799e-07,2.027693892792115e-07
2014,4.6427144440031043e-07,2.137294412563051e-07
2015,4.71243915001196e-07,2.0436825409753112e-07
2016,4.509307238720339e-07,2.29711604848859e-07
2017,4.369616846133795e-07,2.248956487704845e-07
2018,4.218116593790455e-07,2.266527745486968e-07
2019,4.025458792966674e-07,2.25507319262519e-07
