year,fût_VERB en_PRON,fût_VERB dans_ADP
1971,2.003974941544584e-08,3.098453760230768e-07
1972,2.5137719461554298e-08,2.7087176590612216e-07
1973,1.929621262775072e-08,2.629798245834536e-07
1974,1.012602890426706e-08,2.2164752522257913e-07
1975,1.4278700888326057e-08,2.2960149692607956e-07
1976,1.9425991482080462e-08,1.9368856385426625e-07
1977,2.1744092748576804e-08,2.0509968123860745e-07
1978,1.7227714366185864e-08,2.631682036735583e-07
1979,1.287434159280565e-08,2.674351833320543e-07
1980,1.4212877097463661e-08,2.0182284288239316e-07
1981,1.8344094243616382e-08,1.948269243712275e-07
1982,1.9864007327896616e-08,2.1850408415957645e-07
1983,2.084054351314535e-08,2.0777389408976887e-07
1984,1.3917620833581168e-08,1.9890599389782437e-07
1985,1.2632671797518924e-08,1.6302162464398862e-07
1986,1.7384007122700496e-08,2.0141470713497256e-07
1987,1.588812459374367e-08,2.242669836505229e-07
1988,1.4991384134077634e-08,2.0927973309881054e-07
1989,9.878619700032232e-09,1.8714496263783076e-07
1990,9.80757164370516e-09,1.5855574986289867e-07
1991,1.0550637696837839e-08,1.6881020314940542e-07
1992,1.322386644631024e-08,1.9560302177978883e-07
1993,1.1632335983335906e-08,1.6119093970701215e-07
1994,1.5824779708850656e-08,1.751275675587749e-07
1995,1.138714633697191e-08,1.7785639272460685e-07
1996,1.5480466686312866e-08,1.5854134005621745e-07
1997,8.630809844589749e-09,1.5919049189960788e-07
1998,1.4781200263769279e-08,1.6163957639037108e-07
1999,7.312321859131998e-09,2.0291693658691656e-07
2000,1.4579503826439577e-08,1.7362863502512482e-07
2001,1.1391150245287918e-08,1.5640925710158626e-07
2002,1.3143664823189738e-08,1.5640961237295414e-07
2003,5.8336921959778465e-09,1.6042653783188143e-07
2004,1.0571499231559756e-08,1.854417064350855e-07
2005,9.908249332113428e-09,1.6438686145647807e-07
2006,1.8118715416903797e-08,1.634802231365029e-07
2007,7.988958827809256e-09,1.481951841242335e-07
2008,8.089135583588813e-09,1.7923821360454895e-07
2009,7.629108011997232e-09,1.8691314096486167e-07
2010,1.2281861749841028e-08,2.0784689525044087e-07
2011,1.3001504761689375e-08,2.0764167629749863e-07
2012,1.7021264397953928e-08,2.740423497016309e-07
2013,1.840822605458925e-08,3.031778987860889e-07
2014,1.7323561252169384e-08,3.575150060441956e-07
2015,1.9505863591007255e-08,3.7460122825905273e-07
2016,2.423467826417891e-08,3.844407103770209e-07
2017,1.3081178806828575e-08,2.1206604117196548e-07
2018,1.9102854409425163e-08,3.2449037234982825e-07
2019,1.632632162795744e-08,3.244856543460628e-07
