year,fût_VERB en_PRON,fût_VERB dans_ADP
1800,6.917161954334006e-08,1.4494597735392745e-06
1801,2.8574191901498125e-08,1.002477915790223e-06
1802,6.713520406265161e-08,1.0696876415750012e-06
1803,6.241085515057421e-08,1.2189619837954524e-06
1804,3.460591457837836e-08,1.2977217238585581e-06
1805,1.1371510844071508e-08,1.1513654953887453e-06
1806,1.440834580535011e-07,1.4033728348294972e-06
1807,3.9857372513552036e-08,1.4007018762640655e-06
1808,2.7192887941396293e-08,1.2191478617751272e-06
1809,5.6475762733043666e-08,1.0843345989997033e-06
1810,6.31834211617388e-08,1.556184315631981e-06
1811,5.515568801683912e-08,1.3738780353378388e-06
1812,2.6672083208723052e-08,1.165569983641035e-06
1813,2.8757416004054903e-08,1.3142139323463198e-06
1814,3.1466772298927026e-08,1.2964310371899046e-06
1815,4.8550024445148665e-08,1.251511775990366e-06
1816,3.244645441213834e-08,1.4230088254407747e-06
1817,3.42512151974006e-08,1.2330436902630026e-06
1818,5.126106117359086e-08,1.392393528476532e-06
1819,5.4860564091541164e-08,1.5174639429460512e-06
1820,4.390598107306687e-08,1.3848183471054654e-06
1821,8.875339574387908e-08,1.391455953125842e-06
1822,3.408709403629473e-08,1.2832788343075663e-06
1823,9.78386012207011e-08,1.3400923535300535e-06
1824,8.000056794799093e-08,1.4779052435187623e-06
1825,5.547429182684027e-08,1.530386043668841e-06
1826,5.108631029315802e-08,1.327363293057715e-06
1827,7.373818533551457e-08,1.4849026683805278e-06
1828,5.6868266540277546e-08,1.444637405256799e-06
1829,6.601345603485242e-08,1.5500302197324345e-06
1830,2.2961039292113128e-08,1.4183659686750616e-06
1831,9.354723218280014e-09,9.619774345992482e-07
1832,3.3824925083081325e-08,1.1730483038263628e-06
1833,3.8225973497674204e-08,9.533326306154777e-07
1834,4.85395617033646e-08,1.021197704176302e-06
1835,4.9160071569076536e-08,1.139757387136342e-06
1836,3.696412420595152e-08,1.2231764685566304e-06
1837,4.244313345225237e-08,1.1021298860214301e-06
1838,9.152634561360173e-08,1.210041432386788e-06
1839,3.705481788074394e-08,1.0745897043307195e-06
1840,4.968357103507515e-08,1.086031943486887e-06
1841,5.393260948949319e-08,1.0658110340955318e-06
1842,4.159124245006751e-08,9.988606279875967e-07
1843,3.9576303123567413e-08,1.0230769476038404e-06
1844,4.7750482679020934e-08,1.031300712384109e-06
1845,4.464182268293371e-08,9.949546893039951e-07
1846,2.5759806732139623e-08,1.053810251505638e-06
1847,4.314578916364553e-08,1.0333416184948874e-06
1848,2.574470947536156e-08,1.0378336128269439e-06
1849,3.603148357456121e-08,1.0700513257688726e-06
1850,3.530277936647508e-08,9.178722848446341e-07
1851,4.321124080775007e-08,8.848629704516497e-07
1852,3.6459056218518526e-08,7.864738904572732e-07
1853,2.9262466227919504e-08,9.423708320355217e-07
1854,4.2604447969551984e-08,9.601587862562155e-07
1855,3.980202833986368e-08,9.504724403086584e-07
1856,4.40061072026765e-08,1.0820325542226783e-06
1857,4.3445432140742923e-08,1.1149367082907702e-06
1858,4.991549573674092e-08,8.857553552843456e-07
1859,4.379269213927728e-08,8.483560804961598e-07
1860,4.073693560258107e-08,7.978031817401643e-07
1861,2.0750240636857598e-08,8.946183243097039e-07
1862,6.776979688538631e-08,9.338677386949712e-07
1863,4.395266373080631e-08,8.650683298583317e-07
1864,3.5001512799226475e-08,8.803120294942346e-07
1865,5.036323358353911e-08,9.027727401189622e-07
1866,3.6978658357611494e-08,8.548881851311307e-07
1867,4.367530337390235e-08,7.415096092699969e-07
1868,2.4699369660652337e-08,7.760542075629928e-07
1869,2.9789466893248573e-08,8.033388780859241e-07
1870,1.834895613228582e-08,8.572403089601721e-07
1871,1.5931766128574054e-08,6.42581198917469e-07
1872,2.4189358072135292e-08,7.867588465160225e-07
1873,2.454261860407314e-08,6.117696784713189e-07
1874,4.182226476245887e-08,8.256909609372087e-07
1875,3.318485752856759e-08,6.717073119943962e-07
1876,2.7811667635546655e-08,7.678438578295754e-07
1877,2.1646856751544874e-08,7.162016686379502e-07
1878,2.8383716710322915e-08,6.606762781302677e-07
1879,1.710611030603104e-08,7.068489367156872e-07
1880,2.0537108014195837e-08,7.489626341339317e-07
1881,1.673401861523871e-08,6.798194931434409e-07
1882,2.994923420374107e-08,6.542243795593095e-07
1883,4.1707636455612374e-08,5.959136615274474e-07
1884,2.0465261485469455e-08,6.159383474368951e-07
1885,1.8692343672910283e-08,5.569029326579766e-07
1886,3.743009102663564e-08,5.311200652613479e-07
1887,3.133883907935342e-08,5.16437921760371e-07
1888,3.6775563927449184e-08,5.839706318511162e-07
1889,1.3783300722991498e-08,5.175002684154606e-07
1890,2.4251230357208442e-08,5.381151026995212e-07
1891,3.6970476458009216e-08,5.520074637388461e-07
1892,3.19694137829174e-08,4.914513738185633e-07
1893,2.8328715373504565e-08,5.339347239896597e-07
1894,1.6384001710889606e-08,4.0329851458409394e-07
1895,1.6852119699706236e-08,5.103785269966465e-07
1896,2.889544248318998e-08,5.165797460904287e-07
1897,2.9133568446582103e-08,5.063413937023142e-07
1898,2.2067583316243145e-08,4.775651518684754e-07
1899,2.9296165493519766e-08,4.610000416960247e-07
1900,2.0245106924221545e-08,4.864016887040634e-07
1901,2.2913829056392387e-08,4.5771770373903564e-07
1902,1.8659077838378835e-08,3.962599066653638e-07
1903,2.5381035939631147e-08,4.1743703604879556e-07
1904,2.956043942958786e-08,3.751488293346483e-07
1905,2.0643035725242953e-08,4.5827539452147903e-07
1906,1.4918134283448126e-08,4.341691806075687e-07
1907,1.337139288182243e-08,4.29941707125181e-07
1908,3.045061092166179e-08,3.742478611457045e-07
1909,3.740668930163338e-08,4.774854005518137e-07
1910,1.6566866989364826e-08,4.3661711401909997e-07
1911,1.5429085564733214e-08,4.74577376508023e-07
1912,3.334029585744247e-08,4.094605117188621e-07
1913,2.1211958411981868e-08,4.1257260363636306e-07
1914,1.7411533548283842e-08,4.2658257370931096e-07
1915,1.4136913861761968e-08,3.5813516774396703e-07
1916,2.0876177231343718e-08,3.647837445441837e-07
1917,1.5352993543160665e-08,3.202195841822686e-07
1918,1.2635013924011673e-08,3.5148312349519983e-07
1919,1.749491218561161e-08,4.290857305022655e-07
1920,1.1358347151713133e-08,4.073860679909558e-07
1921,2.4232791773215467e-08,4.112001761313877e-07
1922,1.3280283539529592e-08,4.3972494268018636e-07
1923,2.7601466001669905e-08,4.341922874573356e-07
1924,1.5469948877466777e-08,4.808575795323122e-07
1925,8.798542339150117e-09,3.8383640799111163e-07
1926,2.3406890647947876e-08,4.302409308820643e-07
1927,2.5643217327342427e-08,4.749569768591755e-07
1928,1.1426041446327417e-08,3.8848540384606167e-07
1929,2.785101571589621e-08,4.578706978008995e-07
1930,1.995684684175103e-08,4.064894483235548e-07
1931,1.1405356659111021e-08,4.0146855440070794e-07
1932,1.6439305028370654e-08,3.78104004994384e-07
1933,1.7205993074753678e-08,3.5444347190605185e-07
1934,1.7972370258689807e-08,3.786179263443046e-07
1935,2.154291145473053e-08,3.123722080999869e-07
1936,1.8187071404440758e-08,3.176675136273843e-07
1937,1.2591118370153254e-08,2.505632608063024e-07
1938,2.074434313215079e-08,3.3579905789338227e-07
1939,2.141167065872196e-08,3.9611589386367996e-07
1940,2.028626333583361e-08,3.144370737118152e-07
1941,1.1806010391524069e-08,3.2466527954966296e-07
1942,9.102635090130207e-09,3.7927645735180704e-07
1943,1.4516175816936538e-08,4.4129174625595624e-07
1944,1.6065930807940276e-08,3.7594278978758666e-07
1945,6.535512131478072e-09,4.3570079810706375e-07
1946,2.5057987684817817e-08,3.744777075098682e-07
1947,5.006765846360395e-08,3.898124703027861e-07
1948,3.152847583010043e-08,3.4137727311644994e-07
1949,2.9451024730065e-08,3.7991821955074556e-07
1950,9.571825110299415e-09,3.6266581560084887e-07
1951,3.1984203729962246e-08,3.560908226063475e-07
1952,2.319856839960721e-08,3.553599015049258e-07
1953,2.2625037843226892e-08,3.523041414155159e-07
1954,1.7590565448699635e-08,3.234709424759785e-07
1955,2.3464020060259827e-08,3.087864968165377e-07
1956,1.831439710997529e-08,2.668669196737028e-07
1957,9.718541527092839e-09,3.0745931667297555e-07
1958,2.3989505493204888e-08,3.540520197020669e-07
1959,2.2477168570844697e-08,2.96078553674306e-07
1960,1.868625076895114e-08,3.3150791978187044e-07
1961,2.292892631317045e-08,3.036345503915072e-07
1962,2.980719671086263e-08,3.399288743821671e-07
1963,2.2631185814248056e-08,3.1877641504252097e-07
1964,2.068549243006146e-08,4.0397549128101673e-07
1965,2.5171399187229326e-08,3.3926667697414814e-07
1966,2.3818021332999706e-08,3.56162502157531e-07
1967,3.007504645324843e-08,3.411792306451389e-07
1968,1.4372530721118437e-08,3.4853385955102567e-07
1969,1.8167030546578644e-08,3.1247293463820824e-07
1970,1.609553734738256e-08,2.796024887175008e-07
