year,devraient_VERB écrire_VERB,devraient_VERB décrire_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,1.7057265822018053e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,3.259199843341776e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,0.0
1824,2.5263338088166165e-09,0.0
1825,0.0,0.0
1826,7.0463874735082754e-09,3.5231937367541377e-09
1827,9.217273055917019e-10,0.0
1828,0.0,0.0
1829,7.715858174606183e-09,0.0
1830,0.0,3.1310507520032616e-09
1831,0.0,0.0
1832,4.058990921151917e-09,0.0
1833,0.0,0.0
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,3.781543966852041e-09,0.0
1836,0.0,6.720750067579218e-10
1837,0.0,0.0
1838,0.0,0.0
1839,2.0974426639952526e-09,0.0
1840,4.458782232319436e-09,2.5478754661634184e-09
1841,7.0626033910059505e-09,0.0
1842,2.683306021822318e-09,2.0124795163667386e-09
1843,9.451057714215949e-09,0.0
1844,3.841992946007622e-09,5.488561272137815e-10
1845,2.2320911785556063e-09,0.0
1846,0.0,4.6836010625384006e-09
1847,5.3932236454556914e-09,1.0786447290911383e-08
1848,2.413566457803995e-09,0.0
1849,2.513824481908955e-09,0.0
1850,2.0366988096043315e-09,0.0
1851,2.579775504329973e-09,2.579775504329973e-09
1852,7.812654523320361e-09,6.510545436100301e-10
1853,2.9859659189668264e-09,1.1943863675867306e-09
1854,2.5978321716024766e-09,3.117398783558656e-09
1855,0.0,1.5920811335945473e-09
1856,8.801221973442352e-09,5.177189232874468e-10
1857,1.9526036343364694e-09,0.0
1858,0.0,4.893676019968041e-10
1859,8.656694916453489e-09,0.0
1860,5.950338888283113e-09,1.8308735638683515e-09
1861,4.715963619617014e-09,0.0
1862,3.6143890103090826e-09,9.035972525772706e-10
1863,4.994620828036034e-10,1.4983863039219614e-09
1864,4.794727948009836e-10,0.0
1865,3.294791106611683e-09,4.706844358715045e-10
1866,1.9462451650298362e-09,5.838735717134114e-09
1867,0.0,1.94112459439566e-09
1868,0.0,9.87974813071446e-10
1869,1.7580669364747337e-08,0.0
1870,2.8670243956696595e-09,2.8670243956696595e-09
1871,2.0180236148803488e-08,0.0
1872,7.256807155187062e-09,3.628403577593531e-09
1873,6.584604861359367e-09,0.0
1874,3.5847653734322193e-09,1.1949218281515073e-09
1875,2.2886108563824337e-09,0.0
1876,4.232210137899983e-09,0.0
1877,6.184815992682502e-10,0.0
1878,1.2078177347163432e-09,0.0
1879,5.498392852132383e-09,0.0
1880,6.417846254436199e-10,1.9253538763308597e-09
1881,2.091752326904839e-09,0.0
1882,6.655385131892899e-10,0.0
1883,5.0554711528150165e-09,6.319338941018771e-10
1884,1.3203393933736152e-09,0.0
1885,4.511945039809007e-09,0.0
1886,1.0325542199041138e-08,0.0
1887,2.6115698492645834e-09,0.0
1888,6.340614699951175e-09,4.4384300679212174e-09
1889,1.50363277384713e-08,1.2530273485467092e-09
1890,6.554386366985909e-09,0.0
1891,3.824531802365527e-09,1.2748440081367107e-09
1892,5.014809900671935e-09,0.0
1893,7.390100087434348e-09,0.0
1894,1.8904617871129403e-09,5.041231432301174e-09
1895,2.4074457982692365e-09,0.0
1896,6.486732040400511e-09,0.0
1897,2.9133566670225264e-09,4.078699600285063e-09
1898,7.921697076085366e-09,0.0
1899,3.8693048765026106e-09,0.0
1900,4.15284251431558e-09,5.191053142894475e-10
1901,2.794369402536745e-09,1.1177477832191585e-09
1902,5.4013122863239005e-09,1.4730852093691738e-09
1903,5.400220270956879e-09,0.0
1904,2.1498500757388683e-09,1.0749250378694342e-09
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,2.572092316910357e-09,0.0
1907,2.5714217422034835e-09,0.0
1908,0.0,0.0
1909,0.0,5.500983557560346e-10
1910,1.336037680488289e-08,0.0
1911,1.0640748726586935e-08,0.0
1912,8.856016364688912e-09,0.0
1913,1.590896969716482e-09,0.0
1914,6.696743715117748e-10,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,8.789969641043172e-09,0.0
1917,0.0,0.0
1918,3.44591288836682e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,9.086678076641874e-09,2.2716695191604686e-09
1921,4.543648568500203e-09,0.0
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,0.0,0.0
1929,2.2280812750352652e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,0.0,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,0.0,0.0
1937,2.5182236296217297e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,0.0
1943,2.322588166236983e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,1.089252066321933e-08
1946,6.960552134671616e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,0.0
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,3.754243138587299e-09,0.0
1956,4.360570571293465e-09,2.616342476002842e-09
1957,2.6505113659425206e-09,0.0
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,6.975672928177801e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,4.86371165564492e-09,4.16889545107324e-09
1962,4.43936931660005e-09,6.341956404476434e-10
1963,5.819448034571906e-09,0.0
1964,4.258777774879263e-09,4.258777774879263e-09
1965,2.188817349590977e-09,2.188817349590977e-09
1966,1.6617224263271169e-09,0.0
1967,2.465167847631733e-09,9.860671168482327e-10
1968,7.635406973349745e-09,0.0
1969,5.450109252791435e-09,4.5417578031781147e-10
1970,6.898087434592526e-09,4.5987250119061684e-10
1971,1.284599360218408e-08,3.5968783507200897e-09
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,6.064523994098181e-09,2.205281512956958e-09
1974,3.3753431161187564e-09,3.937900228123681e-09
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,3.4281160132820787e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,3.411090521154847e-09
1981,4.427884725544118e-09,0.0
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,9.858314165001048e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,4.277571630240118e-09,6.110816852533674e-10
1988,4.197587610832443e-09,5.99655392008458e-09
1989,7.683371272548811e-09,5.488122178931576e-10
1990,7.083246433836621e-09,3.814055737905164e-09
1991,5.2753188484189195e-09,3.5168792322792797e-09
1992,2.7549720282848966e-09,0.0
1993,4.985286850001103e-09,1.661762283333701e-09
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,4.794894259418925e-09,3.3564262480467733e-09
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,5.0272213059088244e-09,5.0272213059088244e-09
2000,2.2090156370779823e-09,4.859834756842929e-09
2001,4.8193329327261836e-09,1.3143635069212678e-09
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,3.333538334260311e-09,7.500461585152607e-09
2004,4.845270407116686e-09,5.285749615779878e-09
2005,7.205999352777326e-09,3.602999676388663e-09
2006,8.235779835885637e-10,1.6471559671771274e-09
2007,1.5977917877663117e-09,3.994479413904628e-09
2008,5.960415716543821e-09,5.108927503272298e-09
2009,6.675469510497578e-09,4.76819250749827e-10
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,4.206369030868018e-09,1.1471915639660324e-09
2012,4.085103366691101e-09,2.0425516833455504e-09
2013,8.08846234434668e-09,1.9523875849358774e-09
2014,4.330890313042346e-09,3.4647122948427977e-09
2015,4.211493376260478e-09,4.433150790905671e-10
2016,5.178350193091319e-09,1.2428040818690533e-09
2017,4.024978128569501e-09,2.0124890642847504e-09
2018,5.6792268665617485e-09,1.8070267504555204e-09
2019,3.5713827450933877e-09,1.7856913725466939e-09
