year,demandant_VERB en_ADP,demandant_VERB dans_ADP
1800,1.2891074163690064e-07,1.5720821977538435e-08
1801,9.048493865293494e-08,1.904946067554647e-08
1802,3.5805442166747525e-08,0.0
1803,3.315576790896557e-08,7.801356893821776e-09
1804,4.69651695311768e-08,1.2359254952798437e-08
1805,7.960057502032214e-08,5.685755422035754e-09
1806,1.0950342499427279e-07,0.0
1807,5.693910054560547e-08,0.0
1808,5.891792298484688e-08,2.2660739951163578e-09
1809,1.3328279635516083e-07,4.0662548883574345e-08
1810,3.510190182964834e-08,9.360507036149102e-09
1811,2.1811567307850055e-07,7.521229861140455e-09
1812,8.801787032552966e-08,2.1337665856435706e-08
1813,8.91479885467561e-08,8.627225156487839e-09
1814,8.496028414128887e-08,6.293354282149721e-09
1815,8.90083740046066e-08,0.0
1816,4.1716869958463576e-08,1.8540831092650478e-08
1817,7.7843672841027e-08,1.556873407970727e-09
1818,1.263644833215949e-07,2.384235475716423e-09
1819,1.0661581484328053e-07,1.035105001712111e-09
1820,7.119888323359191e-08,1.1866481131050932e-09
1821,7.494730880353018e-08,6.903041693817613e-09
1822,8.521773509073682e-08,2.0051231786055723e-09
1823,7.807322788266902e-08,1.087095569118901e-08
1824,1.5915902906726842e-07,4.210556348027694e-09
1825,1.1270967092968931e-07,8.805443041381977e-10
1826,9.688783109140786e-08,1.4092774947016551e-08
1827,1.4194600339578756e-07,2.1199728195142598e-08
1828,1.5592911495332373e-07,1.8344602503717056e-09
1829,6.944272712416932e-08,8.573175946935407e-09
1830,6.053365098068753e-08,2.1917355041978226e-08
1831,8.107426907599802e-08,3.1182413096075834e-08
1832,1.1906372776593344e-07,6.764984572527055e-09
1833,7.066013552048389e-08,1.853380560135065e-08
1834,1.0548019702127931e-07,1.3068342852307069e-08
1835,8.546289365085613e-08,2.4201881387853064e-08
1836,1.3508707752407645e-07,0.0
1837,6.54041727443655e-08,2.435261770017405e-08
1838,9.910094433962513e-08,3.029837714052519e-08
1839,9.718150550952487e-08,1.3283802502428443e-08
1840,9.17235141173478e-08,1.2102408852854296e-08
1841,1.1043343306482711e-07,1.219904177673925e-08
1842,1.1404050326291326e-07,6.037438549100216e-09
1843,7.738053398043121e-08,1.7130041385371442e-08
1844,9.550096535804187e-08,1.4819115712327857e-08
1845,9.709596326956671e-08,7.812318791877715e-09
1846,1.1943183153562131e-07,1.4050803187615202e-08
1847,1.3159466050183255e-07,1.7258315665458213e-08
1848,1.1665571264529717e-07,2.333114323960217e-08
1849,1.7345388414469198e-07,8.379414495607307e-09
1850,1.3917441776811756e-07,1.2899092460827433e-08
1851,9.287191460316535e-08,1.870337307252612e-08
1852,1.4713832285906392e-07,1.3672145193766028e-08
1853,9.853687288341462e-08,4.180352064508952e-09
1854,7.325886741682552e-08,1.0910895298366086e-08
1855,1.0666943239812099e-07,1.2736649068756378e-08
1856,1.1803991384340407e-07,1.3978411317339123e-08
1857,1.2252587566763395e-07,9.274867096564776e-09
1858,1.3017178446261823e-07,8.808616946964776e-09
1859,9.98065985413632e-08,2.036869339860914e-08
1860,1.0893698032532484e-07,1.6935580049448618e-08
1861,1.292174118816547e-07,1.9807048445841247e-08
1862,1.2876260768734937e-07,1.7168348520613108e-08
1863,1.223682062345688e-07,9.989241434027463e-09
1864,1.0020981733305234e-07,1.8699438442126848e-08
1865,1.2096589330212737e-07,1.1296426905005319e-08
1866,1.3915652630203112e-07,3.113992264047738e-08
1867,1.067618526917613e-07,2.329349513274792e-08
1868,1.0867722721741302e-07,1.679557115608077e-08
1869,1.3869194503968174e-07,1.12320943657096e-08
1870,1.158277882495895e-07,1.77755516972411e-08
1871,1.1789506970671937e-07,1.805600113868877e-08
1872,9.796689681706994e-08,2.53988243770209e-08
1873,1.0116347226585276e-07,1.97538145840781e-08
1874,1.2486933087529906e-07,1.6131444624534197e-08
1875,8.696721209844327e-08,2.7463329388410784e-08
1876,1.1910648822777148e-07,9.069021977836655e-09
1877,1.1008972222725788e-07,3.030559980743419e-08
1878,9.541760448428249e-08,1.509772218355465e-08
1879,1.2951770145264163e-07,2.1382637882538802e-08
1880,8.984984845028521e-08,2.4387816210946767e-08
1881,1.1713812853031413e-07,1.673401861523871e-08
1882,1.1314154590991166e-07,2.1297232422057277e-08
1883,1.1943551214699255e-07,1.0110942305630033e-08
1884,9.704494630113913e-08,1.7164412113856997e-08
1885,9.539540712921735e-08,1.6114089618213256e-08
1886,1.2906927793210343e-07,2.9040586824180536e-08
1887,1.2078510280844057e-07,9.793386546164129e-09
1888,1.0842450848258522e-07,1.9655905347804037e-08
1889,1.321943869925235e-07,2.0674951528576457e-08
1890,9.897123476321212e-08,2.1629475099871343e-08
1891,1.0517462811776568e-07,9.561330394092238e-09
1892,1.2474339428081294e-07,1.002961980134387e-08
1893,1.3055843339770945e-07,1.847524977449666e-08
1894,1.2035940244459198e-07,1.764431090123253e-08
1895,7.884384700673763e-08,3.4306101071024386e-08
1896,1.0850533271877794e-07,1.4152869098893461e-08
1897,1.1420358703162492e-07,2.2724183423861177e-08
1898,1.4824890115505696e-07,1.3014216371232123e-08
1899,1.16079149847792e-07,1.9346524382513053e-08
1900,1.3341006876999018e-07,6.22926377147337e-09
1901,1.1512802444713088e-07,1.2854099118442264e-08
1902,1.1735578198113217e-07,2.3078333910575566e-08
1903,1.1448467063246426e-07,1.0260418292773466e-08
1904,1.0104295711244049e-07,2.0961039126632386e-08
1905,1.2334214716247516e-07,2.0126959654476195e-08
1906,1.0082601420435822e-07,2.1091157265118454e-08
1907,1.1005684541487426e-07,2.9314207949937554e-08
1908,1.1738219996004773e-07,2.6030361865991836e-08
1909,1.292731184321383e-07,1.980354014108343e-08
1910,1.2986285469196446e-07,1.870452770447173e-08
1911,1.2768897761361586e-07,1.702519725199636e-08
1912,1.3752871552696888e-07,2.5005221004903433e-08
1913,1.4795341485296376e-07,2.598464909908671e-08
1914,1.3795292375107238e-07,1.4063162190325329e-08
1915,9.660224975505116e-08,2.8273827723523937e-08
1916,9.449217230894646e-08,1.3184954461564757e-08
1917,1.008911070243812e-07,2.631941953268324e-08
1918,1.2405286042849184e-07,1.722956355365568e-08
1919,1.1233574781499556e-07,8.287063479883727e-09
1920,9.919623522591792e-08,4.0132828615924154e-08
1921,9.163024117242458e-08,2.2718241510233383e-08
1922,8.484625624305409e-08,4.131644004701229e-08
1923,1.0615948298209332e-07,2.9724654737606215e-08
1924,1.0055467214442615e-07,3.609654797287476e-08
1925,1.1218141793278846e-07,4.8391981977147225e-08
1926,7.57937428375044e-08,4.124071395494866e-08
1927,1.0145794959726118e-07,2.2298449309232637e-08
1928,7.998228568339982e-08,2.5137291359556002e-08
1929,1.04719816818033e-07,8.912325100141061e-09
1930,8.297846676441623e-08,1.05036033204442e-08
1931,9.466445760608622e-08,1.8248570654577634e-08
1932,6.904507898752854e-08,1.0959536389520963e-08
1933,8.373583426646292e-08,2.1794258842078307e-08
1934,1.2820291317439114e-07,3.1152108448395666e-08
1935,8.856530087086867e-08,2.2739740757060645e-08
1936,9.699771652549316e-08,2.0612015205756506e-08
1937,9.94698368117497e-08,2.1404900962807005e-08
1938,8.427389275311725e-08,1.4261735792331365e-08
1939,6.72938256229827e-08,3.364691281149135e-08
1940,8.875240098404902e-08,2.2822046474857416e-08
1941,6.493305448884712e-08,3.836953510472085e-08
1942,6.068423630267716e-08,1.517105907566929e-08
1943,7.258088174921795e-08,2.322588166236983e-08
1944,7.069009200222354e-08,1.6065930807940276e-08
1945,9.149717072887142e-08,1.5249527862692958e-08
1946,8.909506732379668e-08,3.6194869323935563e-08
1947,7.510148947176276e-08,1.6689218895749036e-08
1948,9.0236667915633e-08,1.3046265401328583e-08
1949,7.068246077324147e-08,1.9634017078828947e-08
1950,8.933703554703243e-08,1.701657836861159e-08
1951,1.0661401717015906e-07,8.529121409139861e-09
1952,6.643226413416414e-08,1.370824520563474e-08
1953,7.54167928107563e-08,2.9089333608567358e-08
1954,8.795282724349818e-08,4.10446503451567e-08
1955,7.133061785680184e-08,4.129667274810345e-08
1956,6.279221764771137e-08,2.703553825256222e-08
1957,8.216584745923683e-08,1.8553580005686854e-08
1958,6.121459961150322e-08,2.5643954515430778e-08
1959,7.440718263751478e-08,1.6276571201956358e-08
1960,7.958958292419993e-08,2.7683332959327345e-08
1961,8.268309414916075e-08,3.404598203360365e-08
1962,6.84931293903901e-08,2.72704117065814e-08
1963,8.664511597089586e-08,2.8450633848819962e-08
1964,9.551830260079441e-08,2.798625509115027e-08
1965,7.168376470190196e-08,2.681301225493371e-08
1966,9.028691749790596e-08,2.7141465963609335e-08
1967,7.494109866001963e-08,1.873527466500491e-08
1968,7.231179210975824e-08,2.515192853991266e-08
1969,8.765592696136082e-08,2.4071315607443466e-08
1970,1.0669042183053534e-07,2.483311511980446e-08
1971,7.502060128672383e-08,2.8261185391897925e-08
1972,7.69522046084603e-08,2.5137719461554298e-08
1973,8.380069971281046e-08,2.9771300091852027e-08
1974,7.200731744205768e-08,2.700274492895005e-08
1975,8.224531455880424e-08,2.9128548462153958e-08
1976,1.0627159952036891e-07,2.742492810625663e-08
1977,9.1677797797729e-08,2.3507126911681553e-08
1978,8.138610496644105e-08,1.7821774278559133e-08
1979,9.714275961414387e-08,2.984506508596496e-08
1980,6.594774504264933e-08,2.2740602290127754e-08
1981,9.045535875884525e-08,1.771153890217647e-08
1982,8.255977945736959e-08,2.5450759721934446e-08
1983,8.651983307572664e-08,2.5892795463278162e-08
1984,6.378909489512807e-08,2.8995042811175153e-08
1985,6.61711396787723e-08,1.9249785765396155e-08
1986,8.032610310237942e-08,4.016305155118971e-08
1987,6.294141030593892e-08,3.238733015109574e-08
1988,6.476278002764957e-08,2.6984492862425213e-08
1989,8.232183290601824e-08,2.0854864501984594e-08
1990,7.628111120538961e-08,2.0704874259536155e-08
1991,6.388997064732393e-08,3.3996499837485317e-08
1992,8.926109273943439e-08,2.4243753671271406e-08
1993,7.644106148063656e-08,2.7142116110212555e-08
1994,6.540908970009696e-08,3.586950114708998e-08
1995,7.537206414554021e-08,2.982347879765257e-08
1996,7.68685310958972e-08,2.5622842514394506e-08
1997,7.480035435492027e-08,2.3494983736327413e-08
1998,9.202489081872045e-08,2.6224711291433778e-08
1999,7.449428096606425e-08,2.696418732739403e-08
2000,8.173358168050981e-08,4.859834490389403e-08
2001,8.10524198868734e-08,3.1982846593336944e-08
2002,8.543381824210883e-08,3.417352800738627e-08
2003,8.667199580258966e-08,3.791899771954377e-08
2004,8.325055489422084e-08,4.184551727348662e-08
2005,6.98081166206066e-08,4.77397463782836e-08
2006,8.153421759971025e-08,4.364963146485934e-08
2007,1.0185922860728169e-07,4.314037838071272e-08
2008,8.429730513626055e-08,4.3000142113669426e-08
2009,1.029929563856058e-07,4.815874277142029e-08
2010,9.636537612323082e-08,6.471596236679034e-08
2011,1.0324724541987962e-07,5.009403380995536e-08
2012,8.374461657467691e-08,6.025527454767143e-08
2013,1.0849696252535068e-07,7.084377529054109e-08
2014,1.0069319955618994e-07,7.557403591818002e-08
2015,1.1770015362344566e-07,6.937880669966034e-08
2016,1.1868778670987012e-07,7.208263497204825e-08
2017,1.0716504306174102e-07,6.968243582150535e-08
2018,1.0093534541510962e-07,8.493025660527564e-08
2019,1.0280480466917652e-07,8.545809038196239e-08
