year,mettant_VERB en_ADP,mettant_VERB dans_ADP
1800,1.8361920410825405e-06,1.3519907042791601e-06
1801,2.1764008359959064e-06,1.3025069165450986e-06
1802,2.092380611884437e-06,1.389698695675179e-06
1803,1.9366868242443047e-06,1.4139959603198804e-06
1804,1.9873682379767388e-06,1.0900862434937153e-06
1805,1.975800074660583e-06,1.1854799595312215e-06
1806,1.5244030144856424e-06,1.32268610286701e-06
1807,2.1038997886080324e-06,1.0391386240371503e-06
1808,1.9057682436596224e-06,1.4140301800580346e-06
1809,1.9924648881897156e-06,2.078308170894161e-06
1810,1.5398034034497243e-06,1.4181167671267758e-06
1811,1.9103925161800817e-06,1.5543876088486286e-06
1812,2.243122140921372e-06,1.2535879250208382e-06
1813,2.2833387962606366e-06,1.4436222954827826e-06
1814,2.404061383742828e-06,1.3404844594333554e-06
1815,2.1038342961077205e-06,1.0033671742348815e-06
1816,2.0464442869183586e-06,1.2607765711436514e-06
1817,2.187407246001527e-06,1.4416647218240541e-06
1818,1.9431520212886966e-06,9.739601409819443e-07
1819,1.8466273603578998e-06,1.1375803978808108e-06
1820,2.2581912775265778e-06,1.0003443549067015e-06
1821,2.1014830995369493e-06,1.039400899571774e-06
1822,1.924918265672204e-06,1.0556973393249791e-06
1823,2.334290721162091e-06,1.267948732674995e-06
1824,2.573492135837796e-06,1.088007707039651e-06
1825,2.1476474660886424e-06,9.192882544084569e-07
1826,2.4503811664189357e-06,9.609510698282975e-07
1827,2.449951170602205e-06,1.0682819038265734e-06
1828,2.127056679235295e-06,1.1217724704692955e-06
1829,2.48536368663288e-06,9.130432658821519e-07
1830,2.2000850155023954e-06,1.0645572956491378e-06
1831,2.2591657784509778e-06,9.292359095525171e-07
1832,2.3799217236941672e-06,9.403328817825241e-07
1833,2.072311085399292e-06,9.54491042648442e-07
1834,2.369103999200206e-06,7.990358312781609e-07
1835,2.047327882337413e-06,8.258891739387764e-07
1836,2.4967586362834027e-06,8.528631951776333e-07
1837,2.541717632809082e-06,8.412089869125339e-07
1838,2.574099591257095e-06,8.603476544521982e-07
1839,2.3113816727260428e-06,8.298881084556342e-07
1840,2.2287541199261796e-06,6.809196975154919e-07
1841,2.5322643963932023e-06,7.980742111612926e-07
1842,2.5867070654328472e-06,6.93634603976534e-07
1843,2.2989698251763002e-06,8.570928002882283e-07
1844,2.520347393897282e-06,7.288809342753666e-07
1845,2.470367004292484e-06,7.505406642849266e-07
1846,2.436643391945381e-06,8.535863003089617e-07
1847,2.247895604767791e-06,7.814780929038534e-07
1848,2.510109078812661e-06,7.482055934815435e-07
1849,2.50293114945066e-06,6.670014158771664e-07
1850,2.4616898492979544e-06,6.795784770474711e-07
1851,2.263753035691707e-06,7.281416287696629e-07
1852,2.3359836944791823e-06,7.76056992890517e-07
1853,2.548820567938037e-06,6.951328828108672e-07
1854,2.68044334106321e-06,8.126019110932248e-07
1855,2.6486923552226926e-06,8.177989911928307e-07
1856,2.7651368572634283e-06,9.184333862322092e-07
1857,2.6277162845644852e-06,8.449892447970342e-07
1858,2.8251190578032492e-06,7.198597700153186e-07
1859,2.8938822254076513e-06,8.152569535013754e-07
1860,2.538963919107573e-06,5.712325332751789e-07
1861,2.641882822729258e-06,7.172980645009375e-07
1862,2.4329355063912317e-06,7.504374934796942e-07
1863,2.560742100143898e-06,6.587904977095604e-07
1864,2.855260586187569e-06,7.609233421135286e-07
1865,2.717261313733843e-06,6.853165359643754e-07
1866,2.7417729171475003e-06,7.137854254324338e-07
1867,2.731647679610205e-06,7.322892656702606e-07
1868,2.9407069721543166e-06,6.58485191706859e-07
1869,2.759188344469976e-06,6.353458275043522e-07
1870,2.9627830429035384e-06,7.156093033700017e-07
1871,2.8995813750043453e-06,6.107176773184619e-07
1872,2.7539582632130077e-06,6.627884090448788e-07
1873,2.783492163871415e-06,7.428631647599104e-07
1874,2.925766136030461e-06,6.78715593949164e-07
1875,2.9488749788697532e-06,6.802895882174198e-07
1876,2.8150244766322885e-06,6.868272635074391e-07
1877,2.7373996509538756e-06,7.118723033272545e-07
1878,2.7320836935018633e-06,5.628430699289311e-07
1879,2.9104826211323598e-06,7.123473437786743e-07
1880,2.7141071115011073e-06,5.83382245622488e-07
1881,3.1055548035396896e-06,6.351954198180465e-07
1882,2.83652523513922e-06,7.234403369693609e-07
1883,2.9176388096630035e-06,6.300380732682243e-07
1884,2.9172898976526085e-06,6.331027293526859e-07
1885,2.860573083296458e-06,6.323168690869352e-07
1886,2.9821456273282365e-06,6.692242209282995e-07
1887,3.0228921730213187e-06,6.430990993067098e-07
1888,3.2064488983962747e-06,6.949313728910056e-07
1889,2.999747366061456e-06,6.722492003063962e-07
1890,3.1887090656823602e-06,7.006639179962804e-07
1891,3.268700002223568e-06,7.451463375218736e-07
1892,3.1386441499137163e-06,6.444030873353768e-07
1893,3.38836082747207e-06,6.337010631796147e-07
1894,3.1577013004380206e-06,7.001009976193018e-07
1895,2.981621584297045e-06,5.813981829305703e-07
1896,3.1790883419091642e-06,6.303923782979837e-07
1897,3.1901256960509272e-06,6.083088806008163e-07
1898,3.329941936414116e-06,6.823976264058729e-07
1899,3.398907892915304e-06,6.7878664822274e-07
1900,3.537183573598668e-06,6.135824719422089e-07
1901,3.5209055120333232e-06,6.672954100395145e-07
1902,4.017103069742234e-06,5.592813181465317e-07
1903,3.4604611656163797e-06,5.513624614650325e-07
1904,3.2736841788505444e-06,5.734725050388079e-07
1905,3.4319048047848355e-06,5.336224830898573e-07
1906,3.4671802993102574e-06,6.080426260268723e-07
1907,3.3860480606051624e-06,5.898841095586249e-07
1908,3.4969091018410836e-06,6.350426247081487e-07
1909,3.370452709816618e-06,6.298625976342009e-07
1910,3.6382976702498127e-06,5.819779858029506e-07
1911,3.6343475819933246e-06,5.256529789221531e-07
1912,3.7065032110206175e-06,6.042928362148814e-07
1913,3.805425375702498e-06,5.838591619067302e-07
1914,3.77495437220432e-06,5.437755703496805e-07
1915,3.470612458755795e-06,4.5709356299994397e-07
1916,3.8082544477902047e-06,5.06521985244035e-07
1917,3.6463361325900223e-06,4.956824000146298e-07
1918,3.854827774318892e-06,5.364137791730172e-07
1919,4.04777002671608e-06,5.764113097939116e-07
1920,3.834578123473875e-06,5.535301283998706e-07
1921,3.88633397818694e-06,4.755685267809895e-07
1922,3.7612715857449075e-06,4.4636510665441165e-07
1923,3.569081812315744e-06,4.925799999000446e-07
1924,3.844282311149527e-06,4.408935581068363e-07
1925,3.762476772806167e-06,5.378108767217782e-07
1926,3.668194107575573e-06,4.5476244281417166e-07
1927,3.525384926206243e-06,5.697253868675034e-07
1928,3.68375565074075e-06,5.244552880867559e-07
1929,3.637342590678827e-06,5.213710210227873e-07
1930,3.94200221620622e-06,5.241298026703589e-07
1931,4.126457909592318e-06,5.280680284158734e-07
1932,3.810630907707946e-06,4.624924372365058e-07
1933,4.156968167023933e-06,4.014731871393451e-07
1934,4.049774091186009e-06,3.6184371765557444e-07
1935,4.243953739546669e-06,4.72747217372671e-07
1936,4.305486271505288e-06,3.8556592585337057e-07
1937,4.595758305470099e-06,4.0039756754595146e-07
1938,4.41206247359105e-06,3.902529499555385e-07
1939,4.366451342718847e-06,4.7564498117935727e-07
1940,4.384368864407406e-06,4.031894889067189e-07
1941,4.055364705379816e-06,3.984528404998855e-07
1942,4.184178017396789e-06,5.158159979146149e-07
1943,4.363562332798665e-06,4.993564743926981e-07
1944,4.723383618454591e-06,3.855823251797119e-07
1945,4.404935040724922e-06,4.574858394335024e-07
1946,4.593964291643715e-06,4.120646792671323e-07
1947,4.618145410972829e-06,4.565693529912096e-07
1948,4.821682416888962e-06,4.1095736946772377e-07
1949,5.546609614270892e-06,4.751431958993635e-07
1950,5.011382313568902e-06,4.4136749011158827e-07
1951,5.046041422929193e-06,4.4351432393341383e-07
1952,5.201751790195885e-06,3.80667415811331e-07
1953,5.43431873722966e-06,4.557329020826728e-07
1954,5.551777718437734e-06,4.114237697194767e-07
1955,5.728974940666376e-06,3.5853022950504965e-07
1956,5.355653101446478e-06,4.072772981089656e-07
1957,5.7816484755335296e-06,3.1806135325496143e-07
1958,5.754999847340514e-06,3.490886797408166e-07
1959,5.50148094191627e-06,4.224157521548477e-07
1960,5.821805004302405e-06,4.6300374378915876e-07
1961,5.7676671545436875e-06,3.9187617062452773e-07
1962,5.820647515974997e-06,3.7861479995626723e-07
1963,5.9261378879682525e-06,3.446406253715395e-07
1964,5.81201477700688e-06,4.5082205701874045e-07
1965,5.729776539453724e-06,3.649852828857547e-07
1966,6.0575323317380025e-06,4.0546026980337047e-07
1967,5.747785401410965e-06,4.3633468749249005e-07
1968,6.075987585063558e-06,3.5302528544889356e-07
1969,5.909735335762889e-06,3.696990802382061e-07
1970,6.174248056822762e-06,3.237502426145511e-07
1971,6.217974615196908e-06,3.4427262107783463e-07
1972,6.709205990773626e-06,3.2576431863162725e-07
1973,6.874965293945934e-06,3.500884417917405e-07
1974,7.136600245871705e-06,2.8015347197651863e-07
1975,7.035972444668914e-06,3.209851797691954e-07
1976,7.483577462608082e-06,3.7480737091755145e-07
1977,7.4423563347636446e-06,2.9560212055912416e-07
1978,7.441184891376906e-06,3.3504935004202707e-07
1979,7.693589211044127e-06,2.785539265914849e-07
1980,8.038803130716587e-06,2.89374156636768e-07
1981,8.364274378891423e-06,2.7769161192736647e-07
1982,8.541522916516442e-06,2.948563633253798e-07
1983,8.691769821211892e-06,3.088189544087072e-07
1984,8.608628348838465e-06,2.853112164302729e-07
1985,8.901822710072338e-06,2.875436848626123e-07
1986,9.103824851308673e-06,2.76345787142418e-07
1987,8.96823483742537e-06,2.7437567950983066e-07
1988,9.155538108984729e-06,2.7164389848621795e-07
1989,8.868805451811568e-06,3.023955343905982e-07
1990,9.413089685494924e-06,2.707979547267314e-07
1991,9.863673284371544e-06,2.8310876132309204e-07
1992,9.525040212565727e-06,2.6888528736890294e-07
1993,9.799412168831623e-06,2.9745544338766194e-07
1994,1.002605331734685e-05,2.75351169420901e-07
1995,1.0437133241225638e-05,2.608198883535806e-07
1996,1.1201986680475784e-05,2.973317236865114e-07
1997,1.160700107050161e-05,2.9584498406620696e-07
1998,1.1456861045644473e-05,2.9133269663361716e-07
1999,1.155895277804575e-05,3.2631237445457373e-07
2000,1.1914989158867684e-05,2.8761385806319595e-07
2001,1.2358084376273837e-05,3.4480137856007786e-07
2002,1.261397468965697e-05,2.8521751005428087e-07
2003,1.3248731548287651e-05,3.104357517713652e-07
2004,1.3342553643269639e-05,3.087758670972107e-07
2005,1.349008110196337e-05,3.12560217707869e-07
2006,1.3668100052655063e-05,3.4219664257761906e-07
2007,1.2972471168382071e-05,3.0517821869580075e-07
2008,1.3137607567159648e-05,3.2186244425247423e-07
2009,1.2654306431159057e-05,3.433098640925891e-07
2010,1.2417907015560559e-05,3.986881438322598e-07
2011,1.1123551999503434e-05,4.317264483688632e-07
2012,1.0009184009618366e-05,4.3131882421221235e-07
2013,9.670733675193333e-06,4.434708955614042e-07
2014,8.419683553029245e-06,4.781302891387895e-07
2015,8.665479469982529e-06,4.903064905192878e-07
2016,8.122552451084175e-06,5.373055955715245e-07
2017,9.27732335753717e-06,4.258930061951105e-07
2018,8.910190373967453e-06,5.039022994424158e-07
2019,8.397341872523612e-06,4.98463009535044e-07
