year,hurlant_VERB en_ADP,hurlant_VERB dans_ADP
1800,0.0,3.144164484325529e-09
1801,0.0,2.6193008650921e-08
1802,0.0,0.0
1803,1.950339223455444e-09,1.1702034896643454e-08
1804,0.0,1.9774807569206132e-08
1805,2.842877711017877e-09,5.685755510853596e-08
1806,8.645007376628655e-09,4.3225035994964855e-08
1807,0.0,5.693910232196231e-09
1808,2.039466551195801e-08,6.798221985349073e-09
1809,0.0,2.259030518203531e-09
1810,0.0,6.552354792077608e-08
1811,0.0,4.262030373070047e-08
1812,0.0,0.0
1813,0.0,2.8757416004054903e-08
1814,0.0,9.440030979135372e-09
1815,2.697223555614414e-09,1.0788894222457657e-08
1816,0.0,9.270415546325239e-09
1817,7.784366928831332e-09,1.556873407970727e-09
1818,7.152706427149269e-09,1.1921177378582115e-09
1819,8.280840013696888e-09,4.140420006848444e-09
1820,1.1866481131050932e-09,7.119888678630559e-09
1821,4.930744257336528e-09,7.88919063410276e-09
1822,0.0,4.010246357211145e-09
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,8.421112696055388e-10,1.431589158329416e-08
1825,2.641632912414593e-09,1.4088708866211164e-08
1826,2.642395191543301e-09,1.145037931138404e-08
1827,1.8434546111834038e-09,1.8434546111834038e-09
1828,1.8344602503717056e-09,3.668920500743411e-09
1829,0.0,1.2002446148073886e-08
1830,1.1480519646056564e-08,2.2961039292113128e-08
1831,1.091384405071949e-08,2.9623292263636358e-08
1832,0.0,4.8707889277466165e-08
1833,1.50587169400751e-08,2.0850531967653296e-08
1834,1.8669061851994684e-09,1.5868701908061666e-08
1835,0.0,9.075705520444899e-09
1836,2.016224964762614e-09,1.747394939854985e-08
1837,6.957890930081589e-10,3.131051051763478e-08
1838,3.787297142565649e-09,2.7142295522253335e-08
1839,6.9914751765765e-10,3.5656523067473245e-08
1840,3.821813088222825e-09,1.6561189752906103e-08
1841,1.926164561183441e-09,1.9903700021473014e-08
1842,8.049918065466954e-09,2.2808101185489704e-08
1843,1.1813822142769936e-09,2.7762482091020502e-08
1844,2.7442805805577564e-09,1.4819115712327857e-08
1845,0.0,2.0088821273134272e-08
1846,2.9272506640865004e-09,1.1123552745573306e-08
1847,1.0786447290911383e-09,2.588747349818732e-08
1848,1.6090443422100975e-09,1.528592186161859e-08
1849,2.513824481908955e-09,1.256912263158938e-08
1850,6.1100964288129944e-09,2.3761487000228954e-08
1851,2.579775504329973e-09,4.127640806927957e-08
1852,1.3021090872200602e-09,1.9531636752390114e-08
1853,2.388772735173461e-09,2.508211416341055e-08
1854,2.5978321716024766e-09,1.1430461743788811e-08
1855,6.368324534378189e-09,2.4942604426314574e-08
1856,0.0,6.73034605824796e-09
1857,1.9526036343364694e-09,2.0990489346672803e-08
1858,2.936205500958522e-09,1.663849857891364e-08
1859,2.5460866748261424e-09,2.5460867192350634e-08
1860,4.577183909670879e-10,1.1900677776566226e-08
1861,9.431927239234028e-09,2.6880993708733314e-08
1862,9.035972525772706e-10,2.5752521892741242e-08
1863,6.992469103739296e-09,1.9479021062807078e-08
1864,5.753673537611803e-09,1.1507347075223606e-08
1865,3.765475486972036e-09,1.694463991341877e-08
1866,5.352174259343201e-09,2.4814625021463144e-08
1867,3.88224918879132e-09,1.552899675516528e-08
1868,2.4699371437009177e-09,1.778354707937524e-08
1869,4.395167341186834e-09,1.1720445947105418e-08
1870,5.734048791339319e-09,2.8096838633473453e-08
1871,0.0,2.6552942955504477e-08
1872,5.442605477412599e-09,1.0885210843802895e-08
1873,1.1972008939764578e-09,1.9753814750611554e-08
1874,2.987304570378768e-09,1.7923827755339516e-08
1875,8.58229043387837e-09,1.7736734747586524e-08
1876,2.418405919968336e-09,2.539326260375674e-08
1877,1.2369632429454214e-08,7.421779191219002e-09
1878,1.8117265465633636e-09,8.454723976480949e-09
1879,0.0,1.4662380642960215e-08
1880,0.0,3.2089232604448625e-08
1881,1.3945015142624584e-09,2.2312024727799695e-08
1882,6.655385131892899e-09,1.2645231528551903e-08
1883,3.159669414998234e-09,2.401348808689363e-08
1884,1.3203393933736152e-09,3.1688145440966764e-08
1885,1.0313017162477678e-08,3.093905048823231e-08
1886,1.936039106809062e-09,4.001147502208369e-08
1887,1.9586774424595887e-09,1.697520346510828e-08
1888,6.974675947901687e-09,1.9655905125759432e-08
1889,3.759081934617825e-09,1.8795409673089125e-08
1890,1.3108772956016423e-09,1.1797895993481688e-08
1891,5.736798147637501e-09,3.059625441892422e-08
1892,8.775916882086676e-09,1.8178685001757344e-08
1893,2.463366621796581e-09,1.6627724974682678e-08
1894,8.822155450616265e-09,1.5123694296903523e-08
1895,8.426059849853118e-09,1.0833506536300774e-08
1896,2.358811590497112e-09,2.7716035688740703e-08
1897,9.322741689743452e-09,1.2236098356765979e-08
1898,3.3950129374460403e-09,1.3014216371232123e-08
1899,4.4220627160029835e-09,3.427098604902312e-08
1900,4.1528426253378825e-09,1.4015843263770478e-08
1901,5.588738916095792e-10,2.9061443140854237e-08
1902,5.4013122863239005e-09,1.718599307309887e-08
1903,4.860198465905796e-09,2.322094760920379e-08
1904,1.0749250378694342e-09,1.6123875568041512e-08
1905,5.160759042333041e-09,1.9610885193532823e-08
1906,2.572092316910357e-09,3.6009292436745e-08
1907,2.057137349353866e-09,2.6228502036929058e-08
1908,5.893666887857307e-09,2.504808449543816e-08
1909,4.950885035270858e-09,4.3457770160237885e-08
1910,2.137660271017694e-09,2.1376603487333057e-08
1911,3.1922244847493175e-09,2.128149745317387e-08
1912,5.2094213387476884e-09,2.292145262483558e-08
1913,5.302989602995467e-09,1.749986566768058e-08
1914,1.3393487430235496e-09,2.4108278040557707e-08
1915,0.0,1.8849218963445935e-08
1916,1.0987462051303964e-09,2.0876177231343718e-08
1917,3.289927441585405e-09,2.3029491202919417e-08
1918,1.8378202071289707e-08,2.1824114071478107e-08
1919,5.524709134618888e-09,2.9465114403937065e-08
1920,1.514446346106979e-08,1.2872793941909322e-08
1921,1.3630945761011759e-08,2.499006690470651e-08
1922,1.0329110011753073e-08,2.87739485571592e-08
1923,7.431163684401554e-09,3.8217415010421973e-08
1924,5.156649773851996e-09,4.125319807979366e-08
1925,7.698724324711748e-09,2.3096173862313663e-08
1926,1.1146138456652466e-08,2.3406890647947876e-08
1927,3.3447675740205796e-09,3.2332753363562006e-08
1928,1.1426041446327417e-08,2.170947854818195e-08
1929,8.912325100141061e-09,2.0052731031228177e-08
1930,1.1553964007759987e-08,3.256117209193832e-08
1931,5.7026783295555106e-09,3.4216069089154644e-08
1932,2.1919073223131136e-09,3.287861005674131e-08
1933,2.2941324395731044e-09,1.8353059516584835e-08
1934,3.5944740517379614e-09,2.7557634396657704e-08
1935,4.787313656606784e-09,2.5133395809007197e-08
1936,1.2124714565686645e-09,2.424942913137329e-08
1937,5.0364472592434595e-09,3.021868266728234e-08
1938,1.2965214679638848e-08,1.2965214679638848e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,3.5418032950929046e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,1.089252066321933e-08,5.010559434026618e-08
1946,8.352662561605939e-09,4.733175362758857e-08
1947,1.1920871401116528e-08,2.9802176726434482e-08
1948,1.9569398546082084e-08,5.0010683594337024e-08
1949,1.3743811422273211e-08,2.8469324453439526e-08
1950,8.508289184305795e-09,2.7651939404904624e-08
1951,5.330700769690111e-09,2.6653505291740487e-08
1952,8.435843135146115e-09,4.5342655852209646e-08
1953,3.232148326759443e-09,4.3095308654983455e-08
1954,4.886268278880834e-09,2.4431340284181147e-08
1955,6.569925492527773e-09,2.7218263198847126e-08
1956,6.104799110673298e-09,2.8779766569897447e-08
1957,7.068030161150318e-09,3.8874166108371355e-08
1958,9.926692356998501e-09,2.150783356968944e-08
1959,5.425523585955716e-09,2.9452841943111707e-08
1960,5.536666680683311e-09,3.668041514970355e-08
1961,4.86371165564492e-09,3.54356138876355e-08
1962,6.976152100435229e-09,3.488076105728766e-08
1963,7.1126584622049904e-09,3.362347633650842e-08
1964,1.034274621503073e-08,4.441296908019865e-08
1965,1.0396882466068291e-08,3.885150923199632e-08
1966,1.1632056873267516e-08,3.5450079760579456e-08
1967,1.0846738118797106e-08,3.1061113570096666e-08
1968,1.0779398235127857e-08,4.311759210784416e-08
1969,5.450109252791435e-09,3.4063184689570036e-08
1970,4.1388523719376735e-09,3.0351586133292585e-08
1971,8.221435976452085e-09,4.6245578477766e-08
1972,1.4364410994005539e-08,4.00151456414477e-08
1973,6.064523994098181e-09,4.6862232427891115e-08
1974,6.750686232237513e-09,5.119270257702979e-08
1975,1.028066431985053e-08,3.655347224906791e-08
1976,6.856232415142216e-09,3.5423866506789636e-08
1977,9.402850942308305e-09,2.9971587878208084e-08
1978,1.4851478602473378e-08,3.801978465389766e-08
1979,6.43717057435822e-09,3.803782533395861e-08
1980,1.0801786187730755e-08,5.17348715534105e-08
1981,1.3916208740916147e-08,3.289285782637208e-08
1982,6.20750217894539e-09,4.2831764801576355e-08
1983,1.0104505676622466e-08,4.294415045791311e-08
1984,9.858314165001048e-09,4.697196898106881e-08
1985,7.820225467192188e-09,4.571824030463745e-08
1986,4.7955883708539204e-09,4.196139885559447e-08
1987,9.166225112267057e-09,3.544273641242768e-08
1988,1.019414141989472e-08,3.537966714040053e-08
1989,3.2928733073589456e-09,4.5002600090882083e-08
1990,8.717841781802349e-09,3.7595690116631886e-08
1991,1.6998249918742658e-08,5.099474825742689e-08
1992,7.162927251336271e-09,3.856960772985474e-08
1993,1.2740176913439427e-08,4.9852867889388364e-08
1994,1.1077346151466827e-08,4.0616935592652226e-08
1995,1.3013881527967897e-08,4.554858779037829e-08
1996,1.0676184380997711e-08,4.4306165847274315e-08
1997,1.0548768192286673e-08,4.9387411715784424e-08
1998,9.059445638115449e-09,4.625085181508837e-08
1999,1.1425502988160474e-08,3.930372988181219e-08
2000,1.6346716091852898e-08,5.6550803373411895e-08
2001,2.0153573560000027e-08,4.687896504318445e-08
2002,1.0953053575235572e-08,5.8270244962521645e-08
2003,1.83344603943425e-08,4.333599923356246e-08
2004,1.629772833355858e-08,4.9774142862890614e-08
2005,1.3511249230546696e-08,4.0533746248350155e-08
2006,1.5647981910227315e-08,5.476793524250567e-08
2007,1.3581230584591708e-08,6.550946524130907e-08
2008,1.404955107808803e-08,7.152498360252224e-08
2009,1.430457796658402e-08,8.24897319340323e-08
2010,2.0312309889636282e-08,1.110091354394882e-07
2011,3.365095310736699e-08,1.3230942730313444e-07
2012,3.165954887140998e-08,1.725956166875875e-07
2013,3.8489925913154366e-08,1.8436116588915752e-07
2014,3.421403460546202e-08,1.8384629152379262e-07
2015,3.391360225979412e-08,1.567118732559436e-07
2016,3.3141440092254726e-08,1.6156453064297693e-07
2017,3.7231047800290185e-08,1.620053695639001e-07
2018,4.362678840408307e-08,1.8509115995435366e-07
2019,4.2856595827700517e-08,1.6785499101779067e-07
