year,serait_VERB en_PRON,serait_VERB dans_ADP
1909,9.791750699150725e-08,1.121100467571523e-06
1910,1.1810573141701752e-07,1.0405061630081036e-06
1911,1.2556083106574079e-07,1.0810999810928479e-06
1912,1.0106277414934084e-07,1.0700151733544772e-06
1913,1.214384610648267e-07,1.101961288441089e-06
1914,1.1317496984020181e-07,1.0600945188343758e-06
1915,1.284103063881048e-07,1.0508439345358056e-06
1916,9.55909200683891e-08,1.0328213875254733e-06
1917,1.1843738434436091e-07,1.1098021559519111e-06
1918,1.0682330042754984e-07,1.1141785307700047e-06
1919,9.668240608107226e-08,1.0285166354151443e-06
1920,1.0298235508798825e-07,1.0949447641905863e-06
1921,1.1964941393216577e-07,1.0177772082897718e-06
1922,1.1362020302385645e-07,1.098574557545362e-06
1923,1.1996021953564195e-07,9.108483709496795e-07
1924,9.797634703545555e-08,1.1305954785711947e-06
1925,1.1878032069034816e-07,9.854367135631037e-07
1926,1.248367453854371e-07,9.463071819482138e-07
1927,1.103773286104115e-07,1.0379928880865918e-06
1928,7.655447831211859e-08,9.209389304487559e-07
1929,9.91496165170247e-08,9.5584687187511e-07
1930,9.138135226294253e-08,9.600294106348883e-07
1931,9.58049923838189e-08,1.036746880345163e-06
1932,1.249387224788734e-07,9.951259016816039e-07
1933,1.192948815287309e-07,9.509179221822706e-07
1934,8.626737724171107e-08,1.0495864444237668e-06
1935,9.574627313213568e-08,9.179673838843883e-07
1936,1.0427254437672673e-07,8.4145517575962e-07
1937,7.680581859403901e-08,8.624916176813713e-07
1938,7.519824407609121e-08,9.270128202842898e-07
1939,8.870549095263414e-08,9.558781357554835e-07
1940,7.86092684279538e-08,9.027386909110646e-07
1941,6.493305448884712e-08,9.739958386489889e-07
1942,6.675266206457309e-08,9.77016156866739e-07
1943,1.0161323160673419e-07,8.854867132868094e-07
1944,8.996921252446555e-08,8.675602884977707e-07
1945,1.5903079031431844e-07,9.71612848843506e-07
1946,1.0440827935553898e-07,9.090480830309389e-07
1947,1.1682453759931377e-07,9.131387059824192e-07
1948,1.4024735150997003e-07,8.773613444645889e-07
1949,1.0798709126902395e-07,7.598364391014911e-07
1950,1.2337019938968297e-07,8.295581892525661e-07
1951,1.6098717026125087e-07,9.499308930571715e-07
1952,1.1810180211568877e-07,9.047441835718928e-07
1953,1.4867882214275596e-07,8.586740705140983e-07
1954,1.2899747048322752e-07,8.472788977087475e-07
1955,1.4266123571360367e-07,8.02469457994448e-07
1956,1.42154604532152e-07,8.006007874428178e-07
1957,1.5726367053048307e-07,7.412596687572659e-07
1958,1.2904699531191e-07,8.611405633018876e-07
1959,1.1083569262382298e-07,8.084030014288146e-07
1960,1.377245837375085e-07,8.298079023916216e-07
1961,1.1950834277740796e-07,8.171035119630687e-07
1962,1.6235408395459672e-07,7.902077641119831e-07
1963,1.4483958921118756e-07,7.403630775115744e-07
1964,1.3019692346460943e-07,8.5844794739387e-07
1965,1.3789549768716824e-07,7.584251875414338e-07
1966,1.6118707435452961e-07,7.59961039875634e-07
1967,1.3903546403071232e-07,7.701183903918718e-07
1968,1.3788645958356938e-07,8.111496754281688e-07
1969,1.698617353440568e-07,1.0555045264482033e-06
1970,1.5129805319702427e-07,8.903131742954429e-07
1971,1.7830238618898875e-07,7.83091763878474e-07
1972,1.446701389795635e-07,8.187714115592826e-07
1973,1.4885650045926013e-07,7.889394737503608e-07
1974,1.3838906909313664e-07,7.763288749629282e-07
1975,1.6791751988876058e-07,6.996563115535537e-07
1976,1.7426256704311527e-07,8.010364922483859e-07
1977,2.0451200555271498e-07,7.381237878689717e-07
1978,1.7940585905762418e-07,7.48514537463052e-07
1979,1.8901873488630372e-07,7.95283199295227e-07
1980,1.637323379100053e-07,7.47028821024287e-07
1981,1.929292636759783e-07,7.287032985914266e-07
1982,1.8808731283570523e-07,8.169072884811612e-07
1983,1.9956398489284766e-07,7.508911039622035e-07
1984,2.0702459835320042e-07,7.712681053817505e-07
1985,1.8347452623856952e-07,7.657805554117658e-07
1986,1.9182353128144314e-07,7.535068107245024e-07
1987,2.1876724076719256e-07,7.705739903940412e-07
1988,1.8709248195136752e-07,7.411740625684615e-07
1989,2.1513439207865304e-07,7.502263201786263e-07
1990,1.825298028279576e-07,7.649906024198572e-07
1991,2.2449411574143596e-07,7.391307690340909e-07
1992,1.9450102684004378e-07,7.427404966620088e-07
1993,2.3153887696025777e-07,7.41699864192924e-07
1994,2.0413965273746726e-07,7.933489882816502e-07
1995,2.0659537369738246e-07,7.558896299997286e-07
1996,2.3701129236997076e-07,8.04450507985166e-07
1997,2.4693707700862433e-07,7.9259604035542e-07
1998,2.1504263258975698e-07,7.471658705071604e-07
1999,2.408496015959827e-07,7.865316433708358e-07
2000,2.602220661174215e-07,7.660866572223313e-07
2001,2.1511749537239666e-07,7.934374366413977e-07
2002,2.3395722337227198e-07,7.413026992253435e-07
2003,2.5168213824144914e-07,8.067162866609578e-07
2004,2.382992079219548e-07,7.404453867820848e-07
2005,2.4275209398183506e-07,8.17430532151775e-07
2006,2.1865994881409279e-07,8.24401581667189e-07
2007,2.2169361102442053e-07,8.108793281280668e-07
2008,2.1202049538260326e-07,7.893293059169082e-07
2009,2.274427828297121e-07,8.353873113264854e-07
2010,2.1729448462792789e-07,9.003549621411366e-07
2011,1.8928660949768528e-07,8.152708232955774e-07
2012,1.7293604059887002e-07,9.031482477439567e-07
2013,1.5479643877824856e-07,9.435610195396293e-07
2014,1.5136461684051028e-07,1.002168005470594e-06
2015,1.4984050267230486e-07,9.73298256212729e-07
2016,1.4333673448163609e-07,1.044369696501235e-06
2017,1.4540233905790956e-07,9.544229442326468e-07
2018,1.559205884404946e-07,9.948972774509457e-07
2019,1.428553133564492e-07,9.680998118710704e-07
