year,plongeant_VERB en_ADP,plongeant_VERB dans_ADP
1915,9.424609537234119e-09,5.454492643108821e-07
1916,2.8567401555434913e-08,5.86730461549223e-07
1917,6.57985488317081e-09,6.338593578902874e-07
1918,1.2635013924011673e-08,6.16818415899445e-07
1919,1.6574126959767455e-08,7.218953028687025e-07
1920,2.1959472462640406e-08,6.534835872429312e-07
1921,3.180553775905537e-08,7.625756635043501e-07
1922,3.024953487695825e-08,8.012437664461913e-07
1923,2.3355085421172816e-08,6.348337175943186e-07
1924,3.480738541838946e-08,7.18063471683017e-07
1925,3.849362140151413e-08,5.961012217170492e-07
1926,2.1177663400706592e-08,6.420175653332194e-07
1927,4.236705486437842e-08,5.697253877556818e-07
1928,3.085031252680892e-08,6.501417497695172e-07
1929,2.0052731031228177e-08,6.439155004756003e-07
1930,1.1553964007759987e-08,6.890363846157044e-07
1931,2.9653927313688655e-08,6.694944563179206e-07
1932,1.753525857850491e-08,6.838750747917288e-07
1933,6.53827711971644e-08,6.79063214992226e-07
1934,2.3963160344919743e-08,6.458071819537281e-07
1935,3.8298509252854274e-08,6.941604606680585e-07
1936,5.334874364493203e-08,6.098731626380527e-07
1937,1.76275650742852e-08,6.622928045985077e-07
1938,1.9447821797413667e-08,6.690050460278485e-07
1939,2.7529290846928234e-08,6.041149758218012e-07
1940,2.5357829613881222e-08,5.325144303292006e-07
1941,2.6563522936839945e-08,7.172151166301433e-07
1942,5.158160121254696e-08,6.250476243252479e-07
1943,5.516146828199453e-08,7.287120400434333e-07
1944,2.2492303131116387e-08,6.36210870652576e-07
1945,2.832055301382752e-08,6.099811109550046e-07
1946,3.897909284233947e-08,5.721573632655463e-07
1947,2.7418003867296648e-08,7.665120218547372e-07
1948,2.391815279167986e-08,6.273079549146132e-07
1949,2.3560819073509265e-08,4.928138208626365e-07
1950,1.4889505850490536e-08,6.413122761728118e-07
1951,2.132280330080505e-08,5.69318836518562e-07
1952,4.007025411478793e-08,6.17925532075958e-07
1953,2.2625038065271497e-08,5.904057438499422e-07
1954,3.0294863506696856e-08,5.472620348001556e-07
1955,4.411235821066839e-08,5.922318599971277e-07
1956,4.186147961604547e-08,5.546646022480672e-07
1957,3.26896383850972e-08,6.007825765763641e-07
1958,2.6471179914722143e-08,5.616853524514909e-07
1959,3.100299039715537e-08,4.983731001217961e-07
1960,3.114374941270981e-08,4.872266634592393e-07
1961,2.431855783413539e-08,5.169430306040113e-07
1962,3.0441391629665304e-08,5.397005082841133e-07
1963,3.750310795247458e-08,5.043521360548198e-07
1964,2.981144553437787e-08,4.283113836933694e-07
1965,1.8057743744748223e-08,4.963143425129601e-07
1966,2.2156299128717194e-08,4.381408134079834e-07
1967,1.8735275053582967e-08,4.757773970354151e-07
1968,2.3355362505084187e-08,4.486924369828671e-07
1969,1.8167030546578644e-08,3.2564403174006884e-07
1970,2.3453497283165703e-08,3.4306489204993795e-07
1971,1.849823050292798e-08,3.2217751089191893e-07
1972,1.539044092169206e-08,3.6167535810704976e-07
1973,1.268036875501366e-08,3.5394766850771475e-07
1974,2.1377172976233538e-08,3.358466376113256e-07
1975,2.1703624675240007e-08,3.055641801807951e-07
1976,1.3712464885795583e-08,3.4909648283232286e-07
1977,2.7033196681180982e-08,3.191092474708057e-07
1978,1.900989232694883e-08,3.956433709539908e-07
1979,1.5215131043966323e-08,3.9383780325863427e-07
1980,2.2740603233817325e-08,3.18936955956417e-07
1981,2.6567307243041682e-08,3.447424496982876e-07
1982,1.862250609274696e-08,3.662426326656032e-07
1983,1.894594836571173e-08,3.890234747672139e-07
1984,1.3917620222958504e-08,4.001315989654586e-07
1985,2.346067662362117e-08,3.657459197725643e-07
1986,1.4386765556650971e-08,3.632658254204557e-07
1987,1.3443797020062931e-08,3.5626060945759264e-07
1988,1.7390005768724848e-08,3.513980564306962e-07
1989,2.798942233539492e-08,3.3971477186867105e-07
1990,3.0512445015062895e-08,3.427201429317961e-07
1991,2.05151273746651e-08,3.751337693813639e-07
1992,2.2039777225479895e-08,3.807371289354933e-07
1993,1.7725463097306715e-08,3.6060239949620154e-07
1994,1.687976503017552e-08,3.8823459469483623e-07
1995,2.4943273224664608e-08,4.077682937975169e-07
1996,1.9217132107840484e-08,4.3291927909194783e-07
1997,2.3494982404059783e-08,4.200327570202944e-07
1998,2.1933394878104195e-08,4.019532839905082e-07
1999,2.010888425219015e-08,4.2091551666345595e-07
2000,1.590491294223284e-08,4.285490540212322e-07
2001,1.9715453047908227e-08,4.284825250167046e-07
2002,1.7963007747923143e-08,4.6090449856706073e-07
2003,1.7084383518994883e-08,4.950304353101842e-07
2004,1.7178685862706544e-08,4.699912299344078e-07
2005,1.3961624190095279e-08,4.72443344889939e-07
2006,2.5119129165585008e-08,5.176187833910717e-07
2007,2.1570189551178842e-08,5.839929073658823e-07
2008,3.363377326648376e-08,6.51388248229523e-07
2009,3.4807805082692767e-08,7.061693354515342e-07
2010,3.495606937242712e-08,7.973762841118059e-07
2011,4.168129619230854e-08,8.477746060719937e-07
2012,5.004251513174296e-08,8.874887065246639e-07
2013,6.052401246847694e-08,9.402140239700429e-07
2014,6.193173174295907e-08,9.579929685088473e-07
2015,7.226035836360722e-08,1.018516442741202e-06
2016,6.110453254493109e-08,1.0545191777566743e-06
2017,7.244960631425101e-08,1.0613363912170826e-06
2018,6.479481484689131e-08,1.1257776044715229e-06
2019,6.122370566075119e-08,1.0535578915948918e-06
