year,eût_VERB écrit_VERB,eût_VERB ecrit_VERB,eût_VERB décrit_VERB
1800,4.08741385626854e-07,3.144164484325529e-09,1.8864987794131594e-08
1801,2.0001934331048687e-07,0.0,0.0
1802,1.9021641151084623e-07,0.0,3.1329761895904085e-08
1803,2.6719646939454833e-07,0.0,2.5354410126965377e-08
1804,4.4493316408988903e-07,2.4718509461507665e-09,0.0
1805,3.0703080255989335e-07,0.0,2.842877711017877e-09
1806,3.5156364219801617e-07,2.881669125542885e-09,1.152667650217154e-08
1807,2.7046073114433966e-07,0.0,2.2775640928784924e-08
1808,2.8552531716741214e-07,0.0,2.4926814390369145e-08
1809,4.382519307455368e-07,0.0,2.710836710662079e-08
1810,3.7208016578915704e-07,2.3401267590372754e-09,2.3401267590372754e-09
1811,4.3121721660099865e-07,0.0,2.5070768572277302e-08
1812,4.88099090034666e-07,0.0,0.0
1813,4.888760827270744e-07,0.0,4.601186631703058e-08
1814,2.3285410577500443e-07,0.0,1.8880061958270744e-08
1815,2.4275013288388436e-07,2.697223555614414e-09,4.045835311217161e-08
1816,4.125334953641868e-07,0.0,0.0
1817,3.26943421669057e-07,0.0,1.0898113522728181e-08
1818,3.516747426601796e-07,0.0,1.5497530370112145e-08
1819,3.374442201220518e-07,0.0,1.0351049795076506e-08
1820,3.465012525794009e-07,1.1866481131050932e-09,1.0679833017945839e-08
1821,4.151686709974456e-07,0.0,1.972297702934611e-08
1822,4.822321102437854e-07,0.0,1.4035862250239006e-08
1823,3.557767342954321e-07,0.0,3.9530747564242574e-09
1824,3.200022717919637e-07,0.0,6.736890156844311e-09
1825,4.4643596197602164e-07,0.0,2.4655239627691117e-08
1826,2.71285927055942e-07,0.0,7.0463874735082754e-09
1827,3.4472600418666843e-07,1.8434546111834038e-09,8.295545583791863e-09
1828,3.5955420685240824e-07,9.172301251858528e-10,2.2013523448549677e-08
1829,3.283526552877447e-07,0.0,1.628903412154159e-08
1830,2.5778984991120524e-07,1.0436835840010872e-09,1.0436835840010872e-09
1831,3.4768390833050944e-07,0.0,2.6505050598757407e-08
1832,2.5030442429851973e-07,0.0,2.705993873419743e-09
1833,2.536814633913309e-07,2.3167257001688313e-09,1.7375443306377747e-08
1834,2.8283628239478276e-07,0.0,9.334530925997342e-10
1835,2.15547999005139e-07,7.563087933704082e-10,2.7983425354705105e-08
1836,2.399307845735166e-07,0.0,1.747394939854985e-08
1837,2.5187566166096076e-07,0.0,1.3219993100221927e-08
1838,2.682668878151162e-07,6.312161904276081e-10,2.5248647617104325e-09
1839,1.9576130227960675e-07,6.9914751765765e-10,1.3283802502428443e-08
1840,3.6434619232750265e-07,6.369688665408546e-10,1.4013314952876499e-08
1841,3.1203865091811167e-07,6.420548537278137e-10,3.852329122366882e-09
1842,2.414975313058676e-07,0.0,4.024959032733477e-09
1843,2.557692369009601e-07,0.0,0.0
1844,2.876006135466014e-07,0.0,3.841992946007622e-09
1845,2.2767329710404738e-07,1.1160455892778032e-09,1.1160455670733427e-08
1846,3.190703239397408e-07,0.0,1.5807152919933287e-08
1847,2.842228923327639e-07,0.0,1.4022381478184798e-08
1848,1.5366373418146395e-07,0.0,1.126331028444838e-08
1849,2.002680190571482e-07,0.0,5.02764896381791e-09
1850,2.5119285851360473e-07,0.0,4.752297222410107e-09
1851,2.225056334737019e-07,0.0,6.449438760824933e-09
1852,2.6042181389129837e-07,0.0,1.3021090872200602e-09
1853,2.484323715634673e-07,0.0,1.911018188138769e-08
1854,2.769289153548016e-07,0.0,1.558699302961486e-08
1855,3.269073260980804e-07,0.0,9.021793090369101e-09
1856,2.9044031180092134e-07,0.0,5.694908100650764e-09
1857,2.9533129008996184e-07,0.0,3.905207268672939e-09
1858,2.554498905738001e-07,0.0,8.808616946964776e-09
1859,2.0979754822292307e-07,5.092173349652285e-10,1.5276519604867644e-08
1860,2.2519745357385546e-07,0.0,9.154367819341758e-10
1861,2.6833833999262424e-07,0.0,3.3011746669586728e-09
1862,2.963799090593966e-07,0.0,6.776979422085105e-09
1863,3.181573333677079e-07,0.0,6.493007020935693e-09
1864,2.493258648428309e-07,0.0,3.835782358407869e-09
1865,2.508747911633691e-07,0.0,8.943004559114343e-09
1866,3.4351228350715246e-07,4.865612912574591e-10,3.4059290943133647e-09
1867,2.1061201493921544e-07,0.0,1.358787216076962e-08
1868,2.519335851047799e-07,0.0,7.903798504571569e-09
1869,2.1682825490643154e-07,0.0,2.9301114867763545e-09
1870,2.0527895117083972e-07,0.0,9.747882501187632e-09
1871,2.2941742372495355e-07,1.0621177271019633e-09,3.18635318130589e-09
1872,2.025858663046165e-07,0.0,1.8142017887967654e-09
1873,2.0053114724305487e-07,0.0,6.584604861359367e-09
1874,2.2643769170827e-07,0.0,4.779687312606029e-09
1875,2.7577760874919477e-07,0.0,6.293679799540541e-09
1876,2.5211880938513787e-07,0.0,1.0278225381910033e-08
1877,2.3007515892459196e-07,0.0,7.421779191219002e-09
1878,2.07744648150765e-07,0.0,1.4493812372506909e-08
1879,2.6881031089942553e-07,0.0,7.331190321480108e-09
1880,2.0537108014195837e-07,0.0,9.626769603698904e-09
1881,2.2102848618033022e-07,1.3945015142624584e-09,6.2752567586699115e-09
1882,2.2295540702543803e-07,0.0,5.989846840748214e-09
1883,1.9084403390934312e-07,0.0,9.479008689083912e-09
1884,1.624017471613115e-07,0.0,1.0562715146988921e-08
1885,1.907908142584347e-07,0.0,1.0313017106966527e-08
1886,1.490750207722158e-07,0.0,1.2906927748801422e-09
1887,1.1947932421207952e-07,0.0,3.264462256069578e-09
1888,1.9529093719938828e-07,0.0,4.4384300679212174e-09
1889,1.9609878165738337e-07,0.0,2.5060546970934183e-09
1890,1.9335439560563827e-07,0.0,9.176140736144589e-09
1891,1.5043158896332898e-07,0.0,7.649063604731055e-09
1892,1.7739890267876035e-07,1.2537024751679837e-09,5.014809900671935e-09
1893,1.5950298859479517e-07,6.158416554491453e-10,1.4164357686752282e-08
1894,1.6131940583363757e-07,0.0,1.827446460822557e-08
1895,2.0041986203978013e-07,0.0,1.023164486468886e-08
1896,1.515536496299319e-07,0.0,1.1794058174530164e-08
1897,1.0371550018817288e-07,0.0,9.322741689743452e-09
1898,1.7654066652994516e-07,0.0,7.355861253444118e-09
1899,1.901486967881283e-07,0.0,7.185851913504848e-09
1900,1.59365328045169e-07,0.0,3.114631885736685e-09
1901,1.8386951694537856e-07,0.0,8.38310842965484e-09
1902,1.266853217885e-07,0.0,4.419255628107521e-09
1903,1.5174619250046817e-07,0.0,2.7001101354784396e-09
1904,1.4511488188873045e-07,0.0,4.837162670412454e-09
1905,1.6256390722446667e-07,0.0,9.28936660926638e-09
1906,1.6770042066127644e-07,0.0,2.572092316910357e-09
1907,1.2599966225934622e-07,0.0,1.5428529565042481e-09
1908,1.6600495200691512e-07,0.0,1.4734167219643268e-09
1909,1.6117881784794008e-07,0.0,3.300590023513905e-09
1910,1.8490761988232407e-07,0.0,5.344150677544235e-10
1911,1.6386752577091102e-07,0.0,3.1922244847493175e-09
1912,1.7086901493712503e-07,0.0,5.209421227725386e-10
1913,1.8136225321541133e-07,0.0,7.954484182448596e-09
1914,1.3460454795222176e-07,0.0,9.37544086809794e-09
1915,1.2134184146361804e-07,0.0,2.3561523843085297e-09
1916,1.593182048509334e-07,0.0,1.0987462051303964e-09
1917,1.0966424213165737e-07,0.0,9.869782324756216e-09
1918,9.533692235663693e-08,0.0,3.44591288836682e-09
1919,1.4732557929164614e-07,0.0,4.603924352863942e-09
1920,2.0672192135862133e-07,0.0,1.1358347151713133e-08
1921,2.256678754974928e-07,0.0,1.5145495524393482e-08
1922,2.213380696503009e-07,0.0,7.377935484775833e-10
1923,1.528696600416879e-07,0.0,7.431163684401554e-09
1924,1.843502275278297e-07,0.0,1.2891624656674594e-08
1925,1.6607248198852176e-07,0.0,2.1996355847875293e-09
1926,2.0620356622202962e-07,0.0,1.0031524944054127e-08
1927,1.716980619903552e-07,0.0,6.689535148041159e-09
1928,1.6567759075769573e-07,0.0,7.998228745975666e-09
1929,1.7713246336370503e-07,0.0,2.2280812750352652e-09
1930,1.6490658083512244e-07,0.0,7.352522590764465e-09
1931,1.5967499678026797e-07,0.0,4.5621426636444085e-09
1932,1.3918611330154818e-07,0.0,4.383814644626227e-09
1933,1.3305968593613215e-07,0.0,5.735331320977366e-09
1934,1.365900175187562e-07,0.0,3.5944740517379614e-09
1935,1.567845231420506e-07,0.0,3.590485242455088e-09
1936,1.3579679603026307e-07,0.0,1.091224355320719e-08
1937,1.120609525173677e-07,0.0,0.0
1938,9.723910920911294e-08,0.0,6.482607339819424e-09
1939,1.5446991596945736e-07,0.0,3.058810094103137e-09
1940,1.0143131845552489e-07,0.0,5.0715658339584024e-09
1941,1.269146139293298e-07,0.0,8.854508237732261e-09
1942,1.153000468434584e-07,0.0,1.2136847082899749e-08
1943,1.683876433844489e-07,0.0,8.709705845433291e-09
1944,1.735120491730413e-07,0.0,3.2131861615880553e-09
1945,1.4595977404496807e-07,0.0,1.089252066321933e-08
1946,1.1554516277101357e-07,0.0,2.7842208538686464e-09
1947,1.418583650547589e-07,0.0,3.5762612871081956e-09
1948,1.4894486355387926e-07,0.0,6.523132700664291e-09
1949,1.3351130689898127e-07,0.0,4.908504269707237e-09
1950,1.7548346420426242e-07,0.0,6.381216888229346e-09
1951,1.7804541130317375e-07,0.0,5.330700769690111e-09
1952,1.4340933773837605e-07,0.0,0.0
1953,1.1420257095551278e-07,0.0,3.232148326759443e-09
1954,1.192249357018227e-07,0.0,2.9317608341017376e-09
1955,1.3327563408438436e-07,0.0,1.8771215692936494e-09
1956,1.0029312846882021e-07,0.0,6.104799332717903e-09
1957,1.219235201688207e-07,0.0,7.068030161150318e-09
1958,9.843969905887207e-08,0.0,2.4816730892496253e-09
1959,7.595733109155844e-08,0.0,6.200598257066758e-09
1960,1.0312041354154644e-07,0.0,3.460416619915918e-09
1961,1.1117055009890464e-07,0.0,6.94815938118154e-09
1962,1.43962409993037e-07,0.0,1.2683912808952869e-09
1963,1.1768216978680357e-07,0.0,1.939815863494232e-09
1964,1.1802898569612807e-07,0.0,2.4335873316516654e-09
1965,1.2366818680220604e-07,0.0,4.377634699181954e-09
1966,1.2739872090605786e-07,0.0,1.6617224263271169e-09
1967,1.2818873074138537e-07,0.0,1.9721342336964653e-09
1968,1.6034354644034465e-07,0.0,5.838840522187638e-09
1969,8.084328584345712e-08,4.5417578031781147e-10,3.1792304344691047e-09
1970,1.1956684886627045e-07,0.0,2.7592350626548523e-09
1971,1.0533715055771609e-07,0.0,3.083038491169532e-09
1972,1.0414198214903081e-07,5.130146862875051e-10,1.0260293725750103e-09
1973,9.427578362419808e-08,0.0,3.3079223804577396e-09
1974,7.200731744205768e-08,0.0,2.2502286700643026e-09
1975,7.13935008889166e-08,0.0,1.7134440533084216e-09
1976,5.3135799760184454e-08,0.0,1.7140580066410394e-09
1977,5.876781727920388e-08,0.0,5.876781838942691e-10
1978,6.712868128033733e-08,0.0,5.940591352171509e-10
1979,6.846808986438191e-08,0.0,4.681578680276743e-09
1980,6.424220089229493e-08,0.0,1.1370301367108482e-09
1981,4.8074177527723805e-08,0.0,6.325549528618524e-10
1982,4.779776929808577e-08,0.0,1.8622506869903077e-09
1983,4.9890996223211914e-08,0.0,0.0
1984,5.335087749358536e-08,0.0,2.3196033982486597e-09
1985,4.6319797775140614e-08,0.0,1.8046674155058895e-09
1986,5.994485263727256e-08,0.0,2.3977941854269602e-09
1987,6.783006512023348e-08,0.0,1.8332451112712533e-09
1988,4.497415417858974e-08,0.0,4.797243047249822e-09
1989,5.5430035672543454e-08,0.0,1.6464366536794728e-09
1990,6.048002632041971e-08,0.0,2.179460389939436e-09
1991,4.278869525364826e-08,0.0,1.7584396161396398e-09
1992,5.509944145387635e-08,0.0,1.1019888335184191e-09
1993,4.708326173386013e-08,0.0,2.2156829704300662e-09
1994,3.745197929561073e-08,0.0,5.274926606624319e-10
1995,3.145021310047014e-08,0.0,5.422450821690461e-10
1996,3.5231408901381656e-08,0.0,1.6014276571496566e-09
1997,4.219507232505748e-08,0.0,2.3974471297094624e-09
1998,3.8621845277475586e-08,0.0,1.9072516899143466e-09
1999,3.519054914136177e-08,0.0,2.285100553223174e-09
2000,3.932047931698435e-08,0.0,1.3254094488601709e-09
2001,4.337399772680328e-08,0.0,1.3143635069212678e-09
2002,3.8992872930521116e-08,0.0,8.76244299341522e-10
2003,3.708561280291178e-08,0.0,2.083461403401543e-09
2004,3.479784993487556e-08,0.0,1.3214374039449694e-09
2005,4.098412276221097e-08,0.0,1.8014998381943315e-09
2006,4.159068822673362e-08,0.0,8.235779835885637e-10
2007,3.155638950147477e-08,0.0,1.997239706952314e-09
2008,3.874270149140102e-08,0.0,1.7029758714315335e-09
2009,2.86091541568112e-08,0.0,9.53638501499654e-10
2010,3.637320489247031e-08,0.0,9.447586046817946e-10
2011,2.6767803973370974e-08,0.0,1.529588788962144e-09
2012,4.017018184754306e-08,0.0,2.0425516833455504e-09
2013,4.3510350877795645e-08,0.0,1.9523875849358774e-09
2014,1.1000461341836854e-07,0.0,1.5158115873603606e-09
2015,6.849217726312418e-08,0.0,1.994917786518613e-09
