year,cherchant_VERB en_ADP,cherchant_VERB dans_ADP
1894,1.342227935463569e-07,4.467791363538254e-07
1895,1.6370631872320018e-07,4.140806693087029e-07
1896,1.4034928330630692e-07,3.945112476699819e-07
1897,1.1536892685626299e-07,3.437761124658323e-07
1898,1.420247144334752e-07,3.915581667790491e-07
1899,1.315563675774456e-07,4.040659895565568e-07
1900,1.3652469910141463e-07,4.080167741449259e-07
1901,1.2295225859659809e-07,3.9568271326118065e-07
1902,1.0360698832201365e-07,3.1032992708901475e-07
1903,1.2204497679135784e-07,3.488542299479036e-07
1904,1.3275324484141038e-07,3.391388414542007e-07
1905,9.599011652206002e-08,3.6176920126251844e-07
1906,1.219171723576551e-07,3.0144919982433294e-07
1907,1.2291395812269457e-07,3.2965626939329695e-07
1908,1.0608600220507469e-07,3.325010311527876e-07
1909,1.5237724415584353e-07,3.46011878704644e-07
1910,1.1970897606516928e-07,3.5057627201240393e-07
1911,1.2130452997638486e-07,3.8306692573542023e-07
1912,1.1564915380901652e-07,3.912275285955502e-07
1913,1.1083248629972786e-07,2.9431594317230747e-07
1914,1.3326520154066657e-07,3.5291840649875894e-07
1915,1.1427339052794139e-07,3.5224477468176474e-07
1916,1.0657838345196069e-07,3.373150931906821e-07
1917,1.44756805653401e-07,3.202196063867291e-07
1918,1.3553923849940475e-07,3.9168543963796765e-07
1919,1.4548399995817363e-07,3.351656703287631e-07
1920,1.3251404951120094e-07,3.3090653772660517e-07
1921,1.5675587849983685e-07,3.687928114004535e-07
1922,1.4091857059028712e-07,3.902927829813052e-07
1923,1.49684876049605e-07,3.959748617887726e-07
1924,1.534103279965393e-07,3.158448107498657e-07
1925,1.814699368551942e-07,4.333281982127346e-07
1926,1.3598288450822338e-07,3.4998873488234494e-07
1927,1.2933100590473146e-07,3.612348926651521e-07
1928,1.2568645058053107e-07,3.404960153829961e-07
1929,1.1586022274912011e-07,3.342121974725387e-07
1930,1.5440297307378614e-07,3.4766927470286646e-07
1931,1.1633463969928926e-07,3.2505265323834465e-07
1932,1.271306246941606e-07,3.0248320115333627e-07
1933,1.1011836020813348e-07,2.947960311416864e-07
1934,1.1622132944921759e-07,3.6064556319104213e-07
1935,1.1848601122466107e-07,3.327182858114952e-07
1936,1.1639725983059179e-07,3.407044877334897e-07
1937,1.1835651303471195e-07,3.298873005874725e-07
1938,1.244660579047263e-07,2.81345155173085e-07
1939,1.5141109432903477e-07,2.9211637109227695e-07
1940,7.353770170581697e-08,2.687929878675277e-07
1941,1.2986610897769424e-07,3.777923289760565e-07
1942,1.1226583307433202e-07,3.39831728979334e-07
1943,1.7129087925837894e-07,3.4258174341772474e-07
1944,1.0282195361810409e-07,2.506285117220841e-07
1945,1.829943441222781e-07,3.594531561290637e-07
1946,1.6844536077087469e-07,3.1879329398520895e-07
1947,1.4781880031122796e-07,4.1007796980352396e-07
1948,1.2393952086853233e-07,3.2289507867488965e-07
1949,1.2958451289790673e-07,2.8960174702774566e-07
1950,1.3081494820710304e-07,2.7332880314645536e-07
1951,1.3433366774506794e-07,2.9212241159370933e-07
1952,8.963083608648503e-08,2.509663330485523e-07
1953,1.3251807073899613e-07,2.8119690043126866e-07
1954,1.622241034837657e-07,3.273799711323022e-07
1955,1.0981161180367849e-07,3.153564325231173e-07
1956,1.3604981274895067e-07,3.0872841705331666e-07
1957,1.192730101351458e-07,2.5444908580141146e-07
1958,1.2242920499616616e-07,2.878740632539234e-07
1959,1.1471106864391345e-07,3.084797537411532e-07
1960,1.6679208947323332e-07,2.96903759355871e-07
1961,1.3340465887523578e-07,2.7028338500656446e-07
1962,1.6806184444106975e-07,2.94266788714026e-07
1963,1.4354637656310842e-07,3.213628332332519e-07
1964,1.3567249101953394e-07,3.090655811277543e-07
1965,1.4938678383202841e-07,3.4692754091736333e-07
1966,1.4623156641135893e-07,2.824928237998847e-07
1967,1.32132994323797e-07,3.4019314476552154e-07
1968,1.3114933938851436e-07,3.220345217158638e-07
1969,1.3216514771485777e-07,2.711429543111876e-07
1970,1.2324583131828604e-07,3.035158542274985e-07
1971,1.3051530167729197e-07,2.9288864311638463e-07
1972,1.282536681301849e-07,2.688196953926081e-07
1973,1.0419955120966051e-07,2.7786546752395225e-07
1974,9.675983525525567e-08,2.531507199421412e-07
1975,1.0452008414318925e-07,2.187496956906898e-07
1976,9.484454910335671e-08,2.6796441598975207e-07
1977,1.1400956800855511e-07,2.6386749052420555e-07
1978,1.199999459799983e-07,2.7861374185533805e-07
1979,1.1645426667428183e-07,2.8499109205881723e-07
1980,1.11997468632552e-07,2.6833909849699467e-07
1981,1.0943200789981233e-07,2.8275206709338363e-07
1982,1.2539154869983804e-07,2.886488434938883e-07
1983,1.2567478480107752e-07,2.557703009387069e-07
1984,1.1076105899121558e-07,2.476176650390016e-07
1985,1.2933449511365325e-07,2.719032199394178e-07
1986,1.1449467174351469e-07,2.787435802176219e-07
1987,1.289382325353472e-07,2.6704270439381617e-07
1988,1.5171281031456374e-07,2.57851823004529e-07
1989,1.0701838037974198e-07,2.519048143412306e-07
1990,1.274984322563455e-07,2.4518929464534267e-07
1991,1.348137024237417e-07,2.6611051406888464e-07
1992,1.4987048313486184e-07,2.710892568202894e-07
1993,1.240782463440837e-07,2.6200451053171037e-07
1994,1.0760850610580519e-07,2.5372396628142724e-07
1995,1.3501902351720219e-07,2.8793212614175445e-07
1996,1.1743803085551008e-07,2.5996507968528704e-07
1997,1.390519464017359e-07,2.757064212488558e-07
1998,1.4352068955503228e-07,2.7941236258044455e-07
1999,1.256805326477206e-07,2.5867339648044663e-07
2000,1.0117291848743548e-07,2.858466299215934e-07
2001,1.1785459452795521e-07,2.707588890871193e-07
2002,1.3581786717509203e-07,2.8565565290961104e-07
2003,1.595931466980005e-07,2.9876836116216055e-07
2004,1.1496505170072169e-07,2.664898648419012e-07
2005,1.2925761172510875e-07,2.868888504536926e-07
2006,1.136537619572664e-07,3.006059623444912e-07
2007,1.3860843495194786e-07,3.24751177060989e-07
2008,1.3836679002565688e-07,3.303773095097995e-07
2009,1.673635630083936e-07,3.2519073034364965e-07
2010,1.6580513673147834e-07,3.4483687727515644e-07
2011,1.7972667887278249e-07,3.414807094870298e-07
2012,1.977870822678085e-07,4.081698889990548e-07
2013,2.1141568051774584e-07,4.3287221096477424e-07
2014,2.516247352701839e-07,4.445658881024883e-07
2015,2.234308036364041e-07,4.945179590265525e-07
2016,2.4317531810424953e-07,4.942217373127278e-07
2017,1.9722392963217317e-07,4.1557898633470813e-07
2018,2.0677548917547028e-07,4.538218476568545e-07
2019,2.1683395878824285e-07,4.732082370395574e-07
