year,traitant_VERB en_ADP,traitant_VERB dans_ADP
1863,5.0445670751742e-08,1.1487627737949424e-08
1864,4.4590971248759104e-08,3.164520590015485e-08
1865,4.142022902442477e-08,3.577201601601132e-08
1866,4.5736761933312664e-08,2.3841502994059738e-08
1867,4.658699026549584e-08,2.0867089389753346e-08
1868,3.853101659956337e-08,3.013323279787983e-08
1869,4.444002443815265e-08,4.688178556477851e-08
1870,6.76617730732687e-08,3.899153000475053e-08
1871,9.983906723576297e-08,2.9739296136810367e-08
1872,3.1446163006876304e-08,1.7537283625301825e-08
1873,2.993002112816612e-08,4.3697832019518046e-08
1874,6.273339625550989e-08,4.241972373364433e-08
1875,4.577221801582709e-08,4.291145216939185e-08
1876,2.9020871039620033e-08,3.143927784776679e-08
1877,3.525345027011184e-08,2.721319092291452e-08
1878,4.4689256295527e-08,3.0799353234467475e-08
1879,5.742765729621624e-08,4.765273564633077e-08
1880,6.738738278500023e-08,1.8611753915820373e-08
1881,5.717456375009533e-08,2.3009274485730202e-08
1882,7.12126242419231e-08,1.7304001120876933e-08
1883,5.0554710639971745e-08,2.401348808689363e-08
1884,6.007544328667791e-08,4.687205024112018e-08
1885,5.349877696403382e-08,3.54509970268424e-08
1886,5.0982364996343676e-08,3.807543791367607e-08
1887,4.570247114088488e-08,2.546280519766242e-08
1888,4.6920547447371064e-08,3.0434950337721034e-08
1889,4.1349903057152915e-08,3.57112810434046e-08
1890,3.867087983167039e-08,2.7528423540701397e-08
1891,5.609313546983685e-08,2.8046567734918426e-08
1892,5.453605744776269e-08,2.9462007722358408e-08
1893,4.6803965148001225e-08,4.1261390970603884e-08
1894,5.671385494565584e-08,3.276800542018066e-08
1895,5.717683726480516e-08,2.828748768557432e-08
1896,8.550692104369872e-08,3.479247134841046e-08
1897,4.8944393427063915e-08,2.7385553380554484e-08
1898,5.2622700974502834e-08,5.149102833001962e-08
1899,3.8693048765026106e-08,2.65323762960179e-08
1900,5.813979697677496e-08,3.4780054392058446e-08
1901,7.656572620362567e-08,5.2534144256988213e-08
1902,5.057592461499283e-08,3.191684427861219e-08
1903,6.696272936146386e-08,4.3741785304973746e-08
1904,6.664535323608334e-08,3.869730136329963e-08
1905,6.089695858690902e-08,3.560923911294367e-08
1906,6.173021471767015e-08,3.446603713541663e-08
1907,4.422845378826423e-08,2.674278576364486e-08
1908,7.858222517143076e-08,4.616705706617097e-08
1909,6.381140921218886e-08,3.4106097501762633e-08
1910,5.344150511010781e-08,5.611358133705835e-08
1911,6.544060104918259e-08,4.0434844805758985e-08
1912,5.730363272782313e-08,4.0112542620818203e-08
1913,7.212066244211002e-08,3.553003186107517e-08
1914,5.022557714173814e-08,4.2859158888575166e-08
1915,6.479419289995292e-08,2.3561524287174507e-08
1916,7.1418504887788e-08,4.834483435800507e-08
1917,4.0575770299255964e-08,5.373548150888752e-08
1918,6.202643287878118e-08,2.1824114071478107e-08
1919,7.274200403140085e-08,5.1563951330990676e-08
1920,5.8306182992851063e-08,3.331781917026433e-08
1921,5.0737408552326e-08,4.240738527006016e-08
1922,6.640142097280588e-08,3.541409188123623e-08
1923,6.581888101209188e-08,3.503262835380383e-08
1924,4.2542360745301266e-08,3.2229061641686485e-08
1925,6.158979459769398e-08,3.2994532217500705e-08
1926,6.464759971791523e-08,5.127223623446753e-08
1927,5.351627963001704e-08,4.4596899062554485e-08
1928,8.798052042457982e-08,2.5137291359556002e-08
1929,4.790374674712439e-08,3.2307179376189765e-08
1930,6.197126189988467e-08,2.520864939015155e-08
1931,6.61510677346655e-08,2.737285598186645e-08
1932,8.87722464426588e-08,5.698959193445319e-08
1933,6.997103696448903e-08,3.900025302705501e-08
1934,5.990790086229936e-08,2.036868629318178e-08
1935,6.821921960664667e-08,3.8298508364675854e-08
1936,5.092380117588391e-08,4.7286387250267126e-08
1937,3.14777944820932e-08,3.273690818428321e-08
1938,4.537824938033452e-08,2.3337385357535823e-08
1939,6.882322622914216e-08,2.5999886688055085e-08
1940,5.832300775665544e-08,3.2965177032551196e-08
1941,8.559357711490634e-08,2.066051862925633e-08
1942,4.854738722137597e-08,3.6410542136877666e-08
1943,4.6451763546784264e-08,2.322588210645904e-08
1944,5.462416474699694e-08,3.213186161588055e-08
1945,6.317661549459785e-08,5.664110602765504e-08
1946,6.682130226920435e-08,1.9489545977080525e-08
1947,7.390939771312333e-08,4.529931052488223e-08
1948,6.305694610908574e-08,3.80516074205417e-08
1949,7.559096548703792e-08,3.5341230386620737e-08
1950,6.487570813895616e-08,2.871547555294285e-08
1951,7.889436970387464e-08,4.477788806411809e-08
1952,6.115986428412157e-08,4.2179214343462945e-08
1953,4.955960719588148e-08,4.4172692392763224e-08
1954,4.788542695699505e-08,3.518113089739927e-08
1955,6.100644966977598e-08,5.819076953628155e-08
1956,6.88970183126969e-08,4.0117250854621034e-08
1957,4.8592707635464194e-08,4.770920458696537e-08
1958,7.610464047846932e-08,3.8879544750347605e-08
1959,8.68083747107562e-08,4.727956204320094e-08
1960,7.820541725322983e-08,3.598833475670915e-08
1961,7.295567128196012e-08,3.196153242068789e-08
1962,7.610347996234168e-08,3.614915211613834e-08
1963,6.207411340497515e-08,2.9097239950814924e-08
1964,8.760914393945995e-08,2.6769460870212924e-08
1965,7.715580885303552e-08,2.8454625322638094e-08
1966,8.308612464702492e-08,4.542041365240834e-08
1967,9.466244055289508e-08,2.4158644418292852e-08
1968,8.982831634085642e-08,2.8295920162513255e-08
1969,6.540130925714038e-08,3.587988706144074e-08
1970,7.955794389946647e-08,3.4490436506828814e-08
1971,6.885452630278621e-08,3.4941102566854454e-08
1972,7.592617645713062e-08,3.1806910882892225e-08
1973,1.0419954943330367e-07,2.3155456441159572e-08
1974,9.338448969664626e-08,3.7128772278904876e-08
1975,1.336486326053432e-07,4.3407250238658435e-08
1976,8.341749491158623e-08,4.799362463003831e-08
1977,8.051191136004832e-08,3.702372408653787e-08
1978,8.673263129921338e-08,2.7326720664078152e-08
1979,6.846808586757902e-08,4.330460257051527e-08
1980,7.618101927064913e-08,4.661823549412247e-08
1981,6.95810422612908e-08,2.1506869174459098e-08
1982,8.752577995707611e-08,3.0416760443685575e-08
1983,7.578379523920376e-08,2.5261264635645375e-08
1984,6.262929430622677e-08,2.6095538452342026e-08
1985,6.256180418162671e-08,3.549179261597146e-08
1986,6.054430157220736e-08,3.1770773123440676e-08
1987,5.2553025486901106e-08,2.138785903937901e-08
1988,5.45686409392232e-08,2.8183803513215366e-08
1989,5.6527658998106745e-08,3.45751683950013e-08
1990,6.320435286255588e-08,2.6153524013139418e-08
1991,4.982245482842984e-08,4.6305576262284376e-08
1992,7.052728534517883e-08,2.9202704476816166e-08
1993,6.480872838388052e-08,3.93283716704218e-08
1994,7.64864365176976e-08,2.953958988527461e-08
1995,7.537206592189705e-08,4.17528713825277e-08
1996,7.153043490859545e-08,2.2953796197100473e-08
1997,7.52798428038659e-08,2.1097535607417228e-08
1998,6.913787387041737e-08,2.3840645901884727e-08
1999,5.5756454120370336e-08,2.8335247259647645e-08
2000,6.980490008245965e-08,2.6949991571711962e-08
2001,7.009938607360766e-08,3.417345195710908e-08
2002,5.651775825121774e-08,2.3220473988061485e-08
2003,7.042099847698324e-08,3.70856136910902e-08
2004,5.6821806648788e-08,1.8940603224715247e-08
2005,5.4495370438445434e-08,2.7923248380190557e-08
2006,6.712160560695679e-08,3.1707751535492434e-08
2007,6.910449390495899e-08,2.995859560428471e-08
2008,5.364374056071597e-08,2.852484665138988e-08
2009,6.580105349485166e-08,2.2410505007286474e-08
2010,6.188168555354423e-08,2.409134514103073e-08
2011,5.162362259891751e-08,2.5238215073386527e-08
2012,4.289358546127886e-08,2.110636712626679e-08
2013,4.490491140041186e-08,2.314973734929282e-08
2014,4.8505972405354925e-08,2.0138640005606945e-08
2015,4.632642502944151e-08,2.3939014326401775e-08
2016,4.432667610743124e-08,2.0920535193091894e-08
2017,4.3016954720531686e-08,2.2640502195248047e-08
2018,3.923829317020733e-08,2.1426172780447672e-08
2019,4.2091296448276694e-08,2.4744581217372996e-08
