year,aidant_VERB en_ADP,aidant_VERB dans_ADP
1852,1.3672145193766028e-08,1.0416872697760482e-08
1853,5.971931837933653e-09,2.6276499198729653e-08
1854,5.7152309551611324e-09,2.286092382064453e-08
1855,2.653468555990912e-09,4.2455496895854594e-09
1856,6.212626857404757e-09,1.9673318973900678e-08
1857,1.122747050885664e-08,2.8312753030945714e-08
1858,7.829881631948865e-09,2.5447114637699997e-08
1859,9.675129142294736e-09,1.0693564256314403e-08
1860,8.238931314963338e-09,1.876645328025006e-08
1861,4.715963619617014e-09,2.2165028923382124e-08
1862,4.066187830886747e-09,1.581295272501393e-08
1863,4.495158800743582e-09,6.493007020935693e-09
1864,1.1507347075223606e-08,1.965838514195184e-08
1865,1.0825742080555756e-08,2.6829013677343028e-08
1866,4.865613079108044e-09,1.702964524952222e-08
1867,4.367530337390235e-09,1.261730986357179e-08
1868,5.433861360870651e-09,2.667531973088444e-08
1869,5.371870948067681e-09,2.490594752657671e-08
1870,1.9495765002375265e-08,2.0069171213776826e-08
1871,4.248470908407853e-09,4.991953161948004e-08
1872,3.628403577593531e-09,1.0885210954825197e-08
1873,8.979006871356887e-09,2.9331422624068182e-08
1874,7.169530746864439e-09,1.8521287614703397e-08
1875,2.2886108563824337e-09,1.6592428764283795e-08
1876,1.813804439976252e-09,1.813804395567331e-08
1877,2.4739263970730008e-09,7.421779191219002e-09
1878,1.1474268646338714e-08,3.5026715750063886e-08
1879,1.0996785704264767e-08,2.7491964260661916e-08
1880,8.343199908722454e-09,1.7328185109022343e-08
1881,2.7890030285249168e-09,3.137628468152798e-08
1882,3.9932310791357395e-09,1.3976308999019693e-08
1883,1.0110942305630033e-08,2.5277355319985872e-08
1884,9.902545450302114e-09,3.498899303622238e-08
1885,4.511945039809007e-09,3.287274097374393e-08
1886,7.098810428374236e-09,2.3877817056927597e-08
1887,1.3057849246322917e-09,2.3504128421336645e-08
1888,1.014498351992188e-08,2.53624587998047e-08
1889,5.012109394186837e-09,2.5687061366852504e-08
1890,5.898947996740844e-09,3.2771932723107966e-08
1891,1.8485238229004608e-08,2.358461337337303e-08
1892,4.387958441043338e-09,1.3790726782758611e-08
1893,8.621783287310336e-09,2.4017824173938607e-08
1894,3.150769645188234e-09,3.276800342177921e-08
1895,3.611168697403855e-09,3.250051960890232e-08
1896,7.076434549446731e-09,3.3023361822870356e-08
1897,6.409385022720926e-09,3.1464253424928756e-08
1898,7.921697076085366e-09,3.621347133275776e-08
1899,9.39688327150634e-09,2.4874102777516782e-08
1900,3.633737311048435e-09,2.595526638060619e-08
1901,1.676621730339889e-09,1.956058603980182e-08
1902,8.838511256215043e-09,3.0443761289689064e-08
1903,2.1600881083827517e-09,3.132127801563911e-08
1904,5.374625189347171e-09,1.7736262236667244e-08
1905,6.708986699521802e-09,4.1286071450485906e-08
1906,5.658602919567102e-09,3.395161840558103e-08
1907,2.057137349353866e-09,4.4742737514980035e-08
1908,5.893666887857307e-09,1.817213934884876e-08
1909,6.0510818578052294e-09,2.3654228797909127e-08
1910,6.947395991829808e-09,2.8858414324872683e-08
1911,8.51259862599818e-09,3.777465806820146e-08
1912,8.335073964360618e-09,2.2921453179947093e-08
1913,7.42418571064718e-09,3.075734156254839e-08
1914,4.018046340092951e-09,2.4777952134513725e-08
1915,1.1780761921542648e-09,2.4739600590351074e-08
1916,7.691223435912775e-09,3.076489463182952e-08
1917,1.315970976634162e-08,2.1932848426331475e-08
1918,1.1486376294556067e-09,2.6418664589300533e-08
1919,1.3811772170413406e-08,7.182121919413476e-08
1920,4.543339038320937e-09,4.543338860685253e-08
1921,9.844571380313027e-09,2.6504615391331754e-08
1922,1.1804697219730542e-08,1.8444838545406128e-08
1923,1.2739137744688378e-08,5.307974149104666e-08
1924,6.445812328337297e-09,3.738571052736006e-08
1925,5.499089184013428e-09,2.5295809891190402e-08
1926,1.114613823460786e-08,3.78968714187522e-08
1927,4.4596899506643695e-09,1.7838759802657478e-08
1928,1.0283437212876834e-08,1.9424270192303084e-08
1929,1.6710609784809094e-08,3.342121956961819e-08
1930,5.2518016602221e-09,2.8359728787563654e-08
1931,1.2545892325022123e-08,3.307553342324354e-08
1932,1.0959536389520963e-08,2.6302888755935783e-08
1933,1.8353059516584835e-08,3.4411986149507356e-08
1934,3.5944740517379614e-09,2.3963160344919743e-08
1935,2.393656828303392e-09,2.6330225111337313e-08
1936,1.2124714565686645e-09,1.8187071404440758e-08
1937,7.554670666820584e-09,3.273690651894867e-08
1938,9.075650453382877e-09,2.852347158466273e-08
1939,1.6823456405745674e-08,1.8352860564618823e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,0.0,2.4273694165799498e-08
1943,1.1612940831184915e-08,4.3548528338988035e-08
1944,1.6065930807940276e-08,2.2492303131116387e-08
1945,1.089252066321933e-08,1.742803235060819e-08
1946,8.352662561605939e-09,2.645009899993056e-08
1947,1.0728784083369192e-08,2.1457568166738383e-08
1948,5.435944139264848e-09,3.261566305923225e-08
1949,5.890204768377316e-09,2.846932467548413e-08
1950,9.571825110299415e-09,2.7651939404904624e-08
1951,1.1727541604500402e-08,1.9190522948520083e-08
1952,7.381362632230548e-09,2.319856839960721e-08
1953,5.386913581872932e-09,2.5857186614075545e-08
1954,1.07497895029951e-08,5.668070812703263e-08
1955,9.385608290557457e-09,3.848099083825218e-08
1956,9.593255301254544e-09,5.930376190121933e-08
1957,9.718541527092839e-09,3.003912851795576e-08
1958,4.9633461784992505e-09,2.7298403537656668e-08
1959,1.7826719656000023e-08,3.022791617013354e-08
1960,7.612916519406099e-09,1.9378333604436193e-08
1961,1.111705483225478e-08,3.682524507553353e-08
1962,8.244543714397423e-09,3.805173776072479e-08
1963,1.4871922360271128e-08,3.879631904624148e-08
1964,1.5818317322668918e-08,3.102823953327061e-08
1965,1.4227312938874803e-08,2.7907420374617686e-08
1966,1.273987226824147e-08,2.547974453648294e-08
1967,6.409436092980059e-09,2.070740912074598e-08
1968,9.431973424511852e-09,3.0092486724697665e-08
1969,1.4533624970169967e-08,3.0429777808649305e-08
1970,1.0577067222072856e-08,2.7592349738370103e-08
1971,6.679916619845017e-09,2.363662865434435e-08
1972,7.69522046084603e-09,1.898154344814884e-08
1973,7.718485406371656e-09,3.252790392593852e-08
1974,9.00091468025721e-09,3.431598827319249e-08
1975,8.567219822452898e-09,3.7695770060963696e-08
1976,1.314111219841152e-08,2.2282755196556536e-08
1977,9.990529292736028e-09,3.114694280270669e-08
1978,8.910887139279566e-09,3.386137237271214e-08
1979,5.851973128301324e-09,3.2771051650115623e-08
1980,1.193881615790815e-08,2.2740602290127754e-08
1981,1.138598904049104e-08,2.4669642328944974e-08
1982,1.5518756057986138e-08,2.5450759721934446e-08
1983,1.326216381158929e-08,3.157657957331139e-08
1984,1.0438215014563212e-08,3.2474446243213606e-08
1985,5.414002135495366e-09,2.8273122509858695e-08
1986,5.994485352545098e-09,2.577628777089558e-08
1987,9.166224945733603e-09,2.627651163322753e-08
1988,5.99655392008458e-09,3.7778288941581195e-08
1989,1.4269117443177493e-08,3.0733485090195245e-08
1990,7.62811153132148e-09,2.45189291092629e-08
1991,1.1722930182145319e-08,3.165191131415668e-08
1992,1.3774860863069449e-08,1.928480486412809e-08
1993,1.0524494165053966e-08,2.8249957040316076e-08
1994,1.2132331583813993e-08,2.3737170451454404e-08
1995,1.2471637056421514e-08,3.741491028108612e-08
1996,9.074756945892659e-09,3.042712393153124e-08
1997,8.630809844589749e-09,2.5412941084823615e-08
1998,4.7681290027412615e-09,2.6224711291433778e-08
1999,1.1425503210205079e-08,2.7878227726318983e-08
2000,1.8555732950176207e-08,3.976228413193894e-08
2001,3.5049694258049158e-09,3.7240301509200435e-08
2002,9.63868718173444e-09,3.417352800738627e-08
2003,8.333845613606172e-09,3.500215228768866e-08
2004,8.369103632333008e-09,3.303593487657963e-08
2005,1.3961623857028371e-08,3.1526248278623825e-08
2006,4.941467679486777e-09,3.5413854959642777e-08
2007,1.6377365241737607e-08,4.1143138673760404e-08
2008,1.1495087548496485e-08,2.937633425403874e-08
2009,1.3827758493789588e-08,4.100645512039591e-08
2010,1.1809482280966677e-08,4.7237929123866707e-08
2011,1.185431308670104e-08,5.353560794674195e-08
2012,1.4638286915946708e-08,4.22127328647548e-08
2013,1.2272150407000026e-08,5.048316253919438e-08
2014,6.929424548052232e-09,3.659602398897732e-08
2015,1.10828768384863e-08,3.657349267882637e-08
2016,1.3670844151159045e-08,4.888362425958803e-08
2017,1.0062445099379147e-08,3.899197409396038e-08
2018,1.2132893467686756e-08,3.898014711012365e-08
2019,7.90806176098613e-09,4.056070679325785e-08
