year,soient_VERB en_PRON,soient_VERB dans_ADP
1800,3.458580977167003e-08,1.6412539132204529e-06
1801,7.619784447854272e-08,1.5834864488528666e-06
1802,1.0741632650024258e-07,1.3807474203986203e-06
1803,8.776526527753958e-08,1.5446686454367864e-06
1804,6.179627121127851e-08,1.7846763924467268e-06
1805,1.0518647552970606e-07,1.2764521120089967e-06
1806,9.509508203109363e-08,1.786634877376514e-06
1807,2.3629726797480544e-07,2.0526546862242867e-06
1808,1.0197333155659294e-07,1.5975821714420135e-06
1809,8.584315747128812e-08,1.5948755764938483e-06
1810,8.658468919620077e-08,1.6942518268336926e-06
1811,9.27618422075227e-08,1.3112011671978507e-06
1812,1.1468995619878797e-07,1.597657734109248e-06
1813,4.3136123117903935e-08,1.432119380639918e-06
1814,4.72001566720337e-08,1.387684611664497e-06
1815,2.966945977789237e-08,1.1652006184359465e-06
1816,9.038655512938476e-08,1.3928799624807198e-06
1817,1.1987924608547473e-07,1.3918448775740444e-06
1818,3.457141417584353e-08,1.459152132454733e-06
1819,6.314140499341647e-08,1.6354658605166605e-06
1820,1.4239777712532486e-07,1.289886525590589e-06
1821,9.171183990019927e-08,1.3510238590086487e-06
1822,9.825103575167304e-08,1.4216322909987866e-06
1823,9.388552868472289e-08,1.0564592245465576e-06
1824,1.145271335545317e-07,1.1124289560626721e-06
1825,7.132409196586309e-08,1.1887348192463065e-06
1826,6.60598833412962e-08,1.134468431196467e-06
1827,9.032927295038462e-08,1.2185234474770823e-06
1828,7.979902250099258e-08,1.0511456922657203e-06
1829,9.17329860961047e-08,1.2619715334949433e-06
1830,1.1584887715798686e-07,1.2284156172270855e-06
1831,4.365537620287796e-08,1.029019624620986e-06
1832,8.659180217307494e-08,1.0661616389739947e-06
1833,6.71850450828515e-08,1.0969696481177849e-06
1834,8.681114027631054e-08,1.166816328002085e-06
1835,7.487457054367042e-08,1.0905973084618381e-06
1836,1.1492482521191505e-07,9.724925771337212e-07
1837,1.1758835682940116e-07,1.164750946802684e-06
1838,1.1235647789931136e-07,9.531364546511156e-07
1839,7.341049013120937e-08,1.0172596942581436e-06
1840,1.1975014757581448e-07,9.471727233645311e-07
1841,6.2921378329861e-08,1.183949202232526e-06
1842,1.2745703870109537e-07,9.022616782594639e-07
1843,9.628265074113074e-08,1.0721043814942988e-06
1844,6.531388185848641e-08,1.0801488410372428e-06
1845,7.644912614068744e-08,1.0887025290173824e-06
1846,7.669396495657566e-08,1.1199660896465957e-06
1847,6.741529734455298e-08,1.1153186241230628e-06
1848,7.482056219032529e-08,8.777336810705805e-07
1849,6.535943786190046e-08,9.30115030994827e-07
1850,1.1269733324326126e-07,7.71908839070079e-07
1851,1.025460747428042e-07,9.861191649918055e-07
1852,1.1002822120076416e-07,9.56399126339491e-07
1853,1.009256465067665e-07,1.0367273111100417e-06
1854,5.8191442442456776e-08,1.124341749703106e-06
1855,7.16436545644683e-08,9.637397369033351e-07
1856,6.367942662066639e-08,1.1053299298069419e-06
1857,5.906625899498863e-08,8.967332321141441e-07
1858,9.738415052140681e-08,8.935852546243517e-07
1859,7.179964578440945e-08,8.483560760552677e-07
1860,9.01705232703165e-08,8.161119016136809e-07
1861,1.0186481791407687e-07,1.0082730821370234e-06
1862,8.132375495240041e-08,9.66849072137066e-07
1863,9.289994579164684e-08,9.529736666458177e-07
1864,5.561884375282489e-08,8.83668359819012e-07
1865,1.1014016099153423e-07,8.717075781206063e-07
1866,5.887391552050758e-08,8.188826625676882e-07
1867,7.95861101465789e-08,7.672294746186026e-07
1868,7.656804790201477e-08,8.249589580344718e-07
1869,3.613804100410789e-08,8.433837832555469e-07
1870,8.601072920555453e-08,8.067806591682825e-07
1871,7.647247457498452e-08,8.496941699132066e-07
1872,7.680120717168393e-08,7.903872396575196e-07
1873,1.0116347626265565e-07,8.332518248721499e-07
1874,9.38013648976721e-08,7.545931173247311e-07
1875,6.522540968445512e-08,7.317832929620849e-07
1876,6.046014622285156e-08,7.345907744316094e-07
1877,7.174386418284939e-08,7.131092787382443e-07
1878,9.964496594516703e-08,6.685271152218064e-07
1879,1.0019293394947226e-07,7.282315532819439e-07
1880,7.444701788372754e-08,6.751574099794766e-07
1881,7.111957667227387e-08,7.586088477395947e-07
1882,4.924984975396285e-08,7.620416129228147e-07
1883,8.341527113486791e-08,6.72377671318003e-07
1884,7.856019657026536e-08,7.539137767409443e-07
1885,7.734762530464678e-08,6.651896109488575e-07
1886,5.679048031836942e-08,7.247239903751534e-07
1887,8.030577003381723e-08,6.711734563680238e-07
1888,7.798956058735484e-08,6.416702325040546e-07
1889,8.207329482701198e-08,7.135990482964871e-07
1890,6.357754911423541e-08,6.331537392156861e-07
1891,6.82041534361133e-08,7.623567288561617e-07
1892,6.268512287022077e-08,6.293586145567076e-07
1893,6.774258315411785e-08,7.377782940132249e-07
1894,5.734400687629204e-08,6.320443901586259e-07
1895,8.125129369318529e-08,5.904260582667575e-07
1896,1.014288981693312e-07,7.052846626720566e-07
1897,6.059782009515402e-08,6.706547406309937e-07
1898,9.39286937118311e-08,6.105364711572747e-07
1899,7.517506617205072e-08,7.62805836274083e-07
1900,7.578937477603631e-08,7.049450285734338e-07
1901,5.085752285971523e-08,7.058577349283723e-07
1902,1.0802624661465643e-07,6.93823095865298e-07
1903,6.102249017203576e-08,6.858279952837165e-07
1904,7.040758998044794e-08,6.379680277390776e-07
1905,5.16075902012858e-08,6.750273069400237e-07
1906,7.561951065326866e-08,6.569123680577604e-07
1907,6.83998173656164e-08,6.695982213145157e-07
1908,5.598983587873363e-08,6.782628361179377e-07
1909,7.316308270333138e-08,5.974067978087305e-07
1910,7.107720367827142e-08,6.012169784241905e-07
1911,6.597263846330748e-08,6.831360170878042e-07
1912,4.115442919783163e-08,6.636802432069544e-07
1913,7.212066233108771e-08,6.284042939341816e-07
1914,5.022557747480505e-08,5.705625363283673e-07
1915,5.772573485884891e-08,5.749011928735115e-07
1916,8.899844416987435e-08,6.16396595987112e-07
1917,5.9218690839912824e-08,6.590820902374617e-07
1918,6.087779436114715e-08,6.283047735422542e-07
1919,2.9465115680693543e-08,5.064316592751084e-07
1920,3.7861157320406846e-08,5.974490626670104e-07
1921,6.058198170899587e-08,6.126352669610924e-07
1922,4.500540784491136e-08,5.149799253700849e-07
1923,4.883336268690641e-08,5.881235249916017e-07
1924,6.316896117297688e-08,5.388699184649681e-07
1925,5.719052387220813e-08,5.510086902305034e-07
1926,8.805449080995231e-08,6.565075700848411e-07
1927,4.9056590900597996e-08,5.039449453292377e-07
1928,6.627103654732736e-08,4.867493563764924e-07
1929,3.119313873867213e-08,5.291692950493143e-07
1930,4.8316574741136264e-08,4.905182748871084e-07
1931,6.044839295782367e-08,4.904303283481681e-07
1932,5.808554437436442e-08,4.3509360825311205e-07
1933,6.882397451946076e-08,4.943855529404573e-07
1934,7.548395508649719e-08,4.816595229328868e-07
1935,4.4282651323612754e-08,5.194235539462966e-07
1936,6.18360447290911e-08,4.934758655039673e-07
1937,6.547381481425418e-08,4.834989413282642e-07
1938,5.0564336273595245e-08,4.926781747016662e-07
1939,8.717608857011783e-08,4.817625995912067e-07
1940,8.875240098404902e-08,4.4629779427651783e-07
1941,9.149658142248995e-08,4.3682237915732003e-07
1942,3.6410541692788456e-08,5.461581196186671e-07
1943,3.774205858952939e-08,4.819370538200474e-07
1944,6.105053529381621e-08,5.33388904599974e-07
1945,5.2284097051824574e-08,6.295876566753122e-07
1946,5.986074569364064e-08,6.041759279540315e-07
1947,5.006765668724711e-08,6.175011204589964e-07
1948,5.762100485640076e-08,5.805587930396428e-07
1949,6.871905666727685e-08,4.839785017196618e-07
1950,6.168509547599399e-08,5.413398795894864e-07
1951,6.076998948501e-08,5.458637879485195e-07
1952,6.959570642006696e-08,5.040416350965415e-07
1953,7.541678881395342e-08,4.578876753313921e-07
1954,9.088458652328768e-08,4.4269588439505014e-07
1955,6.569925714572378e-08,4.908672721626317e-07
1956,6.279222097838044e-08,4.596041618398772e-07
1957,6.714628497661579e-08,4.5677146265354907e-07
1958,5.4596807075313336e-08,5.037796073636969e-07
1959,6.43312061399115e-08,4.844217400545858e-07
1960,6.436375343810141e-08,4.505462567472307e-07
1961,6.600751589758147e-08,4.5788369362753656e-07
1962,8.054284705849568e-08,4.217401006201271e-07
1963,9.440437498398069e-08,4.4809748978025254e-07
1964,7.787479439080869e-08,5.518159325035299e-07
1965,8.700548770335104e-08,5.329770225159791e-07
1966,8.807129026067173e-08,5.395058959578591e-07
1967,9.219727226117413e-08,5.541697301048032e-07
1968,7.276093449970489e-08,5.510967335808914e-07
1969,7.675570484755312e-08,5.609071074275107e-07
1970,8.001781859334756e-08,5.23334907853723e-07
1971,7.450676209330709e-08,5.24116517297557e-07
1972,8.618646774039007e-08,4.6017416366339603e-07
1973,6.560712662029289e-08,4.6696835820370097e-07
1974,8.550868646484133e-08,4.2866856597711944e-07
1975,9.53817216320374e-08,3.929498393340225e-07
1976,7.82753204475739e-08,4.3708479235959885e-07
1977,8.403797835399018e-08,4.2136526889891e-07
1978,8.792075179009373e-08,4.3603940846903555e-07
1979,9.246117826933187e-08,4.4826117040486224e-07
1980,9.607904472019868e-08,4.1046787768728166e-07
1981,8.476236385002167e-08,4.2760715479595035e-07
1982,7.138627933223063e-08,4.1466113964716556e-07
1983,7.073153796000042e-08,3.8144509550974703e-07
1984,1.1018115897432068e-07,4.5580207752582425e-07
1985,8.00069234196954e-08,3.7657392482071117e-07
1986,8.871838647062091e-08,4.0402832679475864e-07
1987,9.838414882779034e-08,4.088136380531182e-07
1988,7.975416593808404e-08,4.095646344293158e-07
1989,9.659095145941876e-08,4.3301285312935534e-07
1990,7.137732854767265e-08,3.928477219083959e-07
1991,7.971593013467171e-08,3.8744285557612557e-07
1992,6.556833653803551e-08,4.1820477442167103e-07
1993,6.591656642740418e-08,3.4398477605224187e-07
1994,7.64864367397422e-08,3.9509201577025976e-07
1995,7.86255398566027e-08,4.1210625045806637e-07
1996,7.90037617548478e-08,3.7900454685768636e-07
1997,8.151320685101382e-08,4.1907377612560026e-07
1998,7.724369055495117e-08,3.9432429521646384e-07
1999,7.769342050267802e-08,4.4285249406472715e-07
2000,8.305899257265992e-08,4.2280561185492616e-07
2001,8.49955057447005e-08,3.8554662906697956e-07
2002,8.455757694036947e-08,4.1796853245124055e-07
2003,7.708807459039235e-08,3.6877268261292784e-07
2004,8.85363036218223e-08,4.03038398044675e-07
2005,8.286899344511767e-08,4.220013488653862e-07
2006,7.53573843326194e-08,4.2455445947719994e-07
2007,7.110173286251076e-08,4.122302826314872e-07
2008,7.19507307900269e-08,4.0913996035563116e-07
2009,7.247652922259817e-08,4.329518699108803e-07
2010,6.329882751288096e-08,3.7979296507728577e-07
2011,5.5447593183544086e-08,4.0954739755072467e-07
2012,5.514889236946097e-08,4.231486014916186e-07
2013,5.4109026204063326e-08,4.0553876745619277e-07
2014,5.8683564188588555e-08,3.824176217914754e-07
2015,5.0316259783689254e-08,4.133913202863937e-07
2016,5.406197473023511e-08,4.5320921238101164e-07
2017,4.9809102620201884e-08,4.472756840456782e-07
2018,6.118076295580366e-08,4.259420104957279e-07
2019,5.1785050914077146e-08,4.063723353375792e-07
