year,étaient_VERB en_ADP,étaient_VERB dans_ADP,etaient_VERB en_ADP,etaient_VERB dans_ADP
1844,1.5363581042038277e-05,7.470480795745971e-06,8.232841963717874e-09,1.3721403568922597e-08
1845,1.4612384802603628e-05,7.492571967304684e-06,9.48638767539478e-09,2.7901139176833567e-09
1846,1.420243461325299e-05,7.361450116150081e-06,9.367202125076801e-09,5.269050973311096e-09
1847,1.4116762940830085e-05,7.3342448558832984e-06,1.1865092020002521e-08,1.3483059113639229e-08
1848,1.4238433323043864e-05,7.161052053561434e-06,1.850401076808339e-08,1.367687652020777e-08
1849,1.3467395547195338e-05,6.4521495914959814e-06,1.508294644736452e-08,8.379414495607307e-09
1850,1.37626529976842e-05,6.91323475621175e-06,5.431196825611551e-09,5.431196825611551e-09
1851,1.4281637049862184e-05,6.663560270681046e-06,1.096404567135778e-08,3.8696632564949596e-09
1852,1.2868744306615554e-05,6.606250281038228e-06,1.6927417689771573e-08,4.557382027314816e-09
1853,1.3138250324118417e-05,6.667662091786042e-06,1.0749477752369785e-08,3.5831591027601917e-09
1854,1.2499729564297013e-05,6.271686743275495e-06,1.7665259477439577e-08,1.8704392701351935e-08
1855,1.323284777754452e-05,6.037702405592427e-06,8.491099379170919e-09,9.021793090369101e-09
1856,1.2664958376262803e-05,6.450260116253048e-06,5.177189343896771e-09,3.1063134287023786e-09
1857,1.3583287000074051e-05,6.06381036050152e-06,3.4170564155999728e-09,3.905207268672939e-09
1858,1.2993199561606161e-05,5.9707740547310095e-06,5.3830437884982985e-09,2.936205500958522e-09
1859,1.36954004119616e-05,6.280177331063896e-06,7.129042689513199e-09,1.5276520048956854e-09
1860,1.3684406440006569e-05,6.041424967406783e-06,8.238931314963338e-09,5.034902272882391e-09
1861,1.3013702300668228e-05,5.795919605589006e-06,8.017138064531082e-09,7.073945429425521e-09
1862,1.3286945431900676e-05,6.305301667453023e-06,9.487771457372673e-09,3.162590411776023e-09
1863,1.2768248780048452e-05,5.9955427786917426e-06,5.494082966350788e-09,6.493007020935693e-09
1864,1.1755713785532862e-05,5.572912414208986e-06,5.274200631788517e-09,2.8768367688059016e-09
1865,1.2946175047545694e-05,5.6830440371413715e-06,7.530950973944073e-09,1.4120533631256649e-09
1866,1.2872465958935209e-05,6.035306341800606e-06,7.298419202328432e-09,6.811858188626729e-09
1867,1.2495019291236531e-05,5.335180958354613e-06,7.279217228983725e-09,7.279217228983725e-09
1868,1.2299298759899102e-05,4.92505432703183e-06,7.409810987013543e-09,5.9278488784286765e-09
1869,1.268835967493942e-05,5.501284249476157e-06,1.0255390314739543e-08,1.2697149998075474e-08
1870,1.2942321518494282e-05,5.297687494021375e-06,9.17447806614291e-09,3.4404292748035914e-09
1871,1.3188316188461613e-05,4.938847268931568e-06,1.1683295220166201e-08,4.248470908407853e-09
1872,1.3618608136312105e-05,5.546619377128081e-06,4.8378714367913744e-09,1.0885210954825197e-08
1873,1.230782345373882e-05,4.801373961527133e-06,2.9930022904522957e-09,7.781805422268917e-09
1874,1.314951714448398e-05,5.22061327501433e-06,5.377148060148329e-09,4.182226565063729e-09
1875,1.243116184923565e-05,4.645307853934355e-06,4.577221712764867e-09,1.1443054281912168e-09
1876,1.1759499102481641e-05,4.504885509959422e-06,7.859819461941697e-09,2.418405919968336e-09
1877,1.1684973287628964e-05,4.736950359074399e-06,1.8554447978047506e-09,6.184815992682502e-10
1878,1.237469678017078e-05,4.852407528233016e-06,4.831270938865373e-09,2.4156354694326865e-09
1879,1.2022541341139004e-05,4.717620868177619e-06,5.498392852132383e-09,4.887460214320072e-09
1880,1.1584854291868396e-05,4.3538670979614835e-06,5.134277003548959e-09,2.5671385017744797e-09
1881,1.1563904081413057e-05,4.508423444349319e-06,4.183504653809678e-09,4.8807553554297556e-09
1882,1.171081567008514e-05,4.48839182354277e-06,3.9932310791357395e-09,1.9966155395678697e-09
1883,1.1364699275873136e-05,4.211839495837921e-06,5.687405213450347e-09,2.5277355764075082e-09
1884,1.1918703421542887e-05,4.121439360460499e-06,3.300848483434038e-09,0.0
1885,1.1696250112436246e-05,4.025299404020188e-06,5.80107206715752e-09,1.933690763067375e-09
1886,1.1564607120817527e-05,3.988885964645306e-06,3.872078213618124e-09,6.453463874400711e-10
1887,1.0990138434863184e-05,3.6248588912712876e-06,5.223139698529167e-09,3.264462256069578e-09
1888,1.1270442882960197e-05,3.9210362956509925e-06,1.2047167707862627e-08,3.804368819970705e-09
1889,1.104668899643002e-05,3.94452990803984e-06,3.759081934617825e-09,1.8795409673089125e-09
1890,1.0787209248519503e-05,3.816619027929846e-06,6.554386366985909e-09,3.2771931834929546e-09
1891,1.1203967005712911e-05,3.918233232980128e-06,5.736798147637501e-09,0.0
1892,1.1026940228475723e-05,3.6996759718022076e-06,6.8953633913793055e-09,1.2537024751679837e-09
1893,1.1091923624917399e-05,3.747396476683207e-06,6.15841644346915e-09,2.463366621796581e-09
1894,1.0792015928018373e-05,3.4305580811633263e-06,1.1342770278588432e-08,3.150769645188234e-09
1895,1.1237355465709697e-05,3.7929307836748194e-06,4.814891596538473e-09,3.611168697403855e-09
1896,1.1327013453410473e-05,3.7292811612132937e-06,5.307326134129653e-09,2.358811590497112e-09
1897,1.0666381967894267e-05,3.3334629279124783e-06,6.992056267307589e-09,2.9133566670225264e-09
1898,1.0485497114132158e-05,3.4923366456496296e-06,2.8291773368493978e-09,2.8291773368493978e-09
1899,1.0843450581887737e-05,3.5503635444911197e-06,1.0502398950507086e-08,3.3165470370022376e-09
1900,1.0971290976158343e-05,3.3736655495886225e-06,6.748368974740515e-09,1.5573159428683425e-09
1901,1.0243599717796315e-05,3.1481365567742614e-06,5.029864968975062e-09,1.676621730339889e-09
1902,9.311862413596828e-06,2.6476250241103116e-06,6.38336894454028e-09,1.4730852093691738e-09
1903,1.0612512596708257e-05,3.1321278584073298e-06,4.860198465905796e-09,2.1600881083827517e-09
1904,1.0349916010454763e-05,2.9684053970413515e-06,5.374625189347171e-09,2.6873125946735854e-09
1905,1.0120764272869565e-05,3.012851038874942e-06,6.192911072844254e-09,1.5482277682110634e-09
1906,1.039639664668357e-05,3.0427852379943943e-06,5.144184633820714e-09,2.0576738091193647e-09
1907,9.875801879388746e-06,3.107305929006543e-06,4.6285588695127444e-09,1.5428529565042481e-09
1908,9.721603419166058e-06,3.0804233119852142e-06,2.9468334439286537e-09,4.911389073214423e-10
1909,9.836859135248233e-06,3.136660780000966e-06,3.850688656825696e-09,0.0
1910,9.837512152444106e-06,3.041890522581525e-06,4.809735720812114e-09,5.344150677544235e-10
1911,1.039388280332787e-05,2.9804734822391765e-06,1.5961122423746588e-09,3.1922244847493175e-09
1912,9.870811481960118e-06,2.8219435534992954e-06,4.167536982180309e-09,0.0
1913,9.53424478211673e-06,2.7103581032861257e-06,7.42418571064718e-09,2.121195885607108e-09
1914,9.84555299510248e-06,2.971345111291157e-06,2.0090231700464756e-08,2.678697486047099e-09
1915,1.1148134944960475e-05,3.300969410702237e-06,3.534228465440492e-09,3.534228465440492e-09
1916,1.1297308446955867e-05,2.832567815858056e-06,5.493730803607377e-09,0.0
1917,1.1187946256541181e-05,2.781085186143173e-06,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1556443496374413e-05,3.23226618093031e-06,4.594550517822427e-09,0.0
1919,1.126948518503923e-05,2.864561565729673e-06,5.524709134618888e-09,9.207848372660976e-10
1920,1.0686690984584857e-05,2.586674327176297e-06,2.2716695191604686e-09,1.514446346106979e-09
1921,9.952861546480563e-06,2.5345984795421828e-06,5.300923255902035e-09,3.7863738810983705e-09
1922,9.868726920103654e-06,2.5977710720326286e-06,5.164555005876537e-09,7.377935484775833e-10
1923,9.633972695155535e-06,2.4321136606886284e-06,1.2739137744688378e-08,2.1231896241147297e-09
1924,9.788610441319179e-06,2.6350480766268447e-06,3.867487219366694e-09,3.867487219366694e-09
1925,9.027304258779623e-06,2.6065681595355272e-06,1.3197813508725176e-08,6.598906754362588e-09
1926,9.560042599332519e-06,2.5680703856778564e-06,6.687683296036084e-09,1.1146138456652466e-09
1927,9.314062481280416e-06,2.553172407715465e-06,7.804457524684949e-09,1.1149224876660924e-09
1928,9.250523362425156e-06,2.232648512290325e-06,4.570416489713125e-09,1.1426041224282812e-09
1929,9.533960110275075e-06,2.723829311435111e-06,6.684243825105796e-09,1.1140406375176326e-09
1930,9.841876817517914e-06,2.5135122996289283e-06,2.100720708497761e-09,5.2518016602221e-09
1931,9.67516371019883e-06,2.899241735576652e-06,4.5621426636444085e-09,3.4216069977333063e-09
1932,9.786866030481178e-06,2.3519164642493706e-06,9.863582839386709e-09,3.287861094491973e-09
1933,9.6215917437803e-06,2.4627511265862267e-06,5.735331320977366e-09,4.588264879146209e-09
1934,9.525356290396303e-06,2.1986199953971663e-06,3.5944740517379614e-09,0.0
1935,8.755996532272547e-06,2.4463172394462163e-06,8.377798899061872e-09,2.393656828303392e-09
1936,9.186896022583824e-06,2.228522589575732e-06,6.0623572828433225e-09,0.0
1937,9.226770998793654e-06,2.211000264651375e-06,6.295559185076627e-09,2.5182236296217297e-09
1938,8.8357937784167e-06,2.045910832748632e-06,1.5558256905023882e-08,7.779128452511941e-09
1939,8.760432137933094e-06,2.131990640918957e-06,1.2235240376412548e-08,3.058810094103137e-09
1940,8.865096788213123e-06,2.3912432425277075e-06,3.0429394115571995e-08,0.0
1941,8.869265002431348e-06,2.2047724996809848e-06,1.1806010391524069e-08,0.0
1942,8.802247975836508e-06,2.351514012843836e-06,1.2136847082899749e-08,0.0
1943,9.490676347923e-06,2.26742668019142e-06,5.806470415592457e-09,0.0
1944,9.948023944161832e-06,2.384184199399897e-06,6.4263723231761105e-09,0.0
1945,1.1092942258983385e-05,2.762343228823738e-06,8.714016175304096e-09,0.0
1946,9.810201845539268e-06,2.4180958462238777e-06,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.0085056601383258e-05,2.368677087360993e-06,1.4305045148432782e-08,3.5762612871081956e-09
1948,9.131298611464445e-06,2.05369951800094e-06,8.697510267552389e-09,0.0
1949,9.989787940867245e-06,2.2382778297469486e-06,7.853606653895895e-09,1.9634016634739737e-09
1950,8.792253538558725e-06,2.0302904886193573e-06,6.381216888229346e-09,0.0
1951,9.39162873692112e-06,2.3295162918657297e-06,1.2793682557799002e-08,0.0
1952,9.03057025425369e-06,1.97925965039758e-06,8.435843135146115e-09,2.1089607837865287e-09
1953,8.92396110430127e-06,2.030866426139255e-06,7.54167928107563e-09,2.1547654771580937e-09
1954,8.506015547027346e-06,1.9808931028819643e-06,9.772536113672459e-10,1.9545072227344917e-09
1955,8.214284207497258e-06,1.9484521089907503e-06,2.0648336374051723e-08,0.0
1956,8.210954547394067e-06,1.966617446669261e-06,9.593255967388359e-09,0.0
1957,8.604442882642616e-06,2.1080400074424688e-06,8.835037590415595e-09,2.6505113659425206e-09
1958,8.350002644874621e-06,2.0829509139730362e-06,1.6544486891589827e-09,7.445019267748876e-09
1959,8.601004992669914e-06,1.9283861547592096e-06,8.525822714489095e-09,2.325224457422337e-09
1960,8.62266642798204e-06,2.047874659183435e-06,3.460416619915918e-09,0.0
1961,8.738004908082075e-06,2.1337796169973444e-06,5.55852741612739e-09,3.47407969059077e-09
1962,9.021432560984977e-06,2.3674522253713803e-06,9.512934440181198e-09,4.43936931660005e-09
1963,9.465008588449564e-06,2.2585923034057487e-06,9.69907976156037e-09,0.0
1964,8.91301351657603e-06,2.203613348683575e-06,5.475571551727398e-09,2.4335873316516654e-09
1965,9.082497854251415e-06,2.2440849534177687e-06,8.20806533852192e-09,2.188817349590977e-09
1966,8.979393896879628e-06,2.2134142909635557e-06,4.431259803538978e-09,5.539074754423723e-10
1967,8.688730304129422e-06,2.290633801749209e-06,7.395503320850594e-09,9.860671168482327e-10
1968,9.58243526838487e-06,2.5304636892542476e-06,8.084548142051062e-09,4.491415683816058e-09
1969,9.308332664659247e-06,2.566093144196202e-06,9.537691525451919e-09,4.087581828571274e-09
1970,8.613871614215896e-06,2.1177129383431748e-06,5.978342709767048e-09,1.8394900047624674e-09
1971,8.578555025451351e-06,2.093896910082549e-06,6.679916619845017e-09,1.541519245584766e-09
1972,8.638654435344506e-06,1.9592030184867326e-06,9.747279428040656e-09,3.0780880067027283e-09
1973,8.48482068249723e-06,2.095568788718083e-06,7.718485406371656e-09,4.9618833486420044e-09
1974,8.539617738279048e-06,2.1197154183028033e-06,6.1881286761433785e-09,4.500457340128605e-09
1975,8.487259947287384e-06,1.9578953924792586e-06,8.567219822452898e-09,2.2845920710778955e-09
1976,8.585145224060398e-06,2.0185891571600223e-06,6.8562320265641574e-09,5.142174241967723e-09
1977,8.493125278619118e-06,1.980475417440175e-06,7.052138428775834e-09,1.7630346071939584e-09
1978,8.321580025949515e-06,2.2158405954542104e-06,1.0099005187669263e-08,5.940591130126904e-09
1979,8.361299478565343e-06,2.046435156444204e-06,1.345953837272873e-08,2.925986564150662e-09
1980,8.626078852103092e-06,1.9642195638880366e-06,1.193881615790815e-08,2.2740602734216964e-09
1981,8.411715498368721e-06,2.0058316749782534e-06,1.0753434587229549e-08,2.5302198114474095e-09
1982,8.430409252468962e-06,2.0385436982905958e-06,1.2415004135846175e-08,1.2415004579935385e-09
1983,8.543991498299874e-06,1.9362757939234143e-06,1.0104505676622466e-08,6.315316047889041e-10
1984,8.412042006966658e-06,2.0377715372887906e-06,9.278413592994639e-09,2.8995041922996734e-09
1985,8.67804374138359e-06,2.0290476641093846e-06,3.609334831011779e-09,3.0077789148208467e-09
1986,8.732166861591395e-06,2.0848819985985756e-06,1.4386765556650971e-08,2.997242676272549e-09
1987,8.38159667182481e-06,2.0190138911857503e-06,9.777306964053878e-09,1.8332451112712533e-09
1988,8.41136625240324e-06,2.093996499752393e-06,1.199310784016916e-08,4.797243047249822e-09
1989,8.596594852861017e-06,2.1579296571871964e-06,9.878619700032232e-09,2.1952488715726304e-09
1990,8.49826119520003e-06,1.9735014120669803e-06,9.80757164370516e-09,3.814055737905164e-09
1991,8.580012945458293e-06,2.0362729173939442e-06,8.20605094986604e-09,1.1722930404189924e-09
1992,8.767974577494897e-06,2.056311132037081e-06,4.4079553340736766e-09,5.509944167592096e-10
1993,8.617344974481966e-06,2.2356241515808506e-06,9.416652346772025e-09,3.877445031719162e-09
1994,8.757433533901349e-06,2.1041682884970214e-06,7.912389854425328e-09,2.637463358823311e-09
1995,8.493184395774733e-06,2.1239738998701796e-06,8.133675954979935e-09,1.626735190995987e-09
1996,8.560698006476741e-06,2.0049874365213327e-06,1.2811421257197253e-08,5.3380921904988554e-09
1997,8.779931704339106e-06,2.180238425353309e-06,2.4453962410575514e-08,1.4864173003559245e-08
1998,8.739503755350597e-06,2.1404132439784007e-06,5.2449422582867555e-08,1.2873949017944142e-08
1999,9.008780580188613e-06,2.158506049454445e-06,3.519054914136177e-08,4.570201106446348e-09
2000,8.72649616212584e-06,2.170137122448068e-06,1.0161472552283612e-08,3.5344251969604557e-09
2001,9.043696991284378e-06,2.190605982832494e-06,8.324302136486494e-09,1.3143635069212678e-09
2002,8.99640053830808e-06,2.307589284100686e-06,4.381221607729913e-09,2.1906108038649563e-09
2003,9.41224516282091e-06,2.367645492995507e-06,5.000307723435071e-09,1.6667691671301554e-09
2004,9.354014764539897e-06,2.3583252186654136e-06,3.523833003171717e-09,8.809582507929292e-10
2005,9.238991879101377e-06,2.3604152374900877e-06,6.305249655724765e-09,1.3511248786457486e-09
2006,9.018179298436735e-06,2.301488621014869e-06,7.000412693969338e-09,2.8825228870488218e-09
2007,9.229644092556555e-06,2.4206544821936404e-06,7.589511241690161e-09,4.393927444112933e-09
2008,9.411495739186648e-06,2.3620275442226557e-06,6.3861596011349775e-09,2.554463751636149e-09
2009,9.68801396084018e-06,2.6363336473878007e-06,5.245011536203492e-09,3.814554005998616e-09
2010,1.0514218956814148e-05,2.8049882985214936e-06,4.723793023408973e-10,9.447586046817946e-10
2011,1.0544602446316276e-05,2.8167378332000226e-06,6.883149605840799e-09,2.2943831279320648e-09
2012,1.1955055015278049e-05,3.477444124655449e-06,1.7021263287730903e-09,3.404252713057332e-10
2013,1.29264790302841e-05,3.6004814774059923e-06,5.578250084070646e-10,5.578250084070646e-10
2014,1.271506062039407e-05,3.6108799577050377e-06,8.661780737106994e-10,0.0
2015,1.242678627022542e-05,3.8331236282829195e-06,8.866301581811342e-10,0.0
2016,1.3005323125980794e-05,4.03165631723823e-06,1.86420612280358e-09,0.0
2017,1.270207667403156e-05,4.289368916943204e-06,1.509366853724714e-09,2.515611330355938e-10
2018,1.2890295693068765e-05,3.894142537319567e-06,4.3884935685412074e-09,2.581466596041082e-09
2019,1.2160558981122449e-05,3.738472514669411e-06,1.53059265262101e-09,0.0
