year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB doté_VERB
1900,6.748368974740515e-09,5.191053142894475e-10,1.4015843596837385e-08
1901,7.265360757457984e-09,5.588738916095792e-10,1.676621685930968e-08
1902,7.365425602756659e-09,4.910283846193408e-10,8.347482705062248e-09
1903,7.560307935250421e-09,5.400220270956879e-10,1.296052865029651e-08
1904,4.837162670412454e-09,1.0749250378694342e-09,9.13686282189019e-09
1905,1.857873321853276e-08,5.160759042333041e-10,6.708986699521802e-09
1906,6.6874399351490865e-09,1.0288369045596824e-09,1.2860461140462576e-08
1907,5.142843484406967e-09,1.028568674676933e-09,1.2342823652033985e-08
1908,1.4734167663732478e-08,0.0,1.1296195090437777e-08
1909,9.901770070541716e-09,0.0,1.0451868703853506e-08
1910,4.809735720812114e-09,5.344150677544235e-10,1.2291546447329438e-08
1911,2.500575924102577e-08,0.0,1.2236860413850081e-08
1912,1.1981668990301841e-08,0.0,1.1460726589973547e-08
1913,1.4318072061314524e-08,5.30298971401777e-10,1.0075680734189518e-08
1914,1.4732836284281348e-08,6.696743715117748e-10,7.366418142140674e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09,4.712304768617059e-09
1916,1.0987462051303964e-09,0.0,1.0987461607214755e-08
1917,1.5352993543160665e-08,0.0,2.52227767560953e-08
1918,5.743188147278033e-09,0.0,8.040463406189247e-09
1919,1.5653341733923298e-08,0.0,1.2890987832747669e-08
1920,6.057785384427916e-09,0.0,6.815008557481406e-09
1921,8.330022005509363e-09,0.0,1.2873671018098776e-08
1922,1.696925089333945e-08,0.0,3.541408943874558e-08
1923,7.431163684401554e-09,0.0,1.0615948120573648e-08
1924,1.0313299547703991e-08,0.0,6.445812328337297e-09
1925,4.399271169575059e-09,1.0998177923937646e-09,1.7597084678300234e-08
1926,5.57306911730393e-09,1.1146138456652466e-09,8.916910765321973e-09
1927,5.574612327308159e-09,0.0,4.4596899506643695e-09
1928,3.4278122562625413e-09,0.0,9.14083297942625e-09
1929,1.5596569369336066e-08,0.0,1.1140405931087116e-08
1930,1.3654684494213143e-08,0.0,8.402882833991043e-09
1931,6.843213995466613e-09,0.0,1.4826963656844327e-08
1932,2.1919073223131136e-09,0.0,4.383814644626227e-09
1933,6.882397318719313e-09,0.0,8.02946331646126e-09
1934,9.585264137967897e-09,0.0,3.5944740517379614e-09
1935,1.4361940969820353e-08,0.0,7.180970484910176e-09
1936,4.849885826274658e-09,0.0,9.699771652549316e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,0.0,1.2965214679638848e-08
1939,1.5294050470515685e-09,0.0,1.3764645423464117e-08
1940,2.5357829169792012e-09,0.0,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0,5.9030051957620344e-09
1942,1.517105907566929e-08,0.0,1.2136847082899749e-08
1943,1.7419411690866582e-08,0.0,1.7419411690866582e-08
1944,1.6065930807940276e-08,0.0,3.534504600111177e-08
1945,2.178504043826024e-09,0.0,1.5249527862692958e-08
1946,1.3921104269343232e-08,0.0,5.568441707737293e-09
1947,9.536696765621855e-09,0.0,5.960435700558264e-09
1948,5.435944139264848e-09,0.0,6.523132700664291e-09
1949,1.9634017078828947e-08,9.817008317369869e-10,6.8719057111366055e-09
1950,2.3397795700930146e-08,5.317680518146517e-09,7.444753258312176e-09
1951,1.2793682557799002e-08,0.0,1.9190522948520083e-08
1952,4.2179215675730575e-09,0.0,1.4762725264461096e-08
1953,6.464296653518886e-09,0.0,8.619061908632375e-09
1954,1.9545072227344917e-09,0.0,6.840775057526116e-09
1955,1.407841132561316e-08,1.8771215692936494e-09,1.1262729415761896e-08
1956,7.849027205963921e-09,0.0,5.232684952005684e-09
1957,1.9437083054185678e-08,0.0,6.184526224473075e-09
1958,6.617794756635931e-09,0.0,1.4062814024384807e-08
1959,6.200598257066758e-09,1.5501495642666896e-09,1.0851047171911432e-08
1960,4.844583401109048e-09,0.0,5.536666680683311e-09
1961,1.042223907177231e-08,0.0,8.33779090214648e-09
1962,1.7123282347597524e-08,6.341956404476434e-10,3.170978146727066e-09
1963,9.69907976156037e-09,6.466053248388448e-10,3.2330267352165265e-09
1964,1.520992043424485e-08,6.083968329129164e-10,5.475571551727398e-09
1965,1.860494691641179e-08,0.0,1.094408652591028e-08
1966,1.38476865529924e-08,1.1078149508847446e-09,1.1078149952936656e-08
1967,1.2818872185960117e-08,1.9721342336964653e-09,1.3311906243984595e-08
1968,1.3474247495537384e-08,0.0,1.0330256650092906e-08
1969,1.1808570121729645e-08,4.5417578031781147e-10,1.407944960618579e-08
1970,5.518470125309705e-09,0.0,7.3579600190498695e-09
1971,9.24911525146399e-09,1.541519245584766e-09,7.193756701440179e-09
1972,8.721249500354133e-09,0.0,1.1799337507056862e-08
1973,7.718485406371656e-09,0.0,9.37244681864513e-09
1974,6.1881286761433785e-09,0.0,7.313243344242437e-09
1975,1.4278700888326057e-08,0.0,5.711480177694739e-09
1976,9.141642998145016e-09,0.0,9.712995741040231e-09
1977,7.052138428775834e-09,0.0,2.3507127355770763e-09
1978,8.316828115084718e-09,0.0,1.0693064211864112e-08
1979,1.521513048885481e-08,5.851973350345929e-10,4.096381456264453e-09
1980,1.0233271119375331e-08,5.685150683554241e-10,5.116635559687666e-09
1981,1.0120879245789638e-08,1.2651099057237047e-09,5.69299452024552e-09
1982,7.449002747961231e-09,0.0,4.966001831974154e-09
1983,4.4207211225000265e-09,0.0,5.052252838311233e-09
1984,6.958810416790584e-09,0.0,9.858314165001048e-09
1985,9.624892882698077e-09,0.0,7.820225356169885e-09
1986,8.991728250862252e-09,5.994485463567401e-10,1.1389522214244607e-08
1987,7.332980445085013e-09,0.0,6.110816741511371e-09
1988,5.99655392008458e-09,0.0,1.0194141530917022e-08
1989,1.0976244357863152e-09,0.0,8.232182935330457e-09
1990,5.993515905799995e-09,0.0,7.628111475810329e-09
1991,7.6199047072123e-09,0.0,7.033758464558559e-09
1992,8.815910668147353e-09,0.0,1.1019888113139586e-08
1993,7.200969598386564e-09,0.0,4.4313659408601325e-09
1994,7.912389854425328e-09,0.0,5.802419433820205e-09
1995,1.0302656505700725e-08,0.0,9.21816667442954e-09
1996,6.4057106285986265e-09,0.0,7.473328622609188e-09
1997,8.151320507465698e-09,0.0,5.753873377756236e-09
1998,4.7681290027412615e-09,0.0,5.72175506974304e-09
1999,8.683382013430219e-09,0.0,1.0054442611817649e-08
2000,3.97622823555821e-09,0.0,6.627047355323157e-09
2001,1.4019877703219663e-08,0.0,6.571817756650944e-09
2002,1.270554239596322e-08,0.0,1.0953053575235572e-08
2003,7.500461585152607e-09,0.0,6.667076668520622e-09
2004,7.488145215006625e-09,0.0,3.0833537945085254e-09
2005,9.457874483587148e-09,0.0,4.503749373441224e-09
2006,1.1941880373456115e-08,0.0,6.58862386870851e-09
2007,1.078509459517818e-08,0.0,3.595031605740928e-09
2008,1.4049550856043425e-08,0.0,5.5346713878634546e-09
2009,5.245011536203492e-09,0.0,6.198650481792356e-09
2010,2.0312310056169736e-08,0.0,6.613310343794865e-09
2011,1.1089518636708817e-08,0.0,4.5887662558641296e-09
2012,1.4297861561374248e-08,0.0,7.148930780687124e-09
2013,1.5061274893923837e-08,0.0,8.08846234434668e-09
2014,1.8839372728507442e-08,0.0,7.57905826986871e-09
2015,1.2412821881468972e-08,0.0,6.428068743957738e-09
2016,1.4085112631789798e-08,0.0,9.942432654952427e-09
2017,1.282961736848165e-08,0.0,2.0124890642847504e-09
2018,9.551427204712581e-09,0.0,5.162933192082164e-09
2019,1.1734544003161318e-08,2.55098775436835e-10,5.867272001580659e-09
