year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB doté_VERB
1800,4.4018303668735825e-08,0.0,3.144164484325529e-09
1801,8.810375362600098e-08,1.6668277424969347e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,0.0,2.2378401354217203e-09
1803,7.606323038089613e-08,0.0,7.801356893821776e-09
1804,6.673997887673977e-08,0.0,4.943701892301533e-09
1805,7.960057502032214e-08,0.0,0.0
1806,6.627838899930794e-08,0.0,1.152667650217154e-08
1807,8.825561081948763e-08,0.0,1.4234775136401367e-08
1808,4.305540457494317e-08,0.0,0.0
1809,1.3554183553310395e-08,0.0,1.581321384946932e-08
1810,7.722418615685456e-08,0.0,2.3401267590372754e-09
1811,2.0056614147279106e-08,0.0,5.0141535368197765e-09
1812,5.3344166417446104e-08,0.0,1.0668832928217853e-08
1813,5.7514832008109806e-08,0.0,0.0
1814,9.440030979135372e-09,0.0,0.0
1815,1.6183340889597275e-08,0.0,1.0788894222457657e-08
1816,1.274682119856152e-07,2.3176038865813098e-09,1.3905623319487859e-08
1817,6.227493543065066e-08,0.0,0.0
1818,6.079800130009971e-08,1.1921177378582115e-09,2.026600220972341e-08
1819,8.384350280721264e-08,0.0,0.0
1820,7.475883023744245e-08,1.1866481131050932e-09,3.5599443393152796e-09
1821,7.198886464721e-08,0.0,9.86148829262845e-10
1822,4.411270992932259e-08,0.0,1.0025615893027862e-09
1823,6.028439258898288e-08,0.0,9.882686669016039e-09
1824,3.621078548121659e-08,8.421112696055388e-10,1.6000115010683658e-08
1825,4.6668848341369085e-08,0.0,1.2327619813845558e-08
1826,2.8185549894033102e-08,8.807984341885344e-10,2.2019960965735663e-08
1827,7.92685455053288e-08,0.0,1.8434546333878643e-08
1828,7.154395120778645e-08,0.0,1.3758452155343548e-08
1829,2.4004892296147773e-08,0.0,5.143905745796928e-09
1830,7.618890407457002e-08,0.0,1.2524203008013046e-08
1831,8.263339168479433e-08,0.0,2.182768810143898e-08
1832,5.141388470519814e-08,0.0,1.0823975493678972e-08
1833,3.01174338801502e-08,1.1583628500844156e-09,2.0850531967653296e-08
1834,6.627517024071494e-08,9.334530925997342e-10,5.600718555598405e-09
1835,6.050470346963266e-08,1.5126175867408165e-09,2.647080776796429e-08
1836,6.98957975941994e-08,0.0,1.0753200108126748e-08
1837,4.5226290268374214e-08,6.957890930081589e-10,6.957891152126194e-09
1838,3.7241754569095065e-08,1.2624323808552163e-09,2.0830134062066463e-08
1839,3.076248944466897e-08,6.9914751765765e-10,1.3982949909063791e-08
1840,3.630722389402763e-08,6.369688665408546e-10,1.6561189752906103e-08
1841,6.099521243640993e-08,6.420548537278137e-10,2.6966304744746594e-08
1842,3.219967226186782e-08,0.0,1.2074877098200432e-08
1843,5.316219997553162e-08,0.0,2.9534556134080958e-08
1844,6.476502534269457e-08,0.0,4.9397051782307244e-08
1845,5.0780073479472776e-08,5.580227946389016e-10,1.4508592549589139e-08
1846,3.805426018743674e-08,5.854501328173001e-10,2.517435504501009e-08
1847,4.260646591092154e-08,0.0,1.3483059113639229e-08
1848,2.252662056889676e-08,8.045221711050488e-10,2.494018680465615e-08
1849,3.6869426622843093e-08,0.0,1.5920887719289567e-08
1850,4.6844071732721204e-08,0.0,7.128446100068686e-08
1851,2.3862924081186065e-08,0.0,3.9341575330809064e-08
1852,4.7526981461487594e-08,2.6042181744401205e-09,1.4323200403509873e-08
1853,3.1651239851271384e-08,5.971931837933653e-10,2.149895550473957e-08
1854,2.234135720868835e-08,5.195664454227256e-10,3.273268589509826e-08
1855,3.502578493908004e-08,0.0,2.653468555990912e-08
1856,2.329735160344626e-08,0.0,2.3815070804289462e-08
1857,4.149282872845106e-08,0.0,1.9526035899275485e-08
1858,3.670256987220455e-08,4.893676019968041e-10,1.5170396494568195e-08
1859,1.323965115318515e-08,5.092173349652285e-10,3.4626779665813956e-08
1860,3.753290656050012e-08,9.154367819341758e-10,2.0597328287408345e-08
1861,3.7256114637784776e-08,0.0,1.0846716413936974e-08
1862,4.608346060308577e-08,4.517986262886353e-10,1.2198563048571032e-08
1863,4.5950510951797696e-08,0.0,1.3485475847119233e-08
1864,3.1165733105353866e-08,4.794727948009836e-10,2.349416661218129e-08
1865,5.036323358353911e-08,0.0,2.6829013677343028e-08
1866,2.3354942868536455e-08,0.0,9.244664589402873e-09
1867,1.844068364675877e-08,4.85281148598915e-10,2.5719900875742496e-08
1868,1.7289560005906424e-08,0.0,2.2723421366777075e-08
1869,2.24641887314192e-08,4.883519144627257e-10,2.0510780629479086e-08
1870,2.465641024684828e-08,5.734048791339319e-10,2.408300403544672e-08
1871,1.3807530230280918e-08,0.0,1.3807530230280918e-08
1872,2.53988243770209e-08,6.047339295989218e-10,8.4662747923403e-09
1873,1.2570609442263958e-08,0.0,2.573981916498269e-08
1874,1.5533982988813477e-08,5.974609140757536e-10,1.9118749250424116e-08
1875,1.8881038954532414e-08,0.0,1.716458086775674e-08
1876,1.874264654588842e-08,0.0,1.209202959984168e-08
1877,1.5462040536817767e-08,0.0,1.36065949618569e-08
1878,2.3552445327368332e-08,7.2469061862534545e-09,9.662541877730746e-09
1879,1.4662380642960215e-08,0.0,1.4662380642960215e-08
1880,2.4387816210946767e-08,0.0,1.2835692508872398e-08
1881,1.673401861523871e-08,0.0,2.091752193678076e-08
1882,1.9966154951589488e-08,1.3310770263785798e-09,6.655385131892899e-09
1883,2.1485751844352308e-08,0.0,5.687405213450347e-09
1884,4.621187876807653e-09,0.0,1.3203393933736152e-08
1885,2.8360796378024133e-08,0.0,1.2246707647989297e-08
1886,1.097088819790315e-08,0.0,1.4842966855610484e-08
1887,1.697520346510828e-08,1.3057849246322917e-09,1.697520346510828e-08
1888,1.4583413587843097e-08,0.0,5.07249175996094e-09
1889,2.5060546970934183e-09,0.0,1.7542383545787743e-08
1890,8.520702365899524e-09,6.554386478008212e-10,9.831579994568074e-09
1891,9.561330394092238e-09,0.0,1.0836173736095134e-08
1892,7.522214851007902e-09,6.268512375839919e-10,1.6924984080901595e-08
1893,1.0469308087124318e-08,6.158416554491453e-10,1.7243566574620672e-08
1894,8.192000855444803e-09,0.0,1.6384001710889606e-08
1895,6.6204757231957956e-09,0.0,1.2037228991346183e-08
1896,1.47425724961181e-08,0.0,1.0024948871034667e-08
1897,1.4566784223291052e-08,0.0,9.322741689743452e-09
1898,1.4711722506888236e-08,0.0,1.0185038590293516e-08
1899,7.185851913504848e-09,3.8693048765026106e-09,1.2713430308508578e-08
