year,brûlant_VERB en_ADP,brûlant_VERB dans_ADP
1907,3.0857059130084963e-09,2.5199932807140613e-08
1908,1.7681000885616527e-08,2.9468335327464956e-08
1909,8.251475058784763e-09,2.3654228797909127e-08
1910,1.068830135508847e-09,2.2979847358328698e-08
1911,2.128149656499545e-09,2.8730021028877673e-08
1912,4.167536982180309e-09,1.7712032729377825e-08
1913,3.71209285532359e-09,4.030272293675807e-08
1914,6.696743715117748e-10,2.4108278040557707e-08
1915,0.0,1.6493066468115103e-08
1916,1.0987462051303964e-09,1.648119329900055e-08
1917,8.773139548168274e-09,2.7416060532914344e-08
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,0.0,2.2098836538475553e-08
1920,2.2716695191604686e-09,2.8774479687854182e-08
1921,7.572747762196741e-09,1.5902768879527684e-08
1922,2.951174193910333e-09,3.467629738906908e-08
1923,2.1231896241147297e-09,1.4862327368803108e-08
1924,3.867487219366694e-09,1.1602462102189293e-08
1925,1.0998177923937646e-09,1.9796720707176974e-08
1926,0.0,1.7833821530643945e-08
1927,1.1149224876660924e-09,1.7838759802657478e-08
1928,1.1426041224282812e-09,7.998228745975666e-09
1929,4.4561625500705304e-09,1.4482528065684619e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,7.983749661377715e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,0.0,4.588264879146209e-09
1934,0.0,1.5576054224197833e-08
1935,2.393656828303392e-09,1.0771455727365264e-08
1936,7.274828739411987e-09,1.8187071404440758e-08
1937,3.777335333410292e-09,1.0072894518486919e-08
1938,0.0,1.6854778905894818e-08
1939,3.058810094103137e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.1136883415474585e-08
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,0.0,1.0871888278529696e-08
1949,0.0,9.817008539414473e-09
1950,0.0,1.2762433776458693e-08
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,0.0,1.370824520563474e-08
1953,1.0773827385790469e-09,1.0773827163745864e-08
1954,9.772536113672459e-10,1.4658803948464083e-08
1955,7.508486277174597e-09,7.508486277174597e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,4.1361216673863055e-09,9.926692356998501e-09
1959,4.650448692800069e-09,8.525822714489095e-09
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,6.948159270159238e-10,7.64297514166401e-09
1962,5.073564957047694e-09,4.43936931660005e-09
1963,1.2932106496776896e-09,1.6165133231993423e-08
1964,3.0419841645645818e-09,3.6503808864551957e-09
1965,2.188817349590977e-09,9.849678406226303e-09
1966,1.6617224263271169e-09,5.539074976468328e-09
1967,0.0,6.409436092980059e-09
1968,8.982831700699023e-10,8.084548142051062e-09
1969,5.904285033109247e-09,9.991866889436096e-09
1970,4.5987250119061684e-10,2.7592350626548523e-09
1971,4.6245578477766e-09,7.193756701440179e-09
1972,2.5650734314375256e-09,5.643161493651405e-09
1973,1.102640756478479e-09,1.1577728109557484e-08
1974,3.3753431161187564e-09,7.875800456247362e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,4.570821443561357e-09,2.285410749536254e-09
1977,0.0,6.464460078348111e-09
1978,2.3762365408686037e-09,7.128709622605811e-09
1979,5.851973350345929e-10,9.948355028654987e-09
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,1.2651099057237047e-09,6.958104314946922e-09
1982,4.345251713999687e-09,1.1794254461960918e-08
1983,5.052252838311233e-09,5.052252838311233e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,1.8046674155058895e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,2.9982769045311386e-09,4.797243047249822e-09
1989,2.7440609784434855e-09,3.841685636274406e-09
1990,0.0,8.717841559757744e-09
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,5.509944167592096e-10,4.958949695321735e-09
1993,3.323524566667402e-09,7.200969598386564e-09
1994,3.164956019485743e-09,7.384897138251745e-09
1995,2.1689803286761844e-09,5.4224509327127635e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,9.58978896292706e-10,2.876936688878118e-09
1998,9.536258449571733e-10,2.86087753487152e-09
1999,2.7421207526856506e-09,5.0272213059088244e-09
2000,0.0,6.627047355323157e-09
2001,1.3143635069212678e-09,5.695575122643959e-09
2002,0.0,2.1906108038649563e-09
2003,1.2500768753476166e-09,6.667076668520622e-09
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,2.8825228870488218e-09,5.7650457740976435e-09
2007,3.595031605740928e-09,4.7933754743212376e-09
2008,2.128719839289417e-09,5.960415716543821e-09
2009,1.907277002999308e-09,6.675469510497578e-09
2010,0.0,6.613310343794865e-09
2011,4.206369003112442e-09,5.353560705856353e-09
2012,3.744677928851914e-09,1.1234034147378225e-08
2013,3.0680376017500066e-09,1.310888730898796e-08
2014,2.5985342211320983e-09,9.527958866328845e-09
2015,3.989835711815104e-09,8.422986752520956e-09
2016,2.899876117012923e-09,1.2842308549920745e-08
2017,2.0124890642847504e-09,8.553078245654433e-09
2018,1.5488800242380307e-09,6.195520096952123e-09
2019,3.0611854162643226e-09,6.12237061048404e-09
