year,oubliant_VERB en_ADP,oubliant_VERB dans_ADP
1855,3.237231638308913e-08,3.02495415382964e-08
1856,2.070875626536406e-08,2.847454094734303e-08
1857,3.612316668011317e-08,3.368241108248071e-08
1858,2.7893954257507403e-08,2.5936482295207952e-08
1859,3.41175612206257e-08,3.3099126994784456e-08
1860,2.929397768802744e-08,2.5632230116201526e-08
1861,3.159695793897299e-08,3.6312920226322376e-08
1862,2.8011514996428843e-08,4.6083460630841344e-08
1863,2.047794495085853e-08,6.09343735469281e-08
1864,3.356309496993504e-08,3.1165731328997026e-08
1865,1.5061901947888146e-08,2.6358328464315406e-08
1866,2.4814625465552353e-08,2.4814625909641563e-08
1867,2.426405742994575e-08,2.6690463172940326e-08
1868,1.2843672791973404e-08,3.5073104531768706e-08
1869,1.9045724108934792e-08,4.248661777950247e-08
1870,2.695002887520559e-08,4.0711746862598375e-08
1871,1.4869647735338276e-08,5.20437686279962e-08
1872,6.047339295989218e-09,2.6003559860932057e-08
1873,2.1549616757710055e-08,2.5141218884527916e-08
1874,1.6728905816165707e-08,2.7483201492373155e-08
1875,5.149374260327022e-09,8.58229043387837e-09
1876,2.0556449653597042e-08,4.292670396921494e-08
1877,9.277223766979148e-09,2.2265338350813124e-08
1878,9.058632899350272e-09,2.2948537181655126e-08
1879,1.0385853066452455e-08,2.3215436684154156e-08
1880,1.5402831232691483e-08,3.2089231716270206e-08
1881,2.3009274929819412e-08,4.8807552666119136e-08
1882,3.061477182875194e-08,3.9932311235446605e-08
1883,1.64302811356265e-08,2.0221884611260066e-08
1884,5.281357573494461e-09,4.4891537598346076e-08
1885,7.090199150017185e-09,4.060750313783501e-08
1886,1.613365974151293e-08,1.742435251639307e-08
1887,7.834709769838355e-09,3.525619224342691e-08
1888,1.521747527988282e-08,3.1703073055666664e-08
1889,2.5687061089296748e-08,1.5662841412744655e-08
1890,7.209825181320184e-09,2.8183861022768042e-08
1891,8.92390783491237e-09,2.6771725059049345e-08
1892,1.0029620023388475e-08,2.8835156484774416e-08
1893,6.158416554491453e-09,1.847524977449666e-08
1894,8.822155450616265e-09,1.575384822594117e-08
1895,4.213030146971164e-09,1.9259566386153892e-08
1896,7.076434549446731e-09,1.769108703975064e-08
1897,3.496028022631492e-09,1.3984112756659783e-08
1898,1.3014215816120611e-08,1.810673566637888e-08
1899,7.738609753005221e-09,1.5477219506010442e-08
1900,8.824790231898305e-09,2.647437047365031e-08
1901,8.38310842965484e-09,2.3472702892490815e-08
1902,2.9461704187383475e-09,1.8168050897049426e-08
1903,3.7801539676252105e-09,2.322094760920379e-08
1904,5.912087708281888e-09,1.666133808697623e-08
1905,1.0321517862621477e-08,2.4255567332431838e-08
1906,1.4918134283448126e-08,1.337487931518666e-08
1907,1.2857108266928208e-08,2.982849228727602e-08
1908,8.840500109741356e-09,1.866327870025941e-08
1909,8.801573692096554e-09,2.6954819709601452e-08
1910,1.4429207051414039e-08,6.947395991829808e-09
1911,3.7242617878519013e-09,2.0217422180834888e-08
1912,1.2502610502451716e-08,1.6149205861459848e-08
1913,9.545381873810044e-09,1.2196876397752021e-08
1914,3.3483718020477227e-09,2.0759905794420774e-08
1915,9.424609537234119e-09,1.767114277129167e-08
1916,6.592477230782379e-09,3.625862632361532e-08
1917,1.6449636319748606e-08,2.0836205649743533e-08
1918,1.033773866510046e-08,1.6080927700556913e-08
1919,1.7494911963567006e-08,8.28706359090603e-09
1920,3.028892692213958e-09,2.0445025228355007e-08
1921,1.666004423306333e-08,1.9689142760626055e-08
1922,1.1804696775641332e-08,3.098733003525922e-08
1923,5.307974060286824e-09,1.4862327368803108e-08
1924,2.0626599095407983e-08,1.933743642990038e-08
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,2.229227691330493e-09,1.7833821197577038e-08
1927,5.574612327308159e-09,3.4562596340492746e-08
1928,5.713020723163709e-09,2.6279895593006586e-08
1929,4.4561625500705304e-09,8.912325100141061e-09
1930,1.05036033204442e-08,3.151081084951102e-08
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.4247398039124448e-08
1933,4.588264879146209e-09,3.555905392360614e-08
1934,8.38710612072191e-09,2.6359476379411717e-08
1935,5.98414207075848e-09,1.196828414151696e-08
1936,1.091224310911798e-08,2.3036958118893835e-08
1937,1.2591118148108649e-09,1.510934133364117e-08
1938,1.1668693344901726e-08,9.075650453382877e-09
1939,6.117620188206274e-09,1.988226561167039e-08
1940,7.607348528892999e-09,1.01431314458722e-08
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,2.3225881884414434e-08,2.6129116648121453e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,6.535512131478072e-09,2.178503999417103e-08
1946,6.960552134671616e-09,2.227376683094917e-08
1947,1.7881307101674793e-08,2.1457568166738383e-08
1948,1.6307831529616124e-08,2.0656587551570738e-08
1949,6.871905600114303e-09,1.0798709482173763e-08
1950,1.0635361258337639e-08,1.4889506072535141e-08
1951,1.3859821956785368e-08,1.5992103197248753e-08
1952,1.0544803585865736e-08,9.490323193972472e-09
1953,8.619062019654677e-09,1.5083358673173564e-08
1954,9.772535891627854e-09,1.759056522665503e-08
1955,3.754243138587299e-09,1.220129064449793e-08
1956,2.616342476002842e-09,2.7035539362785244e-08
1957,1.1485549400447326e-08,1.3252556940734905e-08
1958,1.2408365002158916e-08,1.0753916701577992e-08
1959,1.1626121954044777e-08,8.525822714489095e-09
1960,1.2457499698470542e-08,1.2457499920515147e-08
1961,9.727423089245235e-09,1.3896318928896534e-08
1962,1.268391242037481e-08,1.5854890955679934e-08
1963,6.4660533594107505e-09,1.099229041123806e-08
1964,7.909158605823308e-09,1.8251905320454398e-08
1965,1.2585699593614663e-08,1.5321721225092233e-08
1966,2.7695373772118614e-09,1.273987226824147e-08
1967,1.0353704449350687e-08,1.6763141319486863e-08
1968,1.1677681044375277e-08,2.9194203721161216e-08
1969,9.537690970340407e-09,1.544197653080559e-08
1970,8.737577439354993e-09,2.023438949727563e-08
1971,1.6956712034499333e-08,1.592903242642052e-08
1972,5.130146751852749e-09,1.539044092169206e-08
1973,2.039885482751913e-08,1.3783009178425232e-08
1974,6.750686010192908e-09,1.2938814464291681e-08
1975,3.998036124386317e-09,1.1994108373158952e-08
1976,8.570290255249802e-09,1.1427053914214724e-08
1977,9.402850609241398e-09,8.227494963097826e-09
1978,4.752473081737207e-09,2.07920705097564e-08
1979,1.4044735707763323e-08,1.9311512056141567e-08
1980,8.527726302887118e-09,1.1370301367108482e-08
1981,1.012087935681194e-08,2.4037088763861902e-08
1982,8.690503427999374e-09,1.0552754226011984e-08
1983,7.57837881337764e-09,1.0104506009689374e-08
1984,1.0438215625185876e-08,1.6817124248724724e-08
1985,1.8648230737383642e-08,1.804667393301429e-08
1986,1.1988970760601347e-08,2.038125140879643e-08
1987,1.283271516827611e-08,1.2221633316489289e-08
1988,1.6190695673046207e-08,1.9188972188999287e-08
1989,1.2622680678475717e-08,2.5794175018134524e-08
1990,1.1987031922622293e-08,2.5063794817370422e-08
1991,7.033758464558559e-09,2.344585992020143e-08
1992,8.815910779169656e-09,1.708082664197974e-08
1993,1.827938511667071e-08,1.3294098266669607e-08
1994,1.1604838756618108e-08,2.1099706759564185e-08
1995,5.4224509327127635e-09,1.4098372025372896e-08
1996,1.0142374717858615e-08,1.7081894565507127e-08
1997,7.67183128136395e-09,1.9179578258921026e-08
1998,1.9072516788121163e-08,1.3350761607355821e-08
1999,2.0108885889769113e-08,1.279656292041409e-08
2000,1.9881140955746446e-08,1.9439339360438623e-08
2001,1.2705514501609727e-08,1.971545271484132e-08
2002,1.6210518871684343e-08,1.708676344858162e-08
2003,6.667076779542924e-09,1.9584537991335083e-08
2004,1.7619164571769375e-08,2.5547788773394586e-08
2005,1.3511249008502091e-08,1.5312748402607212e-08
2006,1.8118715416903797e-08,1.9354083002909306e-08
2007,7.190062878414949e-09,1.87740528956315e-08
2008,1.1920831516354369e-08,1.660401449665727e-08
2009,1.4781396773244637e-08,2.860915460090041e-08
2010,1.039234459598859e-08,2.645324048700104e-08
2011,9.942326933964907e-09,2.6003010189512565e-08
2012,1.46382865828798e-08,3.3702101109867044e-08
2013,1.2551062911203559e-08,3.458514941101498e-08
2014,1.147685946278898e-08,3.6596023655910415e-08
2015,1.50727123282568e-08,3.635183731809377e-08
2016,1.532791626956964e-08,4.287674038039313e-08
2017,1.106868996458843e-08,2.792328546163958e-08
2018,8.002546958429946e-09,4.0270879075876564e-08
2019,1.122434567513153e-08,4.005050602273741e-08
