year,remontant_VERB en_ADP,remontant_VERB dans_ADP
1929,1.0137770090068443e-07,1.2700062601567197e-07
1930,9.138135281805404e-08,1.1869071947501197e-07
1931,1.072103525956436e-07,1.1405356481475337e-07
1932,9.753987928462493e-08,1.86312128391819e-07
1933,1.0897128754905339e-07,1.5370686767823827e-07
1934,8.626738079442475e-08,1.461752852094378e-07
1935,9.09589594755289e-08,1.304542989188917e-07
1936,7.881064467696319e-08,1.1639726071877021e-07
1937,6.043736533456467e-08,1.39761416217965e-07
1938,8.816345831164085e-08,1.2705909480104083e-07
1939,6.117619921752748e-08,1.4070526077603063e-07
1940,1.1918179332326417e-07,1.5721853485750614e-07
1941,9.444808490854939e-08,1.4167212647464567e-07
1942,5.4615812983271894e-08,2.0936061662091277e-07
1943,1.2774234736667722e-07,1.5387146845569077e-07
1944,8.354284197764628e-08,1.5744612014145787e-07
1945,7.189063211399116e-08,1.8081583963436287e-07
1946,1.0858461330087721e-07,1.1693727408612631e-07
1947,1.0132740202450918e-07,1.3828210931876583e-07
1948,1.1959076751111297e-07,1.6742707131811585e-07
1949,7.657266420935116e-08,1.5412702536465872e-07
1950,1.084806875439881e-07,1.6059396479306542e-07
1951,8.315893529342588e-08,1.5352417959135778e-07
1952,1.3075556726249715e-07,1.7082582370875343e-07
1953,1.0989303689257213e-07,1.7561338694349615e-07
1954,1.0847514797518443e-07,1.3974726975618523e-07
1955,1.1075017525286057e-07,1.5110829298947692e-07
1956,1.0639792868971654e-07,1.813997405619716e-07
1957,8.569986253981199e-08,1.6786571199745026e-07
1958,1.0340304124056843e-07,1.4476425480580701e-07
1959,8.525822403626648e-08,1.4416390925475753e-07
1960,8.512625321310807e-08,1.439533345859445e-07
1961,8.893643999030587e-08,1.730091625518071e-07
1962,8.181124044881471e-08,1.6933023783138879e-07
1963,5.948769121744135e-08,1.46779405518771e-07
1964,7.544120506075558e-08,1.7400149321389335e-07
1965,8.481667279625071e-08,1.3078184224468714e-07
1966,7.477750729734112e-08,1.5177065471050355e-07
1967,8.085750596853458e-08,1.3706332602225757e-07
1968,7.635406840122982e-08,1.495641432924799e-07
1969,7.720988459691824e-08,1.3988613556392693e-07
1970,7.449934291692273e-08,1.306037868964438e-07
1971,6.988220313530746e-08,1.1407242150873742e-07
1972,6.771793836790607e-08,1.3851396207797961e-07
1973,6.946637087779095e-08,1.4113801372062085e-07
1974,7.200731522161163e-08,1.1138631728080384e-07
1975,7.139350444163028e-08,1.1422960310980557e-07
1976,6.113473771662825e-08,1.2855435560510386e-07
1977,5.641710532078292e-08,1.3516598462715024e-07
1978,5.821779569537e-08,1.3128706832787884e-07
1979,5.793453716762542e-08,1.0650591253380526e-07
1980,8.75513199716238e-08,1.3018994460267663e-07
1981,5.8195054997156603e-08,1.2840865704077942e-07
1982,7.324852879797561e-08,1.353235457024482e-07
1983,7.95729815372681e-08,1.3956848654572696e-07
1984,6.78483971228161e-08,1.188796758810895e-07
1985,7.459292294953457e-08,1.3835783985172156e-07
1986,8.632059422808425e-08,1.3727371772631614e-07
1987,7.882953623195021e-08,1.1854984638404176e-07
1988,5.756691789926549e-08,1.2952555916712072e-07
1989,7.354083964017377e-08,1.185434417294573e-07
1990,8.39092253457352e-08,1.3948546584430233e-07
1991,6.447611422544242e-08,1.4770892775572975e-07
1992,6.942529529041508e-08,1.39401584497989e-07
1993,4.929894714678085e-08,1.329409844430529e-07
1994,7.859640716034733e-08,1.0708101338963161e-07
1995,6.235818150734929e-08,1.3230779671857817e-07
1996,7.633471899026745e-08,1.2224230871993313e-07
1997,7.719780237280816e-08,1.2802368765107985e-07
1998,6.007842978661415e-08,1.239713585121649e-07
1999,7.312322125585524e-08,1.1516907205688653e-07
2000,5.6550803817501105e-08,1.3342455229548023e-07
2001,6.002260244386548e-08,1.4238938961241843e-07
2002,6.046085632149811e-08,1.1697861435067125e-07
2003,7.542130209259312e-08,1.3667507792192168e-07
2004,8.016720354220297e-08,1.422747510915201e-07
2005,9.638024067726292e-08,1.301583658630534e-07
2006,6.09447701194199e-08,1.4330256226102733e-07
2007,5.831940175227146e-08,1.4100513112680346e-07
2008,7.961412240575783e-08,1.494361283604917e-07
2009,9.488703422988465e-08,1.5067488767783743e-07
2010,9.400348366384037e-08,1.6155371929116313e-07
2011,8.489217462326337e-08,1.7513792149870255e-07
2012,9.259567645969469e-08,2.1174451259042826e-07
2013,9.427242630977162e-08,2.2173544689252367e-07
2014,9.051560745376719e-08,2.3949823457769526e-07
2015,1.0196246824634159e-07,2.329620780727737e-07
2016,1.0688114571166807e-07,2.2805454324981156e-07
2017,8.553078600925801e-08,2.2640501562420923e-07
2018,1.0274237194352054e-07,2.705377060152614e-07
2019,9.821302970891566e-08,2.5127229985599797e-07
