year,tremblant_VERB en_ADP,tremblant_VERB dans_ADP
1800,3.144164484325529e-09,9.432493186523061e-08
1801,2.3811825844433088e-09,9.28661187948876e-08
1802,4.475680270843441e-09,5.818384352096473e-08
1803,9.751696339321825e-09,5.851017803593095e-08
1804,2.4718509461507665e-09,1.7055771261986763e-07
1805,0.0,2.672305110529294e-07
1806,0.0,8.645007198992971e-08
1807,2.8469551160981155e-09,2.562259560079383e-08
1808,0.0,7.024829073998262e-08
1809,2.259030518203531e-09,1.1521055598429086e-07
1810,1.4040760554223652e-08,7.254392642153107e-08
1811,1.504246105454854e-08,6.016984377410495e-08
1812,0.0,9.601949813031752e-08
1813,0.0,3.738464116054274e-08
1814,0.0,7.237357380063258e-08
1815,2.697223555614414e-09,7.282503466932155e-08
1816,1.3905623319487859e-08,3.0128852301913867e-08
1817,3.113746815941454e-09,8.56280379935015e-08
1818,2.8610825708597076e-08,6.556647491606782e-08
1819,2.070210003424222e-09,9.937008371707634e-08
1820,3.5599443393152796e-09,7.119888500994875e-08
1821,1.1833785507064931e-08,5.621048382309368e-08
1822,1.0025615893027862e-09,5.3135764233047666e-08
1823,6.917880934764753e-09,8.20262995304688e-08
1824,4.210556348027694e-09,8.084268188213173e-08
1825,4.754939197937347e-08,7.13240879690602e-08
1826,7.0463874735082754e-09,1.0217262147449446e-07
1827,1.3825909306319772e-08,6.544263975172271e-08
1828,8.255071293206129e-09,6.879226077671774e-08
1829,6.001223074036943e-09,5.658296231558779e-08
1830,2.0873671680021744e-09,6.262101237552997e-08
1831,1.5591206103948707e-09,5.76874619184764e-08
1832,2.5706941575442954e-08,1.4882965615470312e-07
1833,1.1583628833911064e-08,1.1351956286098641e-07
1834,2.7070138797213872e-08,6.814207753613744e-08
1835,2.3445572594482655e-08,1.3084141414765327e-07
1836,1.008112526790228e-08,1.0282747808787462e-07
1837,1.3915782304252389e-08,1.3219992645030487e-07
1838,2.019891809368346e-08,7.511472688292997e-08
1839,9.088918062616358e-09,9.578320903091964e-08
1840,1.97460351958334e-08,7.707323135264232e-08
1841,1.219904177673925e-08,6.677370523178183e-08
1842,1.7441488697755858e-08,7.177843919237148e-08
1843,2.126487919085207e-08,4.6073906523336206e-08
1844,8.781698035420504e-09,7.629100196027139e-08
1845,1.5066615177694587e-08,8.147132479763286e-08
1846,9.367202347121406e-09,4.507965911670908e-08
1847,5.3932236454556914e-09,6.417936049274431e-08
1848,6.436177313329239e-09,4.988037316522309e-08
1849,6.703531951757213e-09,7.625267528510449e-08
1850,1.0862393651223101e-08,5.0917472016465126e-08
1851,2.192809134271556e-08,3.611685883697646e-08
1852,7.161600201754936e-09,6.380334838240742e-08
1853,8.957897534855874e-09,8.121827055340702e-08
1854,1.0910895742455295e-08,5.2476209710938804e-08
1855,7.960405667972736e-09,8.544168395019369e-08
1856,9.318940286107136e-09,5.9537676122545236e-08
1857,2.928905395993553e-09,8.298565745690212e-08
1858,1.2723557984983813e-08,6.802209640000001e-08
1859,7.638260246523032e-09,9.573285764119532e-08
1860,1.1442959468865865e-08,6.682688633019573e-08
1861,9.903524222920623e-09,7.639861365760225e-08
1862,1.536115412648087e-08,6.776979691314189e-08
1863,1.5982786649715308e-08,9.240048426395475e-08
1864,4.7947278369875335e-09,5.418042547944424e-08
1865,1.4591217123438582e-08,4.706844297652779e-08
1866,1.4596838404656864e-08,4.7683005988119476e-08
1867,9.7056229719783e-10,6.163070587206221e-08
1868,1.2843672791973404e-08,5.2362666647098877e-08
1869,6.8369268024781604e-09,7.081102937345207e-08
1870,4.587239033071455e-09,6.594156021222375e-08
1871,5.3105884134652115e-09,2.6552942955504477e-08
1872,5.442605477412599e-09,5.2007116613239646e-08
1873,5.387403856360606e-09,5.926144552859114e-08
1874,7.766991494406739e-09,4.7796871516236905e-08
1875,1.0298748520654044e-08,4.806082642971887e-08
1876,6.650616057868319e-09,4.89727196573142e-08
1877,3.0924081073635534e-09,7.669171964153065e-08
1878,9.058632954861423e-09,6.099479488153037e-08
1879,3.0546627449723474e-09,5.315112971970848e-08
1880,9.626769603698904e-09,4.941741704733715e-08
1881,3.4862537301449947e-09,5.5780059682319916e-08
1882,5.989846840748214e-09,5.0580926114207614e-08
1883,4.423537092179686e-09,2.780509184008295e-08
1884,9.242375753615306e-09,4.951272547515373e-08
1885,4.511945039809007e-09,4.318575741457664e-08
1886,1.355227396970804e-08,4.775563311465447e-08
1887,1.0446279397058333e-08,4.1785117588233334e-08
1888,8.876860135842435e-09,2.53624587998047e-08
1889,6.891650361495749e-09,4.636201111907212e-08
1890,1.0487018364813139e-08,5.440140782297931e-08
1891,5.736798036615198e-09,4.079500948162007e-08
1892,1.0656471260972467e-08,4.4506439422775657e-08
1893,4.926733243593162e-09,3.202376680500052e-08
1894,2.520615716150587e-09,3.906954404442331e-08
1895,4.814891596538473e-09,3.310238128051424e-08
1896,1.1204354777305525e-08,2.7716035688740703e-08
1897,2.9133566670225264e-09,3.437761009195128e-08
1898,5.092519295146758e-09,4.4701003787395166e-08
1899,4.9748205555033564e-09,2.8743407654019393e-08
1900,1.453494924419374e-08,2.699347589896206e-08
1901,1.1177477832191585e-09,4.3592162879413365e-08
1902,7.365425880312415e-09,4.2228441632374825e-08
1903,2.1600881083827517e-09,1.9980815224585058e-08
1904,4.837162670412454e-09,2.4723275870996986e-08
1905,4.1286072338664326e-09,2.37394921498435e-08
1906,5.144184522798412e-10,2.1091157265118454e-08
1907,3.5999904168804164e-09,3.9085609415678846e-08
1908,5.893666887857307e-09,4.0764528197456684e-08
1909,7.151278680339601e-09,2.8605114721358404e-08
1910,2.137660271017694e-09,4.3287620155041395e-08
1911,5.3203741412488625e-09,4.4691141454222816e-08
1912,4.688479049441696e-09,3.80287765722187e-08
1913,1.1666577037772186e-08,2.8105844762649212e-08
1914,1.0045115794721227e-08,2.9465672568562695e-08
1915,1.1780761921542648e-09,1.8849219074468238e-08
1916,1.6481193076955947e-08,4.2851102222130066e-08
1917,0.0,3.728584374584898e-08
1918,0.0,4.5945505178224266e-08
1919,4.603924186330488e-09,4.6960028365905515e-08
1920,1.4387239843927091e-08,4.164727585020955e-08
1921,3.0290989716519334e-09,5.5281055399980517e-08
1922,1.623145884366295e-08,3.6889677090812256e-08
1923,4.246379248229459e-09,4.140219900250486e-08
1924,5.156649773851996e-09,6.316895795333011e-08
1925,8.798542339150117e-09,7.368779364469447e-08
1926,3.343841648018042e-09,7.356451448004009e-08
1927,7.804457524684949e-09,5.351628118432927e-08
1928,6.8556245125250825e-09,3.5420729460611255e-08
1929,7.798284684668033e-09,5.235991085150715e-08
1930,3.1510811737689437e-09,4.20144132817768e-08
1931,1.0264820993199919e-08,3.9918749195066994e-08
1932,3.287861094491973e-09,3.287861005674131e-08
1933,3.4411986593596566e-09,3.785318525295622e-08
1934,3.5944740517379614e-09,3.714289675826876e-08
1935,2.393656828303392e-08,3.590485420090772e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,8.813782592653752e-09,2.0145789036973838e-08
1938,3.8895642262559704e-09,3.630260181353151e-08
1939,1.5294050470515685e-09,4.5882150523368637e-08
1940,0.0,5.0715658339584024e-09
1941,1.4757513433494296e-08,4.7224041566096275e-08
1942,0.0,4.247896612241675e-08
1943,0.0,6.387117412742782e-08
1944,0.0,3.213186161588055e-08
1945,8.714016175304096e-09,4.1391576388605245e-08
1946,4.1763312808029696e-09,5.150808490839154e-08
1947,7.152522574216391e-09,4.0530959921625254e-08
1948,8.697510267552389e-09,3.913879709216417e-08
1949,1.9634016634739737e-09,4.123143426681963e-08
1950,8.508289184305795e-09,4.4668516441248585e-08
1951,6.396841056854896e-09,2.2388944032059044e-08
1952,5.272401959466322e-09,3.479785126714319e-08
1953,1.1851210013347213e-08,3.124409986288157e-08
1954,2.9317608341017376e-09,4.788542540268281e-08
1955,4.6928039232341234e-09,3.6603872377583e-08
1956,6.976913491385517e-09,3.9245135585730395e-08
1957,2.6505113659425206e-09,3.268963988389828e-08
1958,3.3088973783179654e-09,2.1507833736222892e-08
1959,4.650448692800069e-09,2.4802393028267034e-08
1960,4.152500121534786e-09,3.8064584373387333e-08
1961,2.779263708063695e-09,5.0026746467590755e-08
1962,5.7077609305622445e-09,3.995432679149147e-08
1963,1.4225317590543796e-08,4.073613624200334e-08
1964,6.692365273064382e-09,4.684655496856038e-08
1965,8.755269065297e-09,4.6512369067386317e-08
1966,5.539074865446025e-09,4.0989153404780154e-08
1967,9.86067127950463e-09,5.1275490298152704e-08
1968,8.084548530629121e-09,4.626158300879979e-08
1969,4.995933389206897e-09,4.450922641563437e-08
1970,5.058597540852361e-09,3.265094650206635e-08
1971,5.138397485282553e-09,2.4664307929356255e-08
1972,2.5650734314375256e-09,4.052816171551399e-08
1973,3.307922269435437e-09,2.536073712144926e-08
1974,2.2502286700643026e-09,1.800182936051442e-08
1975,5.140332159925265e-09,3.369773438066659e-08
1976,7.998937734399192e-09,3.7137924513430676e-08
1977,4.11374712072643e-09,2.2919448394720376e-08
1978,9.504946274496717e-09,4.158413979826747e-08
1979,7.60756546647201e-09,3.8623025555573065e-08
1980,7.390696055153967e-09,3.638496437474714e-08
1981,8.855769451088236e-09,2.6567308353264707e-08
1982,6.2075020679230875e-09,3.041676122084169e-08
1983,5.683784332077835e-09,4.16810870262907e-08
1984,9.278413870550395e-09,3.9433258713916786e-08
1985,3.6093347199894765e-09,2.8273122509858695e-08
1986,7.792831324682226e-09,3.956360572487938e-08
1987,7.944062296871834e-09,4.27757171905796e-08
1988,1.1993107618124554e-09,4.377484319473268e-08
1989,5.488122178931576e-09,4.1160916119942215e-08
1990,1.6345953479657283e-09,1.9070279189126182e-08
1991,2.6376593798005388e-08,3.106576684785978e-08
1992,4.958949695321735e-09,2.8651709560456595e-08
1993,5.539207592608619e-09,3.545092797097027e-08
1994,3.692448513614721e-09,2.9539588441984677e-08
1995,4.337960657352369e-09,3.7414911779887206e-08
1996,1.6014276571496566e-09,3.469759923824256e-08
1997,3.835915585170824e-09,1.9179577259720304e-08
1998,2.86087753487152e-09,3.0039214893307076e-08
1999,6.8553018817141265e-09,2.7878227726318983e-08
2000,4.8598346458206265e-09,3.401884141052136e-08
2001,5.257454027685071e-09,3.724029848384269e-08
2002,3.943099347036849e-09,6.046085532229739e-08
2003,6.667076779542924e-09,2.9585152994116015e-08
2004,7.928623979580607e-09,3.8762161702621256e-08
2005,8.557124120400772e-09,2.7923246936900625e-08
2006,5.765045940631097e-09,4.117889884636128e-08
2007,6.790615014740098e-09,3.794755509822778e-08
2008,9.792111205220166e-09,3.9168444820880666e-08
2009,1.0966842989290626e-08,4.863556335443775e-08
2010,1.558851697724961e-08,5.7157894250980945e-08
2011,2.064944912283373e-08,7.112587807611703e-08
2012,1.599998813994752e-08,7.319143113804216e-08
2013,2.5102125211784454e-08,1.0236089076354205e-07
2014,1.7756650108613492e-08,9.398032396745748e-08
2015,2.15007805448586e-08,1.088338512644782e-07
2016,2.402754506469762e-08,1.2117339265316218e-07
2017,2.2388941062212453e-08,1.0037289444042585e-07
2018,2.4523933661591002e-08,1.0248422888103903e-07
2019,2.499967943769832e-08,9.97436195859791e-08
