year,devant_VERB écrire_VERB,devant_VERB décrire_VERB
2003,2.5001538617175356e-09,8.333845835650777e-10
2004,2.2023956547378987e-09,4.404791253964646e-10
2005,2.702249757291497e-09,7.656374201303606e-09
2006,5.7650459961422484e-09,3.2943118788431036e-09
2007,1.1983438408247338e-09,1.1983438685803094e-09
2008,2.9802077194940324e-09,3.8316958494988285e-09
2009,8.582746513496886e-09,3.337734755248789e-09
2010,3.30665506087513e-09,1.4171379625338432e-09
2011,2.294383100176489e-09,1.1471915639660324e-09
2012,2.0425516000788235e-09,2.0425516833455504e-09
2013,1.6734749697100426e-09,2.2313000336282585e-09
2014,1.7323561751769745e-09,4.330890368553497e-10
2015,1.551602762939197e-09,1.10828768384863e-09
2016,2.6927421403755147e-09,1.2428040818690533e-09
2017,2.7671724078803805e-09,1.7609279590047322e-09
2018,2.3233200918681973e-09,1.290733298020541e-09
2019,1.275493877184175e-09,1.2754939326953263e-09
