year,seraient_VERB en_ADP,seraient_VERB dans_ADP
1858,1.1089069857916911e-06,4.741972077226819e-07
1859,1.2542022886918858e-06,5.321321054907457e-07
1860,1.1951027545364923e-06,5.941184895164042e-07
1861,1.2714237982436316e-06,6.95604626343993e-07
1862,1.296662048844155e-06,7.057094535412034e-07
1863,1.2246810001670383e-06,5.499077815329656e-07
1864,1.1392273790988838e-06,5.183101166039705e-07
1865,1.17153354040056e-06,5.563489935411781e-07
1866,1.1609351986408e-06,5.069968551651982e-07
1867,1.0889708619288285e-06,5.299270355862973e-07
1868,1.3228982425061986e-06,5.458560963234049e-07
1869,1.1632542964434833e-06,4.966539108863799e-07
1870,1.2247928680153564e-06,5.670974019267305e-07
1871,1.386063672725868e-06,6.107176773184619e-07
1872,1.2663128927670186e-06,5.110001666253083e-07
1873,1.1199814480278292e-06,5.393389983510133e-07
1874,1.1877523320436012e-06,4.684093539708556e-07
1875,1.193510570374201e-06,4.39985427647116e-07
1876,1.2218995379953412e-06,5.743714268646727e-07
1877,1.1689302255035727e-06,5.077733931102557e-07
1878,1.1130040320495027e-06,5.036599759478122e-07
1879,1.14977501652902e-06,4.233762354033388e-07
1880,1.3111659882270033e-06,5.03800947626587e-07
1881,1.211124526889762e-06,5.612868676507787e-07
1882,1.2212631190777756e-06,4.971572593603923e-07
1883,1.171605390482e-06,4.65103340729911e-07
1884,1.2265952591405949e-06,4.291103152809228e-07
1885,1.2568989404826425e-06,5.62059426556516e-07
1886,1.1893733926626737e-06,4.7562028271386225e-07
1887,1.2091568351024762e-06,5.889090175514866e-07
1888,1.2789020047421218e-06,5.154919904271082e-07
1889,1.2129304423069698e-06,4.980783501196129e-07
1890,1.2781054010702064e-06,5.676098453477607e-07
1891,1.23468646506808e-06,4.7615424136893125e-07
1892,1.2192256235721288e-06,4.080801545569557e-07
1893,1.2951149983564392e-06,4.858990791944962e-07
1894,1.116002636081248e-06,3.9006528140816954e-07
1895,1.200111682919669e-06,4.2250673004673445e-07
1896,1.3822635764881852e-06,4.3814924310936476e-07
1897,1.2224445526953787e-06,4.690504340487678e-07
1898,1.1763719385271543e-06,4.6568260358981206e-07
1899,1.1497363630041946e-06,4.510503970323043e-07
1900,1.161757722911716e-06,4.3501026425474265e-07
1901,1.207167656502861e-06,4.63306463416302e-07
1902,1.1259280654485337e-06,3.957688647915347e-07
1903,1.3111734915582929e-06,4.3687782635970507e-07
1904,1.2560499271785375e-06,4.692047923526843e-07
1905,1.2602573633557768e-06,4.3247160874670953e-07
1906,1.3086805665807333e-06,3.9250127770174004e-07
1907,1.3772535112366313e-06,4.875415697824792e-07
1908,1.322637103839952e-06,5.181515234653489e-07
1909,1.225619143951917e-06,4.31827203328794e-07
1910,1.277252067666268e-06,3.981392353580304e-07
1911,1.404578824804048e-06,3.8625915976808756e-07
1912,1.5039598793009645e-06,4.0477203810951323e-07
1913,1.2955204056197545e-06,3.9136062923716963e-07
1914,1.4022981531525147e-06,3.9845625110501715e-07
1915,1.44196530982299e-06,4.2881973172370635e-07
1916,1.2745456388074672e-06,4.351034874616744e-07
1917,1.4607277307732147e-06,4.3207711541981553e-07
1918,1.3462032484312658e-06,3.5148312349519983e-07
1919,1.3406627203949029e-06,3.7107628259036574e-07
1920,1.3879900961910607e-06,3.263631924710353e-07
1921,1.3047844049651758e-06,3.309290548259014e-07
1922,1.2446577102309675e-06,3.600432592065772e-07
1923,1.2038485692755785e-06,3.5138788234689855e-07
1924,1.0957880931528052e-06,3.7643542327714385e-07
1925,1.213099039887311e-06,3.60740244786939e-07
1926,1.159198404820927e-06,3.076334280649462e-07
1927,9.978556363421376e-07,3.244424533477286e-07
1928,1.1026129413949093e-06,2.890788550757861e-07
1929,1.2065059991073213e-06,3.0970329589763423e-07
1930,1.0808207662194036e-06,3.329642197513749e-07
1931,1.3070538216197747e-06,4.1287390217803477e-07
1932,1.203357101076108e-06,3.791999745317298e-07
1933,1.347802822238009e-06,3.074137566727586e-07
1934,1.2400935247569578e-06,3.270971262736566e-07
1935,1.19443473067804e-06,2.96813453815048e-07
1936,1.2306585404076031e-06,3.128176331301802e-07
1937,1.208747335113003e-06,3.512921864512464e-07
1938,1.0968570904879016e-06,3.319094901144126e-07
1939,1.1134068245155504e-06,2.783517061288876e-07
1940,1.0117773854290135e-06,2.814718982335762e-07
1941,1.0300743724656058e-06,2.8924725370416127e-07
1942,9.921872106133378e-07,2.8825010645050497e-07
1943,9.058093723979255e-07,2.0903293318497163e-07
1944,9.093316748476354e-07,2.570548929270444e-07
1945,1.346315457340097e-06,3.3113261110884196e-07
1946,1.1109041224699467e-06,2.57540420989244e-07
1947,1.1050647117372137e-06,2.6106707196049683e-07
1948,1.1187172503923648e-06,2.0874024642125732e-07
1949,1.1534984878380783e-06,2.7487624265631894e-07
1950,1.1007599596268847e-06,2.605663667054614e-07
1951,1.075735440281278e-06,3.0811452234047465e-07
1952,1.119858211495739e-06,2.456939398598479e-07
1953,1.1237101489314227e-06,2.811968897731276e-07
1954,1.1727042874554172e-06,2.9610785645672877e-07
1955,1.1234573094043299e-06,2.571656523286947e-07
1956,1.1346205610607285e-06,2.5465732278462383e-07
1957,1.122933326769271e-06,2.5003157588798786e-07
1958,1.2201559229652048e-06,2.3493171852351225e-07
1959,1.137809817919333e-06,2.2322153370168962e-07
1960,1.0879549563469482e-06,2.415370943253947e-07
1961,1.0790491842271877e-06,2.397114826635516e-07
1962,1.1757987294913619e-06,2.8855902201030403e-07
1963,1.1994528676950722e-06,2.2113901820830506e-07
1964,1.1036318028345704e-06,2.4822591626616486e-07
1965,1.0178000593441539e-06,2.287314089244319e-07
1966,1.0851047136384295e-06,2.459349275341083e-07
1967,1.0403008445791784e-06,2.4060037162598746e-07
1968,1.0608724778649048e-06,2.546632913436042e-07
1969,1.296671825912199e-06,3.8832030213598046e-07
1970,1.2080851092832745e-06,3.4812347848856007e-07
1971,1.049774596140196e-06,2.6925204110739287e-07
1972,1.061427383319824e-06,2.441949789044884e-07
1973,9.934793752108817e-07,2.5636398959250073e-07
1974,1.093611103897274e-06,2.413370339127141e-07
1975,1.024639573188324e-06,2.284592142132169e-07
1976,1.0210072787231184e-06,2.411108255273575e-07
1977,1.0066927416119142e-06,2.35658944802708e-07
1978,9.891084573609987e-07,2.2930682064270513e-07
1979,1.0966598438244546e-06,2.2178979008913302e-07
1980,1.0193475645792205e-06,1.9898027403542073e-07
1981,9.336511084256927e-07,2.327802235413401e-07
1982,1.0304453326170915e-06,2.3650584068946046e-07
1983,1.1550713452379568e-06,2.2545678746155318e-07
1984,9.858314342636731e-07,2.35439742368726e-07
1985,8.963181699073175e-07,1.979118593453677e-07
1986,1.0172641395911342e-06,2.0680974444076128e-07
1987,9.263998208552948e-07,2.1693399787636736e-07
1988,1.0014244935518946e-06,2.386628352724074e-07
1989,1.031218175739923e-06,2.2830587909083988e-07
1990,1.0009172228819807e-06,1.9342711254921596e-07
1991,1.011688937069266e-06,1.9049761590395065e-07
1992,9.212626537191682e-07,2.0056197058693215e-07
1993,1.0629738653733511e-06,2.0938203704190528e-07
1994,1.0027634971265798e-06,2.2523936138441059e-07
1995,9.85259362096258e-07,2.120178237419168e-07
1996,9.763371053850278e-07,2.3113939562335872e-07
1997,1.098989855563559e-06,2.028240402296433e-07
1998,1.0380217645433731e-06,1.931092299400916e-07
1999,1.1320388466629083e-06,1.974326835352258e-07
2000,9.96266066977114e-07,2.3724828679405618e-07
2001,1.0896073945332319e-06,2.308898672254145e-07
2002,1.0628842801452265e-06,2.3702408213921444e-07
2003,1.130902887780394e-06,2.3876467025729653e-07
2004,1.1020787269444554e-06,2.2288243428647547e-07
2005,1.0354120831834734e-06,2.283400988289941e-07
2006,1.0438850495120278e-06,2.3019003947410965e-07
2007,1.041360746967257e-06,2.296825698522298e-07
2008,1.0277459523422294e-06,2.0393136423990654e-07
2009,9.955986115528503e-07,2.3602552801094134e-07
2010,1.0434858950247872e-06,1.9131361739255226e-07
2011,9.586698297425755e-07,1.8852182392947725e-07
2012,9.504673812443798e-07,2.4408493004557386e-07
2013,1.0517790087760659e-06,2.2898716167674138e-07
2014,9.543116448185174e-07,2.36033528722146e-07
2015,9.096825692722632e-07,2.1256957438708923e-07
2016,9.53644928358699e-07,2.3944690497046395e-07
2017,9.159340947917372e-07,2.2942374755530182e-07
2018,9.171951091957453e-07,2.282016566823586e-07
2019,8.742235309000534e-07,2.0458921312638267e-07
