year,voulait_VERB étendre_VERB,voulait_VERB détendre_VERB
1931,3.193499864551086e-08,0.0
1932,3.9454331357546835e-08,1.0959536611565568e-09
1933,5.276504566609219e-08,0.0
1934,3.5944740517379614e-08,0.0
1935,3.351119559624749e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,0.0
1937,3.777335422228134e-08,0.0
1938,4.148868626430158e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,0.0
1940,3.550096039361961e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.6705325123211878e-08,0.0
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,3.587722829934137e-08,0.0
1949,2.4542520904446974e-08,0.0
1950,1.914365022059883e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,1.7926167217297007e-08,5.272402070488624e-09
1953,1.723812381726475e-08,0.0
1954,4.29991580119804e-08,1.9545072227344917e-09
1955,1.407841132561316e-08,2.815682353940474e-09
1956,1.9186511934776718e-08,0.0
1957,3.268964121616591e-08,0.0
1958,2.9780077070995503e-08,8.272243445794913e-10
1959,2.0927018340444192e-08,1.5501495642666896e-09
1960,1.2457499920515147e-08,6.920833350854139e-10
1961,2.709782087606527e-08,6.948159270159238e-10
1962,1.9660065575521912e-08,0.0
1963,2.0044765847160306e-08,0.0
1964,2.251068309533366e-08,1.2167936658258327e-09
1965,3.3379464525751246e-08,5.472043373977442e-10
1966,2.1048483844765542e-08,2.769537488234164e-09
1967,1.873527466500491e-08,1.9721342336964653e-09
1968,2.3355362088750553e-08,8.982831700699023e-10
1969,2.997560244466513e-08,3.1792304344691047e-09
1970,2.5292987260172595e-08,0.0
1971,1.4387513402880359e-08,5.138397485282553e-10
1972,1.4364410994005539e-08,0.0
1973,2.1501493918663073e-08,0.0
1974,2.7565301152776556e-08,0.0
1975,2.7415104852934746e-08,1.1422960355389478e-09
1976,2.0568696967870892e-08,0.0
1977,1.9393379346865913e-08,0.0
1978,2.198018833610149e-08,0.0
1979,2.867466974976196e-08,1.1703946700691858e-09
1980,2.21720881654619e-08,1.1370301367108482e-09
1981,2.4037088763861902e-08,0.0
1982,2.1726258125909226e-08,1.2415004579935385e-09
1983,2.652432762317858e-08,0.0
1984,1.739702604197646e-08,1.739702604197646e-09
1985,1.804667348892508e-08,2.4062232206745193e-09
1986,2.3977941410180392e-08,1.7983456945813714e-09
1987,2.3832186002437084e-08,2.4443267410134695e-09
1988,2.338656024392094e-08,5.996553809062277e-10
1989,1.6464365870660913e-08,1.0976244357863152e-09
1990,2.2884334427430986e-08,5.44865097484859e-10
1991,2.4032006606944378e-08,5.861465202094962e-10
1992,1.4876849085965205e-08,5.509944167592096e-10
1993,2.049506697687775e-08,1.1078414852150331e-09
1994,1.5824779708850656e-08,2.1099706426497278e-09
1995,2.2232049090575856e-08,1.0844901643380922e-09
1996,1.92171327739743e-08,5.338092190498855e-10
1997,2.2536003285722472e-08,0.0
1998,2.0979769033147022e-08,1.43043876743576e-09
1999,1.8737825513426287e-08,0.0
2000,1.899753598877396e-08,8.836062992401139e-10
2001,2.1029816110740285e-08,0.0
2002,2.059174164514843e-08,8.76244299341522e-10
2003,1.2917460878725251e-08,2.083461403401543e-09
2004,1.5416770082765652e-08,1.3214374039449694e-09
2005,1.6213498099659773e-08,9.007499190971657e-10
2006,2.141302779534726e-08,4.1178899179428186e-10
2007,2.157018919035636e-08,1.997239706952314e-09
2008,3.5762493411084506e-08,0.0
2009,2.2410505451375684e-08,4.76819250749827e-10
2010,1.795041271179798e-08,1.8895172093635892e-09
2011,1.644307978665438e-08,4.206369030868018e-09
2012,1.7021264397953928e-08,4.765953853791416e-09
2013,1.4782362889320666e-08,3.904775169871755e-09
2014,1.667392801607548e-08,8.445236510112863e-09
2015,1.4629397249166232e-08,4.43315073539452e-09
2016,1.9884865309904853e-08,4.142679976837371e-09
2017,1.4590545660553289e-08,6.289028409156572e-09
2018,1.3165480261534412e-08,8.002547069452248e-09
2019,1.2499840273960672e-08,5.612172948588068e-09
