year,revenant_VERB en_ADP,revenant_VERB dans_ADP
1858,2.05534396613416e-07,1.5561889465942613e-07
1859,2.1641736935862355e-07,1.2934120041663277e-07
1860,2.2062025806235397e-07,1.5699740707475485e-07
1861,2.145763513539123e-07,1.5326882341071268e-07
1862,2.543626189677184e-07,1.3734678838694947e-07
1863,1.8480097185857858e-07,1.6682033088244452e-07
1864,2.3542114391261748e-07,1.9898120307004774e-07
1865,1.9109787530169342e-07,1.2049521358470372e-07
1866,2.2722412040820927e-07,1.7564862364594092e-07
1867,1.8780380628413695e-07,1.5965749788904304e-07
1868,1.9858293986985132e-07,1.4473830978189994e-07
1869,2.080379122304521e-07,1.6652800560734704e-07
1870,2.7580775263658097e-07,1.3417674438187532e-07
1871,2.0074024931204804e-07,1.5188283786216061e-07
1872,2.2435628288519638e-07,1.6630183141685961e-07
1873,2.1130595939666819e-07,1.2810049376810184e-07
1874,2.4854373847915667e-07,1.6071698372144283e-07
1875,2.1627372870369754e-07,1.247292900075081e-07
1876,2.0979671333520855e-07,1.6445160078149001e-07
1877,2.7275038227969617e-07,1.552388813053085e-07
1878,2.3250491665294248e-07,1.7090620696436076e-07
1879,2.663665892299605e-07,1.3257235775832044e-07
1880,2.9265378387322016e-07,1.7584898825973028e-07
1881,1.9662471917314406e-07,1.4851440610641475e-07
1882,2.389283269010889e-07,1.8235755439022228e-07
1883,2.4139874721385013e-07,1.9779530413543966e-07
1884,2.1455515408774772e-07,1.5712038869963862e-07
1885,2.610482381371071e-07,1.6049632917125578e-07
1886,2.981500415444316e-07,1.7424352849459979e-07
1887,2.480991430076074e-07,2.043553450903346e-07
1888,2.27628068394381e-07,1.933887556759828e-07
1889,2.3995473785731747e-07,1.7855640344066614e-07
1890,2.74628801477661e-07,2.10395803890151e-07
1891,2.2246027597816465e-07,1.8612722518795977e-07
1892,2.099951617040574e-07,1.7238408833719632e-07
1893,2.506475604846514e-07,2.1184952481156927e-07
1894,2.6844557865501883e-07,2.0606033857006878e-07
1895,2.491706538876315e-07,2.269017604916712e-07
1896,2.6241777995039683e-07,2.0757541863147821e-07
1897,2.295725085588174e-07,2.1850175802029526e-07
1898,2.065299531395226e-07,1.7993568990348763e-07
1899,1.9844006793334756e-07,1.5864149993660703e-07
1900,2.2581081715600249e-07,2.0348928542190947e-07
1901,2.079010936739678e-07,1.8442838412013884e-07
1902,3.0640171466700394e-07,2.3372951307720768e-07
1903,2.3328951836987244e-07,1.50666139342448e-07
1904,2.2250947750990235e-07,1.8864933792883676e-07
1905,1.8475516849747464e-07,2.146875761610545e-07
1906,2.530938765232804e-07,1.7335902313675433e-07
1907,2.1959941420846008e-07,1.7948522934574385e-07
1908,2.318175660320776e-07,1.660049515628259e-07
1909,2.6404721609196713e-07,1.3642438645433685e-07
1910,2.442276887393291e-07,1.277252050790878e-07
1911,2.037703321633444e-07,1.814247534426272e-07
1912,2.1671193017880341e-07,1.5315698487228246e-07
1913,1.898470340933045e-07,1.6545327685690836e-07
1914,2.4242211793534807e-07,1.7478500480283543e-07
1915,2.7449174933025233e-07,1.9084833979832183e-07
1916,1.8239186783119976e-07,1.439357559807064e-07
1917,2.7745054254069146e-07,1.9629900194217953e-07
1918,2.6418666010386005e-07,1.9986294663709714e-07
1919,2.449287643813136e-07,1.933648157148582e-07
1920,2.1202249333995837e-07,2.1050804477340535e-07
1921,1.93862336850259e-07,1.6660044810379304e-07
1922,2.1322233223486364e-07,1.246871086379997e-07
1923,2.0064142347564484e-07,2.0170301073818564e-07
1924,2.2173593450247608e-07,1.5727781299545995e-07
1925,2.430597376701371e-07,1.9356793590219468e-07
1926,1.905989641670658e-07,1.8836973803004753e-07
1927,2.7984553341298124e-07,1.7950251951504015e-07
1928,2.2852083070290519e-07,1.1654562026564008e-07
1929,2.3729066001010324e-07,1.8270266011199965e-07
1930,2.3528071579903553e-07,1.512518874591251e-07
1931,2.2468553328991447e-07,1.3572374424342115e-07
1932,2.3672599080981627e-07,1.589132834212137e-07
1933,2.523545692412199e-07,1.2158902151782058e-07
1934,2.8635977145086144e-07,1.6175132699913775e-07
1935,2.0106717713019862e-07,1.651623140475067e-07
1936,1.939954277219158e-07,1.0790995652598667e-07
1937,2.216036740776417e-07,9.821072288751509e-08
1938,2.7745559272318587e-07,1.0631476143885266e-07
1939,2.23293136869529e-07,1.5905812489336313e-07
1940,1.8511214605609894e-07,1.4961119432221892e-07
1941,2.951502722225996e-07,1.7118715334163426e-07
1942,2.821817020048911e-07,1.9722376620734394e-07
1943,3.4258174608226e-07,1.538714649029771e-07
1944,3.405977349046907e-07,1.6708568395529255e-07
1945,2.0913638998365514e-07,1.394242525876166e-07
1946,2.28306110017229e-07,1.6566114346971972e-07
1947,1.990785438721332e-07,1.7523680284625698e-07
1948,2.250480797272303e-07,1.1415481981913445e-07
1949,2.3855330510968997e-07,1.462734173784952e-07
1950,2.329144237478431e-07,1.7122931517121742e-07
1951,2.516090802373583e-07,1.716485718006311e-07
1952,2.3304016849579057e-07,1.38136934779709e-07
1953,2.0685748935989068e-07,1.4652405422310721e-07
1954,1.798146627152164e-07,1.1140691391631208e-07
1955,1.914663982915954e-07,1.0324168364661546e-07
1956,2.0407470913141879e-07,1.46515180432516e-07
1957,1.7935126273016522e-07,1.27224545565241e-07
1958,1.9108882831631036e-07,1.2573809815563664e-07
1959,2.394981066800028e-07,1.4028852834968575e-07
1960,1.8409416036035964e-07,1.2388291814602326e-07
1961,1.9871736078869162e-07,1.222876035988918e-07
1962,1.8264835155434866e-07,1.293759082088286e-07
1963,1.7781646910464133e-07,8.923153194118072e-08
1964,1.8373583898778634e-07,1.2593814435746253e-07
1965,1.8495506282079077e-07,1.0068560030163098e-07
1966,2.0217622243023925e-07,1.1632056917676437e-07
1967,2.0115768606387974e-07,1.1684895362407133e-07
1968,2.1199483235534444e-07,1.3878475346729147e-07
1969,1.748576714533101e-07,1.1536064836725757e-07
1970,1.9084708213767954e-07,1.1864710458553418e-07
1971,1.7367783655686253e-07,1.0790634963342427e-07
1972,1.882763971394752e-07,1.2774066249221505e-07
1973,1.7807648511336538e-07,1.3286821776148372e-07
1974,1.5526577712421386e-07,1.0632330393889333e-07
1975,1.5306767409128952e-07,9.538171896750214e-08
1976,1.8683232383409631e-07,1.0398619165741252e-07
1977,1.692513169615495e-07,9.050244376140881e-08
1978,1.6217813758601096e-07,9.623758012722305e-08
1979,2.0306347181531237e-07,1.1528387666714934e-07
1980,2.080765142409291e-07,1.1370301145063877e-07
1981,1.7268750163168534e-07,1.1955288314879908e-07
1982,1.8994957606821572e-07,1.067690389433551e-07
1983,1.604090211770881e-07,1.0483424972562716e-07
1984,1.664315405491834e-07,1.148203656597957e-07
1985,1.7565429821786438e-07,1.239204934222471e-07
1986,1.9062463252339512e-07,1.1389522125426765e-07
1987,1.6865854668424163e-07,1.0693929386462742e-07
1988,1.4811487680788105e-07,9.654451726959223e-08
1989,1.728758558527943e-07,1.1031125346505632e-07
1990,1.8579899219162144e-07,1.0025517749312485e-07
1991,1.8698074555345556e-07,1.0726481480816119e-07
1992,1.8293014214521008e-07,9.311805460043843e-08
1993,1.8334776363815308e-07,1.152155171268987e-07
1994,1.8409494195736897e-07,1.0971846986507217e-07
1995,1.9737721146384501e-07,1.0356880864037521e-07
1996,1.6281180670318918e-07,1.0622803170434736e-07
1997,1.9515220550658796e-07,1.1939287425377643e-07
1998,1.6879176989448297e-07,1.2063366749970328e-07
1999,1.6772638211648427e-07,1.1973926827835157e-07
2000,1.8953354796735766e-07,1.616999547593423e-07
2001,1.844490178370961e-07,1.5027556976576761e-07
2002,1.9277374718740248e-07,1.1916922204591174e-07
2003,1.850113751089566e-07,1.24590992633955e-07
2004,1.8808458257524308e-07,1.3390565811732813e-07
2005,1.792492305696669e-07,1.4276885806907558e-07
2006,1.955997781522001e-07,1.6636275645964815e-07
2007,2.1929692017863545e-07,1.6776814426577857e-07
2008,2.0009967016676455e-07,1.8434714199599966e-07
2009,1.9358862068941107e-07,2.3316461117417475e-07
2010,1.9556502373063722e-07,2.39968684923042e-07
2011,1.7857948364508047e-07,2.1796639604332313e-07
2012,1.9812750284842195e-07,2.5906363099181817e-07
2013,2.0109591147843275e-07,2.457219210327821e-07
2014,2.0268566380821085e-07,2.862718400109543e-07
2015,2.0702814040873818e-07,2.7219545906120857e-07
2016,2.015413880229744e-07,3.0717971810645395e-07
2017,2.082926240376537e-07,3.2627480095470673e-07
2018,1.9386814997801594e-07,3.4230247969446737e-07
2019,1.994872391719582e-07,3.0943481554857044e-07
