year,acceptant_VERB en_ADP,acceptant_VERB dans_ADP
1871,2.7615060460561835e-08,2.6552942955504477e-08
1872,2.53988243770209e-08,2.3584624031514068e-08
1873,2.573981916498269e-08,3.052862229679931e-08
1874,2.2703514623856336e-08,2.4495896866483235e-08
1875,2.4030413214859436e-08,1.4303817463812152e-08
1876,2.3579457275602067e-08,1.269663130187837e-08
1877,3.710889728836264e-08,2.8450153344294904e-08
1878,1.5701630218245555e-08,3.925407554561389e-08
1879,4.4598075343849075e-08,2.3215436684154156e-08
1880,7.059631146333345e-08,2.1820676598949262e-08
1881,5.368830713337047e-08,2.4403776777148778e-08
1882,4.1263388927959e-08,1.9966154951589488e-08
1883,4.3603439081607576e-08,2.0853818227806187e-08
1884,3.9610181801208455e-08,1.7164412113856997e-08
1885,3.609555876415982e-08,2.3848851782304337e-08
1886,2.0005737511041843e-08,1.4197620856748472e-08
1887,4.113222434876107e-08,2.154545164501087e-08
1888,3.487338218199909e-08,1.8387781963724592e-08
1889,4.38559585869136e-08,2.4434033463194282e-08
1890,4.3914388847543506e-08,2.8839300725280737e-08
1891,3.888274235919198e-08,2.8683990294098294e-08
1892,6.26851246465776e-08,3.259626413232297e-08
1893,3.017624061740776e-08,2.155445777418663e-08
1894,4.978215883966186e-08,4.0960006941759275e-08
1895,3.5509824414248214e-08,7.824199066419624e-09
1896,5.071444775239797e-08,1.47425724961181e-08
1897,4.2535007405142267e-08,2.4472197157621167e-08
1898,3.4515963642789416e-08,1.810673566637888e-08
1899,1.6582735185011188e-08,2.4874102777516782e-08
1900,2.9069898377365178e-08,1.764958135197503e-08
1901,4.135666742399735e-08,1.900171220370339e-08
1902,4.2228439411928775e-08,1.276673788908056e-08
1903,4.374178264043849e-08,1.296052865029651e-08
1904,4.2997001514777367e-08,1.827372564378038e-08
1905,3.8705692873008957e-08,1.651442893546573e-08
1906,3.035068729673185e-08,1.6975808314612095e-08
1907,4.371417006154843e-08,1.6457098794830927e-08
1908,2.6521500773313278e-08,2.4065807124884486e-08
1909,4.125737590454648e-08,1.0451868703853506e-08
1910,3.366815093386322e-08,1.870452770447173e-08
1911,3.1390207766435196e-08,3.085816913106498e-08
1912,5.938740055277947e-08,1.9795800554334164e-08
1913,4.401481379368022e-08,2.8105845761849935e-08
1914,3.817143784390353e-08,3.080502164465315e-08
1915,6.125996065975414e-08,2.2383447761953335e-08
1916,3.625862321499085e-08,2.6369908923129515e-08
1917,4.276905585243185e-08,2.1932848426331475e-08
1918,7.695872028534723e-08,3.9053680289669046e-08
1919,2.762354434082681e-08,1.5653341733923298e-08
1920,4.240449769099541e-08,3.028892692213958e-08
1921,3.256281289054641e-08,2.1960967766521122e-08
1922,4.3529817694842876e-08,1.4018077365562931e-08
1923,3.290944006195673e-08,2.3355084977083607e-08
1924,3.996403552530836e-08,1.2891624656674594e-08
1925,3.6293987148994233e-08,9.898360353588487e-09
1926,4.458455293843144e-08,1.671920735191179e-08
1927,4.1252132376712325e-08,2.8987985345452216e-08
1928,2.2852082892654835e-08,9.14083297942625e-09
1929,3.78773812315103e-08,2.0052731031228177e-08
1930,2.520864939015155e-08,2.10072066408884e-08
1931,3.307553431142196e-08,1.596749932275543e-08
1932,3.9454333577992884e-08,2.8494796078248896e-08
1933,5.73533105452384e-08,1.7205993296798283e-08
1934,6.589868917217245e-08,1.4377896206951846e-08
1935,3.7101681726881e-08,2.154291145473053e-08
1936,4.607391446143083e-08,1.33371855781661e-08
1937,3.777335588761588e-08,2.0145789036973838e-08
1938,3.3709559033034964e-08,1.4261735792331365e-08
1939,3.364691281149135e-08,9.176430282309411e-09
1940,3.803674530900025e-08,0.0
1941,5.312704587367989e-08,1.4757512545315876e-08
1942,1.8205270180260413e-08,2.4273694165799498e-08
1943,6.387117679196308e-08,3.774205836748479e-08
1944,4.4984606262232774e-08,1.2852744646352221e-08
1945,6.317661416233022e-08,8.714016175304096e-09
1946,4.5939643200654245e-08,5.568441707737293e-09
1947,3.695470018882929e-08,2.5033829231801974e-08
1948,2.2830963786191205e-08,1.848220954059343e-08
1949,3.3377827501901436e-08,1.1780409536754632e-08
1950,2.1270723182809093e-08,1.914365022059883e-08
1951,2.8785784422780125e-08,3.0918066329377325e-08
1952,3.5852332658237174e-08,3.057993147592697e-08
1953,5.171437322815109e-08,2.693456835345387e-08
1954,3.029486150829541e-08,2.6385847728960243e-08
1955,3.2849628350817284e-08,3.378819002364253e-08
1956,2.6163424537983815e-08,2.267496879149178e-08
1957,3.0922631233387676e-08,2.6505112771246786e-08
1958,4.715178913983209e-08,1.8198935525237658e-08
1959,3.2553140627555877e-08,2.5577467810400378e-08
1960,3.460416664324839e-08,1.4533750203327145e-08
1961,3.7520061002549454e-08,2.5013373039506348e-08
1962,3.551495586506803e-08,3.234397782936327e-08
1963,5.8841084449312575e-08,1.9398160300276857e-08
1964,5.1713731907820915e-08,1.9468698653213323e-08
1965,4.049311996823235e-08,2.2435377999840966e-08
1966,2.5479743759326823e-08,1.7171132071780448e-08
1967,3.007504684182649e-08,1.3804939191786048e-08
1968,2.3804503673785504e-08,1.5719955531734442e-08
1969,3.951329152762639e-08,2.3162964879475112e-08
1970,4.7366869204701345e-08,2.7132477264935062e-08
1971,3.23719049344362e-08,2.0553589052951793e-08
1972,4.001514497531389e-08,1.898154344814884e-08
1973,2.866866033457427e-08,2.7566018800939673e-08
1974,3.881644539127649e-08,1.8001828527847152e-08
1975,2.7415104408845536e-08,1.770558810676448e-08
1976,2.913898788925451e-08,1.9997344169464526e-08
1977,4.231283101674421e-08,2.468248327947009e-08
1978,4.277225640336724e-08,1.9009891549792712e-08
1979,4.2719406012636796e-08,2.457828751634139e-08
1980,3.2973872521324665e-08,2.0466543182440233e-08
1981,3.4157967787606935e-08,2.4037088763861902e-08
1982,3.662426206751945e-08,1.924325765401136e-08
1983,3.410270599246701e-08,2.5892796351456582e-08
1984,4.523226704300498e-08,1.2177918229383522e-08
1985,3.549179372619449e-08,2.346067629055426e-08
1986,4.076250204043674e-08,1.978180286243969e-08
1987,2.5054348651298852e-08,1.4054879038383206e-08
1988,4.077656612366809e-08,1.8589316530537303e-08
1989,4.225854155492925e-08,2.030605195102453e-08
1990,3.432650036439e-08,1.9070277801347402e-08
1991,5.0408600849038976e-08,3.3996498338684233e-08
1992,3.6365632061219344e-08,2.975369817193041e-08
1993,3.7112689144080946e-08,2.603427456948637e-08
1994,3.1122066590505426e-08,1.9517228722065738e-08
1995,4.1210625467691386e-08,1.8978578708583882e-08
1996,3.416378979714807e-08,2.935950638160989e-08
1997,3.9318132971644104e-08,2.0618046936426992e-08
1998,3.719140906355278e-08,1.764207879784152e-08
1999,3.610458743086298e-08,2.1936965050040058e-08
2000,4.4180314517916486e-08,2.4299172896036225e-08
2001,3.6364058209059635e-08,2.190605918883648e-08
2002,3.724038410979347e-08,1.8839252380331573e-08
2003,3.041853702256958e-08,2.1667998506558206e-08
2004,2.0262039879259675e-08,1.673820673731008e-08
2005,2.7472871977352042e-08,1.261049931144953e-08
2006,3.3354906725513445e-08,1.4824403926638752e-08
2007,3.954534766315021e-08,2.236908436259455e-08
2008,3.576249180126112e-08,1.6604014163590364e-08
2009,3.766872014310252e-08,1.430457752249481e-08
2010,3.0704655484825594e-08,1.7005655550406118e-08
2011,2.982698085740587e-08,1.606068167347985e-08
2012,2.4170194734551842e-08,1.4978712103985714e-08
2013,2.091843853690989e-08,1.7292575482663608e-08
2014,2.8150787395597732e-08,1.754010577059706e-08
2015,2.5933932890076505e-08,2.0392493027543424e-08
2016,2.5477483234226384e-08,2.319900921365914e-08
2017,2.4904551310100942e-08,2.087957362562065e-08
2018,2.0393587263356494e-08,1.6005093528281833e-08
2019,2.2193593962605007e-08,1.3010037824834342e-08
